Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Githunguri,Gathiruini Primary,Primary,2026-01-27,Rice and Western,White,240,246,220,26,0,2,5,0,0,0.0,0,,250,0,,2026-01-27 12:30:50,2026-01-27 13:30:05,59,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 a decrease from 5 this is because parents topped up their accounts on time,Actual meals served were 246 an increase from 236 this because most students were present,@Catherine Wanjiru
Githunguri,Kiawaiguru Primary,Primary,2026-01-27,Rice and Western,White,225,227,209,18,2,2,3,1,0,0.0,0,,230,2,,2026-01-27 12:30:00,2026-01-27 13:20:00,50,,Lunch was delicious.,Line was in orderly way.,Failed taps increased from yesterdayâ€™s 2 to today 3.Some parents didnâ€™t top up despite reminding them.,Actual meals served increased from yesterdayâ€™s 221 to today 227.Most pupils reported to school today.,@KIAWAIGURU PRIMARY SCHOOL
Githunguri,Matuguta Primary,Primary,2026-01-27,Rice and Western,White,450,469,424,45,2,3,22,1,2,0.0,0,,470,3,,2026-01-27 12:35:54,2026-01-27 13:40:06,64,,Food was delicious,Queue was well managed,Failed taps were 22 an increase of 1 tap from yesterday's 21 failed taps . Respective parents had not topped up.,Actual meals were 469 an increase of 28 taps from yesterday's 441 actual meals. Absent students reported to school today and more parents topped up,@Matuguta primary
Githunguri,Kiambururu Secondary,Secondary,2026-01-27,Rice and Western,White,205,210,210,0,0,3,3,0,0,0.0,0,,210,0,,2026-01-27 13:15:46,2026-01-27 13:40:58,25,,The food was delicious,Line management was smooth,Failed taps today was 3 compared to previous which was 4,Successful taps was 210 compared to previous which was 198 an increase from previous yesterday,@Salome-kiambururu secondary school
Githunguri,Gitiha Secondary,Secondary,2026-01-27,Rice and Western,White,145,148,148,0,0,2,6,0,1,0.0,0,,145,0,,2026-01-27 12:43:34,2026-01-27 13:10:44,27,,Food was delicious,Queue was managable,Constant number of failed taps,Successful taps had increassed,@Kang'ethe Dennis
Githunguri,Gathaithi Secondary,Secondary,2026-01-27,Rice and Western,White,100,108,108,0,0,2,5,0,2,0.0,0,,110,0,,2026-01-27 13:20:18,2026-01-27 13:45:31,25,,Food was delicious,Queuing was good,We had 5 failed taps a rise from yesterday's 4 due to failure of topping up by parents,We had 108 successful taps a rise from yesterday's 92 due to excellent students attendance in school,@Joseph mburu nga'ang'a
Githunguri,Gitombo Primary,Primary,2026-01-27,Rice and Western,White,180,176,163,13,0,2,1,0,0,1.0,1,,175,0,,2026-01-27 12:40:53,2026-01-27 13:20:00,39,,Food was delicious.,Queue was manageable by the help of teacher on duty.,Today failed taps was 1an increase of 1 from 0 yesterday parent didn't top up account on time.,Actual meals served today was 176 a decrease of 4 from 180 yesterday due to absenteeism.,@Veronica Mwaura -S/C- Gitombo primary
Githunguri,Kindiga Primary,Primary,2026-01-27,Rice and Western,White,195,194,175,19,0,2,5,0,0,1.5,2,,195,0,,2026-01-27 12:40:42,2026-01-27 13:30:50,50,,The food was Hot and delicious.,Queues were orderly,"Failed taps increased to 5 from yesterday's 4,respective parents did not top up accounts.","Successful taps increased to 194 from 193,most kids were present today.",@James Mbugua SC Kindiga Primary
Githunguri,Githiga Primary,Primary,2026-01-27,Rice and Western,White,405,407,370,37,0,3,25,1,3,0.0,0,,410,0,,2026-01-27 12:42:03,2026-01-27 13:42:07,60,,Food was sweet and delicious,Line Management was smooth,Failed taps decreased by 1 from 26.,Actual meals increased from 391 to 407.turn out increased,@Nicholas-SC - Githiga Comprehensive
Githunguri,Kiawairia Primary,Primary,2026-01-27,Rice and Western,White,140,146,131,15,3,2,7,0,0,0.0,0,,140,3,,2026-01-27 12:00:01,2026-01-27 13:30:09,90,,Food was delicious and hot,Lines were neat and organized,We had 7 failed taps an increase from 2 some parents didn't top up on time,We hadÂ  131 successful taps an increase from 126 turn out was good,@Mary kimani SC kiawairia comprehensive school
Githunguri,Githima Primary,Primary,2026-01-27,Rice and Western,White,270,270,244,26,4,2,1,0,4,0.0,0,,275,5,,2026-01-27 12:30:58,2026-01-27 13:30:03,59,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 1 failed tap which is a decrease from yesterday's 4 failed taps.Most parents topped up on time,We had 270 actual meals served which is an increase from yesterday's 263 actual meals.The turn up was high and parents topped up on time today.,@Brenda kamawe Githima primary and junior secondary school
Githunguri,Gatitu Primary,Primary,2026-01-27,Rice and Western,White,380,371,332,39,0,3,13,0,3,1.0,1,,380,1,,2026-01-27 12:15:04,2026-01-27 13:40:12,85,,Students enjoyed bananas..food also tasted really great!!,"In presence of ToD, students made neat queues which transitioned from class to class.",An increase from 5 to 13 ..some parents were unreachable upon placing calls.,A difference of 2 being a decrease from 373 to 371 resulted by accounts having low funds.,@Wambui ikonya -sc- Gatitu comprehensive
Githunguri,Gathangari Primary,Primary,2026-01-27,Rice and Western,White,415,416,383,33,0,3,8,0,0,10.0,0,,415,0,,2026-01-27 12:20:28,2026-01-27 13:30:36,70,,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 11 to 8.some parents forgot to top up on time and have urged kids to remind them to top up,Successful taps increased fromÂ  408 to 416.Most parents topped up their accounts on time.,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
Githunguri,Kanyore Primary,Primary,2026-01-27,Rice and Western,White,620,465,447,18,4,3,12,1,0,35.0,45,,530,5,,2026-01-27 12:30:44,2026-01-27 13:30:48,60,,Food was delicious,Line management was organized,Number of failed taps decreased from 22 to 12 as many accounts were topped up.,Number of successful taps decreased from 632 to 465. This can be attributed to decreased number of students in school as many were absent since they were sent home for fees yesterday.Some reported back but were sent home again for fees.,"@Haron Muiruri,SL Kanyore Primary"
Githunguri,Kiambururu Primary,Primary,2026-01-27,Rice and Western,White,275,277,249,28,0,3,5,0,0,0.0,0,,280,0,,2026-01-27 12:40:47,2026-01-27 13:40:52,60,,The food was delicious,Line management was smooth and fast,Failed taps decreased from 9 to 5.We still had parents who failed to top up on time,Actual meals served increased from 267 to 277.There was high student turnout due to the ongoing exams.,@Kiambururu Comprehensive School
Githunguri,Mukuyu Secondary,Secondary,2026-01-27,Rice and Western,White,330,319,319,0,0,3,18,0,4,12.0,4,,340,0,,2026-01-27 12:40:45,2026-01-27 13:10:54,30,,Food was hot and delicious,Queue was well managed,Failed taps increases from 14 to 18 some parents didn't top up,Successful taps increases from 318 to 319.we had grade 10 students who was admitted,@Mukuyu Secondary School
Githunguri,Ihiga Primary,Primary,2026-01-27,Rice and Western,White,165,172,158,14,0,2,0,0,0,0.0,0,,160,0,,2026-01-27 12:40:57,2026-01-27 13:15:12,34,,Food was Enough.,Queues were manageable.,Failed taps were 0 a decrease from yesterday's which was 2.Parents topped up their accounts on time.,Successful taps were 172 an increase from yesterday's which was 160.Today's turn up was high.,@Naomi SC-Ihiga Comprehensive
Githunguri,Gataka Primary,Primary,2026-01-27,Rice and Western,White,250,257,242,15,0,2,8,0,4,0.0,0,,270,0,,2026-01-27 12:36:31,2026-01-27 13:40:40,64,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 4 to 8, some accounts had insufficient balances.","The number of actual meals dropped from 287 to 257, kids were sent home for school fees",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
Githunguri,Gathaithi Primary,Primary,2026-01-27,Rice and Western,White,455,469,424,45,2,3,13,0,0,0.0,0,,470,2,,2026-01-27 12:40:28,2026-01-27 13:40:33,60,,"Food was great, kids enjoyed the bananas",One teacher assisted with queue management,Failed taps dropped from 15 to 13. We still have parents unable to top up,Successful Taps increased from 453 to 469. Some kids showed up due to bananas,@P.C.E.A Gathaithi primary and Junior secondary school
Githunguri,Githioro Primary,Primary,2026-01-27,Rice and Western,White,340,332,306,26,0,2,13,2,7,3.0,4,,340,0,,2026-01-27 12:30:49,2026-01-27 13:35:54,65,,Food was appetising,Line management was organised assisted by tod,"Failed taps increased from yesterdayâ€™s 4 to 13 today, some parents did not top up their accounts on time  upon reaching them","Successful taps  decreased from 337 to 332 today, most parents did not top up their accounts.",@GITHIORO COMPREHENSIVE
Githunguri,Matuguta Secondary,Secondary,2026-01-27,Rice and Western,White,130,124,124,0,0,2,6,0,7,0.0,0,,125,0,,2026-01-27 13:30:07,2026-01-27 13:45:18,15,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,Failed taps today were 06 higher than yesterday's 03 most of the parents didn't top up on time,Successful taps today were 124 Lower than the projected meals that were 130 &also lower than yesterday's 126,@Njeri -Matuguta secondary school
Githunguri,Kiawairia Secondary,Secondary,2026-01-27,Rice and Western,White,55,56,56,0,0,2,0,0,0,0.0,0,,58,0,,2026-01-27 13:25:55,2026-01-27 13:35:00,9,,Food was appetizing and yummy,Line management was transitioning good,Number of failed taps decreased from 3 to 0 parents topped up their accounts on time,number of actual meals increased from 52 to 56 those who had failed taps yesterday topped up their accounts and also students reported in good numbers today,@Patrick Kariuki Kiawaria secondary school Tapper
Githunguri,Gikang'A Kageche Secondary,Secondary,2026-01-27,Rice and Western,White,310,317,317,0,0,3,13,1,8,0.0,0,,320,0,,2026-01-27 13:10:39,2026-01-27 13:50:45,40,,Food was delicious,Queue was well managed by TOD  and Deputy Principal,Today's failed taps increased from 6 to 13 . parents didn't top up on time,Today's successful taps increased from 303 to317.Turn out was high,@Pauline Gatimu
Githunguri,Mathanja Priamry,Primary,2026-01-27,Rice and Western,White,205,206,182,24,0,2,2,0,2,0.0,0,,208,0,,2026-01-27 12:20:57,2026-01-27 13:30:05,69,,food was delicious,I managed the queue without any assistance,today we had 2 failed taps same as yesterday. parents didn't top-up on time.,today we had 206 actual meals served an increase compared to yesterday 200. more kids were present today.,@mathanja primary school
Githunguri,Gatina Primary,Primary,2026-01-27,Rice and Western,White,465,474,408,66,0,3,13,0,1,0.0,0,,475,0,,2026-01-27 12:30:16,2026-01-27 13:35:21,65,,Kids have enjoyed the meal.,Line was smooth and orderly.,"Failed taps were 13 a decrease compared to yesterday's number of 18, more parents managed to credit account on time.","Actual meal served were 474 an increase from yesterday's number of 457, this was due to high turn up and more accounts had sufficient funds.",@Kang'ethe Dennis
