Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Githunguri,Kiawairia Secondary,Secondary,2026-01-26,Rice and Beans,White,50,52,52,0,0,2,3,1,0,0.0,0.0,,55,0,,2026-01-26 13:25:20,2026-01-26 13:35:28,10,,Food was appetizing and hot,Line management was transitioning good assisted by TOD,Number of failed taps increased from 2 to 3 parents didn't top up their accounts on time,Number of actual meals increased from 51 to 52  one students joined our school today,@Patrick Kariuki Kiawaria secondary school Tapper
Githunguri,Gataka Primary,Primary,2026-01-26,Rice and Beans,White,300,287,259,28,0,2,4,0,5,3.0,4.0,,290,0,,2026-01-26 12:34:38,2026-01-26 13:45:50,71,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps dropped from 10 to 4, we reminded kids to request their parents to top up to further decrease this number.","The number of  actual meals served decreased from 296 to 287, as some kids carried food from home.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
Githunguri,Matuguta Secondary,Secondary,2026-01-26,Rice and Beans,White,110,126,126,0,0,2,3,1,0,0.0,0.0,,130,0,,2026-01-26 13:30:16,2026-01-26 14:30:39,60,,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by the help of the tod,Failed taps today were 03 lower than last times 05,Successful taps today were 126 higher than the projected meals that were 110 and also higher than Fridays 119,@Njeri -Matuguta secondary school
Githunguri,Kindiga Primary,Primary,2026-01-26,Rice and Beans,White,190,193,175,18,0,0,4,0,0,0.0,0.0,,195,0,,2026-01-26 12:40:38,2026-01-26 13:30:46,50,,The food was Tasty.,Queues were orderly with the help of TOD.,"Failed taps decreased to 4 from Friday's 5,some parents still did not top up on time.","Successful taps increased to 193 from Friday's 188,most students were present.",@James Mbugua SC Kindiga Primary
Githunguri,Kiambururu Secondary,Secondary,2026-01-26,Rice and Beans,White,200,198,198,0,0,3,4,2,2,0.0,0.0,,205,0,,2026-01-26 13:20:56,2026-01-26 13:40:10,19,,The meal was delicious,Line management was smooth with the help of TOD,"Failed taps today was 4,same as previous day, some parents forgot to top up.","Successful taps today was 198 a slightly increase from previous which was 193,more students came for lunch.",@Salome-kiambururu secondary school
Githunguri,Gitiha Secondary,Secondary,2026-01-26,Rice and Beans,White,140,146,146,0,0,2,6,0,2,0.0,0.0,,145,0,,2026-01-26 12:45:30,2026-01-26 13:17:35,32,,Food was tasty,Queue was smooth,Low number of failed taps,Suuccessful tap was just constant,@Kang'ethe Dennis
Githunguri,Ihiga Primary,Primary,2026-01-26,Rice and Beans,White,160,160,148,12,0,2,2,0,1,0.0,0.0,,160,0,,2026-01-26 12:40:46,2026-01-26 13:15:59,35,,Food was Enough.,Queues were manageable.,Failed taps were 2 a decrease from previous 4.Parents didn't top up their accounts.,Successful taps were 160 an increase from previous which was 158.Turn out was almost the same as previous.,@Naomi SC-Ihiga Comprehensive
Githunguri,Gathaithi Secondary,Secondary,2026-01-26,Rice and Beans,White,100,92,92,0,0,2,4,0,1,2.4,2.8,,100,0,,2026-01-26 13:21:25,2026-01-26 13:50:34,29,,Food was delicious,Queuing was good,We had 4 failed taps a drop from yesterday's 7 failed taps due to failure of topping up by parents,We had 92 successful taps a rise from yesterday's 74 due to more students attending school,@Joseph mburu nga'ang'a
Githunguri,Gathiruini Primary,Primary,2026-01-26,Rice and Beans,White,240,236,211,25,0,2,6,0,1,6.0,1.0,,240,0,,2026-01-26 12:30:57,2026-01-26 13:30:07,59,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 an increase from 2 this is because parents didn't top up their accounts on time,Actual meal served today were 236  a decrease from 251 this is because some students were absent today,@Catherine Wanjiru
Githunguri,Kiambururu Primary,Primary,2026-01-26,Rice and Beans,White,275,267,238,29,0,3,9,1,0,2.0,2.5,,280,0,,2026-01-26 12:30:51,2026-01-26 13:20:04,49,,The food was delicious.The kids enjoyed,Line management was smooth and fast.The senior teacher assisted,Failed taps increased from 7 to 9.Parents failed to top up on time,Actual meals served decreased from 279 to 267.Student turnout is usually a little lower on Monday,@Kiambururu Comprehensive School
Githunguri,Kiawairia Primary,Primary,2026-01-26,Rice and Beans,White,135,141,126,15,2,2,2,3,1,0.0,0.0,,140,2,,2026-01-26 12:10:31,2026-01-26 13:30:36,80,,Food was hot and delicious,Lines were neat and organized,We had 2 failed taps a decrease from 3.some parents didn't top up on time,We had 126 successful taps an increase from 122    turn out was good,@Mary kimani SC kiawairia comprehensive school
Githunguri,Kiawaiguru Primary,Primary,2026-01-26,Rice and Beans,White,220,221,204,17,2,2,2,2,3,0.0,0.0,,225,2,,2026-01-26 12:30:00,2026-01-26 13:20:00,50,,Lunch was delicious,Queue was oderly.,Failed taps increased from Friday’s 1 to today 2.Some parents didn’t top up despite reminding them.,Actual meals served decreased from Friday’s 224 to today 221.A number of pupils from lower grades were absent.,@KIAWAIGURU PRIMARY SCHOOL
