Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Githunguri,Matuguta Secondary,Secondary,2026-01-09,Rice and Greengrams,White,90,90,90,0,0,2,3,0,1,0.0,0,,90,0,,2026-01-09 12:50:25,2026-01-09 13:05:33,15,,"Food was hot and delicious,the kids enjoyed",Queues were orderly and well managed by the help of the tod,Failed taps today were 03 higher than yesterday's 01.Parents didn't manage to top up on time,Successful taps today were 90 same in comparison to the projected meals that were 90 but lower than yesterday's 95,@Njeri -Matuguta secondary school
Githunguri,Gitiha Secondary,Secondary,2026-01-09,Rice and Greengrams,White,90,97,97,0,0,2,6,1,1,0.0,0,,105,0,,2026-01-09 12:40:15,2026-01-09 13:02:29,22,,food was enough and delicious,queue was Welly managed,failed taps had increased compared to the previous day,number of successful taps had increased from the previous day,@Kang'ethe Dennis
Githunguri,Gathaithi Secondary,Secondary,2026-01-09,Rice and Greengrams,White,80,89,89,0,0,2,4,0,8,0.0,0,,90,0,,2026-01-09 13:20:09,2026-01-09 13:46:24,26,,Food was delicious,Queuing was orderly,We had  4 failed taps a rise of 1 from yesterday's failed taps as a result  failures of topping up,Today's successful taps were more than yesterday's,@Joseph mburu nga'ang'a
Githunguri,Githiga Primary,Primary,2026-01-09,Rice and Greengrams,White,0,269,248,21,0,3,21,1,3,0.0,0,,290,0,,2026-01-09 12:35:22,2026-01-09 13:40:29,65,,Food was sweet and delicious,Line Management was smooth.,Failed taps  decreased from 23 to 21.few parents topped up.,Actual meals increased from 269 to 243.turn out increased slightly.,@Nicholas-SC - Githiga Comprehensive
Githunguri,Kiambururu Secondary,Secondary,2026-01-09,Rice and Greengrams,White,165,157,157,0,0,3,1,0,2,2.0,3,,165,0,,2026-01-09 13:20:13,2026-01-09 14:02:28,42,,The food was delicious,line management was smooth,failed taps today was 1 compared to previous which was 2,successful taps was 157 a slightly decrease from previous which was 159 some students did not come for lunch.,@Salome-kiambururu secondary school
Githunguri,Gitombo Primary,Primary,2026-01-09,Rice and Greengrams,White,170,167,153,14,0,2,0,0,4,1.0,1,,170,0,,2026-01-09 12:40:37,2026-01-09 13:20:49,40,,Food was delicious.,Queue was manageable by the help of teacher.,Today failed tap was 0 just  like yesterday  was 0 parents did the top up on time.,Actual meals served today was 167 just like yesterday as the number maintained.,@Veronica Mwaura -S/C- Gitombo primary
Githunguri,Kiambururu Primary,Primary,2026-01-09,Rice and Greengrams,White,265,257,227,30,0,3,3,1,6,2.0,2,,265,0,,2026-01-09 12:20:36,2026-01-09 13:45:43,85,,The food was hot and delicious,Line management was smooth and fast,Failed taps increased from 2 to 3.The parents had not topped up on time,Actual meals increased from 252 to 257.Some grade 7 students reported today,@Kiambururu Comprehensive School
Githunguri,Gathaithi Primary,Primary,2026-01-09,Rice and Greengrams,White,440,445,407,38,0,3,18,0,4,0.0,0,,460,5,,2026-01-09 12:35:27,2026-01-09 13:30:33,55,,Food was savoury,School coordinator managed the queue successfully,The number of failed taps was 18 same as yesterday's,Actual meals served increased from 442 to 445,@P.C.E.A Gathaithi primary and Junior secondary school
Githunguri,Gikang'A Kageche Secondary,Secondary,2026-01-09,Rice and Greengrams,White,110,111,111,0,0,3,0,1,0,0.5,1,,200,0,,2026-01-09 13:10:05,2026-01-09 13:25:15,15,,Food was delicious,The TOD assisted in managing the line,We recorded 0 failed taps today . Parents topped up their account on time,Today's successful taps increased from 103 to 111.students are still reporting back,@Pauline Gatimu
Githunguri,Mukuyu Secondary,Secondary,2026-01-09,Rice and Greengrams,White,210,211,211,0,0,3,9,0,6,10.0,0,,260,0,,2026-01-09 12:40:20,2026-01-09 13:05:37,25,,Food was delicious,Queue was well managed,Mukuyu we had 10 failed taps and today were 9 because Parents still failed to top up,Mukuyu we had 206 actual taps and 211 today because  the students are still reporting to school,@Mukuyu Secondary School
Githunguri,Kindiga Primary,Primary,2026-01-09,Rice and Greengrams,White,175,175,159,16,0,2,5,0,1,0.0,0,,180,0,,2026-01-09 12:40:09,2026-01-09 13:30:19,50,,The food was Hot.,Queues were well managed with the help of TOD.,"Failed taps increased to 5 from 4,parents did not top up accounts on time.","Actual meals increased to 175 from 172,more students reported back to school.",@James Mbugua SC Kindiga Primary
Githunguri,Gatina Primary,Primary,2026-01-09,Rice and Greengrams,White,400,421,369,52,0,3,3,3,4,0.0,0,,430,0,,2026-01-09 12:30:31,2026-01-09 13:31:48,61,,food was delicious,line was smooth and orderly,"Failed taps were 3 a decrease from yesterday's number of 10, more parents managed to credit accounts on time.","Actual meals served were 421 an increase from yesterday's number of 404, more accounts had sufficient funds and turn up was high.",@Kang'ethe Dennis
Githunguri,Kanyore Primary,Primary,2026-01-09,Rice and Greengrams,White,540,532,497,35,0,3,26,2,5,12.0,38,,600,0,,2026-01-09 12:40:00,2026-01-09 13:27:00,47,,Food was delicious.,Queue was well managed,The number of failed of failed taps was 26 which is less than yesterday’s 31 because more  accounts were topped up.,The number of actual taps reduced from yesterday’s 537 to today’s 532 because some kids were absent.,@Kanyore Comprehensive School
Githunguri,Ihiga Primary,Primary,2026-01-09,Rice and Greengrams,White,150,155,141,14,0,2,1,0,1,0.0,0,,160,0,,2026-01-09 12:40:55,2026-01-09 13:10:03,29,,Food was Enough,Queues were manageable,Failed taps was 1 a decrease from yesterday's which was 2.Unassigned tag was tapped by mistake leading to failed tap.,Successful taps were 155 an increase from yesterday's which was 152.Today's turn up was higher than yesterday.,@Naomi SC-Ihiga Comprehensive
Githunguri,Kiawaiguru Primary,Primary,2026-01-09,Rice and Greengrams,White,190,203,184,19,3,2,0,0,2,0.0,0,,200,3,,2026-01-09 12:30:00,2026-01-09 13:15:00,45,,Lunch was delicious.,Line was oderly.,Failed taps decreased from yesterday’s 4 to today 0.I reminded most parents to top up during break.,Actual meals served increased from yesterday’s 187 to today 203.Most pupils reported to school.,@KIAWAIGURU PRIMARY SCHOOL
Githunguri,Matuguta Primary,Primary,2026-01-09,Rice and Greengrams,White,440,437,404,33,2,3,11,1,4,0.0,0,,440,3,,2026-01-09 12:35:54,2026-01-09 13:30:58,55,,Food was sweet and delicious,Queue was well managed,Failed taps were 11 a decrease of 4 taps from yesterday's 15 failed taps. Respective parents had not topped up.,Actual meals were 437 an increase of 5 taps from yesterday's 432 actual meals. Some students with failed taps topped up their accounts.,@Matuguta primary
Githunguri,Githima Primary,Primary,2026-01-09,Rice and Greengrams,White,220,220,198,22,0,2,3,0,0,0.0,0,,250,0,,2026-01-09 12:30:15,2026-01-09 13:35:41,65,,The food was delicious,I managed the queue and the kids were also disciplined,We had 3 failed taps which is the same as yesterday's.Some accounts were not topped up on time.,We had 220 actual meals which is a decrease from yesterday's 225 actual meals.Some kids were absent today.,@Brenda kamawe Githima primary and junior secondary school
Githunguri,Gataka Primary,Primary,2026-01-09,Rice and Greengrams,White,260,260,242,18,0,2,6,1,2,0.0,0,,270,1,,2026-01-09 12:40:31,2026-01-09 13:37:40,57,,The food was delicious.,The queue was well managed by the school coordinator,"The number of failed taps remained at 6, we reminded kids to request their parents to top up.","The number of actual meals dropped from 263 to 260, parents failed to make timely payments for their kids.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
Githunguri,Kiawairia Secondary,Secondary,2026-01-09,Rice and Greengrams,White,25,20,20,0,0,2,0,0,0,2.0,2,,30,0,,2026-01-09 13:25:36,2026-01-09 13:36:46,11,,Food was appetizing and yummy,Line management was transitioning good,Number of failed taps decreased from 1 to 0 parents topped up on time,Number of actual meals increased from 18 to 20 students are continuing to report back slowly,@Patrick Kariuki Kiawaria secondary school Tapper
