Kitchen,School,Cluster,Month,School_Type,Rice_variant,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Lunch_Time_Min,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Kiambu kitchen,Kibathi Primary,Kiambu Regions,January,Primary,,2026-01-08,,625,681,615,,0,5,47,11,21,,0.0,,650,0.0,5.0,90,2026-01-08 12:10:27,2026-01-08 13:40:41,We might expect more students,Food was hot and delicious,Queue was well managed by the help of tapper,number of failed taps has increased from 46 to 47,*Number of successful taps increased,@Jackline Otieno
Kiambu kitchen,Loreto Primary,Kiambu Regions,January,Primary,White,2026-01-08,Rice and Beans,340,337,300,37.0,0,3,21,2,5,0.9,0.75,0.0,340,0.0,3.0,59,2026-01-08 12:30:53,2026-01-08 13:30:01,Hopefully more kids will come,Food was delicious,Queue was well managed,Decrease in failed taps from 23 to 21 some parents topped up,Decrease in actual taps from 340 to 337 due today was a no manual deduction day thus reduce in numbers plus most kids are not yet back in school.,@SC Loreto primary
Kiambu kitchen,Ciiko Primary,Githunguri 1,January,Primary,White,2026-01-08,Rice and Beans,730,796,748,48.0,0,5,17,84,8,0.0,0.0,0.0,840,0.0,5.0,95,2026-01-08 12:40:13,2026-01-08 14:15:21,We don't expect  more turned tomorrow but not that great. All new comers were expected today,Food was hot and delicious,Queue was managed by teacher on duty,Failed taps remained same as yesterday 17.,Successful taps increased from 608 to 748,@Ciiko Comprehensive school -SL- Samy Migwi
Kiambu kitchen,Kahunira Secondary,Githunguri 1,January,Secondary,White,2026-01-08,Rice and Beans,125,126,126,0.0,0,3,1,0,0,0.0,0.0,0.0,140,0.0,3.0,34,2026-01-08 12:55:38,2026-01-08 13:30:05,Expecting students will resume back to school,Food was tasty,Queue was well managed by TOD,"Failed taps decreased from 15 to 1, majority of parents topped up their accounts","Actual meals served today increased from 98 to 126, students are resuming back to school",@Tapper kahunira secondary
Kiambu kitchen,Kibubuti Primary,Kiambu Regions,January,Primary,White,2026-01-08,Rice and Beans,450,457,418,39.0,0,3,8,8,13,0.0,0.0,0.0,470,0.0,3.0,69,2026-01-08 12:50:56,2026-01-08 14:00:02,We expect a better turnout tomorrow,Food was delicious,Line management was okay,Failed taps reduce from 18 to 8 some parents topped up on time,Successful taps increased from 348 to 418 had a good turnout,@Maureen mwaura SC kibubuti pry
Kiambu kitchen,Kahunira Primary,Githunguri 1,January,Primary,White,2026-01-08,Rice and Beans,645,666,607,59.0,0,4,24,8,13,0.0,0.0,0.0,700,0.0,4.0,55,2026-01-08 12:40:09,2026-01-08 13:35:09,We are expecting a high turn out tomorrow,Food was hot and delicious,Queue management was well executed by teacher on duty.,"Failed taps decreased from 31 to 24, parents made timely payment.","Actual meals served today increased from 611 to 666, students are still reporting back to school.",@Mwangi Mary Kahunira Comprehensive
Kiambu kitchen,Muchatha Secondary,Kiambu Regions,January,Secondary,White,2026-01-08,Rice and Beans,100,62,62,0.0,0,3,4,0,0,0.0,0.0,0.0,120,0.0,3.0,39,2026-01-08 13:00:55,2026-01-08 13:40:05,Expecting a better turnout tomorrow,Food was hot and delicious,Queue was well managed,Failed taps have reduced from 5 to 4.,Successful taps have increased from 37 to 62 as parents are topping up,@Edna-tapper Muchatha Secondary
Kiambu kitchen,Gathanji Primary,Githunguri 2,January,Primary,White,2026-01-08,Rice and Beans,235,263,244,19.0,0,3,12,0,3,0.0,0.0,0.0,265,0.0,3.0,73,2026-01-08 12:33:30,2026-01-08 13:46:43,We have projected 265 students expecting parents to top up their students account on time.,Food was delicious and nutritious,Line was well managed,Failed taps were 12 a decrease from 28. Parents did top up their students account o time.,Successful taps were 244 an increase from 194 . Students did report to school and parents did top up their students account on time.,@SC Kepha Wangengi_Gathanji Comprehensive school
No kitchen found,Karuri Secondary,Kiambu Regions,January,Secondary,White,2026-01-08,Rice and Beans,470,465,465,0.0,0,6,12,0,6,0.0,0.0,0.0,600,0.0,6.0,45,2026-01-08 13:10:48,2026-01-08 13:55:53,We envision a higher number,The food was hot and delicious,The queues were well managed,Flailed taps decreased,Successful taps increased,@grace tapper karuri secondary
No kitchen found,Raini Primary,Kiambu Regions,January,Primary,White,2026-01-08,Rice and Beans,303,301,269,32.0,0,3,9,2,3,0.0,0.0,0.0,310,0.0,3.0,61,2026-01-08 12:41:41,2026-01-08 13:42:53,Expecting a higher turn out tomorrow,Food was delicious,Queue was well managed,Failed taps  have increased from 0 to 9 because parents didn't topped up,Successful taps have increased from 260 to 301 because students turned out well,@Ann
