Kitchen,School,Cluster,Month,School_Type,Rice_variant,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Lunch_Time_Min,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
No kitchen found,Kindiga Comprehensive School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,185,177,159,18.0,0,2,12,0,1,0.0,0.0,,180,0,2,45,2026-03-24 12:45:13,2026-03-24 13:30:20,,The food was delicious,Queues transitioned smoothly with the help of TOD,"Failed taps increased to 12 from 5,parents did not top up accounts","Successful taps decreased to 177 from 180,the no of failed taps affected our Successful taps",@James Mbugua SC Kindiga Primary
Githunguri kitchen,Gathaithi Primary,Githunguri 1,March,Primary,White,2026-03-24,Rice and Beans,480,496,443,53.0,0,3,16,0,0,0.0,0.0,,495,0,3,50,2026-03-24 12:45:00,2026-03-24 13:35:04,,Food was delicious,Queue was well managed by School coordinator,Failed taps increased from 13 to 16. Parents failed to top up accounts.,Actual meals served increased from 473 to 495. Turnout was slightly higher today since kids started their exams today,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru (edited)
No kitchen found,Githiga Comprehensive School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,440,427,378,49.0,0,3,2,0,0,2.0,0.0,,430,0,3,80,2026-03-24 12:30:13,2026-03-24 13:50:23,,Food was sweet and delicious  and also well cooked.,Line Management  was smooth  and managable.,Failed taps increased  from 18 to 22..parents  did not top up their  accounts.,Actual  meals decreased from 439 to 427. Students  turnout was low  since some kids from nursery  were absent.,@SC - Githiga Comprehensive (edited)
No kitchen found,Mukuyu Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,335,340,340,0.0,0,2,10,0,1,0.0,0.0,,345,0,2,74,2026-03-24 12:40:58,2026-03-24 13:55:03,,Food was delicious,Queue was well managed,Failed taps decreases from 11 to 10 most parents topped up on time,Successful taps increases from 323 to 340 most account were sufficient,@Mukuyu Secondary School
No kitchen found,Gathaithi Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,100,108,108,0.0,0,2,10,0,2,0.0,0.0,,110,0,2,33,2026-03-24 13:17:32,2026-03-24 13:50:40,,Food was delicious,Queuing was good,We had 10 failed taps a rise from yesterday's 5 due to failure of topping up by parents,We 108 successful taps a rise from yesterday's 92 successful taps due to excellent students attendance in school,@Joseph mburu nga'ang'a
No kitchen found,Ikinu Primary School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,900,895,822,73.0,0,5,28,0,3,0.0,0.0,,900,0,5,70,2026-03-24 12:30:37,2026-03-24 13:40:52,,The food was hot and delicious,Queing was well managed,Failed taps increased from 27 to 28 since some parents didn't top up their accounts,Successful taps increased from 806 to 822 since parents topped up their accounts,@SL Janet-Ikinu primary School
No kitchen found,Gitiha Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,155,155,155,0.0,0,2,3,0,0,0.0,0.0,,160,0,2,73,2026-03-24 12:40:19,2026-03-24 13:53:24,,Food was enough,Queue was smooth and quick,Decreased number of failed taps compared to the previous day from 6 to 3 parents had topped up their accounts,Increased number of successful taps compared to the previous day from 150 to 155,"@Jecinta muthoni Gitonga-Gitiha secondary school, Tapper"
No kitchen found,William Ng'Iru Gitau Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,520,527,527,0.0,0,3,10,0,2,0.0,0.0,,530,0,3,50,2026-03-24 12:40:13,2026-03-24 13:30:19,,Food was hot and delicious,Line was managable,Today's failed taps increased from 8 to 10 parents forgot to top up,Successful taps increased from 505 to 527 students turned out,@Tapper Dennis -william Ng'iru Secondary
No kitchen found,Mitahato Comprehensive School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,240,238,214,24.0,0,2,3,0,1,1.0,1.0,,240,0,2,70,2026-03-24 12:20:49,2026-03-24 13:30:57,,Food was delicious,Queue was transitioning from grade to grade,Failed taps decreased by 3 because only few parents forgot to top up on time,Successful taps increased from 237 to 238 because during exams students' turn up goes high,@SC George-Mitahato Comprehensive
No kitchen found,Ndireti Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,40,43,43,0.0,0,2,1,0,0,0.0,0.0,,45,0,2,20,2026-03-24 13:10:32,2026-03-24 13:30:45,,The food was delicious,The line was manageable,The number of failed taps increased with a difference of One the students claim their parent forgot to top up,The number of successful taps increased with a difference of 12 this is because the turnout was good,@Tracy Tapper Ndireti secondary school
No kitchen found,Gikang'A Kageche Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,315,307,307,0.0,0,2,13,0,3,0.0,1.0,,310,0,2,33,2026-03-24 13:12:06,2026-03-24 13:45:20,,Food was delicious,Queue was smoothly managed by TOD,Today's failed taps increased from 7 to 13.Parent didn't top up on time,Today's successful taps decreased by 1 from 308 to 307,@Pauline Gatimu
No kitchen found,Miguta Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,35,40,40,0.0,0,2,0,0,0,0.0,0.0,,40,0,2,30,2026-03-24 13:10:00,2026-03-24 13:40:13,,The food was delicious,The queue well managed,There were no failed taps... parents topped up their accounts on time,"There were 40 successful taps, an increase in 9 ... parents topped up their accounts on time and more students turned out","@Alex,Tapper Miguta Secondary"
No kitchen found,Miiri Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,30,31,31,0.0,1,2,3,0,0,0.0,0.0,,35,2,2,20,2026-03-24 13:10:49,2026-03-24 13:30:54,,The food was hot and yummy,Queue management was neat and organized with assistance of TOD,"Failed taps decreased from 4 to 3, more parents had topped up","Successful taps increased from 29 to 31, more parents had topped up on time","@Esther,Tapper; Miiri Secondary School"
No kitchen found,Githioro Comprehensive Primary School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,350,350,311,39.0,0,2,4,0,0,0.0,0.0,,350,0,2,57,2026-03-24 12:40:57,2026-03-24 13:38:02,,"The food was appetising,  kids enjoyed",Line management was organised assisted by tod,"Failed taps remained same as yesterday 4, parents forgot to top up their accounts on time.",Successful taps increased from yesterday’s 341 to 350 today  kids turned up well today.,@SC - Githioro Comprehensive School
No kitchen found,Ndireti Primary School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,220,220,183,37.0,0,2,15,0,0,0.0,0.0,,220,0,2,65,2026-03-24 12:40:09,2026-03-24 13:45:15,,Food was delicious,Queue management was okay,Failed taps were 15 an increase compared to yesterdays 5.Parents failed to top up,Successful taps were 220 an increase compared to yesterdays 214.Turn up was high,@SC Sharon _Ndireti primary
No kitchen found,Pcea Gathangari Comprehensive School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,425,421,381,40.0,0,3,6,0,0,11.0,0.0,,425,0,3,60,2026-03-24 12:30:25,2026-03-24 13:30:32,,Food was hot and delicious,The queue was smoothly managed,Failed taps retained as 6. Parents did not top up on time,Successful taps retained as 421.Kids turned up and parents topped up their accounts,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
No kitchen found,Kigumo Secondary School,Kiambu Regions,March,Secondary,White,2026-03-24,Rice and Beans,115,121,121,0.0,0,2,3,0,0,0.0,0.0,,115,0,2,24,2026-03-24 13:00:43,2026-03-24 13:25:09,,The food was sweet,Queue was well managed by TOD,Today failed taps were 3 increase of 1,Successful taps increased from 112 to 121,@daniel Kariuki
No kitchen found,Kambui Primary And Junior School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,270,271,218,53.0,0,2,7,0,1,0.0,0.0,,270,0,2,60,2026-03-24 12:50:55,2026-03-24 13:50:59,,The food was delicious,The line was well managed,We had 7 failed taps a lower number compared to yesterday's that were 9. Some parents did not top up their accounts.,We had 218 successful taps a higher number compared to yesterday's that were 209. Most kids came for lunch.,@Kambui Primary and Junior School
No kitchen found,Pcea Kagema Comprehensive School,Kiambu Regions,March,Primary,White,2026-03-24,Rice and Beans,740,743,743,0.0,0,3,23,1,1,10.0,0.0,,745,0,3,60,2026-03-24 12:40:44,2026-03-24 13:40:54,,Lunch was good and delicious,Queue management was smooth transitioning well from class to class,Failed taps increased from 12 to 23 as more kids had insufficient accounts,Successful taps increased from 737 to 743 as more kids were present today,@SL PCEA Kagema Comprehensive school
