Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Githunguri,Gathiruini Primary,Primary,2026-01-16,Rice and Western,White,245,245,218,27,0,2,4,2,1,0.0,0.0,,250,0,,2026-01-16 12:30:45,2026-01-16 13:30:48,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 4 an increase from 3 this is because parents didn't top up their accounts on time,Actual meal served today were 245 a decrease from 246 this is because parents didn't top up their accounts on time,@Catherine Wanjiru
Githunguri,Kiawaiguru Primary,Primary,2026-01-16,Rice and Western,White,220,218,198,20,4,2,1,4,0,1.0,1.0,,220,4,,2026-01-16 12:30:00,2026-01-16 13:20:00,50,,Lunch was delicious.,Queue was oderly.,Failed taps was 1 an increase from yesterday’s 0.The parent didn’t top up despite reminding them.,Actual meals served decreased from yesterday’s 219 to today 218.Some pupils were absent today.,@KIAWAIGURU PRIMARY SCHOOL
Githunguri,Gataka Primary,Primary,2026-01-16,Rice and Western,White,280,286,266,20,0,2,8,0,0,0.0,0.0,,290,0,,2026-01-16 12:35:59,2026-01-16 13:40:09,64,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 7to 8, we reminded kids to request their parents to top up","The number of actual meals rose from 276 to 286, parents made timely payments for their kids",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
Githunguri,Gathaithi Primary,Primary,2026-01-16,Rice and Western,White,475,466,423,43,4,3,20,1,1,1.5,1.8,,475,5,,2026-01-16 12:35:38,2026-01-16 13:30:45,55,,Food was savoury,One teacher assisted with queue management,Failed taps increased from 15 to 20. Parents failed to top up,Actual meals served dropped from 488 to 466. Few parents failed to top up accounts on time,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
Githunguri,Githima Primary,Primary,2026-01-16,Rice and Western,White,260,262,236,26,4,2,2,1,2,0.0,0.0,,265,4,,2026-01-16 12:30:23,2026-01-16 13:15:41,45,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 2 failed taps which is an increase from yesterday's 1 failed tap.Two parents did not top up on time.,We had 262 actual meals served which is a decrease from yesterday's 269 actual meals served.Some kids were absent today.,@Brenda kamawe Githima primary and junior secondary school
Githunguri,Githioro Primary,Primary,2026-01-16,Rice and Western,White,330,319,295,24,0,2,7,1,0,5.0,2.0,,330,0,,2026-01-16 12:40:33,2026-01-16 13:53:43,73,,Food was appetising,"Line was organised,  I managed to arrange the kids.",Failed taps invented from yesterday’s 3 to 7 today. Some parents forgot to top up their accounts on time,"Successful taps reduced from 339 to 319 today, some kids were absent today from school",@GITHIORO COMPREHENSIVE
Githunguri,Gatina Primary,Primary,2026-01-16,Rice and Western,White,435,429,370,59,0,3,19,2,1,3.0,4.0,,440,0,,2026-01-16 12:35:05,2026-01-16 13:35:15,60,,Food was hot and yummy,Line was smooth and orderly,"Failed taps were 19 an increase from yesterday's number of 13, a number of parents didn't manage to credit accounts on time.",Actual meal served were 429 a decrease compared to yesterday's number of 438. The number resulted due to low turn up and more insufficient account fund.,@Kang'ethe Dennis
Githunguri,Gikang'A Kageche Secondary,Secondary,2026-01-16,Rice and Western,White,275,275,275,0,0,3,9,1,8,2.0,3.0,,290,0,,2026-01-16 13:10:57,2026-01-16 13:50:05,39,,Food was yummy,Queue was well managed by Tod,Today's failed taps were 9 an increase from yesterday which was 7 . parent didn't top up on time,Today's successful taps was 275 an increase from yesterday which was 260.student turned out in a good number,@Pauline Gatimu
Githunguri,Kindiga Primary,Primary,2026-01-16,Rice and Greengrams,White,190,193,173,20,0,2,3,0,0,0.0,0.0,,195,0,,2026-01-16 12:40:55,2026-01-16 13:20:03,39,,The food was Tasty.,Queues were orderly with the help of TOD,"Failed taps increased to 3 from yesterday's 0,parents did not top up accounts.","Successful taps increased to 193,from yesterday's 190,Many students reported to school today.",@James Mbugua SC Kindiga Primary
Githunguri,Kiawairia Secondary,Secondary,2026-01-16,Rice and Western,White,50,40,40,0,0,2,1,0,0,3.0,4.0,,50,0,,2026-01-16 13:25:04,2026-01-16 13:35:09,10,,Food was appetizing and yummy,Line management was transitioning good assisted by TOD,Failed taps increased from 0 to 1 one parents top up the student account on time,Actual number of meals decreased from 44 to 40 some students were absent today,@Patrick Kariuki Kiawaria secondary school Tapper
Githunguri,Kiawairia Primary,Primary,2026-01-16,Rice and Beans,White,130,135,120,15,1,2,1,2,0,0.0,0.0,,135,3,,2026-01-16 12:18:44,2026-01-16 13:30:48,72,,Food was hot and delicious,Lines were neat and ordely,We had 1 failed taps a decrease from 4 parents topped up on time,We had 120 successful taps an increase from 113 turn up was good,@Mary kimani SC kiawairia comprehensive school
kiambu kitchen,Githunguri Technical & Secondary,Secondary,2026-01-16,Rice and Western,White,162,162,188,0,0,2,11,14,0,0.0,0.0,30.0,190,0,2.0,2026-01-16 13:30:08,2026-01-16 14:00:15,30,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 11 which is a increase compared from 6 to 11 parents didn't top up,The actual meal served today was 188 which is a increase compared from 150 to 188 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
