Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
kiambu kitchen,Kahunira Primary,Primary,2026-01-19,Rice and Greengrams,White,720,734,674,60,0,4,11,5,7,0.0,0.0,0.0,750,0,4.0,2026-01-19 12:40:09,2026-01-19 13:35:16,55,Normal school program.,Food was hot and delicious.,Queue management was well executed by teacher on duty.,"Failed taps decreased from 21 to 11, respectives parent made timely payment.","Actual meals served today increased from 720 to 734, turn out was great today.",@Mwangi Mary Kahunira Comprehensive
kiambu kitchen,Kahunira Secondary,Secondary,2026-01-19,Rice and Greengrams,White,155,95,95,0,0,3,1,3,1,20.0,23.0,0.0,120,0,3.0,2026-01-19 13:00:59,2026-01-19 13:30:11,29,Expecting some students who were sent for school fee to,Food was hot and delicious,Line was well managed by the teacher,"Failed taps decreased from 3 to 1, parents topped up their accounts","Meals served today decreased from 152 to 95, students were sent home to pay their school fee",@Tapper kahunira secondary
kiambu kitchen,Ciiko Primary,Primary,2026-01-19,Rice and Greengrams,White,950,978,908,70,0,5,18,0,9,0.0,0.0,0.0,990,0,5.0,2026-01-19 12:30:18,2026-01-19 13:26:26,56,Tomorrow we expected the number of meals to increase to 990 we expected the number of of failed taps to decrease.,The food was hot and delicious,The queue was managed by the teacher on duty.,Failed taps increased from 13 to 18.,Successful taps increased from 875 to 908.,@Ciiko Comprehensive school -SL- Samy Migwi
kiambu kitchen,Githunguri Technical & Secondary,Secondary,2026-01-19,Rice and Greengrams,White,162,174,174,0,0,2,6,5,11,0.0,0.0,0.0,190,0,2.0,2026-01-19 13:25:46,2026-01-19 13:55:24,30,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 6 which is a decrease compared from 10 to 6 parents top up,The actual meal served today was 174 which is a increase compared from 162 to 174 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
kiambu kitchen,Kiababu Primary,Primary,2026-01-19,Rice and Greengrams,White,230,250,224,26,0,2,12,0,8,0.0,0.0,0.0,270,0,2.0,2026-01-19 12:40:43,2026-01-19 13:25:31,45,Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 9 to 12 as some parents did not manage to pay on Time,Successful taps decreased from 264 to 250 as some students did not report today,@kiaibabu primary school
Githunguri,Kiambururu Primary,Primary,2026-01-19,Rice and Greengrams,White,280,263,232,31,0,3,9,0,1,4.0,4.0,,270,0,,2026-01-19 12:40:54,2026-01-19 13:40:14,59,,The food was hot and delicious,Line management was smooth,Failed taps increased from 8 to 9.Parents failed to top up on time,Actual meals served decreased from 274 to 263.Some kids were absent today,@Kiambururu Comprehensive School
Githunguri,Gathangari Primary,Primary,2026-01-19,Rice and Greengrams,White,420,410,381,29,0,3,5,3,3,13.0,4.0,,415,0,,2026-01-19 12:30:28,2026-01-19 13:30:38,60,,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 9 to 5. Some parents topped up on time bt have urged kids to remind them,Successful taps increased slightly from 409 to 410.Most  parents topped up on time,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
Githunguri,Gitiha Secondary,Secondary,2026-01-19,Rice and Greengrams,White,160,140,135,0,0,2,5,0,2,2.0,3.0,,140,0,,2026-01-19 12:43:21,2026-01-19 13:05:28,22,,Food was enough,Queue was smooth,Failed tap had decreased from the previous day,Successful tap had increased,@Kang'ethe Dennis
Githunguri,Githioro Primary,Primary,2026-01-19,Rice and Greengrams,White,320,328,303,25,0,2,4,1,2,0.0,0.0,,330,0,,2026-01-19 12:40:55,2026-01-19 13:41:02,60,,Food was appetising,Line management was organised assisted by tod,"Failed taps reduced from 7 to 4, some parents remembered to top up their accounts on time.",Successful taps increased from 319 to 328. Kids turned up well to school today.,@GITHIORO COMPREHENSIVE
Githunguri,Gitombo Primary,Primary,2026-01-19,Rice and Greengrams,White,165,173,160,13,0,2,2,1,0,0.0,0.0,,175,0,,2026-01-19 12:40:05,2026-01-19 13:28:15,48,,Food was delicious.,Queue was manageable by the help of teacher.,Today failed tap was 2 an increase of 2 from 0 Friday parents didn't top up on time.,Actual meals served today was 173 an increase of 11 from 162 Friday's learners show up well today.,@Veronica Mwaura -S/C- Gitombo primary
Githunguri,Githiga Primary,Primary,2026-01-19,Rice and Greengrams,White,400,400,363,38,0,3,38,6,7,0.0,0.0,,415,0,,2026-01-19 12:30:39,2026-01-19 13:56:45,86,,Food was sweet and delicious,Line Management was smooth,Today's failed taps were 38 .parents forgot to top up,Actual meals  increased  from 396... to 400.turn out increased.,@Nicholas-SC - Githiga Comprehensive
Githunguri,Kiambururu Secondary,Secondary,2026-01-19,Rice and Greengrams,White,200,198,198,0,0,3,2,2,6,0.0,0.0,,210,0,,2026-01-19 13:20:09,2026-01-19 13:40:18,20,,The meal was delicious and well cooked,Line was well managed,Failed taps was 2 same as previous which was 2,"Successful taps was 198 an increase from previous which was 189,grade 10 registration is ongoing more students joined today",@Salome-kiambururu secondary school
Githunguri,Gikang'A Kageche Secondary,Secondary,2026-01-19,Rice and Greengrams,White,285,289,289,0,0,3,2,6,11,1.0,1.0,,300,0,,2026-01-19 13:10:31,2026-01-19 13:50:38,40,,Food was hot and delicious,Queue was smoothly managed by Tod,Today's failed taps decreased from 9 to 2.parent topped up their account on time,Today's successful taps was 289 an increase from previous day which was 275.admission of grade 10 still ongoing and parents topped up their account on time,@Pauline Gatimu
Githunguri,Gatitu Primary,Primary,2026-01-19,Rice and Greengrams,White,380,372,339,32,1,3,16,1,2,1.0,2.0,,380,1,,2026-01-19 12:10:35,2026-01-19 13:40:44,90,,Food tasted really good!,"Under ToD's cordinance, students moved orderly,grade to grade.",Failed taps increased from 13 to 15 suggesting that some parents never topped up.,Successful taps decreased from 340 to 339 amidst the turn up being okay.,@Wambui ikonya -sc- Gatitu comprehensive
Githunguri,Matuguta Secondary,Secondary,2026-01-19,Rice and Greengrams,White,110,110,110,0,0,2,0,0,3,0.0,0.0,,120,0,,2026-01-19 13:30:55,2026-01-19 13:45:02,14,,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by me,Failed taps today were 00. Most of the parents paid on time,"Successful taps today were 110,same as the projected meals that were 110",@Njeri -Matuguta secondary school
Githunguri,Mukuyu Secondary,Secondary,2026-01-19,Rice and Greengrams,White,325,219,219,0,0,3,7,0,8,50.0,40.0,,240,0,,2026-01-19 12:40:49,2026-01-19 13:00:58,20,,Food was delicious,Queue was well managed,Mukuyu secondary school failed taps decreases from 16 to 7 because parents paid on time,Mukuyu secondary school successful taps decreases from 317 to 219 because some students were sent home,@Mukuyu Secondary School
Githunguri,Ihiga Primary,Primary,2026-01-19,Rice and Greengrams,White,160,160,148,12,0,2,0,3,0,0.0,0.0,,160,0,,2026-01-19 12:40:25,2026-01-19 13:20:34,40,,Food was Enough,Queues were manageable with assistance from teacher on duty.,Failed taps were 0 a decrease from yesterday's which was 2.Parents topped up on time.,Successful taps were 160 a decrease of 5 from previous which was 165.,@Naomi SC-Ihiga Comprehensive
Githunguri,Gathaithi Primary,Primary,2026-01-19,Rice and Greengrams,White,470,452,409,43,3,3,8,2,13,0.0,0.0,,460,3,,2026-01-19 12:35:38,2026-01-19 13:40:44,65,,Food was delicious,Queue was well managed by School coordinator,The number of failed taps reduced from 20 to 8,Actual meals served reduced from 466 to 452. Some kids missed school today,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
