Kitchen,School,Cluster,Month,School_Type,Rice_variant,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Lunch_Time_Min,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Kiambu kitchen,Riara Secondary,Kiambu Regions,March,Secondary,White,2026-03-17,Rice and Beans,105,104,104,0.0,0,2,3,0,0,0.0,0.0,0.0,105,0,2,30,2026-03-17 13:10:00,2026-03-17 13:40:00,We expect a good turnout tomorrow,Food quantity was okay,TOD assisted with queue management,Successful taps were 104. an increase of 6 from yesterdays 98,Failed taps were 3. a decrease with 3 from yesterdays 6.,@Tapper Riara Sec
Kiambu kitchen,Kiambaa Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,235,231,214,17.0,0,3,12,0,3,0.0,0.0,0.0,220,0,3,51,2026-03-17 12:44:41,2026-03-17 13:35:46,Expecting alower projection since kids will be sent home for school fees,Food was hot and delicious,Queue was well managed by the help of the teacher on duty,Failed taps decreased from31 to 12 due to early payments,Successful taps increased from209 to 231 due to early payment,@Tabitha wairimu
Kiambu kitchen,Ngemwa Primary,Githunguri 2,March,Primary,White,2026-03-17,Rice and Beans,215,222,198,24.0,0,2,2,0,0,0.0,0.0,0.0,220,0,2,50,2026-03-17 12:35:31,2026-03-17 13:25:36,We expect the same turnup tomorrow.,Food was delicious,Line management was successful,Failed taps decreased from 7 to 2. Most parents topped up on time,Successful Taps increased from 190 to 198 because of the reduced number of failed taps.,@SC Lucy - Ngemwa primary
Kiambu kitchen,Lioki Primary,Githunguri 2,March,Primary,White,2026-03-17,Rice and Beans,150,154,133,21.0,0,2,7,0,4,0.0,0.0,0.0,155,0,2,35,2026-03-17 13:00:28,2026-03-17 13:35:35,we expect the students to keep on availing themselves for tapping,food was hot and delicious.  kids enjoyed the bananas,queue was well organized with the help of the class prefects,failed taps reduced by 7. This was because during breaktime I went round classes checking balances and those without I called their parents and reminded them to top up their kids accounts,successful taps increased by 14 as parents remembered to top up their kids accounts. It's also a good improvement from the strategies I put in place to make sure that all registered kids present have availed themselves for tapping. The actual meals served today have in turn increased by 10 which is a positive response from the kids.,@SC Phoebe - Lioki Primary school
Kiambu kitchen,Riara Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,205,220,199,23.0,0,2,9,0,3,0.0,0.0,0.0,220,0,2,70,2026-03-17 12:20:17,2026-03-17 13:30:22,We expect to have a high turn out tomorrow like today,Food was delicious and well cooked,Easy queue management,Failed taps have reduced from 15 to 9,Successful taps have increased from 182 to 199 turn out was very high today,@Jeniffer -(SC) Riara primary school
Kiambu kitchen,Benson Njau Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,430,457,412,45.0,0,3,24,1,1,0.0,0.0,0.0,440,0,3,98,2026-03-17 12:10:45,2026-03-17 13:48:56,Anticipating a better turn out.,The food was well-prepared.,The queues were neat and manageable.,Failed taps decreased from 41 to 24 due to timely top-ups by parents.,"Successful taps increased from 365 to 412, turn out increased. Bananas were on today's menu",@Serah (SC) Benson Njau Primary
Kiambu kitchen,Karia Primary,Githunguri 2,March,Primary,White,2026-03-17,Food Was Delicious,440,441,397,44.0,3,3,11,0,2,0.0,0.0,0.0,445,5,3,45,2026-03-17 12:35:14,2026-03-17 13:20:29,We expect a higher turn out tomorrow,Food was delicious,Queue was well managed by the teacher on duty,Failed taps decreased from 16 to 11 due to early payments,Successful taps increased from 377 to 397 due to a higher turn out today,@Mary SC PCEA Karia comprehensive
Kiambu kitchen,Gathanji Secondary,Githunguri 2,March,Secondary,White,2026-03-17,Rice and Beans,60,62,62,0.0,0,2,0,0,0,0.0,0.0,0.0,64,0,2,7,2026-03-17 13:20:40,2026-03-17 13:27:53,We expect a higher turnout tomorrow compared to today,Food was sweet and delicious,The queue was well managed by the teacher on duty,There was a decrease in the number of failed taps from 2 to 0 since parents toped up their accounts,There was an increase in the number of succeful taps from yesterday 57 to 62 since parents toped up their accounts.,@Purity _ tapper Gathanji sec.
Kiambu kitchen,Kiairia Secondary,Githunguri 2,March,Secondary,White,2026-03-17,Rice and Beans,55,46,46,0.0,0,2,3,0,1,0.0,0.0,0.0,50,0,2,17,2026-03-17 13:13:02,2026-03-17 13:30:16,I expect a normal turn up,The food was delicious,Line management was fair,Failed taps today increased from 2 to 3 parents didn't top up their accounts on time,Successful taps today increased from 40 to 46,@Janet tapper kiairia secondary
Kiambu kitchen,Hgm Ting'Ang'A Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,500,525,448,77.0,0,3,51,0,9,0.0,0.0,0.0,500,0,3,100,2026-03-17 12:10:16,2026-03-17 13:50:19,Manual deductions will not be accommodated,Food was hot and delicious,Queue management was good,Failed taps decreased from 70 to 51. Some parents responded to topping up.,Successful taps increased from 425 to 448 because of a decrease in failed taps.,@SL Ting'ang'a HGM Primary
Kiambu kitchen,Githunguri Tech Secondary,Githunguri 1,March,Secondary,White,2026-03-17,Rice and Beans,222,215,215,0.0,0,2,6,0,3,2.0,3.0,0.0,220,0,2,35,2026-03-17 13:25:00,2026-03-17 14:00:15,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable by teacher on duty,Failed taps today was 6 which is a decrease compared from 9 to 6 parents top up,The actual meal served today was 215 which is an increase compared from 200 to 215 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
Kiambu kitchen,Hgm Ting'Ang'A Secondary,Kiambu Regions,March,Secondary,White,2026-03-17,Rice and Beans,90,91,91,3.0,0,2,4,0,0,,0.0,0.0,95,1,2,14,2026-03-17 13:00:53,2026-03-17 13:15:03,Projection was meet after account top up,The activity was well conducted,It was well managed conducted by the deputy principal,"Failed taps reduced from 8 to 4 ,,,some parents recharged their accounts","Successful taps increased from 73 to 91,,the students who had been sent home the previous day resumed school today",@Linnet Tapper Ting'ang'a HGM Sec
Kiambu kitchen,Ting'Ang'A Model,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,410,404,350,54.0,0,3,17,1,3,3.0,6.0,0.0,390,0,3,70,2026-03-17 12:30:31,2026-03-17 13:40:41,We project this as most kids don't like western stew.,Food was delicious,We had neat queues,"Our failed taps decreased from 37 to 17,,,most parents topped up on time.","Our successful taps increased from 336 to 350,,kids turn out was impressive as they love bananas.",@Faith Mueni (SC) Ting'ang'a model.
Kiambu kitchen,St. Peters Ndumberi Secondary,Kiambu Regions,March,Secondary,White,2026-03-17,Rice and Beans,500,509,495,14.0,0,4,16,0,4,0.0,0.0,0.0,510,0,4,34,2026-03-17 13:15:58,2026-03-17 13:50:04,Expecting the above projection.,The food was very delicious,There was an easy queue management.,Today's failed taps were 16 compared to yesterdays which was 24.This is because some parents topped up.,Today's successful taps were 495 compared to yesterdays which was 448.This was because there was an increase in the turn out.,@St Peters Ndumberi secondary
Kiambu kitchen,Karia Secondary,Githunguri 2,March,Secondary,White,2026-03-17,Rice and Beans,50,45,45,0.0,3,2,4,0,0,1.0,2.0,0.0,50,5,2,15,2026-03-17 13:15:29,2026-03-17 13:30:34,We expect a higher turn out tomorrow,Food was delicious and enough,Line was well managed,The number of failed taps increased from 04 to 04,The number of successful taps increased from 44 to 45,@Simon Tapper Karia secondary
Kiambu kitchen,Maciri Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,415,435,384,51.0,0,3,23,0,3,0.0,0.0,0.0,425,0,3,95,2026-03-17 12:20:15,2026-03-17 13:55:17,We expect kids to show up for lunch.,Food was hot and delicious,Queues were manageable,Failed taps reduced to 23:accounts had insufficient funds,Successful taps increased from 351 to 384:turn out was great.kids loved the bananas.,@Claudiah(SC)Maciri Comprehensive
Kiambu kitchen,Loreto Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,420,403,357,46.0,0,3,27,0,1,4.25,5.1,0.0,420,0,3,60,2026-03-17 12:30:36,2026-03-17 13:30:41,Hopefully more parents will top up early by tomorrow,Food was delicious,Queue was well managed,Decrease in failed taps today from t9 to 27 most parents were able to top though still some were late in early topping up,Increase in actual taps today from 370 to 403 most parents received reminder messages.,@Fiona SC Loreto primary
Kiambu kitchen,Ndumberi Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,810,839,772,67.0,0,5,61,3,1,0.0,0.0,0.0,830,0,5,105,2026-03-17 12:05:41,2026-03-17 13:50:51,Expecting the above projection tomorrow,Food was delicious,Easy queue management,Today's failed taps 61 compared to yesterday 88 some parents topped up,Today's successful taps were 772 compared to yesterday 710 most parents topped up,@Ndumberi primary school
Kiambu kitchen,St. Joseph Riabai Secondary,Kiambu Regions,March,Secondary,White,2026-03-17,Rice and Beans,125,140,140,0.0,0,3,8,0,0,0.0,0.0,0.0,140,0,3,50,2026-03-17 13:00:48,2026-03-17 13:50:53,We expect more students,The food was delicious,The line was well managed,Failed taps decreased from 12 to 8 some parents topped up their children's accounts,Successful taps increased from 120 to 140 most students had sufficient funds,@Kwamboka (T) St.​joseph riabai secondary
Kiambu kitchen,Kawaida Secondary,Kiambu Regions,March,Secondary,White,2026-03-17,Rice and Beans,95,94,94,0.0,5,3,5,0,0,0.0,0.0,0.0,100,5,3,20,2026-03-17 13:20:00,2026-03-17 13:40:11,We expect a higher turneout tomorrow,Food was delicious and tasty,Queue was well managed by the teacher on duty,Failed taps decreased from 7 to 5 parents topped up on time,Successful taps increased from 88 to 94 parents topped up on time,@Njeri kawaida secondary school
Kiambu kitchen,Gicoco Primary,Kiambu Regions,March,Primary,White,2026-03-17,Rice and Beans,375,415,362,53.0,0,3,30,1,2,0.0,0.0,0.0,380,0,3,83,2026-03-17 12:15:23,2026-03-17 13:38:29,20 kids will be going for games at HGM,Food was delicious,Queue was manageable,Failed taps reduced from 33 to 30 some parents remembered to top up on time,Successful taps increased from 316 to 362  turn up was high since we had bananas,@Anne (SC) Gicoco comprehensive
Kiambu kitchen,Cianda Secondary,Kiambu Regions,March,Secondary,White,2026-03-17,Rice and Beans,100,65,65,0.0,0,3,7,0,0,10.0,12.0,0.0,100,0,3,25,2026-03-17 13:20:50,2026-03-17 13:45:39,Expecting a higher turn out tomorrow,Food was hot and delicious,Queue well managed,Failed taps increased from 5 to 7,Successful taps increased from 45 to 65,@Valentine -Tapper Cianda Secondary
Kiambu kitchen,Gathanji Primary,Githunguri 2,March,Primary,White,2026-03-17,Rice and Beans,340,362,326,36.0,0,3,2,1,2,0.0,0.0,0.0,350,0,3,47,2026-03-17 12:33:15,2026-03-17 13:20:27,We have projected 350 expecting the turn out to be high,The food was delicious and nutritious,Queue was well managed by teacher on duty,Failed taps were 2 a decrease from 21 parents did top up on time,Successful taps were 326 an increase from 301 the turn out was high today,@SC Kepha Wangengi_Gathanji Comprehensive school
Kiambu kitchen,Ting'Ang'A Secondary,Kiambu Regions,March,Secondary,White,2026-03-17,Rice and Beans,110,106,100,6.0,0,4,2,0,0,0.0,0.0,0.0,110,0,4,20,2026-03-17 13:30:24,2026-03-17 13:50:33,Hopping for a better turn out tomorrow,The food was hot and delicious,Queue was neat and manageable,Today failed taps were 2 which was a decrease from yesterday's taps due to parent topping up on time,Today successful taps were 100 which was an increase from yesterdays taps due to higher turn outs,@Brenda Kamau Tapper Ting'ang'a Secondary school
Kiambu kitchen,Githunguri Primary,Githunguri 2,March,Primary,White,2026-03-17,Rice and Beans,400,410,364,46.0,0,3,8,0,2,0.0,0.0,0.0,430,0,3,45,2026-03-17 12:40:31,2026-03-17 13:25:36,We expect an increase in tomorrow's turn up,Food was good,Line was managed with the help of TOD,"Failed taps were 8 a decrease from yesterday's 28,most of the parents managed to top up on time","Successful taps were 364 an increase from yesterday's 352,,turn up increased",@SC- Githunguri Comprehensive
Kiambu kitchen,Lioki Secondary,Githunguri 2,March,Secondary,White,2026-03-17,Rice and Beans,185,181,181,0.0,0,2,8,0,2,1.2,1.4,0.0,180,0,2,35,2026-03-17 13:20:27,2026-03-17 13:55:31,a higher number tomorrow,The food was hot,Line management was smooth,The failed taps increase by 1 parents topped up their account,The successful taps increase by 16 parents topped up their account,@Ann Tapper St. Vincent secondary
