Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Githunguri,Kiawaiguru Primary,Primary,2026-01-14,Rice and Beans,White,220,219,199,20,2,2,0,3,1,0.0,0.0,,220,2.0,,2026-01-14 12:20:00,2026-01-14 13:20:00,60,,Food was delicious.,Line was oderly.,Failed taps were 0 just like yesterday. I reminded parents to top up on time.,Actual meals served increased from yesterday’s 217 to today 219.Most pupils reported to school today.,@KIAWAIGURU PRIMARY SCHOOL
Githunguri,Matuguta Primary,Primary,2026-01-14,Rice and Beans,White,450,433,401,32,3,3,24,2,3,4.0,5.0,,450,3.0,,2026-01-14 12:30:54,2026-01-14 13:30:01,59,,Food was delicious,Queue was well managed,Failed taps were 24 an increase of 15 taps from yesterday 9 failed taps . Respective parents had not topped up.,Actual meals were 433 a decrease of 12 taps from yesterday 445 actual meals . Some parents had not topped up their kids' accounts,@Matuguta primary
Githunguri,Ihiga Primary,Primary,2026-01-14,Rice and Beans,White,165,172,159,13,0,2,0,3,1,0.0,0.0,,170,0.0,,2026-01-14 12:40:22,2026-01-14 13:20:28,40,,Food was Enough,"Lines were well organized,kids queued from lower classes to upper classes.",Today's failed taps was 0 the same as yesterday's.I reached out to parents with insufficient funds and they topped up.,Today's Actual meals served was 170 an increase from yesterday's taps which was 165.Kids are continuing to report back to school.,@Naomi SC-Ihiga Comprehensive
Githunguri,Gitombo Primary,Primary,2026-01-14,Rice and Beans,White,175,177,163,14,0,2,1,1,1,51.0,60.0,,180,0.0,,2026-01-14 12:30:47,2026-01-14 13:17:54,47,,Food was yummy learners enjoyed the meal.,Queue was well manageable.,Today failed tap was 1 an increase of 1 from 0 yesterday due to a parent who failed to top up his account on time.,Actual meal served today was 177 an increase of 3 from 174 yesterday more learners show up well today.,@Veronica Mwaura -S/C- Gitombo primary
Githunguri,Gatina Primary,Primary,2026-01-14,Rice and Beans,White,450,447,382,65,0,3,15,2,1,3.0,5.0,,450,0.0,,2026-01-14 12:35:02,2026-01-14 13:35:11,60,,food was warm and yummy,line was smooth and orderly,"failed taps were 15 an increase from yesterday's number of 7,a number of didn't manage to credit accounts on time","Actual meals served were 447 an increase from yesterday's number of 442, we registered high turn up today and more accounts had sufficient funds.",@Kang'ethe Dennis
Githunguri,Githima Primary,Primary,2026-01-14,Rice and Beans,White,265,266,241,25,4,2,0,0,3,0.0,0.0,,270,4.0,,2026-01-14 12:30:59,2026-01-14 13:30:04,59,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 0 failed taps which is a decrease from yesterday's 3 failed taps.Accounts were topped up on time today.,We had 266 actual meals served which is an increase from yesterday's 260 actual meals served.The turn out was high and parents managed to top up their accounts on time,@Brenda kamawe Githima primary and junior secondary school
Githunguri,Kindiga Primary,Primary,2026-01-14,Rice and Beans,White,195,186,168,18,0,2,6,2,0,2.0,2.5,,190,0.0,,2026-01-14 12:40:59,2026-01-14 13:30:06,49,,The food was Tasty.,Queues were well managed with the help of TOD.,"The number of failed taps increased to 6 from yesterday's 2,parents did not top up accounts on time.","Successful taps decreased to 186 from yesterday's 188,The failed taps affect our actual meals.",@James Mbugua SC Kindiga Primary
Githunguri,Kiawairia Primary,Primary,2026-01-14,Rice and Beans,White,135,131,116,15,2,2,1,0,0,1.0,1.0,,135,2.0,,2026-01-14 12:00:55,2026-01-14 13:30:12,89,,Food was hot and delicious,Lines were neat and ordely,We had 1 failed taps a decrease from 2 most parents topped up on time,We had 116  successful taps a decrease from 118 turn up was low,@Mary kimani SC kiawairia comprehensive school
Githunguri,Kiawairia Secondary,Secondary,2026-01-14,Rice and Beans,White,50,43,43,0,0,2,1,1,2,5.0,2.0,,50,0.0,,2026-01-14 13:25:51,2026-01-14 13:40:55,15,,Food was appetizing and hot,Line management was transitioning good,"Failed taps increased from 0 to 1 ,,one parent didn't top up the student account on time",Actual meals increased from 35 to 43 students are continuing to report back and also grade 10 started being admitted today,@Patrick Kariuki Kiawaria secondary school Tapper
kiambu kitchen,Ciiko Primary,Primary,2026-01-14,Rice and Beans,Tumeric,960,955,895,60,0,5,15,5,19,2.0,3.0,0.0,960,0.0,5.0,2026-01-14 12:30:43,2026-01-14 13:30:52,60,We expect failed taps to decrease tomorrow and also turnout to  as high as today thus projecting 960.,Food was hot and delicious,Queue was managed by teacher on duty,Failed taps increased from 9 to 15.,Successful taps  increased from 890 to 895.,@Ciiko Comprehensive school -SL- Samy Migwi
kiambu kitchen,Githunguri Technical & Secondary,Secondary,2026-01-14,Food Was Delicious And Warm,White,172,149,149,0,0,2,3,9,6,7.0,8.0,0.0,170,0.0,2.0,2026-01-14 13:25:32,2026-01-14 13:55:43,30,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 3 which is a increase compared from 1 to 3 parents didn't top up,Actual meal served today was 149 which is a decrease compared 150 to 149 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
kiambu kitchen,Kahunira Primary,Primary,2026-01-14,Rice and Beans,Tumeric,690,700,638,62,0,4,21,0,9,0.0,0.0,0.0,700,0.0,4.0,2026-01-14 12:40:48,2026-01-14 13:35:01,54,Normal school program,Food was hot and delicious .,Queue management was well executed by teacher on duty.,"Failed taps increased from 13 to 21, respective parents didn't top up.","Actual meals served today increased from 690 to 700, turn out was great today.",@Mwangi Mary Kahunira Comprehensive
kiambu kitchen,Kahunira Secondary,Secondary,2026-01-14,Rice and Beans,Tumeric,140,150,150,0,0,3,2,2,7,0.0,0.0,0.0,160,0.0,3.0,2026-01-14 13:00:03,2026-01-14 13:30:28,30,Expecting grade 10 students to be,Food was hot and delicious,Queue was well managed by TOD,"Failed taps decreased from 7 to 2, parents topped up their accounts.","Meals served today increased from 131 to150, parents topped up their accounts on time",@Tapper kahunira secondary
kiambu kitchen,Kiababu Primary,Primary,2026-01-14,Rice and Beans,White,270,265,240,25,0,2,7,1,3,1.0,2.0,0.0,270,0.0,2.0,2026-01-14 12:40:17,2026-01-14 13:30:22,50,Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 4 to 7 as some parents did not manage to pay on Time,Successful taps increased from 264 to 265 as most students reported today,@kiaibabu primary school
