Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,file_date
Githunguri,Ihiga Primary,Primary,1/26/2026,Rice and Beans,White,160,160,148,12,0,2,2,0,1,0,0,,160,0,,1/26/2026 12:40,1/26/2026 13:15,35,,Food was Enough.,Queues were manageable.,Failed taps were 2 a decrease from previous 4.Parents didn't top up their accounts.,Successful taps were 160 an increase from previous which was 158.Turn out was almost the same as previous.,@Naomi SC-Ihiga Comprehensive,26
Githunguri,Gathaithi Secondary,Secondary,1/26/2026,Rice and Beans,White,100,92,92,0,0,2,4,0,1,2.4,2.8,,100,0,,1/26/2026 13:21,1/26/2026 13:50,29,,Food was delicious,Queuing was good,We had 4 failed taps a drop from yesterday's 7 failed taps due to failure of topping up by parents,We had 92 successful taps a rise from yesterday's 74 due to more students attending school,@Joseph mburu nga'ang'a,26
Githunguri,Gathiruini Primary,Primary,1/26/2026,Rice and Beans,White,240,236,211,25,0,2,6,0,1,6,1,,240,0,,1/26/2026 12:30,1/26/2026 13:30,59,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 an increase from 2 this is because parents didn't top up their accounts on time,Actual meal served today were 236  a decrease from 251 this is because some students were absent today,@Catherine Wanjiru,26
Githunguri,Kiambururu Primary,Primary,1/26/2026,Rice and Beans,White,275,267,238,29,0,3,9,1,0,2,2.5,,280,0,,1/26/2026 12:30,1/26/2026 13:20,49,,The food was delicious.The kids enjoyed,Line management was smooth and fast.The senior teacher assisted,Failed taps increased from 7 to 9.Parents failed to top up on time,Actual meals served decreased from 279 to 267.Student turnout is usually a little lower on Monday,@Kiambururu Comprehensive School,26
Githunguri,Kiawairia Primary,Primary,1/26/2026,Rice and Beans,White,135,141,126,15,2,2,2,3,1,0,0,,140,2,,1/26/2026 12:10,1/26/2026 13:30,80,,Food was hot and delicious,Lines were neat and organized,We had 2 failed taps a decrease from 3.some parents didn't top up on time,We had 126 successful taps an increase from 122    turn out was good,@Mary kimani SC kiawairia comprehensive school,26
Githunguri,Kiawaiguru Primary,Primary,1/26/2026,Rice and Beans,White,220,221,204,17,2,2,2,2,3,0,0,,225,2,,1/26/2026 12:30,1/26/2026 13:20,50,,Lunch was delicious,Queue was oderly.,Failed taps increased from Friday’s 1 to today 2.Some parents didn’t top up despite reminding them.,Actual meals served decreased from Friday’s 224 to today 221.A number of pupils from lower grades were absent.,@KIAWAIGURU PRIMARY SCHOOL,26
Githunguri,Gatina Primary,Primary,1/26/2026,Rice and Beans,White,460,457,389,68,0,3,18,0,5,0,0,,460,0,,1/26/2026 12:36,1/26/2026 13:35,59,,Kids have enjoyed the meal,Line was smooth and orderly.,"Failed taps were 18 an increase compared to last week friday's number of 7, a number of parents didnot manage to credit account on time.",actual meal served were 457 a similar number compared to last week friday's number .,@Kang'ethe Dennis,26
Githunguri,Githiga Primary,Primary,1/26/2026,Rice and Beans,White,405,391,352,39,0,3,26,1,0,1,2,,400,0,,1/26/2026 12:30,1/26/2026 13:25,55,,Food was sweet and delicious,Line management was smooth,Failed taps  increased  from 18 to 26.parents never topped up their accounts.,Actual meals served  decreased  from 399 to 391.This was greatly affected by number of failed taps,@Nicholas-SC - Githiga Comprehensive,26
Githunguri,Mukuyu Secondary,Secondary,1/26/2026,Rice and Beans,White,290,318,318,0,0,3,14,0,0,0,0,,340,0,,1/26/2026 12:40,1/26/2026 13:20,40,,Food was hot and delicious,Queue was well managed,Mukuyu secondary school Failed taps increases from 4 to 14 because some parents didn't top up,Mukuyu secondary school successful taps increases from 275 to 318 because students reported back well,@Mukuyu Secondary School,26
Githunguri,Mathanja Priamry,Primary,1/26/2026,Rice and Beans,White,200,200,178,22,0,2,2,0,0,0,0,,205,0,,1/26/2026 12:15,1/26/2026 13:30,75,,food was delicious,I managed the queue without any assistance,today we had 2 failed taps a decrease compared to Friday 4. parents topped up on time.,today we had 200 actual meals served an increase compared to Friday 198 . parents topped up on time today.,@mathanja primary school,26
Githunguri,Gitombo Primary,Primary,1/26/2026,Rice and Beans,White,175,180,167,13,0,2,0,2,0,0,0,,180,0,,1/26/2026 12:40,1/26/2026 13:17,37,,Food was delicious.,Queue was manageable by the help of teacher on duty.,Today failed tap was 0 a decrease of 1 from 1 Friday parents did top up on time.,Actual meals served today was 180 an increase of 1 from 179 Friday learners show up well today.,@Veronica Mwaura -S/C- Gitombo primary,26
Githunguri,Gikang'A Kageche Secondary,Secondary,1/26/2026,Rice and Beans,White,300,303,303,0,0,3,6,2,8,15,15,,310,0,,1/26/2026 13:10,1/26/2026 14:00,50,,Food was delicious,Queue was well managed by TOD,Today's failed taps was 6 a decrease from previous which was 10 parents topped up their account on time,Today's successful tap was 303 a decrease from the previous day which was 306.turn was low,@Pauline Gatimu,26
Githunguri,Matuguta Primary,Primary,1/26/2026,Rice and Beans,White,460,441,397,44,3,3,21,3,7,5,6,,450,3,,1/26/2026 12:30,1/26/2026 13:30,60,,Food was delicious,Queue was well managed,Failed taps were 21 an increase of 3 taps from Friday's failed taps. Respective parents had not topped up.,Actual meals were 441 a decrease of 23 taps from Friday's 464 actual taps. some students had failed taps and others were absent today.,@Matuguta primary,26
Githunguri,Githioro Primary,Primary,1/26/2026,Rice and Beans,White,340,337,311,26,0,2,4,3,0,1,1,,340,0,,1/26/2026 12:35,1/26/2026 13:35,60,,Food was appetising,Line management was organised assisted by tod,"Failed taps decreased from 7 to 4 today,  some parents forgot to top up their accounts on time.","Successful taps increased from 336 to 337, kids turned up well today",@GITHIORO COMPREHENSIVE,26
Githunguri,Gathangari Primary,Primary,1/26/2026,Rice and Beans,White,410,408,376,32,0,3,11,2,1,10,0,,410,0,,1/26/2026 12:30,1/26/2026 13:40,70,,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps increased from 7 to 11.parents forgot to  top up on time and have urged kids to remind them,Successful taps increased from 405 to 409.Parents topped up on time and kids turned up well,@PCEA GATHANGARI COMPREHENSIVE SCHOOL,26
Githunguri,Gathaithi Primary,Primary,1/26/2026,Rice and Beans,White,450,453,408,45,0,3,15,0,3,0,0,,460,0,,1/26/2026 12:35,1/26/2026 13:40,64,,Food was savoury,One teacher assisted with queue management,Number of failed taps increased from 14 to 15. A number of parents were unable to top up accounts,Actual meals served increased from 438 to 453.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru,26
Githunguri,Githima Primary,Primary,1/26/2026,Rice and Beans,White,270,263,237,26,4,2,4,0,0,2,2,,265,4,,1/26/2026 12:30,1/26/2026 13:20,50,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 4 failed taps which is an increase from Friday's 0 failed taps.some parents did not top up on time.,We had 263 actual meals served which is a decrease from Friday's 272.Some kids were absent and some accounts were not topped up on time.,@Brenda kamawe Githima primary and junior secondary school,26
Githunguri,Gatitu Primary,Primary,1/26/2026,Rice and Beans,White,380,373,334,39,0,3,5,0,2,1,1,,380,1,,1/26/2026 12:15,1/26/2026 13:45,90,,Students enjoyed the food....it was well cooked.,Students maintained order in presence of ToD thus movement was recommendable.A,A difference of 1 being an increase from 4 to 5...some students never communicated about timely top up.,A decrease of 5 from 339 to 334 resulted by absenteeism and accounts not having enough funds to feed.,@Wambui ikonya -sc- Gatitu comprehensive,26
Githunguri,Kanyore Primary,Primary,1/26/2026,Rice and Beans,White,630,632,591,41,3,3,22,0,5,0,0,,600,5,,1/26/2026 12:30,1/26/2026 13:30,60,,Food was delicious,Line management was organized,Number of failed taps increased from 15 to 22. This was because some parents did not top up their kids accounts.Reminded the kids to remind their parents to top up.,Number of successful taps decreased from 642 to 632. This can be attributed to an increase in failed taps.,"@Haron Muiruri,SL Kanyore Primary",26
kiambu kitchen,Ciiko Primary,Primary,1/26/2026,Rice and Beans,White,980,970,898,72,0,5,12,2,9,2,3,0,990,5,5,1/26/2026 14:13,1/26/2026 12:30,-104,We expect a higher turnout tomorrow and also expect failed taps to decrease.,Food was hot and delicious,Queue was managed by the teacher on duty.,failed taps  increased from 11 to 12,Successful taps increased from 896 to 898,@Ciiko Comprehensive school -SL- Samy Migwi,26
kiambu kitchen,Kahunira Primary,Primary,1/26/2026,Rice and Beans,White,740,744,673,71,0,4,16,2,5,0,0,0,750,0,4,1/26/2026 12:40,1/26/2026 13:35,55,Normal school program.,Food was hot & delicious.,Queue management was well executed by teacher on duty.,"Failed taps decreased from 24 to 16, majority of parents made timely payment.","Actual meals served today increased slightly from 732 to 744 meals served, turn out was great today.",@Mwangi Mary Kahunira Comprehensive,26
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/26/2026,Rice and Beans,White,227,211,211,0,0,2,3,2,0,3,4,0,224,0,2,1/26/2026 13:25,1/26/2026 13:55,29,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 3 which is a decrease compared from 6 to 3 parents top up,The actual meal served today was 211 which is a decrease compared from 216 to 211 parents didn't top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",26
kiambu kitchen,Kahunira Secondary,Secondary,1/26/2026,Rice and Beans,White,155,152,152,0,0,3,4,1,2,0,0,0,160,0,3,1/26/2026 13:00,1/26/2026 13:30,30,Expecting parents to top up their accounts on time,Food was delicious,Line was well managed by TOD,"Failed taps increased from 1 to 4, parents didn't top up on time","Meals served today increased from 151 to 152, parents topped up",@Tapper kahunira secondary,26
kiambu kitchen,Kiababu Primary,Primary,1/26/2026,Rice and Beans,White,270,265,249,26,0,2,10,0,0,1,2,0,270,0,2,1/26/2026 12:40,1/26/2026 13:30,50,Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 6 to 10 as some parents did not manage to pay on Time,Successful taps increased from 264 to 265 as most students reported today,@kiaibabu primary school,26
Githunguri,Gathiruini Primary,Primary,1/27/2026,Rice and Western,White,240,246,220,26,0,2,5,0,0,0,0,,250,0,,1/27/2026 12:30,1/27/2026 13:30,59,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 a decrease from 5 this is because parents topped up their accounts on time,Actual meals served were 246 an increase from 236 this because most students were present,@Catherine Wanjiru,27
Githunguri,Kiawaiguru Primary,Primary,1/27/2026,Rice and Western,White,225,227,209,18,2,2,3,1,0,0,0,,230,2,,1/27/2026 12:30,1/27/2026 13:20,50,,Lunch was delicious.,Line was in orderly way.,Failed taps increased from yesterdayâ€™s 2 to today 3.Some parents didnâ€™t top up despite reminding them.,Actual meals served increased from yesterdayâ€™s 221 to today 227.Most pupils reported to school today.,@KIAWAIGURU PRIMARY SCHOOL,27
Githunguri,Matuguta Primary,Primary,1/27/2026,Rice and Western,White,450,469,424,45,2,3,22,1,2,0,0,,470,3,,1/27/2026 12:35,1/27/2026 13:40,64,,Food was delicious,Queue was well managed,Failed taps were 22 an increase of 1 tap from yesterday's 21 failed taps . Respective parents had not topped up.,Actual meals were 469 an increase of 28 taps from yesterday's 441 actual meals. Absent students reported to school today and more parents topped up,@Matuguta primary,27
Githunguri,Kiambururu Secondary,Secondary,1/27/2026,Rice and Western,White,205,210,210,0,0,3,3,0,0,0,0,,210,0,,1/27/2026 13:15,1/27/2026 13:40,25,,The food was delicious,Line management was smooth,Failed taps today was 3 compared to previous which was 4,Successful taps was 210 compared to previous which was 198 an increase from previous yesterday,@Salome-kiambururu secondary school,27
Githunguri,Gitiha Secondary,Secondary,1/27/2026,Rice and Western,White,145,148,148,0,0,2,6,0,1,0,0,,145,0,,1/27/2026 12:43,1/27/2026 13:10,27,,Food was delicious,Queue was managable,Constant number of failed taps,Successful taps had increassed,@Kang'ethe Dennis,27
Githunguri,Gathaithi Secondary,Secondary,1/27/2026,Rice and Western,White,100,108,108,0,0,2,5,0,2,0,0,,110,0,,1/27/2026 13:20,1/27/2026 13:45,25,,Food was delicious,Queuing was good,We had 5 failed taps a rise from yesterday's 4 due to failure of topping up by parents,We had 108 successful taps a rise from yesterday's 92 due to excellent students attendance in school,@Joseph mburu nga'ang'a,27
Githunguri,Gitombo Primary,Primary,1/27/2026,Rice and Western,White,180,176,163,13,0,2,1,0,0,1,1,,175,0,,1/27/2026 12:40,1/27/2026 13:20,39,,Food was delicious.,Queue was manageable by the help of teacher on duty.,Today failed taps was 1an increase of 1 from 0 yesterday parent didn't top up account on time.,Actual meals served today was 176 a decrease of 4 from 180 yesterday due to absenteeism.,@Veronica Mwaura -S/C- Gitombo primary,27
Githunguri,Kindiga Primary,Primary,1/27/2026,Rice and Western,White,195,194,175,19,0,2,5,0,0,1.5,2,,195,0,,1/27/2026 12:40,1/27/2026 13:30,50,,The food was Hot and delicious.,Queues were orderly,"Failed taps increased to 5 from yesterday's 4,respective parents did not top up accounts.","Successful taps increased to 194 from 193,most kids were present today.",@James Mbugua SC Kindiga Primary,27
Githunguri,Githiga Primary,Primary,1/27/2026,Rice and Western,White,405,407,370,37,0,3,25,1,3,0,0,,410,0,,1/27/2026 12:42,1/27/2026 13:42,60,,Food was sweet and delicious,Line Management was smooth,Failed taps decreased by 1 from 26.,Actual meals increased from 391 to 407.turn out increased,@Nicholas-SC - Githiga Comprehensive,27
Githunguri,Kiawairia Primary,Primary,1/27/2026,Rice and Western,White,140,146,131,15,3,2,7,0,0,0,0,,140,3,,1/27/2026 12:00,1/27/2026 13:30,90,,Food was delicious and hot,Lines were neat and organized,We had 7 failed taps an increase from 2 some parents didn't top up on time,We hadÂ  131 successful taps an increase from 126 turn out was good,@Mary kimani SC kiawairia comprehensive school,27
Githunguri,Githima Primary,Primary,1/27/2026,Rice and Western,White,270,270,244,26,4,2,1,0,4,0,0,,275,5,,1/27/2026 12:30,1/27/2026 13:30,59,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 1 failed tap which is a decrease from yesterday's 4 failed taps.Most parents topped up on time,We had 270 actual meals served which is an increase from yesterday's 263 actual meals.The turn up was high and parents topped up on time today.,@Brenda kamawe Githima primary and junior secondary school,27
Githunguri,Gatitu Primary,Primary,1/27/2026,Rice and Western,White,380,371,332,39,0,3,13,0,3,1,1,,380,1,,1/27/2026 12:15,1/27/2026 13:40,85,,Students enjoyed bananas..food also tasted really great!!,"In presence of ToD, students made neat queues which transitioned from class to class.",An increase from 5 to 13 ..some parents were unreachable upon placing calls.,A difference of 2 being a decrease from 373 to 371 resulted by accounts having low funds.,@Wambui ikonya -sc- Gatitu comprehensive,27
Githunguri,Gathangari Primary,Primary,1/27/2026,Rice and Western,White,415,416,383,33,0,3,8,0,0,10,0,,415,0,,1/27/2026 12:20,1/27/2026 13:30,70,,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 11 to 8.some parents forgot to top up on time and have urged kids to remind them to top up,Successful taps increased fromÂ  408 to 416.Most parents topped up their accounts on time.,@PCEA GATHANGARI COMPREHENSIVE SCHOOL,27
Githunguri,Kanyore Primary,Primary,1/27/2026,Rice and Western,White,620,465,447,18,4,3,12,1,0,35,45,,530,5,,1/27/2026 12:30,1/27/2026 13:30,60,,Food was delicious,Line management was organized,Number of failed taps decreased from 22 to 12 as many accounts were topped up.,Number of successful taps decreased from 632 to 465. This can be attributed to decreased number of students in school as many were absent since they were sent home for fees yesterday.Some reported back but were sent home again for fees.,"@Haron Muiruri,SL Kanyore Primary",27
Githunguri,Kiambururu Primary,Primary,1/27/2026,Rice and Western,White,275,277,249,28,0,3,5,0,0,0,0,,280,0,,1/27/2026 12:40,1/27/2026 13:40,60,,The food was delicious,Line management was smooth and fast,Failed taps decreased from 9 to 5.We still had parents who failed to top up on time,Actual meals served increased from 267 to 277.There was high student turnout due to the ongoing exams.,@Kiambururu Comprehensive School,27
Githunguri,Mukuyu Secondary,Secondary,1/27/2026,Rice and Western,White,330,319,319,0,0,3,18,0,4,12,4,,340,0,,1/27/2026 12:40,1/27/2026 13:10,30,,Food was hot and delicious,Queue was well managed,Failed taps increases from 14 to 18 some parents didn't top up,Successful taps increases from 318 to 319.we had grade 10 students who was admitted,@Mukuyu Secondary School,27
Githunguri,Ihiga Primary,Primary,1/27/2026,Rice and Western,White,165,172,158,14,0,2,0,0,0,0,0,,160,0,,1/27/2026 12:40,1/27/2026 13:15,34,,Food was Enough.,Queues were manageable.,Failed taps were 0 a decrease from yesterday's which was 2.Parents topped up their accounts on time.,Successful taps were 172 an increase from yesterday's which was 160.Today's turn up was high.,@Naomi SC-Ihiga Comprehensive,27
Githunguri,Gataka Primary,Primary,1/27/2026,Rice and Western,White,250,257,242,15,0,2,8,0,4,0,0,,270,0,,1/27/2026 12:36,1/27/2026 13:40,64,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 4 to 8, some accounts had insufficient balances.","The number of actual meals dropped from 287 to 257, kids were sent home for school fees",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,27
Githunguri,Gathaithi Primary,Primary,1/27/2026,Rice and Western,White,455,469,424,45,2,3,13,0,0,0,0,,470,2,,1/27/2026 12:40,1/27/2026 13:40,60,,"Food was great, kids enjoyed the bananas",One teacher assisted with queue management,Failed taps dropped from 15 to 13. We still have parents unable to top up,Successful Taps increased from 453 to 469. Some kids showed up due to bananas,@P.C.E.A Gathaithi primary and Junior secondary school,27
Githunguri,Githioro Primary,Primary,1/27/2026,Rice and Western,White,340,332,306,26,0,2,13,2,7,3,4,,340,0,,1/27/2026 12:30,1/27/2026 13:35,65,,Food was appetising,Line management was organised assisted by tod,"Failed taps increased from yesterdayâ€™s 4 to 13 today, some parents did not top up their accounts on time  upon reaching them","Successful taps  decreased from 337 to 332 today, most parents did not top up their accounts.",@GITHIORO COMPREHENSIVE,27
Githunguri,Matuguta Secondary,Secondary,1/27/2026,Rice and Western,White,130,124,124,0,0,2,6,0,7,0,0,,125,0,,1/27/2026 13:30,1/27/2026 13:45,15,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,Failed taps today were 06 higher than yesterday's 03 most of the parents didn't top up on time,Successful taps today were 124 Lower than the projected meals that were 130 &also lower than yesterday's 126,@Njeri -Matuguta secondary school,27
Githunguri,Kiawairia Secondary,Secondary,1/27/2026,Rice and Western,White,55,56,56,0,0,2,0,0,0,0,0,,58,0,,1/27/2026 13:25,1/27/2026 13:35,9,,Food was appetizing and yummy,Line management was transitioning good,Number of failed taps decreased from 3 to 0 parents topped up their accounts on time,number of actual meals increased from 52 to 56 those who had failed taps yesterday topped up their accounts and also students reported in good numbers today,@Patrick Kariuki Kiawaria secondary school Tapper,27
Githunguri,Gikang'A Kageche Secondary,Secondary,1/27/2026,Rice and Western,White,310,317,317,0,0,3,13,1,8,0,0,,320,0,,1/27/2026 13:10,1/27/2026 13:50,40,,Food was delicious,Queue was well managed by TOD  and Deputy Principal,Today's failed taps increased from 6 to 13 . parents didn't top up on time,Today's successful taps increased from 303 to317.Turn out was high,@Pauline Gatimu,27
Githunguri,Mathanja Priamry,Primary,1/27/2026,Rice and Western,White,205,206,182,24,0,2,2,0,2,0,0,,208,0,,1/27/2026 12:20,1/27/2026 13:30,69,,food was delicious,I managed the queue without any assistance,today we had 2 failed taps same as yesterday. parents didn't top-up on time.,today we had 206 actual meals served an increase compared to yesterday 200. more kids were present today.,@mathanja primary school,27
Githunguri,Gatina Primary,Primary,1/27/2026,Rice and Western,White,465,474,408,66,0,3,13,0,1,0,0,,475,0,,1/27/2026 12:30,1/27/2026 13:35,65,,Kids have enjoyed the meal.,Line was smooth and orderly.,"Failed taps were 13 a decrease compared to yesterday's number of 18, more parents managed to credit account on time.","Actual meal served were 474 an increase from yesterday's number of 457, this was due to high turn up and more accounts had sufficient funds.",@Kang'ethe Dennis,27
kiambu kitchen,Kahunira Secondary,Secondary,1/27/2026,Rice and Western,White,155,148,148,0,0,3,7,0,4,0,0,0,160,0,3,1/27/2026 13:00,1/27/2026 13:30,30,Expecting students who had failed taps to top up on time,Food was delicious,Line was well managed by TOD,"Failed taps increased from 4 to 7, parents didn't top up on time","Meal served today decrease from 152 to 148, parents didn't top up on time",@Tapper kahunira secondary,27
kiambu kitchen,Kahunira Primary,Primary,1/27/2026,Rice and Western,White,750,740,676,64,0,4,20,0,0,0,0,0,740,0,4,1/27/2026 12:40,1/27/2026 13:35,55,We are expecting the same turn out as today.,"Food was well prepared,hot , delicious and arrived on time.",Queue management was well conducted by teacher on duty to eliminate long wait time.,"Failed taps increased by 4, yesterday we had 16 failed taps while today we had 20,this means that some parents didn't top up their accounts.","740 actual meals served today,a decrease from 744 served yesterday, some students didn't turn up for tapping.",@Mwangi Mary Kahunira Comprehensive,27
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/27/2026,Rice and Western,White,227,227,227,0,0,2,5,0,13,0,0,0,230,0,2,1/27/2026 13:25,1/27/2026 13:55,30,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable by teacher on duty,Failed taps today was 5 which is a increase compared from 3 to 5 parents didn't top up,Actual meal served today was 227 which is an increase compared from 211 to 227 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",27
kiambu kitchen,Kiababu Primary,Primary,1/27/2026,Rice and Western,White,270,261,234,27,0,2,9,0,2,2,3,0,262,0,2,1/27/2026 12:40,1/27/2026 13:30,49,Expecting more kids,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 10 to 9 as some parents did not manage to pay on Time,Successful taps decreased from 265 to 264 as some parents did not manage to pay on Time,@kiaibabu primary school,27
kiambu kitchen,Ciiko Primary,Primary,1/27/2026,Rice and Western,White,990,985,912,73,0,5,16,0,8,2,3,0,990,0,5,1/27/2026 12:00,1/27/2026 13:35,94,We expected  failed taps will reduce thus projecting 990,Food was hot and delicious,Queue  was managed by teacher on duty,Failed taps increased from  12 to 16.,Successful taps increased from 898 to 912,@Ciiko Comprehensive school -SL- Samy Migwi,27
Githunguri,Gatitu Primary,Primary,1/28/2026,Rice and Beans,Tumeric,380,370,331,39,1,3,9,0,5,1,2,,380,1,,1/28/2026 12:15,1/28/2026 13:50,95,,Food was well cooked and enough for all learners.,Learners were organized and manageable.,Failed taps increased from 13 to 17..some registered numbers are always unreachable thus adding up to failed taps.,A decrease of 1 from 371 to 370... absenteeism being the case and accounts not being funded timely.,@Wambui ikonya -sc- Gatitu comprehensive,28
Githunguri,Kiawaiguru Primary,Primary,1/28/2026,Rice and Beans,Tumeric,230,230,210,20,2,2,0,0,1,0,0,,230,2,,1/28/2026 12:30,1/28/2026 13:20,50,,Lunch was delicious.,Queue transtioned from class to class in an orderly way.,Failed taps decreased from yesterdayâ€™s 3 to today 0.I reminded parents to to up on time.,Actual meals increased from yesterdayâ€™s 227 to today 230.Pupils reported to school and parents topped up on time.,@KIAWAIGURU PRIMARY SCHOOL,28
Githunguri,Kanyore Primary,Primary,1/28/2026,Rice and Beans,Tumeric,530,581,548,33,0,3,20,1,2,0,0,,600,3,,1/28/2026 12:30,1/28/2026 13:30,59,,Food was hot and delicious,Queuing was organized,Number of failed taps increased from 12 to 20. More students had insufficient balances.Reminded the kids to remind their parents to top up.,Number of successful taps increased from 465 to 581 as more students who were sent home for fees yesterday reported back.,"@Haron Muiruri,SL Kanyore Primary",28
Githunguri,Gataka Primary,Primary,1/28/2026,Rice and Beans,Tumeric,265,292,268,24,0,2,5,0,0,0,0,,300,0,,1/28/2026 12:39,1/28/2026 13:40,60,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps dropped from 8 to 5, some accounts had insufficient balances.","The number of actual meals rose from 257 to 292, kids who were sent home for school fees yesterday returned today.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,28
Githunguri,Kindiga Primary,Primary,1/28/2026,Rice and Beans,Tumeric,195,184,166,18,0,2,10,0,0,3,2.5,,190,0,,1/28/2026 12:40,1/28/2026 13:30,50,,The food was delicious.,Queues were well managed with the help of TOD.,"Failed taps increased to 10 from 5,parents did not top up accounts","Successful taps decreased to 184 from yesterday's 194,failed taps affected this since parents did not top up accounts on time.",@James Mbugua SC Kindiga Primary,28
Githunguri,Gathiruini Primary,Primary,1/28/2026,Rice and Beans,White,245,253,229,24,0,0,0,0,3,0,0,,250,0,,1/28/2026 12:30,1/28/2026 13:30,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed tap was 0  a decrease from 5 this is because parents topped up their accounts on time,Actual meal served today were 253 an increase from 246 this is because parents topped up their accounts on time,@Catherine Wanjiru,28
Githunguri,Gathaithi Primary,Primary,1/28/2026,Rice and Beans,Tumeric,465,460,412,49,2,3,17,0,0,0,0,,460,2,,1/28/2026 12:40,1/28/2026 13:40,60,,Food was delicious,One teacher assisted with queue management,Failed taps increased from 13 to 17. A number of parents failed to top up accounts on time,Actual meals served dropped from 469 to 460.,@P.C.E.A Gathaithi primary and Junior secondary school,28
Githunguri,Mukuyu Secondary,Secondary,1/28/2026,Rice and Beans,Tumeric,330,328,328,0,0,3,9,0,3,0,0,,340,0,,1/28/2026 12:40,1/28/2026 13:10,31,,Food was hot and delicious,Queue was well managed,Failed taps decreases from 18 to 9 some parents paid on time,Successful taps increases from 319 to 328 parents paid on time,@Mukuyu Secondary School,28
Githunguri,Matuguta Primary,Primary,1/28/2026,Rice and Beans,Tumeric,470,478,434,44,3,3,12,0,2,0,0,,480,3,,1/28/2026 12:30,1/28/2026 13:30,60,,Food was delicious,Queue was well managed,Failed taps were 12 a decrease of 10 taps from yesterday's 22 failed taps. Respective students had not topped up.,Actual meals were 478 an increase of 10 taps from yesterday's 468 actual meals. More parents topped up.,@Matuguta primary,28
Githunguri,Gikang'A Kageche Secondary,Secondary,1/28/2026,Rice and Beans,Tumeric,320,327,327,0,0,3,11,0,0,0,0,,330,0,,1/28/2026 13:10,1/28/2026 13:50,40,,Food was delicious,Queue was well managed,Today's failed taps decreased from 13 to 11.some parents topped on time,Today's successful taps increased by 10 from 317 to 327,@Pauline Gatimu,28
Githunguri,Gitiha Secondary,Secondary,1/28/2026,Rice and Beans,White,150,148,148,0,0,2,6,0,1,0,0,,145,0,,1/28/2026 12:40,1/28/2026 13:18,38,,Food was delicious,Queue was smooth,Constant number of failed taps,Successful taps were constant,@Jecinta muthoni Gitonga,28
Githunguri,Githiga Primary,Primary,1/28/2026,Rice and Beans,White,410,418,381,37,0,3,19,0,0,0,0,,425,0,,1/28/2026 12:33,1/28/2026 13:20,47,,Food was sweet and delicious,Line Management was smooth,Failed taps decreased from 25 to 19 .. parents topped up their accounts.,Actual meals increased from 407 to 418..turn out increased.,@Nicholas-SC - Githiga Comprehensive,28
Githunguri,Ihiga Primary,Primary,1/28/2026,Rice and Beans,White,160,165,153,12,0,2,0,1,2,0,0,,160,0,,1/28/2026 12:40,1/28/2026 13:15,35,,Food was Enough,Queues were manageable.,Failed taps was 0 the same as yesterday's which was 0.Parents are topping up their accounts on time.,Successful taps were 165 a decrease from yesterday's 172.Turn up was lower than yesterday.,@Naomi SC-Ihiga Comprehensive,28
Githunguri,Githioro Primary,Primary,1/28/2026,Rice and Beans,White,340,346,319,27,0,2,5,0,0,0,0,,350,0,,1/28/2026 12:30,1/28/2026 13:30,60,,Food was appetising,Line management was organised assisted by tod,"Failed taps reduced from 13 to 5 today, some parents forgot to top up their accounts on time.","Successful taps increased from 332 to 346 today, kids turned up well today for their meals",@GITHIORO COMPREHENSIVE,28
