Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,file_date
Githunguri,Kanyore Primary,Primary,1/12/2026,Rice and Beans,White,600,609,569,40,0,3,15,12,6,8,0,,630,0,,1/12/2026 12:40,1/12/2026 13:24,44,,Food was delicious,Queue was well managed,The number of failed taps reduced from 26 on Friday to 15 today because more accounts were topped up.,The number of actual taps increased from 532 on Friday to 609 today because grade 7 kids started reporting today.,@Kanyore Comprehensive School,12
Githunguri,Kiawaiguru Primary,Primary,1/12/2026,Rice and Beans,White,190,202,182,20,1,2,4,10,1,0,0,,200,1,,1/12/2026 12:30,1/12/2026 13:25,55,,Food was hot.,Line transitioned from class to class in an orderly manner.,Failed taps increased from Friday’s 0 to today 4.Parents didn’t top up despite reminding them,Actual meals served decreased from Friday’s 203 to today 202.A number of pupils were absent while others hadn’t been paid for.,@KIAWAIGURU PRIMARY SCHOOL,12
Githunguri,Gatitu Primary,Primary,1/12/2026,Rice and Beans,White,360,368,338,30,1,3,10,2,15,0,0,,375,1,,1/12/2026 12:10,1/12/2026 13:30,80,,Food was presentable and enough for all.,"Teacher on duty helped coordinate students in queues,,from class to class.",Failed taps increased from 7 to 10..some parents didn't fund their accounts on time.,An increase in successful taps from  311 to 338 resulted by grade 7 students availing for tapping and the rest of the accounts having sufficient funds for feeding.,@Wambui ikonya -sc- Gatitu comprehensive,12
Githunguri,Githunguri Technical & Secondary,Secondary,1/12/2026,Rice and Beans,White,190,130,130,0,0,2,1,12,4,15,20,,160,0,,1/12/2026 13:25,1/12/2026 13:55,30,,Food was delicious and warm,queue was well manageable by teacher on duty,Failed taps today was 1 which is a decrease compared from 8 to 1 parents top up,Actual meal served today was 130 which is a increase compared from 130  compared from 111 to 130 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",12
Githunguri,Gatina Primary,Primary,1/12/2026,Rice and Beans,White,450,440,378,62,0,3,7,9,5,3,5,,450,0,,1/12/2026 12:32,1/12/2026 13:35,63,,food was hot and delicious,line was smooth and orderly,"failed taps were 7 an increase from last week Friday's number of 3,the number raised because some parents didn't manage to credit accounts on time.","Actual meals served were 440 an increase from last week Friday's number of 421,the number raised because more parents managed to credit accounts on time and turn up was high.",@Kang'ethe Dennis,12
Githunguri,Matuguta Secondary,Secondary,1/12/2026,Rice and Beans,White,110,95,95,0,0,2,6,0,0,6,7,,120,0,,1/12/2026 13:20,1/12/2026 13:40,20,,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by the help of the tod,Failed taps today were 06 a higher number compared to last Fridays,Successful taps today were 95 higher in comparison to last times 90,@Njeri -Matuguta secondary school,12
Githunguri,Matuguta Primary,Primary,1/12/2026,Rice and Beans,White,460,453,423,30,3,3,16,9,5,2,2,,460,3,,1/12/2026 12:30,1/12/2026 13:40,69,,Food was delicious,Queue was well managed,Failed taps were 16 an increase of 5 taps from Friday's 11 failed taps. Respective parents had not topped up.,Actual Melas were 453 an increase of 16 taps from Friday's 437 actual meals. There was new registrations today and also some absent students reported to school.,@Matuguta primary,12
Githunguri,Githima Primary,Primary,1/12/2026,Rice and Beans,White,250,256,233,23,6,2,4,2,0,0,0,,260,5,,1/12/2026 12:30,1/12/2026 13:30,60,,The food was delicious,I managed the queue and the kids were in order as usual,We had 4 failed taps which is an increase from Friday's 3 failed taps.Some accounts were not topped up on time,We had 256 actual meals served which is an increase from Friday's 220 actual meals.The turn out was high and grade 7 kids reported today as well.,@Brenda kamawe Githima primary and junior secondary school,12
Githunguri,Githiga Primary,Primary,1/12/2026,Rice and Beans,White,310,345,316,29,0,3,19,9,6,9,0,,395,0,,1/12/2026 12:30,1/12/2026 13:40,70,,Food was sweet and delicious,Line Management was smooth,Failed taps decreased from 23bto 19.parents topped up.,Actual meals increased  from 243 to 345.students turn out increased. Those who were sent home reported,@Nicholas-SC - Githiga Comprehensive,12
Githunguri,Gitombo Primary,Primary,1/12/2026,Rice and Beans,White,170,169,156,13,0,2,2,3,2,0,0,,170,0,,1/12/2026 12:40,1/12/2026 13:40,60,,Food was delicious,Queue was manageable by the help of teacher on duty.,Today failed taps was 2 an increase of 2 from Friday's which was 0 parents didn't top up on time.,Actual meal served today was 169 an in increase  of 2 from 167 Friday's  students show up well today.,@Veronica Mwaura -S/C- Gitombo primary,12
Githunguri,Kiambururu Secondary,Secondary,1/12/2026,Rice and Beans,White,180,161,161,0,0,3,1,0,1,0,0,,190,0,,1/12/2026 13:20,1/12/2026 13:50,30,,The food was delicious students enjoyed the meal,line management was smooth,"failed taps was same as previous which was 1, most of the parents remembered to top up.","successful taps was 161 compared to previous which was 157 , more students came for lunch.",@Salome-kiambururu secondary school,12
Githunguri,Gathiruini Primary,Primary,1/12/2026,Rice and Beans,White,250,233,207,26,0,2,3,1,2,4,5,,240,0,,1/12/2026 12:30,1/12/2026 13:30,60,,Food was delicious,Line management was good with help of teacher on duty,Failed taps today were 3 an increase from 2 parents didn't top up their accounts on time,Actual meal served today were 233 an increase from 231  this is because parents topped up their accounts on time,@Catherine Wanjiru,12
Githunguri,Gataka Primary,Primary,1/12/2026,Rice and Beans,White,280,272,252,20,0,2,10,10,4,2,3,,280,1,,1/12/2026 12:35,1/12/2026 13:29,54,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 6 to 10, we reminded kids to request their parents to top up.","The number of actual meals rose from 260 to 272, as more parents made timely payments for their kids",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,12
Githunguri,Kindiga Primary,Primary,1/12/2026,Rice and Beans,White,190,179,160,19,0,2,4,2,2,2.5,2,,180,0,,1/12/2026 12:40,1/12/2026 13:30,50,,Food was delicious.,Queues transitioned smoothly.,"No of failed taps decreased to 4 from Friday's 5,some parents did not top up accounts.","Successful taps increased to 179 from 175,students are still reporting back to school.",@James Mbugua SC Kindiga Primary,12
Githunguri,Kiawairia Primary,Primary,1/12/2026,Rice and Beans,White,130,134,118,16,3,2,2,3,0,0,0,,135,3,,1/12/2026 12:00,1/12/2026 13:25,85,,Food was delicious,Lines were neat and ordely,We had 2 failed taps an increase from 1 some parents didn't top up on time,We had 118 successful taps an increase from 114 turn up was good,@Mary kimani SC kiawairia comprehensive school,12
Githunguri,Kiawairia Secondary,Secondary,1/12/2026,Rice and Beans,White,50,35,35,0,0,2,0,0,0,5,5,,45,0,,1/12/2026 13:30,1/12/2026 13:40,10,,Food was hot and appetizing,Line management was transitioning good,Number of failed taps remained 0 as of Friday,Actual meals increased from 20 to 35 students reported back in good numbers today,@Patrick Kariuki Kiawaria secondary school Tapper,12
kiambu kitchen,Ciiko Primary,Primary,1/13/2026,Rice and Greengrams,White,925,953,890,63,0,5,9,12,25,0,0,0,960,0,5,1/13/2026 12:30,1/13/2026 14:10,100,We expect the same turnout as today thus projecting 960,Food was hot and delicious,The queue was managed by the teacher on duty,failed taps decreased from 22 to 9.,Successful taps increased from 850 to 890,@Ciiko Comprehensive school -SL- Samy Migwi,13
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/13/2026,Rice and Greengrams,White,190,150,150,0,0,2,1,7,7,15,18,0,170,0,2,1/13/2026 13:25,1/13/2026 13:55,30,We expect a rise of successful taps tomorrow,Food was delicious and warm,Queue was well manageable,Failed taps today was 1 which is a constant compared yesterday 1 parents topped up,Actual meal served today was 150 which is a increase compared from 130 to 150 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",13
kiambu kitchen,Kahunira Primary,Primary,1/13/2026,Rice and Greengrams,White,685,690,637,56,0,4,13,4,8,5,5,0,690,0,4,1/13/2026 12:40,1/13/2026 13:34,54,Normal school program,Food was hot and delicious.,Queue management was well executed by teacher on duty.,"Failed taps decreased from 21 to 13, respective parents made timely payment.","Actual meals served today increased from 665 to 690 meals served, majority of students turn out for tapping.",@Mwangi Mary Kahunira Comprehensive,13
kiambu kitchen,Kahunira Secondary,Secondary,1/13/2026,Rice and Greengrams,White,150,134,134,0,0,3,7,0,5,1,1.5,0,160,0,3,1/13/2026 13:00,1/13/2026 13:30,30,Expecting grade 10 students to be,Food was hot and delicious,Queue was managed by the teacher,"Failed taps increased from 5 to 7, parents didn't top up their accounts","Meals served today increased from 131 to 134, grade 10 students are  reporting to school",@Tapper kahunira secondary,13
kiambu kitchen,Kiababu Primary,Primary,1/13/2026,Rice and Greengrams,White,270,267,240,27,0,2,4,0,3,1,1,0,270,0,2,1/13/2026 12:40,1/13/2026 13:30,50,Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps remained the same as some parents did not manage to pay on Time,Successful taps increased from 264 to 267 as most students reported today,@kiaibabu primary school,13
Githunguri,Kiambururu Primary,Primary,1/13/2026,Rice and Greengrams,White,270,279,248,31,0,3,4,0,0,0,0,,290,0,,1/13/2026 12:30,1/13/2026 13:40,69,,The food was hot and delicious,Line management was smooth and fast,Failed taps decreased from 13 to 4.Parents topped up on time.,Actual meals served increased from 262 to 279.Student turnout was high and there were few failed taps,@Kiambururu Comprehensive School,13
Githunguri,Gathiruini Primary,Primary,1/13/2026,Rice and Greengrams,White,240,240,212,28,0,2,3,4,0,0,0,,245,0,,1/13/2026 12:30,1/13/2026 13:30,59,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 3 same as yesterday parents didn't top up their accounts on time,Actual meal served today were 240  an increase from 233 this is because most students were present today,@Catherine Wanjiru,13
Githunguri,Gitiha Secondary,Secondary,1/13/2026,Rice and Greengrams,White,130,121,121,0,0,2,5,2,10,2,3,,135,0,,1/13/2026 12:40,1/13/2026 13:15,34,,the food was delicious and tasty,The queue was manageable by help of teacher on duty,The number of failed taps was not high,the number of successful taps had increased from the previous day,@Kang'ethe Dennis,13
Githunguri,Githiga Primary,Primary,1/13/2026,Whiterice  And Great Grams,White,390,380,346,34,0,3,23,9,2,3,4,,385,0,,1/13/2026 12:30,1/13/2026 13:58,88,,Food was sweet and delicious,Line Management was smooth,Failed taps increased from 19 to 23 . Some parents forgot to top up their accounts.,Actual  meals increased from  345 to 380. Students  turnout  increased  .Grad 7 reported.,@Nicholas-SC - Githiga Comprehensive,13
Githunguri,Mukuyu Secondary,Secondary,1/13/2026,Rice and Greengrams,White,260,227,227,0,0,0,11,2,9,16,16,,300,0,,1/13/2026 12:40,1/13/2026 13:20,40,,Food was delicious,Queue was well managed,Mukuyu secondary school actual failed taps increases from 7 to 11 because some parents didn't top up,Mukuyu secondary school we had 227 actual taps which increases compared with yesterday which was 212.Grade 10 are still joining F4E,@Mukuyu Secondary School,13
Githunguri,Matuguta Secondary,Secondary,1/13/2026,Rice and Greengrams,White,115,100,100,0,0,2,1,3,7,4.5,5.2,,110,0,,1/13/2026 13:50,1/13/2026 13:48,-2,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,Failed taps today were 01 lower compared to yesterday's 06,Successful taps today were 100 lower than the projected meals that were 115 but higher than yesterday's 95,@Njeri -Matuguta secondary school,13
Githunguri,Kanyore Primary,Primary,1/13/2026,Rice and Greengrams,White,620,619,576,43,0,0,10,5,3,10,0,,630,5,,1/13/2026 12:40,1/13/2026 13:25,45,,Food was delicious,Queue was well managed,The number of failed taps reduced from yesterday’s 15 to today’s 10 because more accounts were topped up.,The number of actual taps increased from yesterday’s 609 to today’s 619 because more kids were present,@Kanyore Comprehensive School,13
Githunguri,Gitombo Primary,Primary,1/13/2026,Rice and Greengrams,White,170,174,161,13,0,2,0,0,3,0,0,,175,0,,1/13/2026 12:40,1/13/2026 13:14,34,,Food was delicious learners enjoyed.,Queue was well manageable.,Today failed tap was 0 a decrease of 2 from 2 yesterday  parents did the top up on time.,Actual meals served today was 174 an increase of 5 from 169 yesterday   more students reported well today.,@Veronica Mwaura -S/C- Gitombo primary,13
Githunguri,Kiambururu Secondary,Secondary,1/13/2026,Rice and Greengrams,White,180,178,178,0,0,3,3,11,10,1,2,,190,0,,1/13/2026 13:25,1/13/2026 13:55,30,,The food was delicious students enjoyed the meal,line was smooth,"Failed taps today was 3 compared to previous which was 1, some parents forgot to top up.","Successful taps was 178 compared to previous which was 161, grade 10 reported today",@Salome-kiambururu secondary school,13
Githunguri,Gatitu Primary,Primary,1/13/2026,Rice and Greengrams,White,375,379,347,32,1,3,8,2,6,0,0,,380,1,,1/13/2026 12:15,1/13/2026 13:35,80,,Food was delicious .,Teacher on duty helped with line management... students moved orderly.,"Failed taps have decreased from 10 to 8 taps today,, parents that I called for top up adhered.",An increase in successful taps from 338 to 347.. Accounts had funds and students present.,@Wambui ikonya -sc- Gatitu comprehensive,13
Githunguri,Gikang'A Kageche Secondary,Secondary,1/13/2026,Rice and Greengrams,White,230,231,231,0,0,3,4,4,9,0,0,,250,0,,1/13/2026 13:15,1/13/2026 14:00,45,,Food was yummy,Queue was well managed,"Today's failed taps decreased from 9 to 4,parent topped up on time","Today's successful taps increased from 196 to 231,today's turn was high",@Pauline Gatimu,13
Githunguri,Githima Primary,Primary,1/13/2026,Rice and Greengrams,White,260,260,235,25,2,2,3,2,0,0,0,,260,4,,1/13/2026 12:30,1/13/2026 13:30,60,,The food was delicious,I managed the queue and kids were disciplined today.,We had 3 failed taps which is a decrease from yesterday's 4 failed taps.Most accounts were topped up today.,We had 260 actual meals served which is an increase from yesterday's 256 actual meals served.The turn out was high and accounts were topped up on time.,@Brenda kamawe Githima primary and junior secondary school,13
Githunguri,Gatina Primary,Primary,1/13/2026,Rice and Greengrams,White,450,442,384,58,0,3,7,2,1,0,0,,450,0,,1/13/2026 12:36,1/13/2026 13:30,54,,food was hot and yummy,line was smooth and orderly,"failed taps were 7 similar with yesterday's number,more accounts maintained sufficient funds.","Actual meals served were 442 an increase compared to yesterday's number of 440, parents managed to credit accounts on time thus my actual meals number raises.",@Kang'ethe Dennis,13
Githunguri,Gathangari Primary,Primary,1/13/2026,Rice and Greengrams,White,400,408,382,26,0,3,10,1,1,8,0,,410,0,,1/13/2026 12:20,1/13/2026 13:38,78,,The food was delicious,The queue was well managed by the teacher,There was a decrease in number because most parents remembered to top up their accounts.,There was an increase in number because most accounts were topped up on time.,@PCEA GATHANGARI COMPREHENSIVE SCHOOL,13
Githunguri,Mathanja Priamry,Primary,1/13/2026,Rice and Greengrams,White,195,194,174,20,0,2,1,6,2,0,0,,200,0,,1/13/2026 12:25,1/13/2026 13:20,55,,food was delicious,I managed the queue without any assistance since kids were orderly.,today we had 1 failed tap same as yesterday. only one parent didn't top-up their account.,today we had 194 actual meals served an increase compared to yesterday 187. this is because we had new comers who reported today.,@mathanja primary school,13
Githunguri,Gataka Primary,Primary,1/13/2026,Rice and Greengrams,White,280,283,266,17,0,2,5,2,1,0,0,,285,0,,1/13/2026 12:45,1/13/2026 13:34,49,,The food was delicious,The queue was well managed by the school coordinator.,"The number of failed taps dropped from 10 to 5, we reminded kids to request their parents to top up.","The number of actual meals rose from 272 to 283, parents made timely payments for their kids.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,13
Githunguri,Gathaithi Secondary,Secondary,1/13/2026,Rice and Greengrams,White,100,94,94,0,0,2,4,0,5,1.8,2.1,,100,0,,1/13/2026 13:21,1/13/2026 13:50,29,,Food was delicious,Queuing was good,We had 4 failed taps a rise from 2 due to failure of topping up,We had 94 successful taps a rise from yesterday's 74 due to more students attendance,@Joseph mburu nga'ang'a,13
Githunguri,Kindiga Primary,Primary,1/13/2026,Rice and Greengrams,White,185,188,169,19,0,2,2,4,1,0,0,,190,0,,1/13/2026 12:40,1/13/2026 13:30,50,,The food was delicious.,Queues were orderly.,"Failed taps decreased to 2 from yesterday's 4,some parents still did not top up accounts.","Successful taps increased to 188 from 179,Turn out was high and we also registered new students.",@James Mbugua SC Kindiga Primary,13
Githunguri,Gathaithi Primary,Primary,1/13/2026,Rice and Greengrams,White,460,457,411,46,0,3,13,2,1,0,0,,460,0,,1/13/2026 12:45,1/13/2026 13:30,45,,Food was delicious,Teachers on duty assisted with queue management,We had 13 failed taps a drop from 16,Actual meals served increased from 447 to 457,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru,13
Githunguri,Matuguta Primary,Primary,1/13/2026,Rice and Greengrams,White,460,445,416,29,3,3,9,1,5,4,5,,450,3,,1/13/2026 12:40,1/13/2026 13:30,50,,Food was delicious,Queue was well managed,failed taps were 9 a decrease of 7 taps from yesterday's 16 failed taps. Respective parents had not topped up,Actual meals were 445 a decrease of 8 taps from yesterday's 453 actual meals. Some parents had not topped up their  kid's accounts.,@Matuguta primary,13
Githunguri,Kiawaiguru Primary,Primary,1/13/2026,Rice and Greengrams,White,200,217,197,20,2,2,0,1,6,0,0,,220,2,,1/13/2026 12:30,1/13/2026 13:25,55,,Lunch was delicious,Lunch was delicious,Failed taps decreased from yesterday’s 4 to today0.I called and reminded parents to top up before lunch time.,Actual meals served increased from yesterday’s 202 to today 217.Most pupils reported to school.,@KIAWAIGURU PRIMARY SCHOOL,13
Githunguri,Ihiga Primary,Primary,1/13/2026,Rice and Greengrams,White,165,165,154,11,0,2,0,1,0,0,0,,165,0,,1/13/2026 12:40,1/13/2026 13:15,35,,Food was Enough,Queues were manageable with assistance from teacher on duty.,Failed taps were 0 the same as yesterday.parents are topping up their accounts on time.,Successful taps were 165 a decrease from yesterday's taps which was 167.Turn up was a bit lower than yesterday.,@Naomi SC-Ihiga Comprehensive,13
Githunguri,Githioro Primary,Primary,1/13/2026,Rice and Greengrams,White,313,322,297,25,0,2,7,1,0,2,0,,325,0,,1/13/2026 12:37,1/13/2026 13:34,56,,Food was hot and appetising,Line management was organised assisted by tod.,"Failed taps reduced from 9 to 7, some parents  forgot to top up their accounts on time","Successful taps increased from 313 to 322,  most kids are back to school.",@GITHIORO COMPREHENSIVE,13
Githunguri,Kiawairia Primary,Primary,1/13/2026,Rice and Greengrams,White,135,134,118,16,2,2,2,1,0,0,0,,135,2,,1/13/2026 12:00,1/13/2026 13:30,90,,Food was hot and delicious,Lines were neat and ordely,We had 2 failed taps same as yesterday some parents didn't top up on time,We had 118 successful taps same as yesterday turn up was okay,@Mary kimani SC kiawairia comprehensive school,13
Githunguri,Kiawairia Secondary,Secondary,1/13/2026,Rice and Greengrams,White,45,35,35,0,0,2,0,0,0,3,4,,50,0,,1/13/2026 13:20,1/13/2026 13:30,10,,Food was delicious and appetizing,Line management was transitioning good,Number of failed taps remained 0 as of yesterday,Actual meals remained the same as of yesterday students haven't reported fully,@Patrick Kariuki Kiawaria secondary school Tapper,13
Githunguri,Kanyore Primary,Primary,1/14/2026,Rice and Beans,White,630,609,567,42,0,3,14,2,4,15,6,,620,0,,1/14/2026 12:40,1/14/2026 13:33,53,,Food was delicious,Queue  was well managed,The number of failed taps increased  from  10 yesterday to 14 because less accounts were topped up.,The number of successful taps  reduced from 619 yesterday because some kids were absent.,@Kanyore Comprehensive School,14
Githunguri,Gitiha Secondary,Secondary,1/14/2026,Rice and Beans,White,130,126,126,0,0,2,10,3,2,2,3,,130,0,,1/14/2026 12:40,1/14/2026 13:05,25,,the food was enough,the queue was smooth and orderly,failed taps had increased,successful taps had increased from the previous day,@Kang'ethe Dennis,14
Githunguri,Gatitu Primary,Primary,1/14/2026,Rice and Beans,White,385,377,341,36,1,3,10,0,0,1,1,,380,1,,1/14/2026 12:10,1/14/2026 13:30,80,,Food today was well cooked.,Students moved in order from class to class..,Failed taps have increased by 2 from 8 to 10 resulted by parents not topping up on time or not at all.,Successful taps decreased from 379 to 377...few students never availed for tapping.,@Wambui ikonya -sc- Gatitu comprehensive,14
Githunguri,Mathanja Priamry,Primary,1/14/2026,Rice and Beans,White,200,191,174,17,0,2,1,0,0,12,3,,195,0,,1/14/2026 12:15,1/14/2026 13:30,75,,food was delicious,I managed the queue without any assistance,today we had only 1 failed tap same as yesterday. only one parent who didn't top-up.,today we had 191 actual meals served a decrease compared to yesterday 194.  some kids were absent today.,@mathanja primary school,14
Githunguri,Gathaithi Secondary,Secondary,1/14/2026,Rice and Beans,White,110,96,96,0,0,2,5,1,3,4.2,4.9,,110,,,1/14/2026 13:17,1/14/2026 13:55,37,,Food was delicious,Queuing was in order,We had 5 failed taps a rise from 4 yesterday due  failure of topping up by  some parents,We had a rise from yesterday's 94 to 96 successful taps due to more students attending school,@Joseph mburu nga'ang'a,14
Githunguri,Gathangari Primary,Primary,1/14/2026,Rice and Beans,White,415,409,382,27,0,3,9,2,2,12,2,,415,0,,1/14/2026 12:20,1/14/2026 13:20,60,,Food was delicious,The queue was smoothly managed by the teacher,Failed taps reduced slightly from 10 to 9.Parents forgot to top up their accounts but have urged kids to remind their parents to top up,Successful taps increased slightly from 408 to 409.Some parents topped up on time,@PCEA GATHANGARI COMPREHENSIVE SCHOOL,14
Githunguri,Kiambururu Primary,Primary,1/14/2026,Rice and Beans,White,285,269,237,32,0,3,4,0,0,2,2,,275,0,,1/14/2026 12:20,1/14/2026 13:40,80,,The food was delicious.The kids enjoyed,Line management was smooth and fast,Failed taps were 4 the same as yesterday.Parents did not top up,Actual meals served decreased from 279 to 269.Student turnout was lower today,@Kiambururu Comprehensive School,14
Githunguri,Kiambururu Secondary,Secondary,1/14/2026,Rice and Beans,White,190,191,191,0,0,3,1,6,4,0,0,,200,0,,1/14/2026 13:20,1/14/2026 13:50,30,,The food was delicious students enjoyed the meal,line was well managed,failed taps today was 1 compared to previous which was 3 most of the parents to top up,"successful taps 191 an increase from previous which was 178, students are continuing report to school",@Salome-kiambururu secondary school,14
Githunguri,Githiga Primary,Primary,1/14/2026,Rice and Beans,White,390,394,357,37,0,3,22,4,4,0,0,,395,0,,1/14/2026 12:30,1/14/2026 13:55,85,,Food was sweet  and delicious.,Line Management was smooth,Failed taps decreased by 1 from 23,Actual  meals increased  from  380 to 394.turn out increased.,@Nicholas-SC - Githiga Comprehensive,14
Githunguri,Githioro Primary,Primary,1/14/2026,Rice and Beans,White,325,335,311,24,0,2,5,2,6,0,0,,335,0,,1/14/2026 12:44,1/14/2026 13:36,52,,Food was appetising,Line management was organised assisted by tod,"Failed taps reduced from yesterday’s 7 to 5 today, some parents remembered to top up their accounts.","Successful taps increased from yesterday’s 322 to 335 today, kids are turning up well to school.",@GITHIORO COMPREHENSIVE,14
Githunguri,Gathaithi Primary,Primary,1/14/2026,Rice and Beans,White,465,472,429,43,1,3,9,2,3,0,0,,480,3,,1/14/2026 12:30,1/14/2026 13:30,60,,Food was great,Teacher on duty managed the queue,Failed taps dropped from 13 to 9,Actual meals increased from 457 to 472.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru,14
Githunguri,Gikang'A Kageche Secondary,Secondary,1/14/2026,Rice and Beans,White,240,245,245,0,0,3,4,6,6,0,0,,260,0,,1/14/2026 13:10,1/14/2026 13:45,34,,Food was delicious,Queue was well managed by  the help of Deputy Principal,Today failed taps was the same as yesterday which was 4.parent didn't top up on time,Todays successful taps increased from 231 to 245.Turn out increased due to grade 10 admission,@Pauline Gatimu,14
Githunguri,Mukuyu Secondary,Secondary,1/14/2026,Rice and Beans,White,260,274,274,0,0,3,16,5,21,0,0,,300,0,,1/14/2026 12:40,1/14/2026 14:00,80,,Food was delicious,Queue was well managed,Mukuyu secondary school failed taps increases to 16 compared to previous which was 11 because grade 10 join and some parents didn't top up,Mukuyu secondary school actual taps was 274 which increases from 229 bacause grade 10 are still reporting,@Mukuyu Secondary School,14
Githunguri,Gataka Primary,Primary,1/14/2026,Rice and Beans,White,285,289,275,14,0,2,7,0,0,0,0,,295,0,,1/14/2026 12:36,1/14/2026 13:34,58,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 5 to 7, we reminded kids to request their parents to top up.","The number of actual meals rose from 283 to 289, parents made timely payments for their kids.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,14
Githunguri,Gathiruini Primary,Primary,1/14/2026,Rice and Beans,White,250,240,212,28,0,2,2,0,3,2,3,,245,0,,1/14/2026 12:30,1/14/2026 13:30,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 2 a decrease from 3 this is because parents topped up their accounts on time,Actual meal served today were 240 same as yesterday this is because parents topped up their accounts on time,@Catherine Wanjiru,14
Githunguri,Matuguta Secondary,Secondary,1/14/2026,Rice and Beans,White,110,115,115,0,0,2,3,1,8,0,0,,110,0,,1/14/2026 13:30,1/14/2026 13:50,19,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod and the school administration,Failed taps today were 03 higher than yesterday's 01,Successful taps today were 115 higher in comparison to the projected meals that were 110 and higher than yesterday's 100,@Njeri -Matuguta secondary school,14
Githunguri,Kiawaiguru Primary,Primary,1/14/2026,Rice and Beans,White,220,219,199,20,2,2,0,3,1,0,0,,220,2,,1/14/2026 12:20,1/14/2026 13:20,60,,Food was delicious.,Line was oderly.,Failed taps were 0 just like yesterday. I reminded parents to top up on time.,Actual meals served increased from yesterday’s 217 to today 219.Most pupils reported to school today.,@KIAWAIGURU PRIMARY SCHOOL,14
Githunguri,Matuguta Primary,Primary,1/14/2026,Rice and Beans,White,450,433,401,32,3,3,24,2,3,4,5,,450,3,,1/14/2026 12:30,1/14/2026 13:30,59,,Food was delicious,Queue was well managed,Failed taps were 24 an increase of 15 taps from yesterday 9 failed taps . Respective parents had not topped up.,Actual meals were 433 a decrease of 12 taps from yesterday 445 actual meals . Some parents had not topped up their kids' accounts,@Matuguta primary,14
Githunguri,Ihiga Primary,Primary,1/14/2026,Rice and Beans,White,165,172,159,13,0,2,0,3,1,0,0,,170,0,,1/14/2026 12:40,1/14/2026 13:20,40,,Food was Enough,"Lines were well organized,kids queued from lower classes to upper classes.",Today's failed taps was 0 the same as yesterday's.I reached out to parents with insufficient funds and they topped up.,Today's Actual meals served was 170 an increase from yesterday's taps which was 165.Kids are continuing to report back to school.,@Naomi SC-Ihiga Comprehensive,14
Githunguri,Gitombo Primary,Primary,1/14/2026,Rice and Beans,White,175,177,163,14,0,2,1,1,1,51,60,,180,0,,1/14/2026 12:30,1/14/2026 13:17,47,,Food was yummy learners enjoyed the meal.,Queue was well manageable.,Today failed tap was 1 an increase of 1 from 0 yesterday due to a parent who failed to top up his account on time.,Actual meal served today was 177 an increase of 3 from 174 yesterday more learners show up well today.,@Veronica Mwaura -S/C- Gitombo primary,14
Githunguri,Gatina Primary,Primary,1/14/2026,Rice and Beans,White,450,447,382,65,0,3,15,2,1,3,5,,450,0,,1/14/2026 12:35,1/14/2026 13:35,60,,food was warm and yummy,line was smooth and orderly,"failed taps were 15 an increase from yesterday's number of 7,a number of didn't manage to credit accounts on time","Actual meals served were 447 an increase from yesterday's number of 442, we registered high turn up today and more accounts had sufficient funds.",@Kang'ethe Dennis,14
Githunguri,Githima Primary,Primary,1/14/2026,Rice and Beans,White,265,266,241,25,4,2,0,0,3,0,0,,270,4,,1/14/2026 12:30,1/14/2026 13:30,59,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 0 failed taps which is a decrease from yesterday's 3 failed taps.Accounts were topped up on time today.,We had 266 actual meals served which is an increase from yesterday's 260 actual meals served.The turn out was high and parents managed to top up their accounts on time,@Brenda kamawe Githima primary and junior secondary school,14
