Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Githunguri,Gathaithi Secondary,Secondary,2026-01-21,Rice and Western,White,105,117,117,0,0,2,4,0,2,0.0,0.0,,110,0,,2026-01-21 13:23:25,2026-01-21 13:49:35,26,,Food was delicious,Queuing was good,We had 4 failed taps a drop from yesterday's 6 failed taps due to early topping up of cards by parents,We had 117 successful taps a rise from yesterday's 102 due to more students attendance in school,@Joseph mburu nga'ang'a
Githunguri,Gathaithi Primary,Primary,2026-01-21,Rice and Western,White,465,458,413,45,3,3,15,1,1,1.7,2.1,,460,3,,2026-01-21 12:40:36,2026-01-21 13:30:45,50,,Food was sweet,Queue was well managed by School coordinator,Failed taps increased from 11 to 15,Actual meals served today dropped from 468 to 458. Some parents failed to top up accounts.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
Githunguri,Gathiruini Primary,Primary,2026-01-21,Rice and Western,White,240,247,222,25,0,2,3,1,1,68.0,80.0,,250,0,,2026-01-21 12:30:52,2026-01-21 13:30:57,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 247 an increase from 235 this is because most students were present today,Failed taps today were 3 a decrease from 4 this is because parents topped up their accounts on time,@Catherine Wanjiru
Githunguri,Matuguta Primary,Primary,2026-01-21,Rice and Western,White,465,457,420,37,2,3,15,1,1,0.0,0.0,,460,3,,2026-01-21 12:30:00,2026-01-21 13:30:06,60,,Food was sweet and delicious,Queue was well managed,Failed taps were 15 an increase of 2 taps from yesterday's 13 failed taps. Respective parents had not topped up.,Actual meals were 457 a decrease of 7 taps from yesterday's  464 actual meals . Some students had not topped up their accounts.,@Matuguta primary
Githunguri,Gikang'A Kageche Secondary,Secondary,2026-01-21,Rice and Western,White,315,307,307,0,0,3,7,2,1,2.0,3.0,,315,0,,2026-01-21 13:50:19,2026-01-21 14:00:28,10,,Food was delicious,Line was smoothly managed,Today's failed taps increased from 3 to 7.parent didn't top up on time,Today's successful taps decreased from 310 to 307.parent didn't top up on time,@Pauline Gatimu
Githunguri,Gatina Primary,Primary,2026-01-21,Rice and Western,White,460,455,390,65,0,3,12,2,0,3.0,4.0,,460,0,,2026-01-21 12:30:35,2026-01-21 13:27:35,57,,Food was hot and yummy,Line was smooth and orderly,Failed taps were 12 an increase from yesterday's number of 8. A number of parents didnot manage to credit account on time.,"Actual meal served were 455 a decrease from yesterday's number of 460, the number decreased due to high number of failed taps.",@Kang'ethe Dennis
Githunguri,Ihiga Primary,Primary,2026-01-21,Rice and Western,White,165,160,149,11,0,2,4,1,4,3.0,5.0,,160,0,,2026-01-21 12:40:46,2026-01-21 13:10:51,30,,Food was Enough,Queues were manageable with assistance from teacher on duty.,Today's failed taps was 4 an increase from yesterday's which was 0.Parents didn't top up their accounts.,Successful taps were 160 a decrease from yesterday's which was 166.The drop was caused by failed taps.,@Naomi SC-Ihiga Comprehensive
Githunguri,Githioro Primary,Primary,2026-01-21,Rice and Western,White,335,341,306,25,0,2,7,0,0,0.0,0.0,,340,0,,2026-01-21 12:35:36,2026-01-21 13:35:40,60,,Food was appetising,Line management was organised assisted by tod,"Failed taps increased from yesterday’s 5 to 7 today, parents forgot to top up their accounts on time","Successful taps increased from 329 yesterday to 341, numbers are increasing.",@GITHIORO COMPREHENSIVE
Githunguri,Kiawaiguru Primary,Primary,2026-01-21,Rice and Western,White,225,223,204,19,1,2,4,0,0,1.0,1.0,,225,2,,2026-01-21 12:30:00,2026-01-21 13:20:00,50,,Lunch was delicious.,Line was oderly.,Failed taps increased from yesterday’s 3 to today 4.Some parents didn’t top up despite reminding them.,Actual meals served decreased from yesterday’s 225 to today 223.A few pupils didn’t report to school today.,@KIAWAIGURU PRIMARY SCHOOL
Githunguri,Matuguta Secondary,Secondary,2026-01-21,Rice and Western,White,120,125,125,0,0,2,1,0,3,0.0,0.0,,125,0,,2026-01-21 13:30:56,2026-01-21 13:45:10,14,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,"Failed taps today were 01 lower than yesterday's 04,most of the parents topped up on time",Successful taps today were 125 higher than yesterday's 117 and also higher than the projected meals,@Njeri -Matuguta secondary school
