Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
Githunguri,Githima Primary,Primary,2026-01-22,Rice and Beans,White,275,276,251,25,4,2,0,0,1,0.0,0.0,,278,4,,2026-01-22 12:25:41,2026-01-22 13:25:45,60,,The food was hot and delicious,I managed the queue with the help of the deputy headteacher and the kids were disciplined today,We had 0 failed taps which is the same as yesterday's 0 failed taps.Parents are topping up on time.,We had 276 actual meals served which is a decrease from yesterday's 277 actual meals served.A kid was probably absent today or did not queue up to eat.,@Brenda kamawe Githima primary and junior secondary school
Githunguri,Kiambururu Primary,Primary,2026-01-22,Rice and Beans,White,280,272,246,26,0,3,8,0,4,2.0,1.5,,275,0,,2026-01-22 12:40:31,2026-01-22 13:40:41,60,,The food was delicious,Line management was smooth and fast,Failed taps increased from 4 to 8.Parents failed to top up on time,Actual meals served decreased from 277 to 272.This is because there was an increase in the failed taps,@Kiambururu Comprehensive School
Githunguri,Githioro Primary,Primary,2026-01-22,Rice and Beans,Tumeric,335,335,308,27,0,2,6,1,1,0.0,0.0,,335,0,,2026-01-22 12:38:42,2026-01-22 13:40:52,62,,Food was appetising,Line management was organised assisted by tod.,"Failed taps remained same as yesterday,  some parents forgot to top up their accounts on time.","Successful taps decreased from 341 to 335 today,  some kids don't show when beans are being served",@GITHIORO COMPREHENSIVE
Githunguri,Gathiruini Primary,Primary,2026-01-22,Rice and Beans,White,245,247,219,28,0,2,3,2,2,0.0,0.0,,250,0,,2026-01-22 12:30:28,2026-01-22 13:30:57,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 3 same a  yesterday this is because parents didn't top up their accounts on time,Actual meal served today were 247 same as yesterday this is because most students were present today,@Catherine Wanjiru
Githunguri,Kiawairia Primary,Primary,2026-01-22,Rice and Beans,Tumeric,140,142,126,16,3,2,3,0,0,0.0,0.0,,145,3,,2026-01-22 12:00:59,2026-01-22 13:30:03,89,,Food was hot and delicious,Lines were neat and organized,We had 3 failed taps an increase from 1 some parents didn't top up on time,We had 126 successful taps an increase from 123 turn up was good,@Mary kimani SC kiawairia comprehensive school
Githunguri,Matuguta Primary,Primary,2026-01-22,Rice and Beans,White,460,467,428,39,2,3,16,0,3,0.0,0.0,,470,3,,2026-01-22 12:35:41,2026-01-22 13:30:48,55,,Food was delicious,Queue was well managed,Failed taps were 16 an increase of 1 tap from yesterday's 15 failed taps. Respective parents had not topped up .,Actual taps were 467 an increase of 10 taps from yesterday's 457 actual meals. The students with sufficient balance came for food.,@Matuguta primary
Githunguri,Mathanja Priamry,Primary,2026-01-22,Rice and Beans,White,205,203,181,22,0,2,3,0,1,1.0,1.0,,205,0,,2026-01-22 12:20:30,2026-01-22 13:20:40,60,,food was delicious,I managed the queue without any assistance,today we had 3 failed taps an increase compared to yesterday 2. the parents didn't top-up on time.,today we had 203 actual meals served a decrease compared to yesterday 204. some parents didn't top-up their accounts on time.,@mathanja primary school
Githunguri,Ihiga Primary,Primary,2026-01-22,Rice and Beans,White,160,160,148,12,0,2,2,0,0,0.0,0.0,,160,0,,2026-01-22 12:40:08,2026-01-22 13:15:21,35,,Food was Enough,Queues were manageable.,Failed taps were 2 a decrease from yesterday's which was 4.Parents didn't top up.,Today's successful taps were 160 the same as yesterday's which was 160.Turn up had been constant.,@Naomi SC-Ihiga Comprehensive
Githunguri,Kindiga Primary,Primary,2026-01-22,Rice and Beans,White,190,200,183,17,0,2,2,0,0,0.0,0.0,,200,0,,2026-01-22 12:40:39,2026-01-22 13:20:49,40,,The food was delicious,Queues were well managed with the help of TOD.,"Failed taps decreased to 2 from yesterday's 4,parents did not top up accounts.","Successful taps increased to 200 from yesterday's 191,There was high turn out today.",@James Mbugua SC Kindiga Primary
Githunguri,Gikang'A Kageche Secondary,Secondary,2026-01-22,Rice and Beans,Tumeric,315,298,298,0,0,3,7,0,2,7.0,7.0,,310,0,,2026-01-22 13:10:11,2026-01-22 13:50:16,40,,Food was delicious,Queue was well managed by TOD,"Today's failed taps was the same as yesterday, parents didn't top up on time",Today's successful taps decreased from 307 to 298.Turn out was low,@Pauline Gatimu
