Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,KINDIGA COMPREHENSIVE SCHOOL,2026-03-24,Rice and Beans,185,177,159,18,0,2,12,0,1,00,0,,180,00,2,"24 Mar 2026, 12:45:13","24 Mar 2026, 13:30:20",,The food was delicious,Queues transitioned smoothly with the help of TOD,"Failed taps increased to 12 from 5,parents did not top up accounts","Successful taps decreased to 177 from 180,the no of failed taps affected our Successful taps",@James Mbugua SC Kindiga Primary
,GATHAITHI PRIMARY,2026-03-24,Rice and Beans,480,496,443,53,0,3,16,0,0,00,0,,495,00,3,"24 Mar 2026, 12:45:00","24 Mar 2026, 13:35:04",,Food was delicious,Queue was well managed by School coordinator,Failed taps increased from 13 to 16. Parents failed to top up accounts.,Actual meals served increased from 473 to 495. Turnout was slightly higher today since kids started their exams today,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru (edited)
,GITHIGA COMPREHENSIVE SCHOOL,2026-03-24,White rice and beans,440,427,378,49,0,3,2,0,0,2,0,,430,00,3,"24 Mar 2026, 12:30:13","24 Mar 2026, 13:50:23",,Food was sweet and delicious  and also well cooked.,Line Management  was smooth  and managable.,Failed taps increased  from 18 to 22..parents  did not top up their  accounts.,Actual  meals decreased from 439 to 427. Students  turnout was low  since some kids from nursery  were absent.,@SC - Githiga Comprehensive (edited)
,MUKUYU SECONDARY SCHOOL,2026-03-24,Rice and Beans,335,340,340,0,0,2,10,0,1,0,0,,345,0,2,"24 Mar 2026, 12:40:58","24 Mar 2026, 13:55:03",,Food was delicious,Queue was well managed,Failed taps decreases from 11 to 10 most parents topped up on time,Successful taps increases from 323 to 340 most account were sufficient,@Mukuyu Secondary School
,GATHAITHI SECONDARY SCHOOL,2026-03-24,Rice and beans,100,108,108,0,0,2,10,0,2,0,0,,110,0,2,"24 Mar 2026, 13:17:32","24 Mar 2026, 13:50:40",,Food was delicious,Queuing was good,We had 10 failed taps a rise from yesterday's 5 due to failure of topping up by parents,We 108 successful taps a rise from yesterday's 92 successful taps due to excellent students attendance in school,@Joseph mburu nga'ang'a
,IKINU PRIMARY SCHOOL,2026-03-24,White rice and beans,900,895,822,73,0,5,28,0,3,0,0,,900,0,5,"24 Mar 2026, 12:30:37","24 Mar 2026, 13:40:52",,The food was hot and delicious,Queing was well managed,Failed taps increased from 27 to 28 since some parents didn't top up their accounts,Successful taps increased from 806 to 822 since parents topped up their accounts,@SL Janet-Ikinu primary School
,GITIHA SECONDARY SCHOOL,2026-03-24,White rice and beans stew,155,155,155,0,0,2,3,0,0,0,0,,160,0,2,"24 Mar 2026, 12:40:19","24 Mar 2026, 13:53:24",,Food was enough,Queue was smooth and quick,Decreased number of failed taps compared to the previous day from 6 to 3 parents had topped up their accounts,Increased number of successful taps compared to the previous day from 150 to 155,"@Jecinta muthoni Gitonga-Gitiha secondary school, Tapper"
,WILLIAM NG'IRU GITAU SECONDARY SCHOOL,2026-03-24,White rice and beans,520,527,527,0,0,3,10,0,2,0,0,,530,0,3,"24 Mar 2026, 12:40:13","24 Mar 2026, 13:30:19",,Food was hot and delicious,Line was managable,Today's failed taps increased from 8 to 10 parents forgot to top up,Successful taps increased from 505 to 527 students turned out,@Tapper Dennis -william Ng'iru Secondary
,MITAHATO COMPREHENSIVE SCHOOL,2026-03-24,Rice and beans,240,238,214,24,0,2,3,0,1,1,1,,240,0,2,"24 Mar 2026, 12:20:49","24 Mar 2026, 13:30:57",,Food was delicious,Queue was transitioning from grade to grade,Failed taps decreased by 3 because only few parents forgot to top up on time,Successful taps increased from 237 to 238 because during exams students' turn up goes high,@SC George-Mitahato Comprehensive
,NDIRETI SECONDARY SCHOOL,2026-03-24,Rice and beans,40,43,43,0,0,2,1,0,0,0,0,,45,0,2,"24 Mar 2026, 13:10:32","24 Mar 2026, 13:30:45",,The food was delicious,The line was manageable,The number of failed taps increased with a difference of One the students claim their parent forgot to top up,The number of successful taps increased with a difference of 12 this is because the turnout was good,@Tracy Tapper Ndireti secondary school
