Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Kawaida Secondary School,2026-01-12,Rice and beans,100,26,26,0,8,3,1,0,2,2.5,2.9,0,40,8,3,"12 Jan 2026, 13:15:00","12 Jan 2026, 13:25:06",We expect a low turnout because most students were sent home to get rim papers and also the grade 10 students have a low turnout,Food was delicious and tasty,Queue was well managed by the teacher on duty,Failed taps decreased from 3 to 1 students topped up on time,Successful taps decreased from 64 to 26 the students were sent home to get rim papers in the morning by the deputy principal,@Njeri kawaida secondary school
,Karuri Secondary School,2026-01-12,White rice and beans,750,326,326,0,50,6,22,7,24,0,0,0,650,50,6,"12 Jan 2026, 13:11:01","12 Jan 2026, 13:45:07",We envision a higher number,The food was hot and delicious,"The queues were well managed, though alot of students were forced back by the deputy principal due to time wasting hence the low turn out",Failed taps decreased from 29 to 22,Successful taps decreased from 520 to 326 due to students being forced back for time wasting and also the new tags are yet to configure.,@grace tapper karuri secondary
,PCEA Karia Comprehensive School,2026-01-12,White rice and beans,490,444,444,48,0,3,16,5,2,0,0,0,470,6,3,"12 Jan 2026, 12:30:04","12 Jan 2026, 13:40:30",We expect a rise of successful taps tomorrow,Food was delicious and enough,Line was well managed by the teacher on duty,The number of failed taps increased from 10 to 16,The number of successful taps decreased from 455 to 444,@Mary SC PCEA Karia comprehensive
,Kibubuti Primary School,2026-01-12,Rice & Beans,480,482,436,46,0,3,15,15,8,0,0,0,480,0,3,"12 Jan 2026, 12:55:37","12 Jan 2026, 13:55:45",We expect numbers to increase,Food was delicious,Line management was okay,Failed taps increased from 6 to 15 parents failed to pay on time,Successful taps increased from 417 to 436 had a good turnout,@Maureen mwaura SC kibubuti pry
,Muchatha Comprehensive School,,,800,770,673,,0,6,33,19,20,219,266,,750,0,6,"12 Jan 2026, 12:30:22","12 Jan 2026, 13:45:46",I am expecting a high turn up,The food was hot and delicious,The teacher on duty assisted in line formation,Failed taps reduced 36 to 33 as parents showed up for tapping.,Successful taps increased from 633 to 673 as parents paid on time,@muongoiya comprehensive
,Mungai Chengecha Primary School,2026-01-12,Rice and beans,490,510,444,66,0,0,23,8,10,0,0,0,530,0,3,"12 Jan 2026, 12:45:42","12 Jan 2026, 13:50:51",Expecting a higher turn up tomorrow,Food was delicious,Queue was managed by the teacher on duty,"Decrease in failed taps from 26 to 23, alot of kids had sufficient balances",Increase in successful taps from 401 to 444 alot of kids attended school today and we had less failed taps,@sc mungai c pry
,Kamondo Secondary School,2026-01-12,White rice and beans,90,79,79,0,0,2,5,1,14,0,0,0,110,0,2,"12 Jan 2026, 13:30:13","12 Jan 2026, 13:50:25",Expecting all students sent for fees  will,Food was good,Queue management was smooth and successful,Increase from 2 to 5 since some accounts were not topped up,Increase from 19 to 79 as students sent home for fees reported back..also grade  10 students  were being admitted from today,"@Esther, Tapper kamondo secondary school"
,Riara Secondary School,2026-01-12,Rice & Beans,92,60,60,0,0,2,2,1,0,1,2,0,75,0,3,"12 Jan 2026, 12:45:00","12 Jan 2026, 13:30:00",We expect the turnout number to rise,Food was delicious,Easy queue management,Successful taps increased to 60 from fridays 52,Failed taps remained as 2,@Tapper Riara Sec
,Kawaida Comprehensive School,2026-01-12,White Rice and Beans,1020,1029,994,35,0,6,21,29,22,0,0,0,1040,0,6,"12 Jan 2026, 12:30:13","12 Jan 2026, 13:35:45",Exactly higher turnout since kids are still,Food was Hot and delicious,Well managed by the help of teachers on duty,Failed taps from 31 to 21 due to early payment,Increased successful taps from 972 to 994 due to higher turnout,@JULIA-SL KAWAIDA COMPREHENSIVE
,Kiambaa Comprehensive School,2026-01-12,White rice and beans,250,206,193,13,0,3,237,7,3,0,0,0,220,0,3,"12 Jan 2026, 12:45:56","12 Jan 2026, 13:50:01",Expecting a lower projection since kids will be sent home for school fees,Food was hot and delicious,Queue was well managed by the help of the teacher on duty,Failed taps decreased from 40 to 23 due to early top up,Successful taps decreased from 207 to 206 due to delay in top up,@Tabitha wairimu
,Kamondo Primary and Junior School,2026-01-12,White Rice and Beans,300,300,266,34,0,3,10,5,7,00,20,0,300,0,3,"12 Jan 2026, 12:50:10","12 Jan 2026, 13:30:30",We expect more grade 7 and 4 kids to,The food was well cooked and had the right temperature,The queue  was well managed,10 failed taps a decrease  from 11 as account had insufficient balances,300 actual taps a rise from 275 as grade 7 and grade 4 kids are gradually reporting back to school,@SCwangengi -Kamondo primary school
,St. Augustine Gatono Primary,2026-01-12,Rice and Beans,160,147,133,14,2,3,4,12,5,1,2,0,150,3,3,"12 Jan 2026, 12:30:22","12 Jan 2026, 13:30:34",Expecting higher turn out,Food was delicious,Queue was well managed,Failed taps decreased from 6 to 4,Successful taps increased from 128 to 133,@Anne Njoroge -SC St.?Augustine
,Cianda Secondary School,2026-01-12,White rice and beans,175,112,111,1,0,3,6,1,9,19,22,0,150,0,3,"12 Jan 2026, 13:30:14","12 Jan 2026, 13:50:26",Projecting 150  because grade 10 admission is still ongoing.,Food was hot and delicious,Que well managed,Failed taps increased from 4 to 6,Successful taps increased from 103 to 111,@Valentine -Tapper Cianda Secondary
,P.C.E.A Karia Secondary School,2026-01-12,White rice and beans,90,48,48,0,4,2,2,0,1,3,2,0,60,5,2,"12 Jan 2026, 13:15:25","12 Jan 2026, 13:40:35",We expect a rise in successful taps tomorrow,Food was delicious and enough,Line was well managed,The number of failed taps has increased from 01 to 02,The number successful has increased from 46 to 48,@Simon Tapper Karia secondary
,Gathanji Comprehensive School,2026-01-12,Rice and Beans,330,308,288,20,0,3,9,11,0,5.5,6.6,0,310,0,3,"12 Jan 2026, 12:30:17","12 Jan 2026, 13:45:34",We have projected 310 coz grade 7 did,The food was delicious and nutritious,Queue was well managed,Failed taps were 9 a decrease from 13 .parents did top up on time,Successful taps were 288 an increase from 261.Parents did top up on time and grade 7 reported back to school today.,@SC Kepha Wangengi_Gathanji Comprehensive school
,Ciiko Primary,2026-01-12,Rice and Beans,890,909,850,59,0,5,22,26,9,8,10,0,940,0,5,"12 Jan 2026, 12:30:27","12 Jan 2026, 13:40:38",We expected a slightly higher turnout tomorrow.,Food was hot and delicious,The queue was managed by the teacher on duty,Failed taps increased from 20 to 22,Actual meals served increased from 852 to 909.,@Ciiko Comprehensive school -SL- Samy Migwi
,Riara Primary School,2026-01-12,Rice and Beans,200,160,151,9,0,2,11,5,11,5,6,0,160,0,2,"12 Jan 2026, 12:20:37","12 Jan 2026, 13:30:46",We expect a good turn out,Food was delicious,Easy queue management,Failed taps have increased from 9 to 11 parents are falling to top up,Successful taps have reduced from 163 to 160 turn out was low,@Jeniffer -(SC) Riara primary school
,Kibathi Comprehensive School,,,730,678,618,,0,5,27,32,18,20,10,,700,0,5,"12 Jan 2026, 12:15:18","12 Jan 2026, 13:30:38",We have new students registered thus we might expect more to turn up,Food was hot and delicious,Queue was well managed by the help of the teacher on duty,Failed taps reduced from 40 to 27,Successful taps increased from 616 to 618,@Jackline Otieno
,Loreto Primary School,2026-01-12,Rice and Beans,380,385,345,40,0,3,22,7,7,0,0,0,385,0,3,"12 Jan 2026, 12:40:50","12 Jan 2026, 13:40:57",Hopefully more parents will pay,Food was delicious,Queue was well managed,Decrease in failed taps from 25 to 22 some parents topped up early,Increase in actual taps from 349 to 385 most parents paid early,@SC Loreto primary
,Kiairia Comprehensive School,2026-01-12,White Rice and beans,190,198,185,13,3,2,5,4,0,0,0,0,210,3,2,"12 Jan 2026, 12:55:35","12 Jan 2026, 13:21:45",We expect a higher turnout tomorrow since grade 7 are Still resuming.,The food was delicious,Queue was well organized,"We had 5 Failed taps, an increase from last week friday where we had zero.",Actual meals increased from 175 to 198 compared to last week friday.,@SC Lilian - Kiairia comprehensive
,Chief Wandie Primary School,2026-01-12,Rice and beans,300,288,258,30,0,1,13,6,11,0,0,0,320,0,1,"12 Jan 2026, 12:40:00","12 Jan 2026, 14:00:00",We are projecting 320 meals hoping that students who are yet to,Food was hot and delicious,Line management was excellent,"288 actual meals were served, compared to Friday’s 273 because some students resumed school today.",13 failed taps compared to Friday’s 17 some parents topped up their kids account on time,@Washeke-SC-Chief Wandie Pri
