Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Ndireti Secondary School,2026-03-13,Rice and beans,45,37,37,0,0,2,3,0,0,3,4,,40,0,2,"13 Mar 2026, 12:30:23","13 Mar 2026, 12:50:36",,The food was delicious,The line was manageable,The number of failed taps increased with a difference of 2 this is because the students claim they forgot to remind their parents to top up,The number of successful taps decreased with a difference of 7 this is because some students didn't attend school today due to their well known reasons and the number of successful taps increased,@Tracy Tapper Ndireti secondary school
,Gikang'a Kageche Secondary School,2026-03-13,Rice and Beans,3290,281,281,0,0,2,11,0,3,2,2,,290,0,2,"13 Mar 2026, 13:10:38","13 Mar 2026, 13:45:42",,Food was delicious,Queue was well managed by TOD,Today's failed taps increased from 7 to 11.parent didn't top up on time,Today's successful taps decreased from 303 to 281.Student turn out was low and parent didn't top up on time,@Pauline Gatimu
,Njunu Primary School,2026-03-13,Rice and beans,235,242,217,25,0,2,9,0,0,0,0,,260,0,2,"13 Mar 2026, 12:40:24","13 Mar 2026, 13:20:32",,Food was delicious,Line transition was well maintained,We had an increase from 3 to 9 most parents forgot to top up,We had a decrease from 256 to 242.20 kids went for games,@Sc Elizabeth -Njunu primary school
,William Ng'iru Secondary School,2026-03-13,White rice and beans,500,525,525,0,0,3,24,0,4,0,0,,530,0,3,"13 Mar 2026, 12:40:49","13 Mar 2026, 13:50:02",,Food was hot and delicious,Line was managable,"Failed taps are still the same as of the previous, accounts are not topped up on time",Successful taps increased from to 508 to 525 students turn out was slightly high,@Tapper Dennis -william Ng'iru Secondary
,Mitahato Primary School,2026-03-13,Rice and beans,210,204,181,23,0,2,5,0,1,1,2,,220,0,2,"13 Mar 2026, 12:15:39","13 Mar 2026, 13:10:56",,Food was delicious,Queue Management was transitioning from grade to grade,Failed taps decreased from 9 to 5 this caused by parents not topping up on time,Successful taps decreased from 224 to 204 this caused by kids being absent,@SC George-Mitahato Comprehensive
,Miguta Secondary School,2026-03-13,White rice and Beans,40,40,40,0,0,2,3,0,0,0,0,,40,0,2,"13 Mar 2026, 13:10:13","13 Mar 2026, 13:40:22",,The food was delicious,The queue well managed,There were 3 failed taps... cards tapped were not topped up on time,There were 40 successful taps... parents topped up their accounts on time and students came for lunch,"@Alex,Tapper Miguta Secondary"
,Gatitu Primary,2026-03-13,WHITE RICE AND BEANS.,370,381,343,38,1,3,5,0,0,00,0,,380,1,3,"13 Mar 2026, 12:20:07","13 Mar 2026, 13:25:13",,Food today was yummy and enough for all.,"Since students are used to maintaining order, queues transitioned with ease.","Failed taps were 10 yesterday,today 5 being a decrease which was resulted by parents topping respective accounts.",Successful taps have remained constant at 343 both yesterday and today... parents are making timely payments.,@Wambui ikonya SC Gatitu comprehensive
,Gitiha Secondary School,2026-03-13,White rice and beans stew,150,144,144,0,0,2,7,0,0,2,2,,150,0,2,"13 Mar 2026, 12:40:35","13 Mar 2026, 13:20:42",,Food was delicious,Queue was smooth and manageable,Increased number of failed taps compared to the previous day from 0 to 7,Decreased number of successful taps compared to the previous day from 153 to 144,"@Jecinta muthoni Gitonga-Gitiha secondary school, Tapper"
,Kiambururu Secondary School,2026-03-13,White rice with beans,200,192,192,0,0,2,3,0,0,1,2,,200,0,2,"13 Mar 2026, 13:15:54","13 Mar 2026, 13:40:00",,The meal was delicious,Line management was smooth,Failed taps today was 3 same as previous,"Successful taps was 192 compared to previous which was 203 , some students did not come for lunch today.",@Salome-kiambururu secondary school
,Ikinu Primary,2026-03-13,White Rice and Beans,720,760,683,77,0,5,54,0,2,0,0,,880,0,5,"13 Mar 2026, 12:20:16","13 Mar 2026, 13:50:29",,The food was hot and delicious,Queing was well managed,Failed taps increased from 24 to 54 since parents didn't top up their accounts,Successful taps decreased from 749 to 683 since there was a lower turn up,@SL Janet-Ikinu primary School
