Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,St. Joseph Riabai Secondary School,2026-02-03,Rice and beans and mangoes,135,131,131,0,0,3,12,0,0,0,0,0,135,0,3,"3 Feb 2026, 12:30:08","3 Feb 2026, 13:20:12",We expect more students,The food was delicious,The line was well managed,Failed taps decreased from 18 to 12 some students topped up their accounts,Successful taps increased from 117 to 131 this is because students had sufficient funds,@Kwamboka (T) St.?joseph riabai secondary
,Ndumberi Primary,2026-02-03,"Rice,beans and mango",790,811,758,53,0,3,46,0,9,0,0,0,790,0,3,"3 Feb 2026, 12:10:41","3 Feb 2026, 13:55:05",Expecting the above projection,Food was delicious,Easy queue management,Failed taps today were 46 compared to yesterday 71 some parents topped up .,Today's successful taps were 758 compared to yesterday 662 there was a good turn out today because of mangoes,@Ndumberi primary school
,Mungai Chengecha Primary School,2026-02-03,Rice and beans,580,573,502,71,0,3,30,3,1,0,0,0,580,0,3,"3 Feb 2026, 12:45:52","3 Feb 2026, 13:40:58",Expecting a higher turn up tomorrow,Food was delicious,Queue was managed by the teacher on duty,"Decrease of failed taps from 50 to 30 , we had some parents who topped up their accounts,","Increase in successful taps from 435 to 502 , some of the parents who had not topped up their accounts topped up",@sc mungai c pry
,Riara Primary School,2026-02-03,Rice and Beans,210,201,185,16,0,2,8,1,1,1,2,0,200,0,2,"3 Feb 2026, 12:20:24","3 Feb 2026, 13:30:28",We expect a good turn out tomorrow,Food was delicious and well cooked,Easy queue management,Failed taps have reduced from 11 to 8 parents improved on topping up,Successful taps have increased from 188 to 201  this is because of mangoes,@Jeniffer -(SC) Riara primary school
,St. Vincent Lioki Secondary School,2026-02-03,Rice  and beans,200,171,171,0,0,3,7,0,0,8.7,10.15,0,180,0,3,"3 Feb 2026, 13:20:30","3 Feb 2026, 13:50:35",We envision a higher number,The food was delicious,Queue was managed,The failed taps remained constant as 7 parents still forgot to top up their accounts,The successful taps increase by 4 parents topped up their account,@Ann Tapper St. Vincent secondary
,Maciri Primary School,2026-02-03,"Rice,beans and Mangoes",420,440,402,38,0,3,21,2,2,0,0,0,425,0,3,"3 Feb 2026, 12:30:26","3 Feb 2026, 13:50:28",We expect a lower turn out that today due to stew preference,Kids enjoyed the food and mangoes,Queues were manageable,Failed taps reduced from 34 to 21;accounts had insufficient balances,Successful taps increased to 402;turn out was high because of the mangoes,@Claudiah(SC)Maciri Comprehensive
,St. Augustine Gatono Primary,2026-02-03,Rice and Beans,180,192,178,14,2,3,3,0,0,0,0,0,170,2,3,"3 Feb 2026, 12:40:36","3 Feb 2026, 13:40:48",Expecting lower turn out tomorrow since some kids have been sent home for fees,Food was delicious,Queue was well managed,Failed taps decreased from 8 to 3 because parents topped up on time,Successful taps increased from 166 to 178 as parents topped up on time,@Anne Njoroge -SC St.?Augustine
,Githunguri Technical & Secondary School,2026-02-03,Rice and beans,232,223,223,0,0,2,9,0,1,3,4,0,230,0,2,"3 Feb 2026, 13:25:11","3 Feb 2026, 14:10:18",We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 9 which is a decrease compared from 17 to 9 parents top up,The actual meal served today was 223 which is an increase compared from 201 to 223 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
,Kiambaa Comprehensive School,2026-02-03,White rice and beans,250,244,229,15,0,3,24,0,0,0,0,0,250,0,3,"3 Feb 2026, 12:45:33","3 Feb 2026, 13:35:43",Expecting ahigher turn out as parents continue to pay,Food was hot and delicious,Queue was well managed by the teacher on duty,Failed taps decreased from 33 to 24 due to early top up,Successful taps increased from 236 to 244 due to payments on time,@Tabitha wairimu
,Kamondo Primary and Junior School,2026-02-03,White rice and beans,350,344,307,37,0,3,7,1,2,2,10,0,350,0,3,"3 Feb 2026, 12:40:23","3 Feb 2026, 13:40:32",We expect  a higher turn up due to presence of mangoes in the menu,The food was well cooked,The queue was well managed by the ToD,07 failed taps a rise from 05 as more parents had not topped up kids account on time,307 Successful taps a rise from 288 as turn up was high,@SCwangengi -Kamondo primary school
,Gicoco Primary School,2026-02-03,Rice and beans,380,422,372,50,0,3,27,4,5,0,0,0,380,0,3,"3 Feb 2026, 12:20:17","3 Feb 2026, 13:50:23",The turn will be lower as we will not have a fruit in the menu,Kids loved the mangoes,Queue was managed by grade 3 and grade 6 class teachers,Failed taps reduced from 34 to 27 some parents topped up on time,Successful taps increased from 301 to 372 we had mangoes that led to a higher turn up,@Anne (SC) Gicoco comprehensive
,Ting'ang'a Model  School,2026-02-03,White rice and beans,390,366,311,55,0,3,16,1,0,8,10,0,390,0,3,"3 Feb 2026, 12:45:08","3 Feb 2026, 13:40:22",We expect kids to show up for the meal as school attendance is normal.,Food was delicious,We had neat queues,"Our failed taps decreased from 29 to 16,,most parents remembered to top up on time.","Our successful taps increased from 308 to 311,,kids turn out was better",@Faith Mueni (SC) Ting'ang'a model.
,ACK Riabai Primary School,2026-02-03,White Rice and Beans plus Mangoes.,350,377,332,45,0,3,11,0,1,0,0,0,350,0,3,"3 Feb 2026, 12:15:08","3 Feb 2026, 14:00:03",Expecting the failed taps topped up and turn out to be good.,The food was delicious.,Kids know how to queue on their own,Failed taps today is 11 compared to yesterday's 27. At least 16 parents topped up their kids account.,Successful taps today 332 compared to yesterday's 280. Turn out was high due to Mangoes.,@Camilla (SC) ACK RIABAI PRIMARY
,Ting'ang'a Secondary School,2026-02-03,White rice and beans,120,128,121,7,0,4,8,0,0,0,0,0,120,0,4,"3 Feb 2026, 13:20:25","3 Feb 2026, 13:50:33",Hopping for a better turn out,The food was hot and delicious,The queue was neat and manageable,Today's failed were 8 which decreased from yesterday's failed this due to parent topping up the meal cards,Today's Successful taps were 121 which was an increase from yesterdays taps due to higher turn outs,@Brenda Kamau Tapper Ting'ang'a Secondary school
,Benson Njau Primary School,2026-02-03,Rice and Beans,410,476,425,51,0,3,17,3,0,0,0,0,390,0,3,"3 Feb 2026, 12:15:48","3 Feb 2026, 13:44:53",Anticipating a low turn up due to kids stew preference.,The food was well-prepared.,The ques were neat and manageable leading to a smooth service.,Failed taps decreased from 41 to 17 thanks to timely top-ups by parents.,Successful taps increased from 361 to 425 due to mangoes being in today's menu.Turn up was impressive.,@Serah (SC) Benson Njau Primary
,Gathanji Secondary School,2026-02-03,"Rice,beans and mangoes",75,60,60,0,0,2,4,1,0,4.5,5.2,0,62,0,2,"3 Feb 2026, 13:20:18","3 Feb 2026, 13:30:45",We expect a higher turnout tomorrow compared to today's  turnout.,Food was sweet  and delicious.,The queue was well managed  by the teacher on duty.,There was an increase  in the number  of failed  taps from 1 to 4 since some parents  forgot to top up their accounts .,There was no change  from yesterday's  successful  taps from 60 to 60 since parents  failed  to top up their  accounts.,@Purity _ tapper Gathanji sec.
,St. Peters Ndumberi Secondary School,2026-02-03,Rice to beans,510,467,447,13,0,4,26,2,1,1,1,0,500,0,4,"3 Feb 2026, 13:10:29","3 Feb 2026, 13:47:41",Expecting the above projection.,The food was very delicious.,There was an easy queue management.,Today's failed taps were 26 compared to yesterdays which was 33.This is because some parents topped up.,Today's successful taps were 447 compared to yesterdays which was 427.This is because there was an increase in the turn out.,@St Peters Ndumberi secondary
,Lioki Comprehensive School,2026-02-03,white rice and beans and mangoes,160,153,133,20,0,2,8,0,0,2,2,0,155,0,2,"3 Feb 2026, 12:50:05","3 Feb 2026, 13:25:10",we expect an improvement on the turn out,food was delicious kids enjoyed the fruits,the queue was well organized,failed taps decreased by 2 as the parents failed to top up their kids accounts,successful taps increased by 3 as the parent remembered to top up their kids accounts,@SC Phoebe - Lioki Primary school
,PCEA Karia Comprehensive School,2026-02-03,White rice and beans,490,514,460,54,5,3,13,0,1,0,0,0,500,6,3,"3 Feb 2026, 12:10:54","3 Feb 2026, 13:45:02",We expect a lower number since kids show up today because of the additional mango,Food was delicious,Queue was well managed by the teacher on duty,Failed taps decreased from 19 to 13 due early payments,Successful taps increased from 413 to 460 due to a higher number of kids who show up for tapping,@Mary SC PCEA Karia comprehensive
,PCEA Githunguri Comprehensive School,2026-02-03,White rice and beans,460,491,456,35,0,3,15,0,0,0,0,0,480,0,3,"3 Feb 2026, 12:40:44","3 Feb 2026, 13:30:49",We expect an increase in tomorrow's turn up,Food was good,Line was managed with the help of TOD,"Failed taps were 15 a decrease from yesterday's 30,,some parents did top up on time",Successful taps were 456 an increase from yesterday's 422 due to an increase in turn up as the students were also having mangoes,@SC- Githunguri Comprehensive
,Kiababu Primary School,2026-02-03,Rice and beans,270,266,240,26,0,2,3,0,1,1,1,0,270,0,2,"3 Feb 2026, 12:40:34","3 Feb 2026, 13:30:42",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 9 to 3 as some parents managed to pay on Time,Successful taps increased from 265 to 266 as some parents managed to pay on Time,@kiaibabu primary school
,Kiairia Comprehensive School,2026-02-03,White Rice and beans,230,220,202,18,4,2,0,0,1,0,0,0,220,3,2,"3 Feb 2026, 12:55:59","3 Feb 2026, 13:30:36",We expect all kids to be present and all accounts to be updated.,The food was delicious. Kids enjoyed having mangoes.,Queue was orderly.,Failed taps decreased from 3 to 0. All accounts were updated.,Successful taps increased from 191 to 202. We had a higher turnout.,@SC Lilian - Kiairia comprehensive
,P.C.E.A Ngemwa Secondary School,2026-02-03,White rice and Beans,200,193,192,1,0,3,11,0,2,0,0,0,200,0,3,"3 Feb 2026, 12:40:48","3 Feb 2026, 13:10:52",Students with insufficient balances will top up their accounts on time,food was hot and delicious,Teacher on duty helped with line management,"number of failed taps decreased from 22 to 11, students with insufficient balances topped up their accounts","Number of successful taps increased from 190 to 192, students with insufficient balances topped up their accounts",@Nicholas Tapper PCEA Ngemwa Secondary
,AK Magugu Comprehensive School,2026-02-03,"White rice, Beans and Mangoes",420,448,406,42,0,3,16,2,2,0,0,0,440,0,3,"3 Feb 2026, 12:30:12","3 Feb 2026, 13:25:18",Normal school day,The food was delicious. The kids enjoyed the mangoes,The queue was orderly,The number of failed taps reduced from 27 to 16. The accounts had not been topped up,The number of successful taps  increased from 332 to 406.There was high turnout due to  having mangoes,@SC Margaret Maigua - Ak magugu comprehensive
,Gathanji Comprehensive School,2026-02-03,Rice and Beans,360,344,321,23,0,3,11,0,0,4,4,0,345,0,3,"3 Feb 2026, 12:45:33","3 Feb 2026, 13:55:46",We have projected 345 expecting parents to make payments on time,The food was delicious and nutritious,Queue was well managed,Failed taps were 11 a decrease from 18 parents did top up on time,Successful taps were 321 an increase from 318 parents did top up on time,@SC Kepha Wangengi_Gathanji Comprehensive school
,Kibubuti Primary School,2026-02-03,Rice and Beans,530,535,482,53,0,3,28,1,7,0,0,0,530,0,3,"3 Feb 2026, 12:30:05","3 Feb 2026, 14:15:09",We expect numbers to increase,Food was delicious,Line management was okay,Failed taps reduced from 39 to 28 some parents paid on time,Actual meals increased from 525 to 535 due to a good turnout,@Maureen mwaura SC kibubuti pry
,Ngemwa Primary and Junior School,2026-02-03,WHITE RICE AND BEANS,220,216,196,20,0,2,5,0,2,0,0,0,220,0,2,"3 Feb 2026, 12:40:35","3 Feb 2026, 13:25:43",We expect failed taps to be topped up.,Food was delicious,Line management was successful,Failed taps increased from 11 to 5. Some parents did top up on time,Meals served increased from 208 to 216. More kids had been paid for today.,@SC Lucy - Ngemwa primary
,HGM Ting'ang'a Secondary School,2026-02-03,White Rice and Beans,95,67,64,3,0,2,2,0,3,0,0,0,95,0,2,"3 Feb 2026, 12:55:51","3 Feb 2026, 13:05:09",Projection was not met,Food was hot and delicious,Excellent queue management,Failed taps decreased from 4 to 2,Actual meals served decreased from 93 to 67,@Tapper-Hgm Ting'ang'a Sec Sch
,Gatatha Comprehensive School,2026-02-03,"White rice, beans and mangos",165,150,125,25,0,2,11,0,0,3.75,4.5,0,155,0,2,"3 Feb 2026, 12:50:34","3 Feb 2026, 13:20:43",We might have a high turn out and additional payment,Food was hot and delicious,Queue was well managed by the help of the teacher,Failed taps have decreased 18 to 11 due to early payment,Actual meals served have increased from 148 to 150 due to additional payment,@Mourine mwangi-SC Gatatha primary
,Loreto Primary School,2026-02-03,White rice and Beans,405,406,360,46,0,3,32,2,0,0,0,0,408,0,3,"3 Feb 2026, 12:30:06","3 Feb 2026, 13:25:16",Hopefully more parents will top up early enough,Food was delicious,Queue was well managed,Decrease in failed taps from 40 to 32 a slightly decrease but still most parents need to top up,Increase in actual taps from 382 to 406 still affected by insufficient funds,@SC Loreto primary
,Kawaida Comprehensive School,2026-02-03,White Rice and Beans,1120,1080,1036,44,0,6,38,0,15,12.4,14.76,0,1120,0,6,"3 Feb 2026, 00:20:06","3 Feb 2026, 13:20:27",Expecting higher turnout tomorrow since there will be mangos,White Rice and Beans,Well managed by the help of teachers on duty,Failed taps decreased from 48 to 38 due to early payment,Actual meals decreased from 1083 to 1080 due to late payment,@JULIA-SL KAWAIDA COMPREHENSIVE
,HGM Ting'ang'a Primary School,2026-02-03,White Rice and Beans,690,463,462,1,0,5,114,2,1,20,20,0,550,0,5,"3 Feb 2026, 12:20:34","3 Feb 2026, 14:10:37",Expecting parents to top up,Food was hot and delicious,Queue management was good,Failed taps increased from 2 to 114. Sponsorship of the school by Mastercard ended yesterday. A number of parents had not topped up.,Actual meals served decreased from 629 to 463 due to a high number of failed taps.,@SL Ting'ang'a HGM Primary
,Kamondo Secondary School,2026-02-03,White rice and beans,135,124,124,0,0,2,6,0,2,0,0,0,135,0,2,"3 Feb 2026, 13:30:10","3 Feb 2026, 13:55:23",Expecting the insufficient  accounts will be topped  up on time,Food was tasty,Queue  management was well maintained,Decrease from 10 to 6 as accounts were topped up,Increase from 115 to 124 as turn out was high than yesterday's,"@Esther, Tapper kamondo secondary school"
,Kahunira Comprehensive School,2026-02-03,White Rice & Beans,740,722,655,67,0,4,19,1,2,5,5,0,740,0,4,"3 Feb 2026, 12:40:26","3 Feb 2026, 13:35:32",We are expecting a higher turn out tomorrow.,Food was hot & delicious,Queue management was well executed by teacher on duty.,"Failed taps decreased from 56 to 19, majority of parents made timely payments.","722 actual meals served today,an increase from 698 served yesterday, majority of students were present today and also turn up for tapping.",@Mwangi Mary Kahunira Comprehensive
,Kahunira Secondary School,2026-02-03,White Rice and beans,175,151,151,0,0,3,5,0,0,1,2,0,160,0,3,"3 Feb 2026, 13:00:57","3 Feb 2026, 13:30:07","Expecting students to attend school tomorrow ,who were absent",Food was delicious,Line was well managed by TOD,"Failed taps decreased from 9 to 5, some parents top up their account","Meal served today decrease from 154 to 151, some students attended  parent burial",@Tapper kahunira secondary
,Giathieko Primary School,2026-02-03,Rice and beans,190,201,183,18,0,2,5,0,0,0,0,,205,0,,"3 Feb 2026, 12:40:47","3 Feb 2026, 13:25:55",,Food was very delicious .,Line transitioned well from class to class .,"From 13 failed taps to 5 failed taps recorded today , as a result of reminded parents via calls to top up students accounts with insufficient funds.","From 180 successful taps to 201 successful taps today , as a result of students showed up for lunch highly compared to yesterday's and also parents topped up accounts .","@SC, Giathieko Comprehensive -Rose"
,Kanjai Primary,2026-02-03,White Rice and Beans,420,416,361,55,0,3,14,0,0,0,0,,420,0,,"3 Feb 2026, 12:40:02","3 Feb 2026, 13:30:08",,"The food was hot, delicious  and enough.",The queue was well managed,"There was a decrease in number from 33 to 14,most accounts were topped up on time.","There was an increase in number from 390 to 416,most accounts were topped up on time and most students showed up for lunch",@Immaculate-SC Kanjai Primary
,Gathaithi Secondary School,2026-02-03,Rice and beans,110,115,115,0,0,2,6,0,1,0,0,,115,0,,"3 Feb 2026, 13:21:48","3 Feb 2026, 13:45:06",,Food was delicious,Queuing was good,We had 6 failed taps a drop from yesterday's 6  due to early topping up by parents,We had 115 successful taps a rise from yesterday's 105 successful taps due to excellent students attendance in school,@Joseph mburu nga'ang'a
,PCEA Mitahato Secondary School,2026-02-03,White rice and beans,35,37,37,0,0,2,0,0,0,0,0,,40,0,,"3 Feb 2026, 12:45:57","3 Feb 2026, 12:55:16",,Food was well balanced.,A well-organized queue was maintained by the students,There were no failed taps today because the parents topped up on time,There was an increase of 12 successful taps compared to yesterday because students who were sent home yesterday reported to school today,"@minne,Tapper Mitahato Secondary"
,Gathugu Secondary School,2026-02-03,Rice and beans,255,266,266,0,0,3,3,0,2,00,0,,280,00,,"3 Feb 2026, 12:40:01","3 Feb 2026, 13:10:11",,Food was delicious,Queue management was good,Number of successful taps descreased from 15 to3,Number of successful taps increase from 236 to 266,@Tapper Gathugu secondary school
,Gatitu Primary,2026-02-03,RICE AND BEANS.,375,372,333,39,0,3,9,0,2,00,0,,375,1,,"3 Feb 2026, 12:15:30","3 Feb 2026, 13:40:38",,Food tasted really great.,Students were well managed under ToD's cordinance.,Failed taps decreased from 12 to 9..some parents picked up when I called .,Successful taps decreased from 335 to 333..some accounts had no funds at all.,@Wambui ikonya SC Gatitu comprehensive
,Kihuririo Primary School,2026-02-03,Rice and beans,430,445,395,50,0,3,11,0,8,0,0,,460,1,,"3 Feb 2026, 12:50:54","3 Feb 2026, 13:38:04",,The food was delicious.,Queue was manageable,"Failed taps decreased from 18 to 11,some parents topped up.","Successful taps increased from 415 to 445, some students who were absent yesterday reported.",@kihuririo primary
,Kiambururu Secondary School,2026-02-03,White Rice with Beans,180,181,181,0,0,3,5,0,0,0,0,,190,0,,"3 Feb 2026, 13:20:38","3 Feb 2026, 13:40:53",,The food was delicious,Line management was smooth,"Failed taps today was 5 a decrease from previous which was 8,some parents remembered to top up","Successful taps was 181, compared to previous which was 168, students who were sent home are resuming to school.",@Salome-kiambururu secondary school
,Gikang'a Kageche Secondary School,2026-02-03,Rice and Beans,305,258,258,0,0,3,6,1,4,0,0,,310,0,,"3 Feb 2026, 13:10:58","3 Feb 2026, 13:40:02",,Food was delicious,Queue was well managed by TOD,Today's failed taps decreased from 15 to 6.parents topped up their account on time,Today's successful taps decreased from 293 to 258 ..A number of students were sent home for school fees,@Pauline Gatimu
,GATHAITHI PRIMARY,2026-02-03,Rice and Beans,450,458,407,51,1,3,14,0,5,00,0,,465,1,,"3 Feb 2026, 12:40:36","3 Feb 2026, 13:45:57",,Food was good,Line management was successful,Failed taps dropped from 23 to 14. I reached out to some parents and they topped accounts on time,Actual meals served increased from 424 to 458.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,PCEA Matuguta Secondary School,2026-02-03,White Rice and Beans,125,121,121,0,0,2,7,0,2,00,0,,125,00,,"3 Feb 2026, 13:30:17","3 Feb 2026, 13:45:33",,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by me,The number of failed taps today hicked from 05 yesterday to 07 today,Successful taps today were lower than the projected meals that were 125 but higher than yesterday's 112,@Njeri -Matuguta secondary school
,Kibichoi Primary School,2026-02-03,Rice and beans,215,222,198,24,0,2,3,0,0,0,0,,230,1,,"3 Feb 2026, 13:00:24","3 Feb 2026, 13:30:34",,The food was delicious,I managed the queue well,The number of failed taps decreased from 12 to 3 as most parents topped up their accounts on time,The number of successful taps increased from 178 to 198 as most parents topped up their accounts on time,@sc kibichoi primary school
,Gathangari Primary School,2026-02-03,Rice and beans,410,424,387,37,0,3,9,1,4,6,0,,420,0,,"3 Feb 2026, 12:20:05","3 Feb 2026, 13:20:16",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 12 to 9.Some parents forgot to top up on time and have urged kids to remind them,Successful taps increased from 405 to 424.Most parents topped up on time and kids turned up well in school.,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Kanyore Primary School,2026-02-03,RICE & BEANS,645,664,616,48,3,3,12,1,6,0,0,,650,5,,"3 Feb 2026, 12:30:09","3 Feb 2026, 13:30:13",,Food was delicious,Queuing was organized,Number of failed taps decreased from 35 to 12. Most accounts were topped up.,Number of successful taps increased from 635 to 664 as many students were present with accounts topped up.,"@Haron Muiruri,SL Kanyore Primary"
,Gitiha Secondary School,2026-02-03,White rice and beans stew,150,145,145,0,0,2,9,1,0,0,0,,150,0,,"3 Feb 2026, 12:40:50","3 Feb 2026, 13:10:58",,Food was enough,Queue was smooth,Increased number of failed taps compared to the previous day,Constant number of successful taps,@Jecinta muthoni Gitonga
,Mukuyu Secondary School,2026-02-03,Rice and Beans,320,346,346,0,0,3,7,0,7,0,0,,355,0,,"3 Feb 2026, 12:40:45","3 Feb 2026, 13:25:54",,Food was hot and delicious,Queue was well managed by TOD,Failed taps decreases from 19 to 7 most parents paid on time,Successful taps increases from 309 to 346 most parents topped up on time,@Mukuyu Secondary School
,Kindiga Primary & Junior Secondary School,2026-02-03,Rice and Beans,185,192,174,18,0,2,6,0,1,00,0,,190,00,,"3 Feb 2026, 12:40:52","3 Feb 2026, 13:30:59",,Food was delicious,Queues were orderly,"Failed taps decreased to 6 from yesterday's 19,some parents still did not top up accounts","Successful taps increased to 192 from yesterday's 172,There was high turnout",@James Mbugua SC Kindiga Primary
,Ikinu Primary,2026-02-03,White rice and beans,850,863,773,90,0,5,25,0,11,0,0,,900,0,,"3 Feb 2026, 12:25:47","3 Feb 2026, 13:45:56",,The food was hot and delicious,Que management was smooth,Failed taps have decreased from 58 to 25.since the parents topped up,Successful taps have increased from 733 to 773 since more parents topped up and turn up was higher,@SL Janet-Ikinu primary School
,Kigumo Secondary School,2026-02-03,Rice and beans,125,120,120,0,0,2,5,0,0,0,0,,125,0,,"3 Feb 2026, 12:50:48","3 Feb 2026, 13:15:53",,The food was sweet,Queue was mangerable,Failed taps decreased from 7 to 5 parents paid,Successful taps remained the same as yesterday,@daniel Kariuki
,Ihiga Primary,2026-02-03,Food was Enough,160,164,150,14,0,2,0,0,0,0,0,,165,0,,"3 Feb 2026, 12:40:45","3 Feb 2026, 13:15:49",,Food was Enough,Queues were manageable,Failed taps were 0 a decrease from yesterday's which was 8.Parents topped up on time.,Successful taps were 164 an increase from yesterday's 156.Turn up was high.,@Naomi SC-Ihiga Comprehensive
,Miguta Primary School,2026-02-03,White Rice and Beans,260,252,235,17,0,2,7,0,1,0,0,,260,0,,"3 Feb 2026, 12:50:28","3 Feb 2026, 13:30:43",,The food was delicious,The queue wsas manageable,"There were 7 failed taps, a decrease of 4 from the previous tapping. The parents topped up on time","There were 235 successful taps, an s of 3 from the previous tapping. More parents topped up.",@SC Pauline - Miguta Primary School
,Ndireti Secondary School,2026-02-03,Rice and beans,45,40,40,0,0,2,0,0,0,2,2,,40,0,,"3 Feb 2026, 12:30:11","3 Feb 2026, 13:00:15",,The food was delicious,The line was manageable,The number of failed taps remained constant at 0 this is because the students came for balance check up before feeding so they knew their account balances,The number of successful taps remained constant at 40 this is because not all students show up for feeding claiming they are ok,@Tracy Tapper Ndireti secondary school
,William Ng'iru Secondary School,2026-02-03,White rice and beans,560,559,559,0,0,4,9,0,0,0,0,,570,0,,"3 Feb 2026, 12:45:46","3 Feb 2026, 13:30:14",,Food was hot and delicious,Queue management was smooth,Failed taps decreased from 26 to 9 since their accounts were topped up,Successful taps increased from 546 to 559 since students with failed taps topped up their accounts,@Tapper Dennis -william Ng'iru Secondary
,Miiri Secondary School,2026-02-03,White rice and beans,40,34,34,0,0,2,1,0,0,2,2,,40,2,,"3 Feb 2026, 13:10:36","3 Feb 2026, 13:30:44",,The food was hot and delicious,Queue management was neat and organized with assistance of TOD,"Failed taps decreased from 4 to 1, more parents had topped up on time","Successful taps increased from 32 to 34, the turnout was higher than yesterday","@Esther,Tapper; Miiri Secondary School"
