Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Miiri Secondary School,2026-02-17,White rice and beans,40,27,27,0,2,2,4,0,0,3,3,,40,2,,"17 Feb 2026, 13:10:53","17 Feb 2026, 13:30:00",,The food was hot and yummy,Queue management was neat and organized with assistance of TOD,"Failed taps increased from 2 to 4, More parents didn't top up","Successful taps decreased from 33 to 27, the turnout was so low due to absentism","@Esther,Tapper; Miiri Secondary School"
,Kambui Primary School,2026-02-17,White Rice and Beans,270,275,218,57,0,2,8,0,0,,0,,275,0,,"17 Feb 2026, 12:50:40","17 Feb 2026, 13:40:42",,The food was delicious,The line was well managed,We had 8 failed taps a lower number compared to yesterday's that were 13. Some parents did top up their accounts.,We had 218 successful taps a higher number compared to yesterday's that were 215. Most kids came for lunch.,@Kambui Primary and Junior School
,Gatitu Primary,2026-02-17,WHITE RICE AND BEANS.,370,385,347,38,1,3,4,0,1,00,0,,335,1,40,"17 Feb 2026, 12:20:23","17 Feb 2026, 13:30:30",,Food tasted really great !!,Learners were orderly in presence of TOD.,Failed taps decreased from 6 to 4 due to parents who toppped up on time.,Successful taps increased from 376 to 385 resulted by students being present and accounts funded .,@Wambui ikonya SC Gatitu comprehensive
,Mitahato Primary School,2026-02-17,Rice and beans,220,236,212,24,0,2,5,0,0,0,0,,240,0,,"17 Feb 2026, 12:10:44","17 Feb 2026, 13:15:49",,Food was yummy,Queue was transitioning from class to class,Failed taps increased from 4 to 5 because parents forgot to top up on time,Successful taps increased from 215 to   236 because those who had left the tags home yesterday came with them today,@SC George-Mitahato Comprehensive
,Githioro Primary School,2026-02-17,Rice and Beans,340,348,320,28,0,2,5,1,0,0,0,,350,0,,"17 Feb 2026, 12:36:19","17 Feb 2026, 13:41:34",,The food was appetising,Line management was organised assisted by tod,"Failed taps remained same as yesterday 5, parents forgot to top up their accounts and were unreachable","Successful taps increased from yesterday’s 337 to 348 today, kids turned up well today.",@GITHIORO COMPREHENSIVE
,Ndireti Secondary School,2026-02-17,Rice and beans,40,37,37,0,0,2,4,0,0,1,1.5,,45,0,,"17 Feb 2026, 12:40:11","17 Feb 2026, 13:00:16",,The food was delicious,The line was manageable,The number of failed taps increased with a difference of 2 this is because the students forgot to remind their parents to top up,The number of successful taps decreased with a difference of 2 because the number of failed taps increased,@Tracy Tapper Ndireti secondary school
,Kibichoi Primary School,2026-02-17,Rice and beans,210,209,185,24,5,2,8,0,2,0,0,,220,6,,"17 Feb 2026, 13:00:55","17 Feb 2026, 13:30:57",,The food was delicious,I managed the queue well,"The number of failed taps increased from 7 to 8, as some parents didn't top up their accounts on time","The number of successful taps increased from 181 to 185, as most parents topped up their accounts on time",@sc kibichoi primary school
,PCEA Mitahato Secondary School,2026-02-17,Rice and beans,35,43,43,0,0,2,0,0,1,0,0,,48,0,,"17 Feb 2026, 12:20:58","17 Feb 2026, 12:30:04",,Food was well balanced and students noticed and enjoyed the spice in the stew though complained about eating beans daily..They don't like it,Students waited calmly to be served,The number reduced by 2 compared to yesterday's this no failed taps today,The number increased by 10 compared to yesterday's because students reported back to school today after been sent home yesterday,"@minne,Tapper Mitahato Secondary"
,William Ng'iru Secondary School,2026-02-17,White rice and beans,560,549,549,0,0,4,9,0,0,0,0,,560,0,,"17 Feb 2026, 12:40:54","17 Feb 2026, 13:15:07",,Food was hot and delicious,Queue was manageable,"Today's failed taps decreased from 17 to 9, shows that the parents are topping up on time","Successful taps increases from 520 to 549, more students accounts were credited on time",@Tapper Dennis -william Ng'iru Secondary
,Gathaithi Secondary School,2026-02-17,Rice and beans,125,111,111,0,0,2,6,0,0,0,0,,118,0,,"17 Feb 2026, 14:38:45","17 Feb 2026, 14:57:04",,Food was delicious,Queuing was good,We had 6 failed taps a drop from yesterday's 5  due to failure of topping up by parents,We had 111 successful taps a drop from yesterday's 121  due to failure of topping up by parents,@Joseph mburu nga'ang'a
,Ihiga Primary,2026-02-17,Rice and Beans,165,170,156,14,0,2,0,0,1,0,0,,170,0,,"17 Feb 2026, 12:40:57","17 Feb 2026, 13:10:08",,Food was Enough.,Queues were manageable,Failed taps were 0 a decrease from yesterday's 1.Parents topped up on time.,Successful taps were 170 an increase from yesterday's which was 164.Today's turn up was high.,@Naomi SC-Ihiga Comprehensive
,Kanjai Secondary School,2026-02-17,White Rice and Beans,200,203,203,0,0,2,4,0,0,00,0,,200,00,,"17 Feb 2026, 13:10:05","1 Feb 2026, 13:40:15",,The meal was delicious and satisfying students enjoyed the meal.,Queue management was ordered by me.,"Successful taps were 203 with an increase of 7, parents funded their accounts.","We had 4 failed taps, students forgot to remind their parents to fund their accounts.","@mercy, tapper, kanjai secondary"
,Kanyore Primary School,2026-02-17,RICE & BEANS,610,641,596,45,2,3,25,0,4,0,0,,650,4,,"17 Feb 2026, 12:30:54","17 Feb 2026, 13:40:59",,Food was delicious,Line management was organized,Number of failed taps increased as more accounts were not topped up.,Number of successful taps increased from 574 to 641 as most students reported back due to midterm exams that started today.,"@Haron Muiruri,SL Kanyore Primary"
,Kigumo Primary,2026-02-17,White Rice and Beans,185,188,170,18,0,2,12,0,0,0,0,,185,0,,"17 Feb 2026, 12:40:27","17 Feb 2026, 13:13:31",,Food was delicious,Line management was orderly,We had 12 failed taps which remained constant,We had 188 actual meals served compared to yesterday where we had 191.Few kids missed school,@S C PCEA Kigumo Comprehensive School
,Kihuririo Primary School,2026-02-17,Rice and  beans,475,480,417,63,0,3,7,0,2,0,0,,490,0,,"17 Feb 2026, 12:50:52","17 Feb 2026, 13:35:58",,The food was delicious,Queue was manageable,"Failed taps decreased from 10 to 7, some parents topped up.",Successful taps increased from 472 to 480 absentees reported.,@kihuririo primary
,Mukuyu Secondary School,2026-02-17,Rice and Beans,330,315,315,0,0,3,10,0,3,10,5,,340,0,,"17 Feb 2026, 12:40:01","17 Feb 2026, 13:15:08",,Food was hot and delicious,Queue was well managed,Failed taps decreases from 12 to 10 many parents topped up on time,Successful taps increases from 296 to 315 some students reported back to school,@Mukuyu Secondary School
,Kiawairia Secondary School,2026-02-17,Rice and beans,55,49,49,0,0,2,4,0,0,2,2,,55,0,,"17 Feb 2026, 13:25:48","17 Feb 2026, 13:35:54",,Food was appetizing and yummy,Line management was transitioning good,Number of failed taps remained the same 4 as of yesterday parents didn't top up their accounts on time,Number of actual meals increased from 48 to 49 one parents topped up his account on time,@Patrick Kariuki Kiawairia secondary school Tapper
,PCEA Matuguta Secondary School,2026-02-17,White Rice and Beans,125,123,123,0,0,2,3,0,1,00,0,,125,00,,"17 Feb 2026, 13:30:16","17 Feb 2026, 13:50:36",,Food was delicious the kids enjoyed,I managed the queues with the help of the school principal,Failed taps today reduced from 06 yesterday to 03,Successful taps today were higher by 01 from yesterday's 122 to 123,@Njeri -Matuguta secondary school
,Gitiha Secondary School,2026-02-17,White rice and beans stew,155,152,152,0,0,2,1,0,1,0,0,,155,0,,"17 Feb 2026, 12:43:00","17 Feb 2026, 13:21:07",,Food was enough,Queue was manageable by help of teacher on duty,Decreased number of failed taps compared to the previous day which was 5 to 1,Increased number of successful taps From 146 to 152,@Jecinta muthoni Gitonga
,Gikang'a Kageche Secondary School,2026-02-17,White Rice and Beans,310,313,313,0,0,3,8,0,2,0,0,,320,0,,"17 Feb 2026, 13:15:42","17 Feb 2026, 13:50:47",,Food was delicious,Queue was well managed by TOD,Today's failed taps increased from 6 to 8 parents didn't top up on time,Today's successful tap was 313 an increase from the previous which was 302.Student Turn out was good,@Pauline Gatimu
,Gathugu Secondary School,2026-02-17,Rice and beans,275,287,287,0,0,3,9,0,2,00,0,,240,00,,"17 Feb 2026, 12:40:37","17 Feb 2026, 13:10:44",,Food was delicious,Queue management was good,Number of failed taps were 9,Number of successful taps increase from 267 to 287.Turn out was good,@Tapper Gathugu secondary school
,Kindiga Primary & Junior Secondary School,2026-02-17,Rice and Beans,185,192,174,18,0,2,5,1,0,00,0,,190,00,,"17 Feb 2026, 12:40:18","17 Feb 2026, 13:30:29",,The food was sweet .,Queues were orderly,"Failed taps increased to 5 from yesterday's 4,some parents did not top up accounts on time.","Successful taps increased to 192 from yesterday's 190,There was high turnout since it's exams week.",@James Mbugua SC Kindiga Primary
