Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,St. Joseph Riabai Secondary School,2026-02-02,Rice and western,135,117,117,0,0,3,18,1,0,4,2.2,0,130,0,3,"2 Feb 2026, 12:30:47","2 Feb 2026, 13:20:53",We expect more students,The food was delicious,The line was well managed,Failed taps were 18 some students had not topped up their accounts,Successful taps decreased from 119 to 117 this is because some students had insufficient funds,@Kwamboka (T) St.?joseph riabai secondary
,PCEA Karia Comprehensive School,2026-02-02,White rice and western,483,462,413,49,5,3,19,2,1,5,6,0,470,6,3,"2 Feb 2026, 12:30:03","2 Feb 2026, 13:30:13",We expect a higher turn out tomorrow,Food was delicious,Queue was well managed by the teacher on duty,Failed taps increased from 10 to 19 due to late payments,Successful taps decreased from 424 to 413 due to a lower turn out today,@Mary SC PCEA Karia comprehensive
,Ndumberi Primary,2026-02-02,Rice and western,780,711,662,49,0,3,71,4,1,10,11,0,780,0,3,"2 Feb 2026, 12:10:27","2 Feb 2026, 13:55:52",Expecting an increase in turn out tomorrow.,Food was delicious,Easy queue management,Previous day taps were 71 today compared to friday 32 most parents dint top up,Today's successful taps were 662 compared to Friday 737 some parents dint top up today,@Ndumberi primary school
,Kiairia Comprehensive School,2026-02-02,White Rice and Western,220,210,191,19,3,2,3,0,1,0,0,0,220,3,2,"2 Feb 2026, 12:55:56","2 Feb 2026, 13:30:06",We expect all kids to be present and all accounts to be updated.,The food was delicious,Queue was orderly,We had 3 failed taps same as last week friday.,Successful taps decreased from 193 to 191. Some kids were absent.,@SC Lilian - Kiairia comprehensive
,Benson Njau Primary School,2026-02-02,Rice and Western,410,382,336,46,0,3,41,2,4,7,8,0,400,0,3,"2 Feb 2026, 12:20:23","2 Feb 2026, 13:47:33",Anticipating a better turn up.,The food was well-prepared.,The ques were neat and manageable.,Failed taps increased from 30 to 41 due to delayed or forgotten top-ups by parents.,Successful Taps decreased from 361 to 336 due to kids stew preference,@Serah (SC) Benson Njau Primary
,Mungai Chengecha Primary School,2026-02-02,Rice and western,580,506,435,71,0,3,53,0,0,15,16,0,580,0,3,"2 Feb 2026, 12:45:15","2 Feb 2026, 13:50:25",Expecting a higher turn up tomorrow,Food was delicious,Queue was managed by the teacher on duty,"In re in failed taps from 26 to 53 , alot of parents had not topped up their accounts",Decrease in successful taps from 490 to 435 alot of kids had insufficient balances,@sc mungai c pry
,Maciri Primary School,2026-02-02,Rice and Western,400,375,340,35,0,3,34,0,1,6,7,0,400,0,3,"2 Feb 2026, 12:20:16","2 Feb 2026, 14:00:21",We expect parents to top up on time,Food was hot and enough,Queues were manageable,Failed taps increased to 34;most accounts had insufficient funds,Successful taps reduced to 340 due to high number of failed taps,@Claudiah(SC)Maciri Comprehensive
,Riara Primary School,2026-02-02,Rice and Western,200,188,173,15,0,2,11,1,5,1,2,0,200,0,2,"2 Feb 2026, 12:20:51","2 Feb 2026, 13:30:57",We expect a good turn out,Food was delicious and well cooked,Easy queue management,Failed taps have increased from 9 to 11 parents failed to top up,Successful taps have reduced from 179 to 173 turn out was very low,@Jeniffer -(SC) Riara primary school
,Ting'ang'a Model  School,2026-02-02,White rice and Western,390,361,308,53,0,3,29,1,3,5,15,0,390,0,3,"2 Feb 2026, 12:45:04","2 Feb 2026, 13:40:09",We expect parents will less balances to top up their accounts on time tomorrow.,Food was delicious,We had neat queues,"Our failed taps Increased from 14 to 29,,most parents didn't top up on time today.",Our successful taps increased from 303 to 308 although kids turn out was poor today,@Faith Mueni (SC) Ting'ang'a model.
,St. Vincent Lioki Secondary School,2026-02-02,Rice  and western,188,167,167,0,0,3,7,1,0,6.3,7.35,0,180,0,3,"2 Feb 2026, 13:20:10","2 Feb 2026, 13:50:15",We expect an improvement on the turn out,The food was hot,Queue was managed,Failed taps decreased by 1 as the parent remembered to top up their account,Successful taps decreased by 14 as the parent  s did not top up their accounts,@Ann Tapper St. Vincent secondary
,Gicoco Primary School,2026-02-02,Rice and western,360,351,301,50,0,3,34,3,3,2,3,0,360,0,3,"2 Feb 2026, 12:25:01","2 Feb 2026, 14:00:11",Expecting parents with insufficient funds to top up,Food was delicious,Queue was manageable,Failed taps increased from 24 to 34 most parents had not topped up,Successful taps reduced from 315 to 301 due to high number of failed taps,@Anne (SC) Gicoco comprehensive
,AK Magugu Comprehensive School,2026-02-02,White rice and Western,400,372,332,40,0,3,27,1,2,7,8.4,0,400,0,3,"2 Feb 2026, 12:30:07","2 Feb 2026, 13:30:18",We expect accounts with failed taps to reduce,The food was good,The queue was orderly,The number of failed taps increased from 7 to 27.respective accounts had not been topped up.,The number of successful taps reduced from 357 to 332. We had a higher number of failed taps,@SC Margaret Maigua - Ak magugu comprehensive
,Gathanji Comprehensive School,2026-02-02,Rice and Western,350,343,318,25,0,3,18,2,3,00,0,0,345,0,3,"2 Feb 2026, 12:50:16","2 Feb 2026, 13:50:38",We have projected 345 expecting parents to make payments on time,The food was delicious and nutritious,The queue was well managed,Failed taps were 18 an increase from 4 parents didn't top up on time,Successful taps were 318 a decrease from 330 parents didn't top up on time,@SC Kepha Wangengi_Gathanji Comprehensive school
,Gathanji Secondary School,2026-02-02,White rice and western,65,60,60,0,0,2,1,0,0,1.5,1.7,0,62,0,2,"2 Feb 2026, 13:20:44","2 Feb 2026, 13:30:13",We expect  a higher turnout tomorrow compared to today.,Food was sweet and delicious.,The queue was well managed by me.,There  was a decrease  in the number  of failed taps from 2 to 1 since some parents  toped up their accounts.,There  was a slight  decrease  in successful  taps from  61 to 60 since some parents  forgot  to top up their accounts,@Purity _ tapper Gathanji sec.
,ACK Riabai Primary School,2026-02-02,White Rice and western,320,323,280,43,0,3,27,2,1,0,0,0,330,0,3,"2 Feb 2026, 12:00:35","2 Feb 2026, 13:35:43",Expecting the failed taps topped up,The food was delicious.,Kids know how to queue on their own,Failed taps today is 27 compared to Friday's 15.parents didn't top up their kids account.,Successful taps today is 280 compared to Friday's 297. We had high failed taps and students were also sent home for fees,@Camilla (SC) ACK RIABAI PRIMARY
,Kiababu Primary School,2026-02-02,Rice and western,265,265,240,25,0,2,6,1,1,0,0,0,265,0,2,"2 Feb 2026, 12:40:55","2 Feb 2026, 13:30:06",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 9 to 6 as some parents managed to pay on Time,Successful taps increased from 260 to 265 as most students reported today,@kiaibabu primary school
,Kiairia Secondary School,2026-02-02,Rice and western,50,45,45,0,0,2,2,0,1,0,0,0,50,0,2,"2 Feb 2026, 13:13:56","2 Feb 2026, 13:30:06",I expect a higher number tomorrow,The food was delicious,Line management was neat,Today failed taps was 2,Successful taps today was 45 some students were sent home because of lateness,@Janet tapper kiairia secondary
,St. Joseph Gathanga Secondary School,,,55,45,45,,0,3,1,0,0,0,0,,55,0,3,"2 Feb 2026, 13:15:36","2 Feb 2026, 13:20:44",We expect a high turnout tomorrow,Food was hot and delicious,The Queue was well managed by the TOD,The number increased by 1 because of insufficient funds,The number reduced by 7 because of low turnout,@Oness Tapper St. Joseph high-school Gathanga
,Lioki Comprehensive School,2026-02-02,white rice and Western,155,149,130,19,0,2,10,0,0,1,2,0,150,0,2,"2 Feb 2026, 13:00:34","2 Feb 2026, 13:50:41",we expect an improvement on the turn out,food was delicious,the queue was well organized,failed taps increased by 4 as the parents forgot to top up their accounts on time,successful taps reduced by 9 as the parents failed to top up their kids accounts also some kids did not report to school today,@SC Phoebe - Lioki Primary school
,St. Peters Ndumberi Secondary School,2026-02-02,Rice and western,505,444,427,14,0,4,33,1,2,2,2,0,500,0,4,"2 Feb 2026, 13:10:08","2 Feb 2026, 13:56:16",Expecting the above projection.,The food was very delicious.,There was an easy queue management.,Today's failed taps were 33 compared to Fridays which was 19.This is because many parents didn't top up.,Today's successful taps were 427 compared to Fridays which was 463.This is because there was a decrease in the turn out.,@St Peters Ndumberi secondary
,Kamondo Primary and Junior School,2026-02-02,White rice and western,340,326,288,38,0,3,5,0,0,15,17,0,330,0,3,"2 Feb 2026, 12:40:20","2 Feb 2026, 13:40:27",We expect turn up to increase slightly from today's as exams began today and will be ongoing,The food was tasty,The queue was well managed by the Tod,05 failed taps a decrease from 13 as more parents had topped up kids account on time,288 Successful taps a decrease from 297 as turn up was low,@SCwangengi -Kamondo primary school
,Kamondo Secondary School,2026-02-02,White rice and western,135,115,115,0,0,2,10,0,0,0,0,0,135,0,2,"2 Feb 2026, 13:30:27","2 Feb 2026, 14:00:37",Expecting  the insufficient  accounts to be topped up,Food was tasty,Queue management was well managed with the help of TOD,Increase from 5 to 10 due to insufficient funds,Increase from 101  to 115 as successful taps were high compared to the previous day,"@Esther, Tapper kamondo secondary school"
,P.C.E.A Ngemwa Secondary School,2026-02-02,White rice and Western,200,192,190,2,0,3,22,0,5,20,5,0,200,0,3,"2 Feb 2026, 12:40:34","2 Feb 2026, 13:10:39",Students with insufficient balances will top up their accounts on time,Food was hot and delicious,teacher on duty helped with line management,"number of failed taps increased from 14 to 22, students with insufficient balances reminded to top up their accounts","Number of successful taps decreased from 198 to 190, students with insufficient balances reminded to top up their accounts",@Nicholas Tapper PCEA Ngemwa Secondary
,Kibubuti Primary School,2026-02-02,Rice and Western,525,509,456,53,0,3,39,1,5,4,5,0,510,0,3,"2 Feb 2026, 12:30:15","2 Feb 2026, 14:10:19",We expect insufficient accounts to be topped up,Food was delicious,Line management was okay,Failed taps increased from 20 to 39 due to insufficient accounts,Actual meals reduced from 536 to 509 due to an increase in the number of failed taps,@Maureen mwaura SC kibubuti pry
,Kawaida Comprehensive School,2026-02-02,White Rice and Western,1115,1083,1036,47,0,6,48,1,8,9.856,11.776,0,1100,0,6,"2 Feb 2026, 12:30:59","2 Feb 2026, 13:25:12",Expecting parents to topup on time,Food was Hot and delicious,Well managed by the help of teachers on duty,Failed taps increased from 36 to 48 due to late payment,Actual meals decreased from 1114 to 1083 due to late payment,@JULIA-SL KAWAIDA COMPREHENSIVE
,HGM Ting'ang'a Secondary School,2026-02-02,White Rice and Western,95,93,90,3,0,2,4,1,0,0,0,0,95,0,2,"2 Feb 2026, 13:00:14","2 Feb 2026, 13:10:28",Projection was not met,Food was hot and delicious,Excellent queue management,Failed taps increased from 1 to 4 due to insufficient funds,Actual meals served decreased from 95 to 93 dur to absentees,@Tapper-Hgm Ting'ang'a Sec Sch
,Ngemwa Primary and Junior School,2026-02-02,WHITE RICE AND WESTERN,215,208,187,21,0,2,11,0,0,1,1,0,215,0,2,"2 Feb 2026, 12:35:01","2 Feb 2026, 13:25:04",We expect failed taps to be topped up tomorrow.,Food was delicious,Line management was successful,"Failed taps increased from 6 to 11. Being the beginning of a new month,most parents forgot to top up.",Meals served decreased from 213 to 208. Most kids had not been paid for.,@SC Lucy - Ngemwa primary
,Githunguri Technical & Secondary School,2026-02-02,Rice and western,220,201,201,0,0,2,17,2,0,6,7,0,220,0,2,"2 Feb 2026, 13:25:01","2 Feb 2026, 14:00:10",Ww expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 17 which is an increase compared from 11 to  17 parents didn't top up,The actual meal served today was 201 which is a decrease compared from 209 to 201 parents didn't top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
,Kahunira Comprehensive School,2026-02-02,White Rice & Western Ndengu,740,698,628,70,0,4,56,3,5,,7,0,730,0,4,"2 Feb 2026, 12:40:41","2 Feb 2026, 13:40:48",We are expecting students with insufficient funds will remind their parents to top up.,"Food was hot, delicious and arrived on time.",Queue management was well executed by teacher on duty .,"Failed taps increased from 21 to 56, respective parents didn't top up.","698 actual meals served today,a decrease from 730 served on Friday,this has been contributed by increased failed taps.",@Mwangi Mary Kahunira Comprehensive
,Loreto Primary School,2026-02-02,White rice and western ndegu,405,382,337,45,0,3,40,0,2,5.75,6.9,0,405,0,3,"2 Feb 2026, 12:30:37","2 Feb 2026, 13:30:40",Due insufficient funds today information has been received by tomorrow most parents will top up early enough.,Food was delicious,Queue was well managed,High number of failed taps compared to Friday 25 to 40 most parents didn't top up early enough,Increase in actual taps from 395 to 382 but thus us low due to increase of failed taps today.,@SC Loreto primary
,Chief Wandie Primary School,2026-02-02,Rice and Western,330,310,277,33,0,1,21,3,4,5,6,0,330,0,1,"2 Feb 2026, 12:45:00","2 Feb 2026, 14:00:00",Projecting 330 hoping kids with insufficient balances will have their accounts topped up,Food was hot and delicious,Line management was excellent,21 failed taps compared to Friday’s 9 an increase due to insufficient balances,310 actual meals served compared to Friday’s 316 slight decrease due to increased failed taps,@Washeke-SC-Chief Wandie Pri
,Gatatha Comprehensive School,2026-02-02,White rice and western,155,148,121,27,0,2,18,0,0,1.7,2.1,0,155,0,2,"2 Feb 2026, 12:50:42","2 Feb 2026, 13:30:51",We might expect higher turn out and additional payment,Food was hot and delicious,Queue was well managed by the help of the teacher,Failed taps have increased from 8 to 18 due to parents not topping up,Actual meals served have increased from 141 to 148 due additional payment and higher turn out,@Mourine mwangi-SC Gatatha primary
,HGM Ting'ang'a Primary School,2026-02-02,White Rice and Western,710,629,0,629,0,5,2,15,0,10,10,0,650,0,5,"2 Feb 2026, 12:20:56","2 Feb 2026, 13:50:59",Expecting this number,Food was hot and delicious,Queue management was good,Failed taps were still at 2,Actual meals served decreased from 703 to 629. Sponsorship of the school by Mastercard ends this week starting tomorrow. Turn up was lower than expected.,@SL Ting'ang'a HGM Primary
,Kahunira Secondary School,2026-02-02,White Rice & western,160,154,154,0,0,3,9,1,2,0,0,0,140,0,3,"2 Feb 2026, 13:00:57","2 Feb 2026, 13:30:03",Expecting this number to lower because some students will attend burial,Food was delicious,Line was managed by TOD,"Failed taps increased from 3 to 9, parents didn't top up on time","Meal served today decrease from 164 to 154, parents didn't top up on time",@Tapper kahunira secondary
,Kibichoi Primary School,2026-02-02,Rice and beans,235,201,178,23,1,2,12,0,0,9,11,,220,1,,"2 Feb 2026, 13:00:02","2 Feb 2026, 13:30:22",,The food was delicious,I managed the queue well.,"The number of failed taps increased from 2 to 12, as some parents didn't top up their accounts on time","The number of successful successful taps, decreased from 210 to 201, as some parents didn't top up their accounts on time",@sc kibichoi primary school
,Ikinu Primary,2026-02-02,Rice and beans,860,819,733,819,0,5,58,3,8,10,14,,850,0,,"2 Feb 2026, 12:35:52","2 Feb 2026, 13:45:10",,The food was tasty,Queue management was smooth,Failed taps have increased from 24 to 58. Parents did not top up. I've urged learners to remind parents to top up,Actual meals have decreased from 827 to 819. Most learners showed up with insufficient funds.,@SL Janet-Ikinu primary School
,Kanyore Primary School,2026-02-02,RICE & BEANS,630,635,589,46,4,3,35,2,0,0,0,,650,5,,"2 Feb 2026, 12:30:53","2 Feb 2026, 13:35:58",,Food was delicious,Line management was organized,Number of failed taps increased from 28 to 35. Parents are complaining about receiving the zero balance message late.,Number of successful taps increased from 623 to 635 as many students were present.,"@Haron Muiruri,SL Kanyore Primary"
,Kihuririo Primary School,2026-02-02,Rice and beans,450,415,373,42,0,3,18,0,0,11,9,,450,0,,"2 Feb 2026, 12:50:24","2 Feb 2026, 13:40:29",,The food was delicious,Queue was manageable,"Failed taps increased from 16 to 18, parents didn't pay.","Successful taps decreased to 415,some kids had failed taps and others were absent.",@kihuririo primary
,Mitahato Primary School,2026-02-02,White rice and beans,230,204,179,25,0,2,11,0,3,7,8,,210,0,,"2 Feb 2026, 12:15:24","2 Feb 2026, 13:30:30",,Food was delicious,Queue management was hassle-free,Failed taps increased 3 to 11 because parents forgot to top up during the weekend,Successful taps decreased from 231 to 204 affected by failed taps,@SC George-Mitahato Comprehensive
,Giathieko Primary School,2026-02-02,Rice and beans,200,180,163,17,0,2,13,0,0,5,3,,190,0,,"2 Feb 2026, 12:40:51","2 Feb 2026, 13:20:59",,Food was delicious.,Line transitioned well from class to class,Failed taps today recorded as 13.,Successful taps recorded as 180 today .,"@SC, Giathieko Comprehensive -Rose"
,Githioro Primary School,2026-02-02,Rice and Beans,345,340,313,27,0,2,4,0,4,1,2,,345,0,,"2 Feb 2026, 12:30:26","2 Feb 2026, 13:35:34",,Food was appetising,Line management was organised assisted by tod,"Failed taps reduced from fridays 7 to 4 today, some parents fogot to top up their accounts on time.","Successful taps reduced from 343 to 340 today, some kids were absent today",@GITHIORO COMPREHENSIVE
,Miiri Secondary School,2026-02-02,White rice and beans,35,32,32,0,2,2,4,0,0,1,1,,40,2,,"2 Feb 2026, 13:10:56","2 Feb 2026, 13:30:04",,The food was hot and delicious,Queue management was neat and organized with assistance of TOD,"There were 4 failed taps,a decrease from 7,, parents didn't top up","Being the first day of the week, successful taps were 32 as some students were absent while 4 hadn't topped up","@Esther,Tapper; Miiri Secondary School"
,Gathangari Primary School,2026-02-02,White rice and beans,410,405,374,31,0,3,12,0,1,11,2,,415,0,,"2 Feb 2026, 12:20:44","2 Feb 2026, 13:30:53",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps increased slightly from 11 to 12. Parents forgot to top up their accounts but have urged kids to remind them,Successful taps increased from 403 to 405.Parents topped up on time. Kids turned up but not so well,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Kiambururu Secondary School,2026-02-02,WHITE RICE WITH BEANS,200,168,168,0,0,3,8,0,1,1,2,,180,0,,"2 Feb 2026, 13:15:58","2 Feb 2026, 13:40:05",,The food was delicious students enjoyed the meal,Line management was smooth,"Failed taps today was 8 higher number compared to previous which was 2,most of the parents forgot to top up.","Successful taps was 168 compared to previous which was 190, some students were sent back home for lost books",@Salome-kiambururu secondary school
,Gitiha Secondary School,2026-02-02,White rice and beans stew,150,148,148,0,0,2,5,0,0,0,0,,150,0,,"2 Feb 2026, 12:42:44","2 Feb 2026, 13:10:58",,Food was enough,Queue was smooth and manageable,Decreased number of failed taps,Successful taps had increased compared to the previous day,@Jecinta muthoni Gitonga
,Kigumo Secondary School,2026-02-02,White rice and beans,125,120,120,0,0,2,7,0,0,0,0,,125,0,,"2 Feb 2026, 12:50:54","2 Feb 2026, 13:15:06",,Food was delicious,Queue was mangerable,Failed taps increased from 4 to 7 parents did not pay,Successful taps increased from 113 to 120 parents paid,@daniel Kariuki
,PCEA Matuguta Secondary School,2026-02-02,White Rice and Beans,120,112,112,0,0,2,5,0,0,00,0,,125,00,,"2 Feb 2026, 13:30:15","2 Feb 2026, 13:45:26",,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by the help of the tod,Failed taps today were lower than Fridays from 07 to 05,Successful taps today were lower than the projected meals that were 120  and also lower than Fridays 121,@Njeri -Matuguta secondary school
,Kambui Primary School,2026-02-02,White Rice and Beans,275,266,206,58,0,2,19,0,1,3,3.5,,270,0,,"2 Feb 2026, 12:50:22","2 Feb 2026, 13:50:37",,The food was delicious,The line was well managed,We had 19 failed taps. Most parents did not top up their accounts.,We had 206 successful taps. Most kids had insufficient insufficient balances,@Kambui Primary and Junior School
,Ihiga Primary,2026-02-02,Rice and Beans,160,156,142,14,0,2,8,0,0,0,0,,160,0,,"2 Feb 2026, 12:40:55","2 Feb 2026, 13:10:59",,Food was Enough.,Queues were manageable with assistance from teacher on duty.,Failed taps were 8 an increase from previous which was 4.Some parents top up but funds was not reflecting in accounts and some didn't top up.,Successful taps was 156 a decrease of 1 from previous which was 157.,@Naomi SC-Ihiga Comprehensive
,Kindiga Primary & Junior Secondary School,2026-02-02,Rice and Beans,190,172,155,17,0,2,19,0,0,3,3.5,,190,00,,"2 Feb 2026, 12:40:36","2 Feb 2026, 13:30:44",,The food was Hot and delicious,Queues were orderly,"Failed taps increased to 19 from Friday's 2,parents did not top up accounts over the weekend.","Successful taps decreased to 172 from Friday's 186,this was as a result of many failed taps.",@James Mbugua SC Kindiga Primary
,Gathugu Secondary School,2026-02-02,Rice and beans,260,236,236,0,0,3,15,0,0,7,8,,250,00,,"2 Feb 2026, 12:40:02","2 Feb 2026, 13:10:07",,Food was delicious,Queue management was good,Number of failed taps were 15,Number of successful taps descreased 243 to 236 .A good number of students were absent today.,@Tapper Gathugu secondary school
,Gathaithi Secondary School,2026-02-02,Rice and beans,105,105,105,0,0,2,10,0,0,0,0,,115,0,,"2 Feb 2026, 13:21:59","2 Feb 2026, 13:45:07",,Food was delicious,Queuing was good,We had 10 failed taps a rise from yesterday's 3  due to failure of topping up by parents,We had 105 successful taps a rise from yesterday's 102 due to excellent students attendance,@Joseph mburu nga'ang'a
,Gikang'a Kageche Secondary School,2026-02-02,Rice and beans,310,293,293,0,0,3,15,0,3,1,1,,310,0,,"2 Feb 2026, 13:10:50","2 Feb 2026, 13:50:55",,Food was delicious,Queue was well managed,Today's failed taps increased from 9 to 15.parents didn't top up on time,Today's successful taps decreased from 299 to 293.students turn out was low and parents didn't top up on time,@Pauline Gatimu
,Miguta Primary School,2026-02-02,Rice and Beans,260,250,232,18,0,2,11,0,1,0,0,,260,0,,"2 Feb 2026, 12:50:47","2 Feb 2026, 13:30:57",,The food was delicious,The queue was manageable.,"There were 11 failed taps, an increase of 7 from the previous tapping. Parents did not top up on time","There were 232 successful taps, a decrease of 5 from the previous tapping, this was due to the increased number of failed taps",@SC Pauline - Miguta Primary School
,Mukua Secondary School,2026-02-02,White rice and western,80,69,68,1,0,2,2,0,0,1,2,,80,0,,"2 Feb 2026, 13:42:21","2 Feb 2026, 13:59:38",,Food was good,I managed the queue,Failed taps increased from 7 to 8.most parents didn't top up on time,Successful taps decreased from 71 to 69.most students didn't tap,@Mukua secondary
,Miguta Secondary School,2026-02-02,Rice and Beans,40,35,35,0,0,2,4,0,1,0,0,,40,0,,"2 Feb 2026, 13:10:24","2 Feb 2026, 13:40:40",,The food was delicious,The queue well managed,There were 4 failed taps,"There were 35 successful taps a decrease in 2, parents didn't top up their accounts on time and also students were absent","@Alex,Tapper Miguta Secondary"
,Mukuyu Secondary School,2026-02-02,Rice and Beans,320,309,309,0,0,3,19,0,8,10,5,,330,0,,"2 Feb 2026, 12:40:12","2 Feb 2026, 13:10:23",,Food was hot and delicious,Queue was well managed,Failed taps increases from 17 to 19 some parents didn't top up,Successful taps decreases from 310 to 309 some parents didn't top up on time,@Mukuyu Secondary School
,Gatitu Primary,2026-02-02,RICE AND BEANS.,370,373,335,38,1,3,12,0,3,00,0,,380,1,,"2 Feb 2026, 12:15:15","2 Feb 2026, 13:35:24",,Students enjoyed the food today...tasted really great!.,Learners were organized thus manageable.,"Failed taps decreased from 16 to 13,but still high due to parents not depositing funds in respective accounts.",Successful taps increased today by 4.. parents remembered to fund accounts.,@Wambui ikonya SC Gatitu comprehensive
,Kiawairia Primary,2026-02-02,Rice and beans,140,133,118,15,5,2,11,0,0,5,2,,140,5,,"2 Feb 2026, 12:32:34","2 Feb 2026, 13:25:38",,Food was hot and delicious,Lines were neat and organized,We had 11 failed taps an increase from 7 some parents didn't top up on time,We had 118 successful taps a decrease from 123 some parents didn't top up on time,@Mary kimani SC kiawairia comprehensive school
,Ndireti Secondary School,2026-02-02,Rice and beans,40,40,40,0,0,2,0,0,0,0,0,,40,2,,"2 Feb 2026, 12:30:56","2 Feb 2026, 12:55:00",,The food was delicious,The line was manageable,The number of failed taps decreased with a difference of 5 this is because the students account were topped up and others were absent,The number of successful taps decreased with a difference of One this is because the turnout was low,@Tracy Tapper Ndireti secondary school
