Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Ndireti Secondary School,2026-01-29,Rice and western,45,40,40,0,0,2,4,0,0,1,1,,45,0,,"29 Jan 2026, 12:30:35","29 Jan 2026, 12:55:44",,The food was delicious,The line was manageable,The number of failed taps increased with a difference of 3 this is because the students claim their parents forgot to top up,The number of successful taps increased with a difference of One some students who didn't feed with us yesterday showed up today,@Tracy Tapper Ndireti secondary school
,Miiri Secondary School,2026-01-29,White rice and western,40,34,34,0,2,2,3,0,0,2,2,,40,2,,"29 Jan 2026, 13:10:28","29 Jan 2026, 13:30:35",,The food was hot and delicious,Queue management was neat and organized with assistance of TOD,"Failed taps increased from 2 to 3, the parents didn't top up","Successful taps decreased from 35 to 34,less parents had topped up","@Esther,Tapper; Miiri Secondary School"
,PCEA Matuguta Secondary School,2026-01-29,White Rice and Western Ndengu,130,122,122,0,0,2,10,0,0,2.4,2.8,,125,00,,"29 Jan 2026, 13:30:31","29 Jan 2026, 13:45:39",,Food was hot and delicious,Queues were orderly and well managed by me,"Failed taps today were 10  a number we've never had before,most of the parents with no funds didn't pick up calls",Successful taps today were 122 lower than the projected meals that were 130 and also lower than yesterday's 126,@Njeri -Matuguta secondary school
,Githiga Primary,2026-01-29,White rice and Western,420,421,379,42,3,3,26,0,1,116,137,,420,0,,"29 Jan 2026, 12:30:07","29 Jan 2026, 13:49:11",,Food was sweet and delicious,Line Management was smooth.,Failed taps increased  from 19 to 26.  Parents forgot to top up.,Actual taps increased  from 428 to 421. Parents topped up.,@Nicholas-SC - Githiga Comprehensive
,Gikang'a Kageche Secondary School,2026-01-29,Rice and Western,330,309,309,0,8,3,9,0,8,5,5,,315,,15,"29 Jan 2026, 13:10:15","29 Jan 2026, 13:50:25",,Food was delicious,Queue was well managed by Tod,Today's failed tap decreased from 11 to 9.some parents topped up on time,Today's successful taps decreased from 327 to 309.Turn out was low,@Pauline Gatimu
,Kiambururu Secondary School,2026-01-29,Rice with Western,205,204,204,0,0,3,4,1,0,0,0,,218,0,,"29 Jan 2026, 13:15:28","29 Jan 2026, 13:50:50",,The food was delicious,Line management was smooth,Failed taps today was 4,Successful taps today was 204 an increase from previous which was 187,@Salome-kiambururu secondary school
,Gitiha Secondary School,2026-01-29,White rice and beans stew,150,150,143,0,0,2,5,0,2,0,0,,140,0,,"29 Jan 2026, 12:40:13","29 Jan 2026, 13:10:21",,Food was delicious,Queue was manageable by help of teacher on duty,Reduced failed taps compared to the previous day,Successful taps were constant in number,@Jecinta muthoni Gitonga
,Ihiga Primary,2026-01-29,Rice and Western,165,161,148,13,0,2,3,0,0,3,5,,160,0,,"29 Jan 2026, 12:40:45","29 Jan 2026, 13:15:49",,Food was Enough.,Queues were manageable.,Failed taps were 3 an increase from yesterday's which was 0.Parents didn't top up their accounts.,Successful taps were 161 a decrease of 3 from yesterday's taps which was 165.,@Naomi SC-Ihiga Comprehensive
,Gathangari Primary School,2026-01-29,White rice and western,415,410,376,34,0,3,8,0,2,11,2,,415,0,,"29 Jan 2026, 12:20:19","29 Jan 2026, 13:30:27",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 13 to 8.Some parents forgot to top up on time and have urged kids to remind them,Successful taps reduced from 413 to 410. Parents forgot to top up their accounts and some kids were absent from school,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,GATHAITHI PRIMARY,2026-01-29,Rice and Western,465,476,425,51,2,3,13,0,0,00,0,,470,2,,"29 Jan 2026, 12:45:17","29 Jan 2026, 13:45:22",,Food was great,One teacher assisted with queue management,Failed taps dropped from 17 to 13.,Actual meals served increased from 461 to 476.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
