Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,GATHAITHI PRIMARY,2026-02-11,Rice and Beans,475,481,431,50,1,3,11,2,0,00,0,,480,1,,"11 Feb 2026, 12:45:47","11 Feb 2026, 13:40:57",,Food was great,Queue was well managed by School tap to eat manager,Failed taps reduced from 17 to 11.,Successful taps increased from 472 to 481. Parents topped up accounts,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,Thuita Secondary School,2026-02-11,White rice and beans,45,46,46,0,0,2,1,0,0,0,0,,47,0,,"11 Feb 2026, 13:10:44","11 Feb 2026, 13:20:50",,Food was delicious,Queue management was smooth,Yesterday there was no failed tap while today there was a failed tap because the parent forgot to top up,Yesterday there were 42 taps while today there were 46 taps Soo there was an increase in number,@Thuita Secondary tapper
,Githiga Primary,2026-02-11,White rice and beans,440,431,383,38,0,3,24,2,1,0.5,1,,440,0,,"11 Feb 2026, 12:30:25","11 Feb 2026, 13:45:30",,Food was sweet and delicious,Line Management was smooth,Failed taps increased from 27 to 38.parents  didn't top up their accounts,Actual meals increased by 1 to 431.turn out increased.,@SC - Githiga Comprehensive
,Kanyore Primary School,2026-02-11,RICE & BEANS,630,631,589,42,1,3,13,0,3,0,0,,640,3,,"11 Feb 2026, 12:30:43","11 Feb 2026, 13:30:48",,Food was hot and delicious,Line management was organized,Number of failed taps increased from 10 to 13.Respective accounts had insufficient balances.,Number of successful taps increased from 612 to 631 as more students who had been sent home for fees reported back.,"@Haron Muiruri,SL Kanyore Primary"
,Kiambururu Secondary School,2026-02-11,White Rice with beans,210,206,206,0,0,3,7,0,2,1,2,,210,0,,"11 Feb 2026, 13:15:37","11 Feb 2026, 13:40:58",,The food was delicious and well cooked.,Line management was smooth,"Failed taps today was 7 compared to previous which was 3, some parents forgot to top up",Successful taps was 206 same as previous,@Salome-kiambururu secondary school
,Gathangari Primary School,2026-02-11,White rice and beans,410,422,388,34,0,3,11,0,1,00,0,,425,0,,"11 Feb 2026, 12:40:50","11 Feb 2026, 13:40:59",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 11 to 9 .Some parents forgot to top up on time but have urged kids to remind them to top,Successful taps increased from 398 to 422.Kids were back to school and parents had topped up on time,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Nyaga Primary School,2026-02-11,Rice and Beans,510,500,440,60,0,3,13,1,0,2,3,,500,0,,"11 Feb 2026, 12:40:36","11 Feb 2026, 13:30:42",,The food was delicious,The line was well managed,The number of failed taps reduced from 14 to 13.Some accounts had not been topped up.,The number of actual meals served remained the same as yesterday at 500,@SL Nyaga Primary and Junior School-Gladys
,William Ng'iru Secondary School,2026-02-11,White rice and beans,540,548,548,0,0,4,9,0,6,0,0,,555,0,,"11 Feb 2026, 12:40:16","11 Feb 2026, 13:35:31",,Food was yummy,Queue was in check,Failed taps decreased from 16 to 9 parents topped up,Successful taps increased from 515 to 548 because most students had their accounts topped up,@Tapper Dennis -william Ng'iru Secondary
,Githioro Primary School,2026-02-11,White Rice and Beans,345,347,322,25,0,2,7,0,2,0,0,,350,0,,"11 Feb 2026, 12:44:18","11 Feb 2026, 13:45:23",,Food was appetising,Line management was organised assisted by tod,Failed taps remained same as yesterday 7. Parents forgot to top up their accounts on time.,"Successful taps increased from yesterday’s 340 to 347, kids turned up well today.",@GITHIORO COMPREHENSIVE
,PCEA Mitahato Secondary School,2026-02-11,White rice and beans,40,37,37,0,0,2,2,0,1,0,0,,40,0,,"11 Feb 2026, 12:45:27","11 Feb 2026, 12:55:33",,Food was well balanced and delicious,Students showed good discipline by forming a well-organized queue,The number reduced by one because compared to yesterday's because the parent topped up today,The number is the same as yesterday's because today's school attendance is the same as yesterday's,"@minne,Tapper Mitahato Secondary"
