Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Njunu Primary School,2026-03-09,Rice and beans,250,258,230,28,0,2,9,0,0,0,0,,260,0,2,"9 Mar 2026, 12:40:57","9 Mar 2026, 13:20:01",,Food was appetizing,Line transition was well managed,We had 9 failed taps an increase from last weeks,We had an increase from last weeks,@Sc Elizabeth -Njunu primary school
,Kiambururu Comprehensive School,2026-03-09,White Rice and Beans,270,275,242,33,0,3,7,1,0,0,0,,280,0,3,"9 Mar 2026, 12:20:05","9 Mar 2026, 13:45:16",,The food was delicious,Line management was smooth and fast,Failed taps increased from 6 to 7.Parents failed to top up on time,Actual meals served increased from 263 to 275.Student turnout was higher compared to friday,@Kiambururu Comprehensive School
,Mathanja Priamry School,2026-03-09,Rice and beans,200,199,180,19,0,2,2,0,1,10,0,,205,0,2,"9 Mar 2026, 12:10:47","9 Mar 2026, 13:30:55",,Food was delicious,I managed the queue without any assistance,Today we had 2 failed taps a decrease compared to Friday 7. Some parents remembered to top-up their accounts on time.,Today we had 199 actual meals served an increase compared to Friday 101. Today all kids were feeding with us.,@mathanja primary school
,Kiawairia Secondary School,2026-03-09,Rice and beans,55,48,48,0,0,2,2,0,0,12,2,,55,0,2,"9 Mar 2026, 13:25:46","9 Mar 2026, 13:40:52",,Food was appetizing and yummy,Line management was transitioning good assisted by TOD,Number of failed taps decreased from 5 to 2 parents topped up their accounts on time,Number of actual meals increased from 47 to 48 one students reported back but also the absentism was high today,@Patrick Kariuki Kiawairia secondary school Tapper
,Kiawaiguru Primary School,2026-03-09,White Rice and Beans,220,233,207,26,0,2,0,0,0,0,0,,195,0,2,"9 Mar 2026, 12:30:00","9 Mar 2026, 13:25:00",,Lunch was delicious.,Queue was oderly with the help of the teacher on duty.,Failed taps decreased from Friday’s 2 to today 0.I reminded parents to top up during lunch.,Actual meals served increased from Friday’s 64 to today 233.Most pupils reported to school.,@ANN SC KIAWAIGURU PRIMARY SCHOOL
,Githima Primary,2026-03-09,White rice and beans,250,248,222,26,3,2,10,1,6,1,1,,250,3,2,"9 Mar 2026, 12:30:54","9 Mar 2026, 13:30:58",,Today's meal was hot and delicious,"With the help of the deputy headteacher, queue management was smooth and orderly",We had 10 failed taps which is a decrease from Friday's 13 failed taps.More parents topped up on time today.,We had 248 actual meals served which is an increase from Friday's 230 actual meals served.The turn up was higher today.,@Brenda kamawe Githima primary and junior secondary school
,Gatina Primary School,2026-03-09,White rice and beans,450,453,390,63,0,3,11,0,0,1,3,,460,0,3,"9 Mar 2026, 12:35:09","9 Mar 2026, 13:35:15",,Kids have enjoyed the meal.,Line was smooth and orderly,"Failed taps were 11a decrease compared to last week Friday's number of 25, majority of parents managed to credit accounts on time","Actual meal served were 453 an increase compared to last week Friday's number of 422, this was due to more accounts had sufficient funds.",@Kang'ethe Dennis
,Thuita Secondary School,2026-03-09,White rice and beans,40,43,43,0,0,2,0,0,0,0,0,,40,0,2,"9 Mar 2026, 13:10:48","9 Mar 2026, 13:18:02",,Food was delicious,Queue management was smooth,Today there were no failed tap there was an improvement compared to the other day,Today there were 43 taps while on Friday there were 35taps Soo there was an increase in number,@Thuita Secondary tapper
,Komothai Primary School,2026-03-09,White rice and beans,185,192,176,16,0,2,6,0,1,0,0,,195,0,2,"9 Mar 2026, 12:30:15","9 Mar 2026, 13:30:19",,Food was yummy,Kids were organized and punctual,"Failed taps increased from 3 to 6, some parents forgot to top up","Actual meals increased from 180 to 192, attendance was high",@SC Komothai Comprehensive
,Githiga Primary,2026-03-09,White rice and beans,420,405,358,47,0,3,24,0,0,1,1,,400,0,3,"9 Mar 2026, 12:30:51","9 Mar 2026, 13:30:55",,Food was sweet and delicious,Line Management was smooth,Failed taps decreased from 38 to 24.Parents topped up their accounts.,Actual meals  increased  from 370 to 405.Turn out increased.,@SC - Githiga Comprehensive
,Thuita Primary School,2026-03-09,Rice and beans,200,216,184,32,0,2,3,0,6,0,0,,190,0,2,"9 Mar 2026, 12:20:51","9 Mar 2026, 13:05:56",,Food was delicious,Queue management was smooth,Number of failed taps decreased from Friday's 7 to today's 3 because parents topped up over the weekend,Number of actual meals increased from Friday's 181 to today's 216 because most students were present,@SC Thuita Comprehensive school
,Gathiruini Primary School,2026-03-09,Rice and Beans,240,244,217,27,0,2,4,0,2,0,0,,245,0,2,"9 Mar 2026, 12:30:34","9 Mar 2026, 13:30:41",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 4 a decrease from 6 this is because parents topped up their accounts on time,Actual meals served today were 244 an increase from 223 this is because turn out was good,@Catherine Wanjiru
,Catholic Archdiocese Of Nairobi Gataka Primary & Junior Secondary,2026-03-09,Rice and Beans,250,248,232,16,0,2,9,1,0,0,0,,280,0,2,"9 Mar 2026, 13:38:18","9 Mar 2026, 13:42:28",,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps dropped from 15 to 9, we reminded kids to request their parents to top up.","The number of actual meals rose from 141 to 248, which is still below our average, as some kids were sent home for school fees.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
,Kanjai Secondary School,2026-03-09,Coconut/White Rice and beans,160,171,171,0,0,2,2,0,2,00,0,,180,00,2,"9 Mar 2026, 13:10:31","9 Mar 2026, 13:40:46",,"The meal was delicious to me and some of the students and majority didn't like the coconut rice,they it's not tasty compared to usual rice.",Queue management was ordered by me and TOD.,"Successful meal served was 171 compared to Friday with an increase of 26,it shows students reported back to school.",We had 2 failed taps.,"@mercy, tapper, kanjai secondary"
,Gathugu Primary School,2026-03-09,Rice and Beans,250,259,236,23,0,2,2,0,2,0,0,,265,0,2,"9 Mar 2026, 12:40:20","9 Mar 2026, 13:40:24",,Food was delicious,Queue was orderly and uniform,"We had 2 failed taps, compared to 12 of the previous tapping, more parents remembered to top up their accounts on time","We fed 259 meals today, pupils reported in good numbers this week hopefully they will maintain the upward trajectory",@SC Gathugu Comprehensive School
,Kigumo Primary,2026-03-09,White Rice and Beans,165,161,144,17,0,2,15,0,0,1,1,,165,0,2,"9 Mar 2026, 12:40:45","9 Mar 2026, 13:24:53",,Food was delicious,Line management was orderly assisted by the teacher on duty,We had 15 failed taps compared to previous day where we had 14.One parent paid.,We had 161 actual meals served compared to previous day where we had 168.This decrease was led by kids missing school,@S C PCEA Kigumo Comprehensive School
,Kanjai Primary,2026-03-09,White Rice and Beans,410,401,344,57,0,3,24,0,1,0,0,,410,0,3,"9 Mar 2026, 12:40:42","9 Mar 2026, 13:30:46",,The food was delicious we noticed it had coconut,The queue was well managed,"There was a decrease in number from 27 to 24 , the accounts were not topped up on time.","There was a decrease in number from 407 to 401 , a lot of kids were absent today.",@Immaculate-SC Kanjai Primary
,Nyaga Secondary School,2026-03-09,Rice and beans,320,332,332,0,0,3,17,0,5,0,0,,340,0,3,"9 Mar 2026, 12:40:29","9 Mar 2026, 13:20:36",,Food was hot and delicious,Line was manageable,"Had an Increase from 15 to 17,, students forget to recharge their accounts","Had an increase from 309 to 332,, today's turn up was better than Friday.",@Hellen Tapper P.C.E.A Nyaga Senior School
,Njenga Karume Comprehensive School,,,210,178,162,,0,3,37,0,2,,3,,200,0,3,"9 Mar 2026, 12:40:00","9 Mar 2026, 13:40:04",Expecting parents to top up by Tomorrow,15 kid's with sufficient balances came back for second serving,Queue was well managed by techer on duty and I,Failed taps increased from 19 to 37 as many parents hadn't topped up,*Successful taps decreased from 165 to 162 as many parents hadn't topped up,@Eliud Nderu Sc Njenga karume comprehensive
,Ting'ang'a Secondary School,2026-03-09,White rice and beans,100,117,110,7,0,4,7,1,3,0,0,0,110,0,4,"9 Mar 2026, 13:25:47","9 Mar 2026, 13:40:00",Hopping for a better turn out tomorrow,The food was hot and delicious,Queue was neat and manageable,Today's failed taps were 7 which was a decrease from Fridays taps due to insufficient funds,Today's Successful taps were 110 which was an increase from Fridays taps due to higher turn outs,@Brenda Kamau Tapper Ting'ang'a Secondary school
,Ndumberi Primary,2026-03-09,Rice and beans,820,823,750,73,0,5,46,6,9,0,0,0,830,0,5,"9 Mar 2026, 12:10:59","9 Mar 2026, 13:55:16",Expecting the above as there are new registrations done today,Food was delicious,Easy queue management,Todays failed taps were 46 compared to friday 47 some parents dint top up,Today's successful taps were 750 compared to friday 747 some parents topped up,@Ndumberi primary school
,Mukua Secondary School,2026-03-09,White rice and beans,80,77,0,0,0,2,5,0,0,0,1,0,85,0,2,"9 Mar 2026, 13:13:25","9 Mar 2026, 13:30:31",Expecting all students will tap successfully,Food was delicious and hot,I managed the queue smoothly,Failed taps increased from 4 t0 5.most parents didn't remember to top up on time,Successful taps remained at 77.most students tapped,@Mukua secondary
,Benson Njau Primary School,2026-03-09,Rice and Beans,425,434,391,43,0,3,25,1,1,0,0,0,430,0,3,"9 Mar 2026, 12:15:45","9 Mar 2026, 13:52:49",Anticipating a better turn out.,The food was well-prepared.,The queues were neat and manageable.,Failed taps increased from 23 to 25 due to delayed or forgotten top-ups by parents.,"Successful taps increased from 375 to 391, turn up was impressive today.",@Serah (SC) Benson Njau Primary
,Maciri Primary School,2026-03-09,Rice and Beans,400,433,392,41,0,3,21,0,2,0,0,0,420,0,3,"9 Mar 2026, 12:20:34","9 Mar 2026, 13:55:35",We expect kids to turn out for lunch.,Food was hot and yummy,Queues were manageable,Failed taps decreased to 21accounts had insufficient funds,Successful taps increased to 392:turn out was great,@Claudiah(SC)Maciri Comprehensive
,P.C.E.A Karia Secondary School,2026-03-09,White rice and beans,50,37,37,0,5,2,4,0,0,2,3,0,50,5,2,"9 Mar 2026, 13:15:02","9 Mar 2026, 13:30:09",We expect a higher turn out tomorrow,Food was delicious and enough,Line was well managed,The number of failed taps increased from 02 to 04,The number of successful taps decreased from 41 to 37,@Simon Tapper Karia secondary
,Gicoco Primary School,2026-03-09,Rice and beans,365,391,341,50,0,3,20,2,0,0,0,0,395,0,3,"9 Mar 2026, 12:15:10","9 Mar 2026, 13:45:14",Anticipating parents will top up the accounts with insufficient funds,Food was well cooked,Queue was manageable,Failed taps increased from 20 to 22 some parents didn't top up on time,Successful taps increased from 337 to 341 turn up was higher today,@Anne (SC) Gicoco comprehensive
,St. Joseph Riabai Secondary School,2026-03-09,Rice and beans,120,121,121,0,0,3,9,1,0,0,0,0,130,0,3,"9 Mar 2026, 13:00:40","9 Mar 2026, 13:30:44",We expect more students,The food was delicious,The line was well managed,Failed taps increased from 7 to 9 some parents had not topped up their accounts,Successful taps increased from 116 to 121 this is because some students had sufficient funds,@Kwamboka (T) St.?joseph riabai secondary
,Githunguri Technical & Secondary School,2026-03-09,Rice and beans,222,216,216,0,0,2,4,0,2,2,2,0,220,0,2,"9 Mar 2026, 13:25:52","9 Mar 2026, 14:00:58",We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable by teacher on duty,Failed taps today was 4 which is a decrease compared from 10 to 4 parents top up,The actual meal served today was 216 which is an increase compared from 196 to 216 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
,Gathanji Comprehensive School,2026-03-09,Rice and Beans,330,333,301,32,0,3,8,1,6,0,0,0,330,0,3,"9 Mar 2026, 12:41:21","9 Mar 2026, 13:50:43",We have projected 330 expecting the same turn out like today's.,The food was delicious and nutritious,The queue was well managed,Failed taps were 8 a decrease from 16 parents did top up on time,Successful taps were 301 a decrease from 304 some students didn't show up today,@SC Kepha Wangengi_Gathanji Comprehensive school
,Lioki Comprehensive School,2026-03-09,white rice and beans,140,144,136,18,0,2,2,0,0,00,0,0,145,0,2,"9 Mar 2026, 13:00:17","9 Mar 2026, 13:43:23",we expect a better turn out tomorrow,food was hot but the rice was not well cooked,queue was well organized with the help of the teacher on duty,failed taps decreased by 5 as the parents remembered to top up their kids accounts,successful taps increased by 21 as the kids availed themselves for tapping,@SC Phoebe - Lioki Primary school
,ACK Riabai Primary School,2026-03-09,White Rice and Beans,320,350,312,38,0,3,8,7,1,0,0,0,360,0,3,"9 Mar 2026, 12:20:40","9 Mar 2026, 14:05:44",Expecting the turn out to increase.,The food was delicious,Kids know how to queue on their own,Failed taps today is 8 compared to Friday's 12. At least parents topped up their kids account.,Successful taps today is 312 compared to Friday's 305. The turn out was good.,@Camilla (SC) ACK RIABAI PRIMARY
,Ting'ang'a Model  School,2026-03-09,White Rice and Beans,420,411,357,54,0,3,15,2,3,8,0,0,400,0,3,"9 Mar 2026, 12:30:52","9 Mar 2026, 13:40:57",We expect our numbers to decrease as we will be having western and kids don't like western stew.,Food was delicious,We had neat queues,"Our failed taps remained at 15,,most parents didn't top up on time","Our successful taps decreased from 366 to 357,,kids turn out was on the lower side today.",@Faith Mueni (SC) Ting'ang'a model.
,Riara Primary School,2026-03-09,Rice and Beans,200,191,174,17,0,2,10,0,3,0,0,0,200,0,2,"9 Mar 2026, 12:20:02","9 Mar 2026, 13:30:08",We expect turn out will increase and parents with insufficient funds will top,Food was delicious and well cooked,Easy queue management,Failed taps have reduced from 11 to 10  some parents are still not topping up,Successful taps have reduced from 179 to 175 turn out was low,@Jeniffer -(SC) Riara primary school
