Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Thuita Primary School,2026-03-10,Rice and western,190,189,157,32,0,2,3,0,2,,0,,200,0,2,"10 Mar 2026, 12:05:09","10 Mar 2026, 12:40:25",,Food was delicious,Queue management was smooth,"Number of failed taps was same as yesterday, that is 3.Some parents were unreachable",*Number of actual meals decreased from 216 to 189 because some did not feed with us today being a games day,@SC Thuita Comprehensive school
,Ndireti Secondary School,2026-03-10,Rice and Western,40,45,45,0,0,2,4,0,1,0,0,,45,0,2,"10 Mar 2026, 12:45:37","10 Mar 2026, 12:55:41",,The food was delicious,The line was manageable,The number of successful decreased with a difference of 3 the previous failed taps were topped up,The number of successful taps increased with a difference of 7 thus the previous failed account were topped up and the turnout was good,@Tracy Tapper Ndireti secondary school
,PCEA Matuguta Secondary School,2026-03-10,White Rice and Western Ndengu,110,108,108,0,0,2,4,0,0,00,0,,110,00,2,"10 Mar 2026, 13:10:56","10 Mar 2026, 13:25:04",,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,"Failed taps today increased from 03 yesterday to 04 today, some parents didn't top up on time",Successful taps today increased from 100 yesterday to 108 today,@Njeri -Matuguta secondary school
,Githiga Primary,2026-03-10,Whiterice and Western,390,346,314,27,0,3,15,0,4,5,4,,400,0,3,"10 Mar 2026, 12:29:14","10 Mar 2026, 13:23:29",,Food was sweet and delicious,Line Management was smooth,Failed taps reduced  from 24 to 15.. students were sent home for school fees.,Actual taps decreased from 405 to 346.Turn out decreased  from due to kids being sent home.,@SC - Githiga Comprehensive (edited)
,Miiri Secondary School,2026-03-10,White rice and western,30,31,31,0,2,2,3,0,0,0,0,,40,3,2,"10 Mar 2026, 13:10:13","10 Mar 2026, 13:30:20",,The food was hot and yummy,Queue management was neat and organized with assistance of TOD,"Failed taps decreased from 4 to 3, more parents had topped up on time","Successful taps increased from 24 to 31, more parents had topped up","@Esther,Tapper; Miiri Secondary School"
,Gathugu Secondary School,2026-03-10,Rice and western,250,243,243,0,0,2,9,0,2,6,1,,260,00,2,"10 Mar 2026, 12:40:45","10 Mar 2026, 13:30:50",,Food was delicious,Queue management was good,Number of failed taps increase from 5to 9.Parents forgot to top up on time.,Number of successful taps increased from  233 to 243.,@Tapper Gathugu secondary school
,GATHAITHI PRIMARY,2026-03-10,White. Rice and Western,470,481,428,53,0,3,14,1,0,00,0,,460,00,3,"10 Mar 2026, 12:40:09","10 Mar 2026, 13:40:30",,Food was great kids wanted more portion,Queue management was successful with the help of tap to eat captains,Failed taps dropped from 16 to 14. Some parents failed to top up accounts,Successful taps increased from 465 to 481. Today there was a higher turnout.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,Njunu Primary School,2026-03-10,Rice and western,260,255,227,28,0,2,4,0,0,1,2,,260,0,2,"10 Mar 2026, 12:40:35","10 Mar 2026, 13:30:39",,Food was delicious,Line transition was smooth,We had a decrease  with 4,We had a decrease with 2,@Sc Elizabeth -Njunu primary school
,Ikinu Primary,2026-03-10,White rice and western,880,895,807,88,0,5,21,1,4,0,0,,900,0,5,"10 Mar 2026, 12:15:13","10 Mar 2026, 13:45:31",,The food was hot and delicious,Queueing was well managed,Failed taps decreased from 36 to 21 since many parents topped up their accounts,Successful taps increased from 778 to 807 since there was a higher turn up,@SL Janet-Ikinu primary School
,Gathaithi Secondary School,2026-03-10,Rice and western,105,118,118,0,0,2,1,0,0,0,0,,115,0,2,"10 Mar 2026, 13:11:04","10 Mar 2026, 13:45:10",,Food was delicious,Queuing was good,"We had 1 failed taps, a drop from yesterday's 6 due to early topping up by parents",We had118 successful taps a rise from yesterday's 100 due to excellent attendance in school by students,@Joseph mburu nga'ang'a
,Kiambururu Secondary School,2026-03-10,White Rice with Western,210,203,203,0,0,2,10,0,2,1,1,,210,0,2,"10 Mar 2026, 13:15:38","10 Mar 2026, 13:35:51",,The meal was delicious students enjoyed it,Line management was smooth with the help of TOD,"Failed taps today increase 2 to 10,most of the parents forgot to top up today.","Successful taps was 203 a slightly increase from previous which was 201,more students came for lunch.",@Salome-kiambururu secondary school
,Kanyore Primary School,2026-03-10,RICE & WESTERN,650,663,597,66,0,3,15,0,3,0,0,,650,3,3,"10 Mar 2026, 12:30:05","10 Mar 2026, 13:30:12",,Food was delicious,Line management was organized,Number of failed taps increased from 14 to 15. Reminded kids to remind their parents to top up.,Number of successful taps increased from 649 to 663 as most students were present with accounts topped up.,"@Haron Muiruri,SL Kanyore Primary"
,William Ng'iru Secondary School,2026-03-10,White rice and western,490,496,496,0,0,3,10,0,3,0,0,,520,0,3,"10 Mar 2026, 12:40:37","10 Mar 2026, 13:15:50",,Food was hot and delicious,Queue was properly managed,Failed taps has decreased from 13 to 10 few of the accounts were topped up on time,Successful taps has increased from 476 to 496,@Tapper Dennis -william Ng'iru Secondary
,Gikang'a Kageche Secondary School,2026-03-10,Rice and Western,270,284,284,0,0,2,12,0,4,0,0,,300,0,2,"10 Mar 2026, 13:14:31","10 Mar 2026, 13:40:42",,Food was delicious,Queue was well managed by TOD,Today's failed taps increased from 8 to 12.Parent didn't top up on time,Today's successful taps increased  from 250 to 284.Students reported back to school.,@Pauline Gatimu
,Gitiha Secondary School,2026-03-10,White rice and western stew,150,142,142,0,0,2,5,0,1,,3,,145,0,2,"10 Mar 2026, 12:40:38","10 Mar 2026, 13:14:45",,Food was delicious,The Queue was smooth and quick,Increased number of failed taps compared to the previous day which was 4 to 5,Increased number of successful taps compared to the previous day which was 136 to 142,"@Jecinta muthoni Gitonga-Gitiha secondary school, Tapper"
,Ihiga Primary,2026-03-10,White and Western,160,158,145,13,0,2,1,0,0,0,0,,160,0,2,"10 Mar 2026, 12:40:05","10 Mar 2026, 13:15:10",,Food was Enough,Queues were manageable,Failed taps was 1 a decrease from yesterday's 2.One parent didn't top up.,Successful taps were 158 s decrease of one from yesterday's.Turn up was almost the same.,@Naomi SC-Ihiga Comprehensive
,Kindiga Primary & Junior Secondary School,2026-03-10,Rice and western,180,163,144,19,0,2,13,0,0,2,2.5,,170,00,2,"10 Mar 2026, 12:40:49","10 Mar 2026, 13:30:01",,The food was Hot and delicious,Queues were orderly,"Failed taps increased to 13 from 7,parents did not top up respective accounts","Successful taps decreased to 163 from 175,Being a games day some students opted for snacks",@James Mbugua SC Kindiga Primary
,Miguta Primary School,2026-03-10,White rice and Western,255,232,213,19,0,2,7,0,0,3,4,,240,0,2,"10 Mar 2026, 12:50:36","10 Mar 2026, 13:40:41",,The food was hot and delicious,Queue management was smooth,"There were 7 failed taps, a decrease of 1 from the previous tapping. Parents topped up on time.","There were 213 successful taps, a decrease of 20 from the previous tapping. Our population was low today",@SC Pauline - Miguta Primary School
,Gatitu Primary,2026-03-10,WHITE RICE AND WESTERN.,385,381,342,39,1,3,6,0,1,1,1,,380,1,3,"10 Mar 2026, 12:20:39","10 Mar 2026, 13:30:46",,Food tasted really great.,Learners maintained order thus queues transitioned with ease.,Failed taps have decreased by 2 from 9 of yesterday to 6 of today resulted by parents not making timely payments.,Successful taps have decreased by 2 from 344 to 322 resulted by accounts with insufficient or no funds.,@Wambui ikonya SC Gatitu comprehensive
,Githioro Primary School,2026-03-10,White Rice and Western,350,347,307,40,0,2,6,0,0,0,0,,350,0,2,"10 Mar 2026, 12:40:05","10 Mar 2026, 13:41:58",,"The food was warm and appetising,  kids enjoyed .",Line management was organised assisted by tod,"Failed taps increased from yesterday’s 4 to 6 today, parent's didn't top up their accounts on time.",Successful taps remained same as yesterday 347.,@SC - Githioro Comprehensive School
,Kiawairia Primary,2026-03-10,Rice and western ndengu,130,136,121,15,5,2,1,0,0,0,0,,135,5,2,"10 Mar 2026, 12:10:50","10 Mar 2026, 12:25:55",,Food was hot and delicious,Lines were neat and organized,We had 1 failed taps a decrease from 7 parents topped up on time,We had 121 successful taps an increase from 108 turn out was good and insufficient balances topped up,@Mary kimani SC kiawairia comprehensive school
,Ndireti Primary School,2026-03-10,Rice& western,220,208,179,29,0,2,9,0,2,4,5,,210,0,2,"10 Mar 2026, 12:50:24","10 Mar 2026, 13:50:29",,Food was delicious,Queue management was okay,We had 9 failed taps a decrease compared to yesterdays 14.some parents failed to top up,We had 208 successful taps a decrease compared to yesterdays 217.Turn out was lower,@SC Sharon _Ndireti primary
,Kihuririo Primary School,2026-03-10,Rice and western,450,450,396,54,0,3,7,0,5,0,0,,460,0,3,"10 Mar 2026, 12:50:37","10 Mar 2026, 13:40:42",,The food was sweet.,Line management was good,Failed taps remained constant at 7 parents didn't pay.,"Successful taps increased from 442 to 450,some absentees reported to school.",@kihuririo primary
,Kibichoi Primary School,2026-03-10,Rice and western,220,227,201,26,4,2,5,0,0,0,0,,230,4,2,"10 Mar 2026, 13:00:51","10 Mar 2026, 13:35:59",,The food was delicious,I managed the queue well,"The number of failed taps decreased from 7 to 5, as some parents topped up their accounts on time",The number of successful taps increased from 184 to 201 as most parents topped up their accounts on time,@sc kibichoi primary school
,Kambui Primary School,2026-03-10,White Rice and Western,250,242,188,54,0,2,6,1,1,2.4,2.8,,250,0,2,"10 Mar 2026, 13:00:56","10 Mar 2026, 14:00:57",,The food was delicious,The line was well managed,We had 6 failed taps a lower number compared to yesterday's that were 15. Some parents did top up their accounts,We had 188 successful taps a higher number compared to yesterday's that were 178. Some kids came for lunch.,@Kambui Primary and Junior School
,Gathiruini Primary School,2026-03-10,Rice and western,250,242,219,23,0,2,4,0,0,5,2,,245,0,2,"10 Mar 2026, 12:30:07","10 Mar 2026, 13:30:21",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 4 same as yesterday this is because parents didn't top up their accounts on time,Actual meals served today 242 a decrease from 244 this is because some students were absent today,@Catherine Wanjiru
