Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Cianda Secondary School,2026-03-19,White rice and GG,100,96,96,0,0,3,9,0,0,0,0,0,110,0,3,"19 Mar 2026, 13:15:01","19 Mar 2026, 13:35:11",Expecting a higher turn out on Monday.,Food was hot and delicious,Queue well managed,Failed taps increased from 7 to 9,Successful taps increased from 81 to 96,@Valentine -Tapper Cianda Secondary
,Kamondo Primary and Junior School,2026-03-19,White rice and Greengrams,315,326,289,37,0,3,9,0,0,00,5,0,320,0,3,"19 Mar 2026, 12:40:12","19 Mar 2026, 13:30:21",They will begin their end of term exams on Monday so we expect high turn up,The food was well cooked,The queue was well managed the ToD,09 failed taps a rise from 02 as respective parents had not topped up kids accounts on time,289 successful taps a rise from 284 as turn up was a bit high,@SCwangengi -Kamondo primary school
,Kiairia Comprehensive School,2026-03-19,White Rice and Green Grams,200,209,188,21,3,2,3,0,0,0,0,0,210,3,2,"19 Mar 2026, 12:55:34","19 Mar 2026, 13:35:42",We expect all kids to be present and all accounts to be updated.,The food was delicious,Queue was well organized,Failed taps increased from 2 to 3. Respective parents didn't update their accounts,Successful taps increased from 174 to 188. We had a higher turnout.,@SC Lilian - Kiairia comprehensive
,Gathanji Comprehensive School,2026-03-19,Rice and GG,350,358,327,31,0,3,7,0,0,0,0,0,340,0,3,"19 Mar 2026, 12:25:47","19 Mar 2026, 13:30:51",We have projected 340 coz on Monday the turn out is usually low,The food was delicious and nutritious,Queue was well managed by teacher on duty,Failed taps were 7 a decrease from 9 parents did top up on time,Successful taps were 327 an increase from 325 the turn out was high,@SC Kepha Wangengi_Gathanji Comprehensive school
,Gicoco Primary School,2026-03-19,Rice and green grams,390,411,361,50,0,3,27,0,0,0,0,0,390,0,3,"19 Mar 2026, 12:15:07","19 Mar 2026, 13:50:13",Kids will have a heavy break snack affecting the turn up for lunch,Food was delicious,Queue was manageable,Failed taps increased from 19 to 27 parents didn't top up on time,Successful taps reduced from 377 to 361 due to high number of failed taps,@Anne (SC) Gicoco comprehensive
,AK Magugu Comprehensive School,2026-03-19,White rice and Green grams,400,386,352,34,0,3,10,0,0,3.5,4.2,0,390,0,3,"19 Mar 2026, 12:30:43","19 Mar 2026, 13:25:54",We expect the same turnout on Monday,The food was delicious,The queue was orderly,The number of failed taps reduced from 19 to 10. Respective accounts had not been topped up,The number of successful taps reduced from 363 to 352. There was low turnout today,@SC Margaret Maigua - Ak magugu comprehensive
,Kiababu Primary School,2026-03-19,Rice and green grams,260,263,249,14,0,2,5,0,0,0,0,0,260,0,2,"19 Mar 2026, 12:40:58","19 Mar 2026, 13:30:03",Expecting More kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 9 to 5 as some parents managed to pay on Time,Successful taps decreased from 264 to 263 as some parents managed to pay on Time,@kiaibabu primary school
,Mungai Chengecha Primary School,2026-03-19,White Rice and GG,550,550,508,42,0,3,24,0,1,0,0,0,500,0,3,"19 Mar 2026, 12:20:07","19 Mar 2026, 13:40:03",Projection was met,Rice was sticky today,Excellent queue management by the help of the TOD,Failed taps increased from 18 to 24 due to untimely topups to the accounts,Actual meals served decreased from 577 to 550 due to absent students,@Charlotte- SC Mungai Chengecha Primary
,Ting'ang'a Secondary School,2026-03-19,Rice and green grams,110,106,103,3,0,4,0,0,0,0,0,0,110,0,4,"19 Mar 2026, 13:30:15","19 Mar 2026, 13:55:21",Hopping for a better turn out on Monday cause the kids will be going for holiday tomorrow,The food was hot and delicious,Queue was neat and manageable,Today failed taps were 4 which was an increase from yesterdays taps due to insufficient funds,Today successful taps were 103 which was a decrease from yesterday's taps due parent not topping up on time,@Brenda Kamau Tapper Ting'ang'a Secondary school
,P.C.E.A Ngemwa Secondary School,2026-03-19,White rice and Green grams,200,205,205,0,0,3,9,0,0,0,0,0,200,0,3,"19 Mar 2026, 12:50:05","19 Mar 2026, 13:30:12",Students with insufficient balances will top up their accounts on time.,Food was hot and delicious,Teacher on duty helped with line management,"Number of failed taps increased from 5 to 9, students with insufficient balances reminded to top up their accounts",Number of successful taps increased from 202 to 205 students with insufficient balances topped up their accounts,@Nicholas Tapper PCEA Ngemwa Secondary
,Ciiko Primary,2026-03-19,Rice and Greengrams,960,972,910,62,0,5,13,0,12,0,0,0,980,0,5,"19 Mar 2026, 12:30:57","19 Mar 2026, 13:35:11",We shall start exams of Monday so we expect a higher turnout.,Food was hot and delicious,Queue was managed by teacher on duty,Failed taps reduced from 17 to 13,Actual meals increased from 956 to 972 today.More turnout because we had bananas,@Ciiko Comprehensive school -SL- Samy Migwi
,Kawaida Comprehensive School,2026-03-19,White Rice and GG,1080,1091,1044,47,0,6,47,1,6,0,0,0,1090,0,6,"19 Mar 2026, 12:35:24","19 Mar 2026, 13:45:33",Expecting higher turnout since students will be sitting for there exam on Monday,Food was Hot and delicious,Well managed by the help of teachers on duty,Failed taps increased from 36 to 44 due to late payment,Actual meals increased from 1073 to 1091 due to early payment,@JULIA-SL KAWAIDA COMPREHENSIVE
,PCEA Karia Comprehensive School,2026-03-19,White rice and Green grams,400,400,354,46,3,3,11,0,0,0,0,0,440,5,3,"19 Mar 2026, 12:33:13","19 Mar 2026, 13:30:28",We expect a higher projection since we expect kids who were out for a school trip will feed with us tomorrow,Food was delicious,Queue was well managed by the teacher on duty,Failed taps increased from 10 to 11 due to late payments,Successful taps decreased from 401 to 354 .some students we out for a school trip,@Mary SC PCEA Karia comprehensive
,Chief Wandie Primary School,2026-03-19,Rice and Greengrams,370,379,337,42,0,1,18,0,0,0,0,0,380,0,1,"19 Mar 2026, 12:40:00","19 Mar 2026, 13:40:00","Projecting 380, expecting a higher turnout next week due to the start of exams.",Food was hot and delicious,Line management was excellent,18 failed taps compared to yesterday’s 14 a slight increase due to insufficient balances,379 actual meals served compared to yesterday’s 392 a decrease because 15 kids went out for games,@Washeke-SC-Chief Wandie Pri
,Loreto Primary School,2026-03-19,White rice and green grams and bananas,410,426,382,44,0,3,14,1,1,0,0,0,420,0,3,"19 Mar 2026, 12:30:41","19 Mar 2026, 13:50:44",Due to ongoing exams more kids will be in school on Monday,Food was delicious,Queue was well managed,Decrease in failed taps from 18 to 14  due ongoing exams and parents topped up early,Increase in actual taps from 407 to 426 due to ongoing exams and availability of bananas topped up the numbers,@Fiona SC Loreto primary
,Kibubuti Primary School,2026-03-19,Rice and gg,540,516,464,52,0,3,27,1,1,6,7,0,530,0,3,"19 Mar 2026, 12:30:10","19 Mar 2026, 14:01:19",We expect insufficient accounts to be topped up and a good turnout on Monday,Food was hot and delicious,Queue was well managed,Failed taps increased from 16 to 27 parents failed to pay on time,Actual meals reduced from 542 to 516 we had low turnout,@Maureen mwaura SC kibubuti pry
,Kahunira Secondary School,2026-03-19,White Rice and green grams,125,158,158,0,0,2,4,0,3,0,0,0,160,0,2,"19 Mar 2026, 12:55:44","19 Mar 2026, 13:25:51","Expecting this number 160 , students have started their exam",Food was hot and delicious,Line was well managed by TOD,"Failed taps increased from 3 to 4, parents didn't top up","Meal served today increased from 147 to 158, students have resumed back to school",@Tapper kahunira secondary
,Gatatha Comprehensive School,2026-03-19,White rice and GG,150,164,145,19,0,2,10,0,0,0,0,0,150,0,2,"19 Mar 2026, 12:50:06","19 Mar 2026, 13:10:12",Expecting higher turn out,Food was hot and delicious,Well managed by the help of the teacher on duty,Increased from 8 to 10 due to late payment,Actual meals increased from 159 to 164 due to higher turn out,@Rahab Wangui Chege
,Kahunira Comprehensive School,2026-03-19,White Rice & Green Grams,730,630,580,50,0,4,18,0,0,18,18,0,700,0,4,"19 Mar 2026, 12:40:40","19 Mar 2026, 13:33:46",We are expecting high turn out on Monday because end of term exams will begin next week.,Food was hot & delicious,Queue management was well maintained by teacher on duty.,"Failed taps increased slightly from 17 to 18, respective parents didn't top up on time.","630 actual meals served today,a decrease from 734 meals served yesterday,this is because students were sent home for tuition arrears and most of them didn't come back.",@Mwangi Mary Kahunira Comprehensive
,Kamondo Secondary School,2026-03-19,White rice and green grams,65,80,80,0,0,2,3,0,0,0,0,0,130,0,2,"19 Mar 2026, 13:30:47","19 Mar 2026, 13:50:51",Expecting 130 students  as school  population  will  resume normal,Food was good,Queue management was excellent,A decrease from 4 to 3 accounts were topped up,Decrease from 125 to 80 as form 4 students did not feed with us as they had gone to jkuat to view setbooks,"@Esther, Tapper kamondo secondary school"
,Njenga Karume Comprehensive School,,,200,201,185,,0,3,5,0,6,0,0,,210,0,3,"19 Mar 2026, 12:40:21","19 Mar 2026, 13:30:27",Expecting afull house on monday.,No kids came back for second serving,Queue was well managed by techer on duty and I,Failed taps decreased from 8 to 5 as more parents continue to top up,Successful taps increased from 178 to 185 as kids continue to replace tags .,@Eliud Nderu Sc Njenga karume comprehensive
,St. Augustine Gatono Primary,,,185,150,131,,2,3,4,0,0,3,5,,170,2,3,"19 Mar 2026, 12:30:54","19 Mar 2026, 13:30:04",Expecting higher turn out on Monday,Food was delicious,Queue was well managed,Failed taps decreased from 7 to 4 as parents topped up on time,Successful taps decreased from 162 to 131 due to absenteeism of kids,@Anne Njoroge -SC St.​Augustine
,St. Joseph Gathanga Secondary School,,,55,45,45,,0,3,1,0,0,0,0,,55,0,3,"19 Mar 2026, 13:10:37","19 Mar 2026, 13:20:44",We expect a high turnout on Monday.,Food was hot and delicious,The Queue was well managed by the TOD,The number increased by 1 from yesterday's nill because of insufficient funds.,The number increased from 41 to 45 Because of sufficient funds.,@Oness Tapper St. Joseph high-school Gathanga
,Kanyore Primary School,2026-03-19,RICE & GREEN GRAMS,660,660,594,66,1,3,22,0,0,0,0,,660,3,3,"19 Mar 2026, 12:30:21","19 Mar 2026, 13:30:24",,Food was delicious.Kids enjoyed the bananas .,Line management was organized.,Number of failed taps increased from 15 to 22. Reminded kids to remind their parents to top up.,Number of successful taps decreased from 663 to 660. This can be attributed to increase in the number of failed taps.,"@Haron Muiruri,SL Kanyore Primary"
,Gatitu Primary,2026-03-19,RICE AND WESTERN.,370,370,333,37,1,35,5,0,1,00,0,,375,1,3,"19 Mar 2026, 12:20:21","19 Mar 2026, 13:35:29",,"Rice and GG was well cooked, students enjoyed.",Lines transitioned smoothly from grade to grade under ToD's coordinance.,"Failed taps were 9,today 5 being a decrease resulted by parents who remembered to make timely payments.",There was an increase in successful taps from 325 to 333 resulted by accounts having funds and learners availing to tap.,@Wambui ikonya SC Gatitu comprehensive (edited)
,Ndireti Primary School,2026-03-19,Rice &Gg,215,221,194,37,0,2,9,0,1,0,0,,220,0,2,"19 Mar 2026, 12:40:51","19 Mar 2026, 13:40:12",,Food was delicious,Queue management was okay,Failed taps were 9 an increase compared to 6 of yesterday.Parent failed to top up,Successful taps were 221 an increase compared to yesterdays 209.Bananas boosted the numbers,@SC Sharon _Ndireti primary
,William Ng'iru Secondary School,2026-03-19,White rice and greengrams,540,536,536,0,0,3,11,0,1,0,0,,540,0,3,"19 Mar 2026, 12:40:03","19 Mar 2026, 13:35:16",,Food was hot and delicious,Queue was smooth and orderly,"Failed taps decreased from 11 to 7, accounts are topped up",Successful taps decreased by 1 from 537 to 536,@Tapper Dennis -william Ng'iru Secondary
,Gikang'a Kageche Secondary School,2026-03-19,Bananas Rice and GreenGrams,320,313,313,0,0,2,10,0,1,0,0,,320,0,2,"19 Mar 2026, 13:10:21","19 Mar 2026, 14:30:25",,Food was delicious,Queue was well managed,Today's failed taps decreased from 12 to 10 .parent didn't top up on time,Today's successful taps decreased  from 315 to 313,@Pauline Gatimu
,Gathugu Secondary School,2026-03-19,Rice and GG,270,249,249,0,0,2,12,0,3,9,7,,265,00,2,"19 Mar 2026, 13:40:19","19 Mar 2026, 14:10:29",,Food was delicious,Queue management was good I managed,Number of failed taps 12,Successful taps descreased from 261 to 241 . Parents forgot to top up on time,@Tapper Gathugu secondary school
,Kambui Primary School,2026-03-19,White Rice and Green Grams and bananas,250,263,208,55,0,2,10,0,2,0,0,,265,0,2,"19 Mar 2026, 13:00:43","19 Mar 2026, 14:00:45",,The food was delicious,The line was well managed,We had 10 failed taps a higher number compared to yesterday's that were 7.,We had 208 successful taps a higher number compared to yesterday's that were 187. Most kids came for lunch.,@Kambui Primary and Junior School
,Miguta Secondary School,2026-03-19,White rice and GG,40,35,35,0,0,2,0,0,0,1,1,,40,0,2,"19 Mar 2026, 13:00:26","19 Mar 2026, 13:30:39",,The food was delicious,The queue well managed,There were no failed taps... parents topped up their accounts on time,There were 35 Successful taps an increase in 2... parents topped up their accounts on time and students came for lunch,"@Alex,Tapper Miguta Secondary"
,PCEA Matuguta Secondary School,2026-03-19,White Rice and Green grams,95,105,105,0,0,2,1,0,0,00,0,,110,00,2,"19 Mar 2026, 12:40:53","19 Mar 2026, 13:50:54",,Food was hot and delicious,Queues were orderly and well managed by me,Failed taps today reduced from 07 yesterday to  01 today most of the parents topped up on time,Successful taps today increased from 92 yesterday to 105,@Njeri -Matuguta secondary school
,Githioro Primary School,2026-03-19,Rice and GREENGRAMS,345,346,311,35,0,2,5,0,1,0,0,,345,0,2,"19 Mar 2026, 12:44:08","19 Mar 2026, 13:46:18",,"The food was delicious, kids enjoyed.","Line management was organised,  the TOD assisted well","Failed taps increased from yesterday’s 4 to 5 today, a parent forgot to top up their accounts on time.","Successful taps increased from yesterday’s 339 to 346 today, kids turned up well today.",@SC - Githioro Comprehensive School
,Kiambururu Secondary School,2026-03-19,Rice and green grams,170,172,172,0,0,3,1,0,0,0,0,,180,0,3,"19 Mar 2026, 13:10:41","19 Mar 2026, 13:40:45",,Food was delicious,Line was well managed by tr on duty,Today I had 1 failed tap,Successful tap were 172,@Salome-kiambururu secondary school
,Ngewa Primary School,2026-03-19,Rice and GG,290,275,249,26,0,2,18,0,0,4,5,,290,0,2,"19 Mar 2026, 12:00:48","19 Mar 2026, 13:30:50",,The food was delicious,Queue was transitioning well from class to class,We had 18 failed taps today which is an increase from 14 yesterday,We had 275 actual meals served today which is a decrease from 286 yesterday,@Ngewa primary school.
,Kihuririo Primary School,2026-03-19,Rice and GG,450,453,395,58,0,3,11,0,0,0,0,,460,0,3,"19 Mar 2026, 12:50:26","19 Mar 2026, 13:20:33",,The food was delicious,Queue was manageable,Failed taps increased from 4 to 11 many parents didn't pay,Successful taps increased from 440 to 453 many kids reported.,@kihuririo primary
,Kagema Primary School,2026-03-19,Rice and Green Grams,750,740,740,0,0,3,15,1,0,13,3,,740,0,3,"19 Mar 2026, 12:40:07","19 Mar 2026, 13:45:14",,Lunch was good and delicious,Queue management was smooth transitioning well from class to class,Failed taps reduced from 17 to 15 as more parents topped up today,Successful taps reduced from 756 to 740 as more kids were absent today,@SL PCEA Kagema Comprehensive school
,Kibichoi Primary School,2026-03-19,Rice and Gg,220,207,182,25,6,2,9,0,3,1,2,,220,6,2,"19 Mar 2026, 13:00:18","19 Mar 2026, 13:35:26",,The food was delicious,I managed the queue well,The number of failed taps remained at 9. Some parents didn't top up their accounts on time,The number of successful taps decreased from 198 to 182 as some students didn't feed with us because they brought food from home,@sc kibichoi primary school
,GATHAITHI PRIMARY,2026-03-19,Rice and Greengrams,420,432,385,47,0,3,16,0,0,00,0,,470,00,3,"19 Mar 2026, 12:45:58","19 Mar 2026, 13:40:04",,Food was savoury,Queue was well managed with the help of the school captain,Failed taps reduced from 22 to 16. Some parents topped up but some still failed,Actual meals served increased from 474 to 432. 45 Grade 7 kids did not feed with us today they had a cooking project.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,Kigumo Secondary School,2026-03-19,Rice and GG,120,109,109,0,0,2,3,0,0,0,0,,110,0,2,"19 Mar 2026, 13:00:31","19 Mar 2026, 13:20:47",,The food was sweet,Queue was smooth,Failed taps were 3,Successful taps decreased from 115 to 109 some of the students were sent home during break time,@daniel Kariuki
,Thuita Secondary School,2026-03-19,White rice and GG,40,43,43,0,0,2,2,0,0,0,0,,45,0,3,"19 Mar 2026, 13:10:30","19 Mar 2026, 13:30:37",,Food was delicious,Queue management was smooth,Yes there were 2 failed tap while today also there were 2 failed tap because parents forgot to top up,Yesterday there was 40taps while today there was an increase in number parents remembered to top up,@Thuita Secondary tapper
,Miguta Primary School,2026-03-19,Rice and Green Grams,240,240,227,13,0,2,4,0,0,0,0,,245,0,2,"19 Mar 2026, 12:50:26","19 Mar 2026, 13:30:30",,The food was veeryy delicious,I was able to manage the queue,"There were 4 failed taps, a decrease of 11 from the previous tapping. Parents topped up on time","There were 227 successful taps, an increase of 6 from the previous tapping. Our population was slightly higher and parents topped up on time",@SC Pauline - Miguta Primary School
,Mitahato Primary School,2026-03-19,Rice and GG,230,228,206,22,0,2,7,0,2,1,1,,230,0,2,"19 Mar 2026, 12:20:33","19 Mar 2026, 13:11:39",,Food was mouth watering,Queue management was hassle-free,The number of failed taps rose by 1 because parents forgot to top up on time,Number of successful taps decreased by 5 this being affected by kids forgetting tags at home,@SC George-Mitahato Comprehensive
,Gathangari Primary School,2026-03-19,Rice and GG,410,403,366,37,0,3,6,0,0,12,3,,410,0,3,"19 Mar 2026, 12:30:04","19 Mar 2026, 13:30:14",,Food was hot and delicious,The queue was smoothly managed,Failed taps increased from 0 to 6.Parents forgot to top up on time,Successful taps increased from 400 to 403.kids are still turning up well,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Ndireti Secondary School,2026-03-19,Rice and GG,45,39,39,0,0,2,2,0,0,3,3,,40,0,2,"19 Mar 2026, 12:30:39","19 Mar 2026, 12:55:42",,The food was delicious,The line was manageable,The number of failed taps increased with a difference of One this is because the students with failed taps claim their parents forgot to top up,The number of successful taps decreased with a difference of 6 this is because some students didn't attend school today,@Tracy Tapper Ndireti secondary school
,Miiri Secondary School,2026-03-19,White rice and GG,35,29,29,0,0,2,4,0,0,2,2,,35,2,2,"19 Mar 2026, 13:10:26","19 Mar 2026, 13:30:31",,The food was hot and yummy,Queue management was neat and organized with assistance of TOD,"Failed taps increased from 0 to 4, the parents didn't top up","Successful taps decreased from 31 to 29, less parents had topped up on time","@Esther,Tapper; Miiri Secondary School"
