Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Kibichoi Primary School,2026-01-26,Rice and beans,230,225,205,20,1,2,4,1,5,4,2,,230,1,,"26 Jan 2026, 13:00:45","26 Jan 2026, 13:30:53",,The food was delicious,I managed the queue well,The number of failed taps decreased from 6 to 4. Some parents didn't top up their accounts on time,The number of successful taps increased from 202 to 205.as most parents topped up their accounts on time,@sc kibichoi primary school
,Miiri Secondary School,2026-01-26,White rice and beans,35,34,34,0,0,2,2,0,0,0,0.65,,40,2,,"26 Jan 2026, 13:10:34","26 Jan 2026, 13:30:39",,The food was hot and yummy,Queue management was neat and organized with assistance of TOD,"There were 2 failed taps, the parents didn't top up","Successful taps were 34, the turnout was good being the first day of the week","@Esther,Tapper; Miiri Secondary School"
,Thuita Secondary School,2026-01-26,White rice and beans,45,40,40,0,0,2,0,1,0,3,3,,45,0,,"26 Jan 2026, 13:10:13","26 Jan 2026, 13:20:20",,Food was delicious,Queue management was smooth,On Friday only 1 tap failed while today there were no failed taps looking forward for an improvement,On Friday there were 35 taps while today there were 40 taps meaning there was an increase in number hopping to see all students the,@Thuita Secondary tapper
,Catholic Archdiocese Of Nairobi Gataka Primary & Junior Secondary,2026-01-26,Rice and Beans,300,287,259,28,0,2,4,0,5,3,4,,290,0,,"26 Jan 2026, 12:34:38","26 Jan 2026, 13:45:50",,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps dropped from 10 to 4, we reminded kids to request their parents to top up to further decrease this number.","The number of  actual meals served decreased from 296 to 287, as some kids carried food from home.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
,Kiambururu Comprehensive School,2026-01-26,White Rice and Beans,275,267,238,29,0,3,9,1,0,2,2.5,,280,0,,"26 Jan 2026, 12:30:51","26 Jan 2026, 13:20:04",,The food was delicious.The kids enjoyed,Line management was smooth and fast.The senior teacher assisted,Failed taps increased from 7 to 9.Parents failed to top up on time,Actual meals served decreased from 279 to 267.Student turnout is usually a little lower on Monday,@Kiambururu Comprehensive School
,Gathaithi Secondary School,2026-01-26,Rice and beans,100,92,92,0,0,2,4,0,1,2.4,2.8,,100,0,,"26 Jan 2026, 13:21:25","26 Jan 2026, 13:50:34",,Food was delicious,Queuing was good,We had 4 failed taps a drop from yesterday's 7 failed taps due to failure of topping up by parents,We had 92 successful taps a rise from yesterday's 74 due to more students attending school,@Joseph mburu nga'ang'a
,Githioro Primary School,2026-01-26,Rice and Beans,340,337,311,26,0,2,4,3,0,1,1,,340,0,,"26 Jan 2026, 12:35:30","26 Jan 2026, 13:35:36",,Food was appetising,Line management was organised assisted by tod,"Failed taps decreased from 7 to 4 today,  some parents forgot to top up their accounts on time.","Successful taps increased from 336 to 337, kids turned up well today",@GITHIORO COMPREHENSIVE
,Kambui Primary School,2026-01-26,White Rice and Beans,270,275,216,57,0,2,8,3,2,0,0,,275,0,,"26 Jan 2026, 12:50:10","26 Jan 2026, 14:00:47",,The food was delicious.,The line was well managed,We had 8 failed taps. Some parents did not top up their accounts.,We had 216 successful taps. Most kids came for lunch.,@Kambui Primary and Junior School
,Gitiha Secondary School,2026-01-26,White rice and beans stew,140,146,146,0,0,2,6,0,2,0,0,,145,0,,"26 Jan 2026, 12:45:30","26 Jan 2026, 13:17:35",,Food was tasty,Queue was smooth,Low number of failed taps,Suuccessful tap was just constant,@Kang'ethe Dennis
,Gathiruini Primary School,2026-01-26,Rice and Beans,240,236,211,25,0,2,6,0,1,6,1,,240,0,,"26 Jan 2026, 12:30:57","26 Jan 2026, 13:30:07",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 an increase from 2 this is because parents didn't top up their accounts on time,Actual meal served today were 236  a decrease from 251 this is because some students were absent today,@Catherine Wanjiru
