Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,"Ceb Riamute Nursery, Primary & Junior Secondary School",2026-01-27,Rice and western,330,316,284,32,0,3,14,0,3,5,6,,325,0,,"27 Jan 2026, 12:30:31","27 Jan 2026, 13:20:34",,The food was yummy and hot,The Tod helped manage the queue and it was running smoothly,We had  14 failtaps a higher number than previous day which was  13 since their accounts had insufficient funds,We had 316 successful taps a lower number than previous day which was 323 ..since we had many failtaps hence low successful taps,@sc willy- Ceb Riamute primary school
,Kigumo Primary,2026-01-27,White Rice and Western,180,181,163,18,0,2,18,0,0,0,0,,185,0,,"27 Jan 2026, 12:40:45","27 Jan 2026, 13:14:50",,Food was delicious,Line management was orderly assisted by the teacher on duty,We had 18 failed taps compared to yesterday where we had 19.This decrease was led by parents topping up their accounts,We had 181 actual meals served compared to yesterday where we had 173.This increase was led by kids reporting to school in good number,@S C PCEA Kigumo Comprehensive School
,Catholic Archdiocese Of Nairobi Gataka Primary & Junior Secondary,2026-01-27,Rice and Western,250,257,242,15,0,2,8,0,4,0,0,,270,0,,"27 Jan 2026, 12:36:31","27 Jan 2026, 13:40:40",,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 4 to 8, some accounts had insufficient balances.","The number of actual meals dropped from 287 to 257, kids were sent home for school fees",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
,Gitiha Secondary School,2026-01-27,White rice and western stew,145,148,148,0,0,2,6,0,1,0,0,,145,0,,"27 Jan 2026, 12:43:34","27 Jan 2026, 13:10:44",,Food was delicious,Queue was managable,Constant number of failed taps,Successful taps had increassed,@Kang'ethe Dennis
,Gatitu Primary,2026-01-27,"RICE AND WESTERN, &  BANANAS",380,371,332,39,0,3,13,0,3,1,1,,380,1,,"27 Jan 2026, 12:15:04","27 Jan 2026, 13:40:12",,Students enjoyed bananas..food also tasted really great!!,"In presence of ToD, students made neat queues which transitioned from class to class.",An increase from 5 to 13 ..some parents were unreachable upon placing calls.,A difference of 2 being a decrease from 373 to 371 resulted by accounts having low funds.,@Wambui ikonya SC Gatitu comprehensive
,Mukuyu Secondary School,2026-01-27,Rice and western,330,319,319,0,0,3,18,0,4,12,4,,340,0,,"27 Jan 2026, 12:40:45","27 Jan 2026, 13:10:54",,Food was hot and delicious,Queue was well managed,Failed taps increases from 14 to 18 some parents didn't top up,Successful taps increases from 318 to 319.we had grade 10 students who was admitted,@Mukuyu Secondary School
,PCEA Matuguta Secondary School,2026-01-27,White Rice and Western Ndengu,130,124,124,0,0,2,6,0,7,00,0,,125,00,,"27 Jan 2026, 13:30:07","27 Jan 2026, 13:45:18",,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,Failed taps today were 06 higher than yesterday's 03 most of the parents didn't top up on time,Successful taps today were 124 Lower than the projected meals that were 130 &also lower than yesterday's 126,@Njeri -Matuguta secondary school
,Githiga Primary,2026-01-27,Whiterice and Western,405,407,370,37,0,3,25,1,3,00,0,,410,0,,"27 Jan 2026, 12:42:03","27 Jan 2026, 13:42:07",,Food was sweet and delicious,Line Management was smooth,Failed taps decreased by 1 from 26.,Actual meals increased from 391 to 407.turn out increased,@Nicholas-SC - Githiga Comprehensive
,PCEA Matuguta Primary & Junior Secondary School,2026-01-27,Rice and western,450,469,424,45,2,3,22,1,2,0,0,,470,3,,"27 Jan 2026, 12:35:54","27 Jan 2026, 13:40:06",,Food was delicious,Queue was well managed,Failed taps were 22 an increase of 1 tap from yesterday's 21 failed taps . Respective parents had not topped up.,Actual meals were 469 an increase of 28 taps from yesterday's 441 actual meals. Absent students reported to school today and more parents topped up,@Matuguta primary
,Gathiruini Primary School,2026-01-27,Rice and western,240,246,220,26,0,2,5,0,0,0,0,,250,0,,"27 Jan 2026, 12:30:50","27 Jan 2026, 13:30:05",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 a decrease from 5 this is because parents topped up their accounts on time,Actual meals served were 246 an increase from 236 this because most students were present,@Catherine Wanjiru
