Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Chief Wandie Primary School,2026-01-07,Masala rice and Western,280,233,210,23,0,1,17,6,14,8,10,0,280,0,1,"7 Jan 2026, 12:40:00","7 Jan 2026, 14:50:00",Projecting 280 kids with the expectation that accounts for those with insufficient funds will be topped up and that students who have not yet,Food was hot and delicious,Line management was excellent,17 failed taps compared to yesterday’s 10 due to insufficient balances,233 actual meals served compared to yesterday’s 227 slight increase because some students reported back to school today,@Washeke-SC-Chief Wandie Pri
,Loreto Primary School,2026-01-07,Masala Rice and western ndegu,340,340,303,37,0,3,23,7,9,0,0,0,340,0,3,"7 Jan 2026, 12:40:19","7 Jan 2026, 14:55:27",We might have a slightly decrease due tomorrow we shall have no manual deductions,Food was delicious,Queue was well managed,Decrease in failed taps from 24 to 23 some parents topped up,Increase in actual taps from 300 to 340  due increase of kids coming to school.,@SC Loreto primary
,Kahunira Secondary School,2026-01-07,Pilau rice & western ndengu,150,98,98,0,0,3,15,0,0,7,5,0,120,0,3,"7 Jan 2026, 13:10:44","7 Jan 2026, 13:50:35",Expecting students will continue,Food was tasty,Queue was well managed by TOD,"Failed taps increased from 3 to 19, respective parents didn't top up","Actual meals served today decreased from 103 to 98,some students didn't turn up for tapping.",@ANTHONY
,Kiababu Primary School,2026-01-07,Masala rice and western,250,250,224,26,0,2,9,4,4,0,0,0,260,0,2,"7 Jan 2026, 12:40:47","7 Jan 2026, 13:20:53",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 13 to 9 as most parents managed to pay on Time,Successful taps increased from 230 to 250 as most parents managed to pay on Time,@kiaibabu primary school
,Karuri Comprehensive School,2026-01-07,Masala Rice and Western Ndengu,550,543,453,90,0,4,38,23,12,0,0,0,550,0,4,"7 Jan 2026, 12:20:26","7 Jan 2026, 14:00:31",Expecting a higher turnout as kids resume back to school,Food was delicious,Queue was well managed,Failed taps increased from 26 to 38 due to insufficient accounts,Successful taps increased from 380 to 453 because most of the kids turned out for tapping today,@Francis
,Ciiko Primary,2026-01-07,Masala rice and western,700,646,608,38,0,5,17,58,32,10,15,0,740,0,5,"7 Jan 2026, 13:00:04","7 Jan 2026, 14:00:57",Tomorrow we expected about 100 news comer will be admitted to school tomorrow also we expected the turnout To increase,The food was hot and delicious,The queue was managed by teacher on duty,Failed taps  increased from 8 to 17,Increased from 433 to 646,@Ciiko Comprehensive school -SL- Samy Migwi
,Kibathi Comprehensive School,,,608,604,540,,0,5,46,31,32,0,0,,620,0,5,"7 Jan 2026, 12:20:14","7 Jan 2026, 13:20:25",We expect more students,The food was delicious and they enjoyed,The queue was well managed by the help of the teacher on duty,Failed taps increased from 29 to 46 because some parents didn't top up,Successful taps increased from 461 to 540 most students came to tap in time,@Jackline Otieno
,Mungai Chengecha Primary School,2026-01-07,Masala rice and western,450,422,360,62,0,3,51,15,4,1,2,0,450,0,3,"7 Jan 2026, 12:45:00","7 Jan 2026, 14:31:05",Expecting a higher turn up tomorrow,Food was delicious,Queue was managed by the teacher on duty,Increase in failed taps from 30 to 51 alot of kids had insufficient balances,"Increase in successful taps from 346 to 360 , number of kids attendance increased",@sc mungai c pry
,Kahunira Comprehensive School,2026-01-07,Pilau Rice & Western Ndengu,600,611,558,53,0,4,31,18,20,,0,0,660,0,4,"7 Jan 2026, 12:40:48","7 Jan 2026, 13:45:57",We are expecting a slight increase tomorrow as students continue,Food was delicious and at good temperatures.,Queue management was well executed by TOD,"Failed taps increased from 19 to 31, respective parents didn't top up.","Actual meals served today increased from513 to 611,as students continue reopening and registration of new students.",@Mwangi Mary Kahunira Comprehensive
,Muchatha Secondary School,2026-01-07,Pilau rice and Western,150,42,37,0,0,3,5,0,0,14,11,0,100,0,3,"7 Jan 2026, 13:10:53","7 Jan 2026, 13:50:22",Expecting a better turnout than today,Food was hot and delicious,Queue was well managed by the teacher on duty,The failed taps reduced from 11 to 5,Successful taps reduced from 91 to 37 as most of the students were sent home for fee balances,@Edna-tapper Muchatha Secondary
,Riara Primary School,2026-01-07,Rice and western Ndengu,160,142,134,8,0,2,14,3,1,1,2,0,160,0,2,"7 Jan 2026, 12:40:42","7 Jan 2026, 13:20:56",We expect a good turn out,Food was delicious and well cooked,Easy queue management,Failed taps have reduced from 17 to 14 some parents are still not topping up,Successful taps have increased from 127 to 142  turn out increased,@Jeniffer -(SC) Riara primary school
,Gathanji Comprehensive School,2026-01-07,Rice and western,200,211,194,17,0,3,28,0,0,0,0,0,250,0,3,"7 Jan 2026, 12:50:49","7 Jan 2026, 13:55:58",We have projected 250 expecting parents to make payments on time and those,The food was delicious and nutritious,Line was well managed,Failed taps were 28 an increase from 16. Parents didn't top up on time,Successful taps have increased from 174 to 194. Parents did top up and students are still reporting back to school.,@SC Kepha Wangengi_Gathanji Comprehensive school
