Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Gathaithi Secondary School,2026-03-04,Rice and beans,100,90,90,0,0,2,7,0,0,0,0,,105,0,2,"4 Mar 2026, 13:12:16","4 Mar 2026, 13:40:32",,Food was delicious,Queuing was good,We had 7 failed taps same as yesterday due to similar numbers of top ups by parents,We had 90 successful taps a rise from yesterday's 74 successful taps due to excellent students attendance in school,@Joseph mburu nga'ang'a
,Thuita Secondary School,2026-03-04,Tumeric rice and beans,40,40,40,0,0,2,0,0,0,0,0,,45,0,2,"4 Mar 2026, 13:10:10","4 Mar 2026, 13:19:19",,Food was delicious,Queue management was smooth,Today there was no failed tap there was an improvement,Yesterday there was 35 successful taps while today there was 40 successful taps Soo there was an improvement,@Thuita Secondary tapper
,"Ceb Riamute Nursery, Primary & Junior Secondary School",2026-03-04,Tumeric rice and beans,340,322,289,33,0,3,26,0,1,7,10,,330,0,3,"4 Mar 2026, 12:30:24","4 Mar 2026, 13:20:26",,The food was yummy and hot,With the help of Tod  the queue was running smoothly,We had 26 failtaps a higher number than previous day which was  12  since their parents didn't top up their accounts,We had 322 successful taps a lower number than previous day which was 339 since many accounts had insufficient funds,@sc willy- Ceb Riamute primary school
,Nyaga Secondary School,2026-03-04,Turmeric rice and beans,360,350,350,0,0,3,20,0,2,3,3,,360,0,3,"4 Mar 2026, 12:50:05","4 Mar 2026, 13:20:12",,Lunch was hot and delicious,I managed the line well,"Had an increase from 14 to today's 20,,,6 meals cards had no funds.","Had a drop from 352 to today's 350,,, students turn up was low today.",@Hellen Tapper P.C.E.A Nyaga Senior School
,Kanjai Primary,2026-03-04,Tumeric Rice and Beans,425,425,371,54,0,3,12,0,3,0,0,,430,0,3,"4 Mar 2026, 12:40:28","4 Mar 2026, 13:30:33",,The food was delicious and enough the kids enjoyed it.,The queue was well managed.,The number was constant because the accounts were not topped up on time.,"There was an increase in number from 419 to 425, most kids showed up for lunch today and most accounts were topped up.",@Immaculate-SC Kanjai Primary
,Mathanja Priamry School,2026-03-04,Rice and beans,210,209,187,22,0,2,1,0,0,10,0,,210,0,2,"4 Mar 2026, 12:25:58","4 Mar 2026, 13:20:02",,Food was delicious,I managed the queue without any assistance,Today we had only 1 failed tap.parents topped up their accounts on time.,Today we had 209 actual meals served an increase compared to yesterday 199. More kids were present today.,@mathanja primary school
,Mukuyu Secondary School,2026-03-04,Rice and Beans,330,301,301,0,0,3,12,0,2,20,11,,340,0,3,"4 Mar 2026, 13:00:43","4 Mar 2026, 13:30:53",,Food was hot and delicious,Queue was well managed,Failed taps decreases from 13 to 12 some parents didn't top up on time,Successful taps decreases from 317 to 301 some students were sent home to get their primary certificate,@Mukuyu Secondary School
,Gatitu Primary,2026-03-04,TUMERIC RICE AND BEANS.,380,382,343,39,1,3,7,0,1,00,0,,385,1,3,"4 Mar 2026, 12:25:16","4 Mar 2026, 13:30:22",,Food was delicious .,"Under ToD's cordinance, students were organized.",Failed taos have decrease by 5 from 11 to 7 due to parents who picked the call regarding top up.,Successful taps increased by 2 from 341 to 343 resulted by parents making timely payments.,@Wambui ikonya SC Gatitu comprehensive
,Ndireti Secondary School,2026-03-04,Rice and beans,45,39,39,0,0,2,1,0,0,2,3,,40,0,2,"4 Mar 2026, 12:30:10","4 Mar 2026, 12:55:15",,The food was delicious,The line was manageable,The number of failed taps decreased with a difference of 3 this is because the students who had failed taps previous day didn't show up for feeding,The number of successful taps decreased with a difference of 2 this is because the students claim that they didn't want to feed on beans,@Tracy Tapper Ndireti secondary school
,Miguta Primary School,2026-03-04,Tumeric rice and beans,255,250,229,21,0,2,5,0,1,0,0,,255,,2,"4 Mar 2026, 12:50:57","4 Mar 2026, 13:40:03",,The food was delicious,Queue management was smooth,"There were 5 failed taps, a decrease of 4 from the previous tapping. Parents topped up on time","There were 229 successful taps, a decrease of 4 from the previous tapping. Our population was slightly lower because of the heavy rain",@SC Pauline - Miguta Primary School
