Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Kibathi Comprehensive School,,,625,681,615,,0,5,47,11,21,,0,,650,0,5,"8 Jan 2026, 12:10:27","8 Jan 2026, 13:40:41",We might expect more students,Food was hot and delicious,Queue was well managed by the help of tapper,number of failed taps has increased from 46 to 47,*Number of successful taps increased,@Jackline Otieno
,Loreto Primary School,2026-01-08,Rice and Beans,340,337,300,37,0,3,21,2,5,0.9,0.75,0,340,0,3,"8 Jan 2026, 12:30:53","8 Jan 2026, 13:30:01",Hopefully more kids will come,Food was delicious,Queue was well managed,Decrease in failed taps from 23 to 21 some parents topped up,Decrease in actual taps from 340 to 337 due today was a no manual deduction day thus reduce in numbers plus most kids are not yet back in school.,@SC Loreto primary
,Ciiko Primary,2026-01-08,White Rice and Beans,730,796,748,48,0,5,17,84,8,0,0,0,840,0,5,"8 Jan 2026, 12:40:13","8 Jan 2026, 14:15:21",We don't expect  more turned tomorrow but not that great. All new comers were expected today,Food was hot and delicious,Queue was managed by teacher on duty,Failed taps remained same as yesterday 17.,Successful taps increased from 608 to 748,@Ciiko Comprehensive school -SL- Samy Migwi
,Kahunira Secondary School,2026-01-08,White rice&beans,125,126,126,0,0,3,1,0,0,0,0,0,140,0,3,"8 Jan 2026, 12:55:38","8 Jan 2026, 13:30:05",Expecting students will resume back to school,Food was tasty,Queue was well managed by TOD,"Failed taps decreased from 15 to 1, majority of parents topped up their accounts","Actual meals served today increased from 98 to 126, students are resuming back to school",@Tapper kahunira secondary
,Kibubuti Primary School,2026-01-08,Rice & Beans,450,457,418,39,0,3,8,8,13,0,0,0,470,0,3,"8 Jan 2026, 12:50:56","8 Jan 2026, 14:00:02",We expect a better turnout tomorrow,Food was delicious,Line management was okay,Failed taps reduce from 18 to 8 some parents topped up on time,Successful taps increased from 348 to 418 had a good turnout,@Maureen mwaura SC kibubuti pry
,Kahunira Comprehensive School,2026-01-08,White Rice & Beans,645,666,607,59,0,4,24,8,13,0,0,0,700,0,4,"8 Jan 2026, 12:40:09","8 Jan 2026, 13:35:09",We are expecting a high turn out tomorrow,Food was hot and delicious,Queue management was well executed by teacher on duty.,"Failed taps decreased from 31 to 24, parents made timely payment.","Actual meals served today increased from 611 to 666, students are still reporting back to school.",@Mwangi Mary Kahunira Comprehensive
,Muchatha Secondary School,2026-01-08,White Rice and Beans,100,62,62,0,0,3,4,0,0,0,0,0,120,0,3,"8 Jan 2026, 13:00:55","8 Jan 2026, 13:40:05",Expecting a better turnout tomorrow,Food was hot and delicious,Queue was well managed,Failed taps have reduced from 5 to 4.,Successful taps have increased from 37 to 62 as parents are topping up,@Edna-tapper Muchatha Secondary
,Gathanji Comprehensive School,2026-01-08,Rice and Beans,235,263,244,19,0,3,12,0,3,00,0,0,265,0,3,"8 Jan 2026, 12:33:30","8 Jan 2026, 13:46:43",We have projected 265 students expecting parents to top up their students account on time.,Food was delicious and nutritious,Line was well managed,Failed taps were 12 a decrease from 28. Parents did top up their students account o time.,Successful taps were 244 an increase from 194 . Students did report to school and parents did top up their students account on time.,@SC Kepha Wangengi_Gathanji Comprehensive school
,Karuri Secondary School,2026-01-08,White rice and beans,470,465,465,0,0,6,12,0,6,0,0,0,600,0,6,"8 Jan 2026, 13:10:48","8 Jan 2026, 13:55:53",We envision a higher number,The food was hot and delicious,The queues were well managed,Flailed taps decreased,Successful taps increased,@grace tapper karuri secondary
,Raini Comprehensive School,2026-01-08,White Rice and beans,303,301,269,32,0,3,9,2,3,0,0,0,310,0,3,"8 Jan 2026, 12:41:41","8 Jan 2026, 13:42:53",Expecting a higher turn out tomorrow,Food was delicious,Queue was well managed,Failed taps  have increased from 0 to 9 because parents didn't topped up,Successful taps have increased from 260 to 301 because students turned out well,@Ann
,Kawaida Comprehensive School,2026-01-08,White Rice and Beans,980,1001,961,40,0,6,28,16,39,0,0,0,1000,0,6,"8 Jan 2026, 12:30:11","8 Jan 2026, 13:25:19",Expecting higher turnout since kids are still,Food was Hot and delicious,Well managed by the help of teachers on duty,Failed taps decreased from 30 to 28 due to early payment,Successful taps increased from 912 to 961 due higher turnout,@JULIA-SL KAWAIDA COMPREHENSIVE
,Kamondo Primary and Junior School,2026-01-08,White rice and beans,240,265,238,27,0,3,1,1,2,00,0,0,300,0,3,"8 Jan 2026, 12:40:13","8 Jan 2026, 13:30:23",We expect  high turn up as grade 7 kids will be,The food was well cooked,The queue was well managed  by the school coordinator,01 failed taps a great decrease  from 7 as more parents  had topped up accounts  on time,265 actual taps a rise from 211 as turn up was high as grade 4 kids reported  back to school today,@SCwangengi -Kamondo primary school
,Riara Secondary School,2026-01-08,WHITE RISE & BEANS,75,58,58,0,0,2,7,0,5,1,1,0,75,0,2,"8 Jan 2026, 12:45:00","8 Jan 2026, 13:30:00",We expect a higher turnout tomorrow,Food was delicious,Easy queue management,Successful taps increased to 58 from yesterdays 47,Failed taps increased to 7 from yesterdays 3,@Tapper Riara Sec
,Githunguri Technical & Secondary School,2026-01-08,Rice and beans,140,108,108,0,0,2,2,0,2,10,11,0,130,0,2,"8 Jan 2026, 13:30:53","8 Jan 2026, 13:52:56",We might have a slight decrease due tomorrow we shall have no manual dedications,Food was hot and delicious,Line management was excellent,No comparison since it was the same number as yesterday,A difference of one pupil who missed school,@Mercy Njeri Nyambura
,Karuri Comprehensive School,2026-01-08,Rice and Beans,550,576,487,89,0,4,26,1,3,0,0,0,550,0,4,"8 Jan 2026, 12:20:07","8 Jan 2026, 13:50:13",Tomorrow we will no be doing manual deduction to reduce the number of manuals,Food was delicious,Queue was well managed,Failed taps decreased from 38 to 26 due to insufficient accounts,Successful taps increased from 453 to 487 because most of the kids turned up for tapping today,@Francis
,Kiambaa Comprehensive School,2026-01-08,White rice and beans,200,199,185,14,0,3,37,0,0,0,0,0,220,0,3,"8 Jan 2026, 12:55:43","8 Jan 2026, 13:45:50",Expecting a higher turnout as student continue to resume back to school,Food was hot and delicious,Queue was well managed by the help of the teacher on duty,Failed taps increased from35to 35 due to delay In top up,Successful taps increased from 174 to199 due to high turn out,@Tabitha wairimu
,Chief Wandie Primary School,2026-01-08,Rice and Beans,280,275,250,25,0,1,7,4,6,1,1,0,280,0,1,"8 Jan 2026, 12:40:00","8 Jan 2026, 14:00:00",Projecting 280 hoping kids with insufficient funds will have their accounts topped up,Food was hot and delicious,Line management was excellent,7 failed taps compared to yesterday’s 20 some parents topped up their kids account on time,275 actual meals served compared to yesterday’s 233 today’s turnout was great,@Washeke-SC-Chief Wandie Pri
,Muchatha Comprehensive School,,,700,728,636,,0,6,40,7,13,0,0,,700,0,6,"8 Jan 2026, 12:40:29","8 Jan 2026, 13:40:37",We are expecting a constant turn up as students continue to resume back to school.,The lunch was hot and delicious,The teacher on duty helped in line management,Failed tap reduced from 47 to 40 as parents paid on time,Successful tap increased from 639 to 728 as parents paid on time.,@Sl Muchatha Comprehensive primary
,Waguthu Comprehensive School,2026-01-08,White Rice & Beans,550,493,437,56,0,3,16,16,14,0,0,0,600,0,3,"8 Jan 2026, 12:40:46","8 Jan 2026, 13:40:47",We anticipate that the numbers will go higher as students resume.,Tapping went on smoothly,Queues were well managed by T.O.D,"Failed taps decreased from 23 to 16,as parents continue making payments.","Successful taps increased from 386 to 437 ,due to continued turnout and registrations.",@KELVIN GATIBA SL WAGUTHU COMPREHENSIVE
,Kiairia Comprehensive School,2026-01-08,White Rice and beans,180,181,166,15,3,2,2,3,2,0,0,0,185,3,2,"8 Jan 2026, 12:55:50","8 Jan 2026, 13:20:01",We hope for a higher turnout and all accounts to be updated.,The food was palatable,Queue was well organized,Failed taps decreased from 3 to 2. More accounts were updated.,Actual meals increased from 177 to 181,@SC Lilian - Kiairia comprehensive
