Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Kihuririo Primary School,2026-02-16,Rice and  beans,480,472,411,61,0,3,10,0,3,2,3,,480,0,,"16 Feb 2026, 12:50:47","16 Feb 2026, 13:32:52",,The lunch was delicious,Line was manageable,Failed taps decreased from 12 to 10 some  parents paid,Successful taps increased from 420 to 472 ecde kids fed with us today.,@kihuririo primary
,Kiambururu Comprehensive School,2026-02-16,White Rice and Beans,275,286,256,30,0,3,4,0,1,0,0,,290,0,,"16 Feb 2026, 12:20:26","16 Feb 2026, 13:25:31",,The food was delicious.The kids enjoyed,Line management was smooth and fast,The number of failed taps increased from 6 to 7.This is because parents failed to top up on time,The number of actual meals served increased from 255 to 286.This is bacause the number of student turnout was high,@Kiambururu Comprehensive School
,Kiambururu Secondary School,2026-02-16,Rice and Beans,210,206,206,0,0,3,7,0,0,0,1,,210,0,,"16 Feb 2026, 13:15:15","16 Feb 2026, 13:40:22",,The meal was delicious nourishing the bodies.,Line management was smooth,"Failed taps increase from 3 to 7,most of the parents forgot to top up on time.","Successful taps was 206 an increase from previous which was 197, more students came for lunch.",@Salome-kiambururu secondary school
,PCEA Matuguta Secondary School,2026-02-16,White Rice and Beans,125,122,122,0,0,2,6,0,0,00,0,,125,00,,"16 Feb 2026, 13:30:35","16 Feb 2026, 13:45:41",,Food was hot and delicious,Queues were orderly and well managed by me,"Failed taps today increased from 03 to 06,most of the parents didn't top up on time and after calling",Successful taps  increased from 118 on Friday to 122 today,@Njeri -Matuguta secondary school
,Gatitu Primary,2026-02-16,WHITE RICE AND BEANS.,370,376,338,38,0,3,6,1,1,00,0,,375,00,,"16 Feb 2026, 12:20:19","16 Feb 2026, 13:30:27",,Food today was well cooked and served whilst still hot..,Queues transitioned with ease from grade to grade .,Failed taps decreased from 11 to 6 because parents remembered to top accounts during the weekend.,Successful taps increased gradually by 53 from 285 to 338 due to ECDE students who were absent on Friday being present today.,@Wambui ikonya SC Gatitu comprehensive
,Mitahato Primary School,2026-02-16,Rice and beans,230,215,190,25,0,2,4,0,0,14,5,,220,0,,"16 Feb 2026, 12:20:53","16 Feb 2026, 13:20:58",,Food was delicious,Queue management was hassle-free,Failed taps decreased from 5 to 4 parents are improving in topping up,Successful taps increased from 211 to 215 this being affected by students forgetting the tags at home,@SC George-Mitahato Comprehensive
,Thuita Secondary School,2026-02-16,White rice and beans,45,38,38,0,0,2,2,0,0,2,2,,45,0,,"16 Feb 2026, 13:10:56","16 Feb 2026, 13:20:03",,Food was hot and delicious,Queue management was smooth,Friday there was 4 failed taps while today there were 2 failed tap Soo there was an improvement,On Friday there were 30 taps while today there was 38 taps Soo there was an increase in number,@Thuita Secondary tapper
,Kanyore Primary School,2026-02-16,RICE & BEANS,640,574,545,29,2,3,21,3,5,10,15,,610,4,,"16 Feb 2026, 12:30:20","16 Feb 2026, 14:00:28",,Food was delicious,Line management was organized,Number of failed taps increased from 13 to 21. Reminded kids to remind their parents to top up.,Number of successful taps decreased from 592 to 574 as some 180 students were sent home for exam fees. Some came back but most didn't.,"@Haron Muiruri,SL Kanyore Primary"
,Githioro Primary School,2026-02-16,Rice and Beans,345,337,313,24,0,2,5,2,1,2,3,,340,0,,"16 Feb 2026, 12:40:18","16 Feb 2026, 13:42:24",,The food was appetising,Line management was organised assisted by tod,"Failed taps reduced from fridays 6 to 5 today, some parents forgot to top up their accounts on time","Successful taps increased from friday 324 to 337 today, most kids were free today",@GITHIORO COMPREHENSIVE
,Nyaga Primary School,2026-02-16,Rice and Beans,500,473,409,64,0,3,25,3,3,6,7,,500,0,,"16 Feb 2026, 12:40:33","16 Feb 2026, 13:30:39",,The food was delicious,The line was well managed,The number of failed taps increased from 20 to 25.Some accounts had not been topped up,The number of actual meals served increased from 432 to 473.Ecde kids fed today,@SL Nyaga Primary and Junior School-Gladys
,Gikang'a Kageche Secondary School,2026-02-16,Rice and Beans,310,302,302,0,0,3,6,0,8,2,3,,310,0,,"16 Feb 2026, 13:15:10","16 Feb 2026, 13:50:13",,Food was delicious and hot,Queue was well managed by TOD,Today's failed taps was 6 a decrease by 1 from the previous day which was 7,Today's successful taps was 302 an increase from previous day which was 292.Turn out was good,@Pauline Gatimu
,GATHAITHI PRIMARY,2026-02-16,Rice and Beans,470,483,428,55,0,3,14,1,1,00,0,,485,00,,"16 Feb 2026, 12:50:47","16 Feb 2026, 13:40:52",,Food was delicious,Line was well managed by the school captain and one teacher,Failed taps reduced from 26 to 14. Parents topped up accounts over the weekend but some still failed.,Successful taps increased from 452 to 483. Parents topped up accounts,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,Miiri Secondary School,2026-02-16,White rice and beans,40,33,33,0,2,2,2,0,0,2,2,,40,3,,"16 Feb 2026, 13:10:31","16 Feb 2026, 13:30:36",,The food was hot and yummy,Queue management was neat and organized with assistance of TOD,"There were 2 failed taps,the parents didn't top up","Being on Monday successful taps were 33, the turnout was good","@Esther,Tapper; Miiri Secondary School"
,Gathaithi Secondary School,2026-02-16,Rice and beans,125,121,121,0,0,2,5,1,0,1.2,1.8,,122,0,,"16 Feb 2026, 13:15:28","16 Feb 2026, 13:45:39",,Food was delicious,Queuing was good,We had 5 failed taps a drop from yesterday's 7 due to earlier topping up by parents,We had 121 successful taps same amount as yesterday due excellent topping up by parents,@Joseph mburu nga'ang'a
,Miguta Primary School,2026-02-16,Rice and Beans,40,33,33,0,0,2,0,0,1,2,1,,40,0,,"16 Feb 2026, 13:10:44","16 Feb 2026, 13:40:54",,The food was delicious,The queue well managed,There were no failed y.. accounts cards tapped were topped up on time,"There were 33 successful taps, a decrease in 5 due to absenteeism","@Alex,Tapper Miguta Secondary"
,Ndireti Secondary School,2026-02-16,Rice and beans,40,39,39,0,0,2,2,0,0,0.5,0.5,,40,0,,"16 Feb 2026, 12:30:01","16 Feb 2026, 12:55:05",,The food was delicious,The line was manageable,The number of failed taps increased with a difference of One this is because the parent forgot to top up their students account,The number of successful taps increased with a difference of 27 this is because the turnout was good,@Tracy Tapper Ndireti secondary school
,Mukuyu Secondary School,2026-02-16,Rice and Beans,350,296,296,0,0,3,12,0,1,26,20,,340,0,,"16 Feb 2026, 12:40:43","16 Feb 2026, 13:20:48",,Food was hot and delicious,Queue was well managed,Failed taps increases from 7 to 12 some parents didn't top up on time,Successful taps decreases from 312 to 296 some students were sent home to correct their birth certificate,@Mukuyu Secondary School
,Ihiga Primary,2026-02-16,Rice and Beans,160,164,152,12,0,2,1,0,0,0,0,,170,0,,"16 Feb 2026, 12:40:45","16 Feb 2026, 13:15:49",,Food was Enough,Queues were manageable with assistance from teacher on duty.,Failed taps was 1 a decrease from previous which was 4.Parents topped up their accounts on time.,Successful taps was 164 an increase of 4 from previous which was 160.,@Naomi SC-Ihiga Comprehensive
,Kigumo Secondary School,2026-02-16,Rice and beans,125,126,126,0,0,2,1,0,0,0,0,,125,0,,"16 Feb 2026, 13:00:28","16 Feb 2026, 13:15:34",,The food was hot and sweet,Queue was smooth,Failed taps decreased from 4 to 1 parents paid on time,Successful taps increased from 125 to 126,@daniel Kariuki
,William Ng'iru Secondary School,2026-02-16,White rice and beans,563,520,520,0,0,4,17,0,0,2,5,,555,0,,"16 Feb 2026, 12:40:33","16 Feb 2026, 13:20:45",,Food was hot and delicious,Queue was managable,"Failed taps increased from 7 to 17, most students accounts  are not topped up","Successful taps decreased from 522 to 520, students accounts are not topped up on time",@Tapper Dennis -william Ng'iru Secondary
,Gathangari Primary School,2026-02-16,Rice and beans,430,417,378,39,0,3,9,0,2,13,4,,425,0,,"16 Feb 2026, 12:40:38","16 Feb 2026, 13:40:53",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps increased slightly from 8 to 9.Have urged kids to remind them to top up,Successful taps increased from 392 to 417..Nursery kids reported to school  and parents had topped up on time,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Gathugu Secondary School,2026-02-16,Rice and beans,280,267,267,0,0,3,6,0,0,6,4,,275,00,,"16 Feb 2026, 12:40:09","16 Feb 2026, 13:10:15",,Food was delicious and hot,Queue management was good,Number of failed taps increase to 6.Parents forgot to top up on time.,Successful taps descreased from 274 to 267 because form 3 students were sent home,@Tapper Gathugu secondary school
,Ikinu Primary,2026-02-16,White Rice and Beans,890,862,771,90,0,5,31,1,3,0,0,,890,0,,"16 Feb 2026, 12:30:57","16 Feb 2026, 13:45:20",,The food was jog and delicious,Queing was well managed,Failed taps increased from 24 to 31 since alot of students turned up with insufficient funds,Successful taps decreased from 788 to 771 since alot of pstents didn't top up their accounts,@SL Janet-Ikinu primary School
,Kibichoi Primary School,2026-02-16,Rice and beans,220,204,181,23,5,2,7,1,0,7,5,,210,6,,"16 Feb 2026, 13:00:47","16 Feb 2026, 13:30:56",,The food was delicious,I managed the queue well,"The number of failed taps decreased from 10 to 7, some parents didn't top up their accounts on time","The number of successful increased from 170 to 181, but still the turn out was low,hoping tomorrow more students will show up",@sc kibichoi primary school
,Kindiga Primary & Junior Secondary School,2026-02-16,White Rice and Beans,180,190,172,18,0,2,4,0,1,00,0,,190,00,,"16 Feb 2026, 12:40:44","16 Feb 2026, 13:30:52",,The food was Hot and delicious,Queues were well managed with the help of TOD,"Failed taps decreased to 4 from 8,parents did not top up accounts on time","Successful taps increased to 190 from Friday's 159,There was high turnout",@James Mbugua SC Kindiga Primary
,Thuita Primary School,2026-02-16,Rice and beans,210,221,186,35,0,2,8,0,0,0,0,,220,0,,"16 Feb 2026, 12:25:26","16 Feb 2026, 13:15:37",,Food was hot and delicious,Queue management was smooth,Number of failed taps increased from 4 to 7 because some parents were unreachable,Number of actual meals increased from 181 to 221 because the ECDE kids were present today,@SC Thuita Comprehensive school
