Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,PCEA Mitahato Secondary School,2026-02-12,White rice and western,40,38,38,0,0,2,2,0,1,0,0,,40,0,,"12 Feb 2026, 12:45:10","12 Feb 2026, 12:55:18",,Food was well balanced,Students waited calmly to be served,There were two failed taps just like yesterday because parents forgot to top up,There was an increase of one compared to yesterday because a student who didn't eat yesterday ate today,"@minne,Tapper Mitahato Secondary"
,Thuita Secondary School,2026-02-12,White rice and western,45,37,37,0,0,2,5,1,0,0,0,,35,0,,"12 Feb 2026, 13:10:25","12 Feb 2026, 13:25:32",,Food was delicious,Queue management was smooth,Yesterday there was no failed tap while today there were 5 failed tap because parents forgot to top up,Yesterday there were 47 taps while today there was 37 taps because parents forgot to top up,@Thuita Secondary tapper
,Kigumo Primary,2026-02-12,White Rice and Western,195,193,173,20,0,2,12,0,0,0,0,,165,0,,"12 Feb 2026, 12:40:07","12 Feb 2026, 13:19:12",,Food was delicious,Line management was orderly assisted by the teacher on duty,We had 12 failed taps compared to yesterday where we had 16.This decrease was led by parents topping up their accounts,We had 193 actual meals served compared to yesterday where we had 190. This increase was led by kids reporting to school in good number.,@S C PCEA Kigumo Comprehensive School
,Kiawairia Secondary School,2026-02-12,Rice and western,50,50,50,0,0,2,1,0,0,0,0,,53,0,,"12 Feb 2026, 13:25:05","12 Feb 2026, 13:35:09",,Food was appetizing and yummy,Line management was transitioning good assisted by TOD,Number of failed taps decreased from 2 to 1 parents topped up their accounts on time,Number of actual meals increased from 45 to 50 students are continuing to report back to school,@Patrick Kariuki Kiawairia secondary school Tapper
,GATHAITHI PRIMARY,2026-02-12,Rice and Western,480,477,424,53,0,3,14,0,1,00,0,,475,00,,"12 Feb 2026, 12:45:49","12 Feb 2026, 13:35:56",,Food was good,Tap to eat school captain assisted with queue management,Failed taps increased from 11 to 14. Parents were unable to top up,Successful taps reduced from 481 to 477. Failed taps increased,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,Giathieko Primary School,2026-02-12,Rice and Western,200,200,183,17,0,2,0,0,0,0,0,,175,0,21,"12 Feb 2026, 12:40:46","12 Feb 2026, 13:19:51",,Food was delicious,Line transitioned well from class to class,"From 5 failed  to 0 taps today , parents topped up students accounts on time","From 196 to 200 successful taps today , students topped up accounts  on time.","@SC, Giathieko Comprehensive -Rose"
,"Ceb Riamute Nursery, Primary & Junior Secondary School",2026-02-12,Rice and western,340,327,296,31,0,3,22,0,0,2,5,,300,0,30,"12 Feb 2026, 12:30:20","12 Feb 2026, 13:20:23",,The food was yummy and hot,With the help of Tod the queue was running smoothly,We had 22 failtaps a higher number than previous day which was  14 since their accounts had insufficient funds,We had 327 successful taps a lower number than previous day which was 342 since their accounts had sufficient funds.we had many failtaps today,@sc willy- Ceb Riamute primary school
,Gitombo Primary School,2026-02-12,White rice and Western,180,175,160,15,0,2,2,0,0,2,1,,160,0,,"12 Feb 2026, 12:40:44","12 Feb 2026, 14:05:50",,Food was delicious learners enjoyed.,Queue was well manageable.,Today failed taps was 2 an increase 2 from 0 yesterday parents didn't top up on time.,Actual meals served today was 175 a decrease of 5 from 180 yesterday due to absenteeism and failed taps.,@Veronica Mwaura -S/C- Gitombo primary
,PCEA Matuguta Primary & Junior Secondary School,2026-02-12,Rice and western,480,479,439,40,5,3,16,1,1,0,0,,480,4,,"12 Feb 2026, 12:30:18","12 Feb 2026, 13:30:26",,Food was delicious,Queue was well managed,Failed taps were 16 a decrease of 1 tap from yesterday's 17 failed taps. Respective parents had not topped up.,Actual meals were 479 same as yesterday. The turn up was normal and majority of the parents had topped up,@Matuguta primary
,Ndireti Primary School,2026-02-12,Rice & western,210,207,181,26,0,2,5,0,0,0,0,,150,0,,"12 Feb 2026, 12:40:08","12 Feb 2026, 13:35:17",,The Food was delicious,I managed the queue  well.,We had 5 failed taps a decrease compared to 6  of yesterday,We had 207 actual taps an increase  compared to 205 of yesterday turn out was higher.,@SC Sharon _Ndireti primary
,Kanjai Secondary School,2026-02-12,White Rice and Beans,195,200,200,0,0,2,6,0,3,00,0,,200,00,,"12 Feb 2026, 13:10:58","12 Feb 2026, 13:40:20",,"The meal was delicious and satisfying, students enjoyed the meal.",Queue management was ordered by me.,Successful meal served was 200 with an increase of 3.,We had 6 failed taps and other 19 students didn't show up dew to insufficient amount.,"@mercy, tapper, kanjai secondary"
,Gikang'a Kageche Secondary School,2026-02-12,Rice and Western,330,274,274,0,0,3,9,1,6,20,20,,290,0,23,"12 Feb 2026, 13:10:04","12 Feb 2026, 13:40:12",,Food was delicious,Queue was well managed by TOD,Today's failed taps increased from 3 to 9 parent didn't top up on time,Today's successful taps decreased from 324 to 274 .We expected the form 3 students to be back on time from burial but didn't show up,@Pauline Gatimu
,Kindiga Primary & Junior Secondary School,2026-02-12,White Rice and western,190,177,159,18,0,2,7,0,0,2,3,,180,00,,"12 Feb 2026, 12:40:11","12 Feb 2026, 13:30:17",,The food was delicious,Queues were well managed with the help of TOD,"Failed taps increased to 7 from yesterday's 2,parents did not top up accounts on time","Successful taps decreased to 177 from 189,There was low turnout",@James Mbugua SC Kindiga Primary
,Kigumo Secondary School,2026-02-12,Rice and western,130,122,122,0,0,2,4,0,0,0,0,,130,0,,"12 Feb 2026, 12:50:26","12 Feb 2026, 13:10:30",,The food was hot and sweet,Queue was smooth,The number of failed taps decreased from 5 to 4,The number of successful taps decreased from 127 to 122 some students were absent,@daniel Kariuki
,Thuita Primary School,2026-02-12,Rice and western,220,210,177,33,0,2,6,1,3,3,3,,170,0,,"12 Feb 2026, 12:25:50","12 Feb 2026, 13:25:56",,Food was delicious,Queue management was smooth,Number of failed taps was same as yesterday that is 6.Some parents forgot to top up,Number of actual meals decreased from 217 to 210 because some kids were absent today,@SC Thuita Comprehensive school
,Gathangari Primary School,2026-02-12,Rice and western,430,424,383,41,0,3,8,0,1,12,2,,400,0,,"12 Feb 2026, 12:40:04","12 Feb 2026, 13:30:13",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced slightly from 9 to 8.some parents did not top up on time and have urged kids to remind them,Successful taps increased from 422 to 424 .Kids turned up well in school and parents topped up their accounts,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Gatina Primary School,2026-02-12,White rice and western,460,471,404,67,0,3,10,0,0,0,0,,445,0,,"12 Feb 2026, 12:35:57","12 Feb 2026, 13:27:05",,Kids have enjoyed meal and bananas,Line was smooth and orderly.,"Failed taps were 10 an increase compared to yesterday's number of 7, the number increased because some parents did not manage to credit accounts on time.","Actual meal served were 471, an increase compared to yesterday's number of 454, the number increased due to high turn up and more account had sufficient funds.",@Kang'ethe Dennis
,Nyaga Primary School,2026-02-12,Rice and Western,510,494,428,66,0,3,19,0,1,4,5,,500,0,,"12 Feb 2026, 12:40:02","12 Feb 2026, 13:30:09",,The food was delicious,The line was well managed,The number of failed taps increased from 13 to 19.Some accounts had not been topped up,The number of actual meals served reduced from 500 to 494.Failed taps increased,@SL Nyaga Primary and Junior School-Gladys
,Kiawaiguru Primary School,2026-02-12,Rice and western,220,220,201,19,1,2,0,2,1,0,0,,200,1,,"12 Feb 2026, 12:20:00","12 Feb 2026, 13:15:00",,Lunch was delicious.,Queue transtioned from class to class in am oderly way.,Failed taps decreased from yesterday’s 1 to today 0.I called and reminded parents to top up on time.,Actual meals served was 220 just like yesterday. Pupils reported to school on time.,@ANN SC KIAWAIGURU PRIMARY SCHOOL
,Kanjai Primary,2026-02-12,White Rice and Western,430,423,370,53,0,3,16,0,1,0,0,,425,0,,"12 Feb 2026, 12:40:18","12 Feb 2026, 13:30:24",,The food was delicious and hot.,The queue was well managed.,"The number of failed taps was as it was yesterday, accounts were not topped up.","There was a decrease in number from 429 to 423,some kids did not show up and some accounts were not topped up.",@Immaculate-SC Kanjai Primary
,Mathanja Priamry School,2026-02-12,rice and western,210,204,181,23,0,2,2,0,0,12,2,,170,0,,"12 Feb 2026, 12:18:48","12 Feb 2026, 13:30:07",,food was delicious,I managed the queue without any assistance,today we had 2 failed taps an increase compared to yesterday 1. some parents didn't top-up their accounts on time.,today we had 204 actual meals served a decrease compared to yesterday 213. some kids were absent today.,@mathanja primary school
,Githioro Primary School,2026-02-12,White Rice and Western,350,347,322,25,0,2,2,0,2,1,1,,325,0,,"12 Feb 2026, 12:41:49","12 Feb 2026, 13:41:54",,Food was appetising,Line management was organised assisted by tod,"Failed taps decreased from yesterday’s 7 to 2 today, most of the parents remembered to top up their accounts on time","Successful taps remained same as yesterday’s 347, about ten kids I know of were absent today.",@GITHIORO COMPREHENSIVE
,Kiambururu Comprehensive School,2026-02-12,White Rice and Western,285,280,250,30,0,3,7,3,0,0,0,,250,0,,"12 Feb 2026, 12:20:26","12 Feb 2026, 13:40:14",,The food was delicious,Line management was smooth and fast,Failed taps were 7 same as yesterday.This is because parents didn't top up,Actual meals served decreased from 283 to 280.This was highly contributed by the failed taps,@Kiambururu Comprehensive School
,Gathugu Primary School,2026-02-12,Rice and Western,260,264,239,25,0,2,3,0,1,0,0,,260,0,,"12 Feb 2026, 12:45:20","12 Feb 2026, 13:30:24",,Food was delicious,Queue was uniform without help,"Actual meals severed today were 264 compared to 256 of the previous tapping, few more pupils showed up for learning",We had 3 failed taps whose parents had forgotten to top up on time,@SC Gathugu Comprehensive School
,Kihuririo Primary School,2026-02-12,Rice and western,490,500,436,64,0,3,9,0,1,0,0,,500,0,,"12 Feb 2026, 12:50:52","12 Feb 2026, 13:40:58",,Food was delicious,Queue was manageable,Failed taps increased from 7to 9 parents didn't pay,Successful taps increased from 491 to 500 many kids reported to school.,@kihuririo primary
,Kiawairia Primary,2026-02-12,Rice and western,145,149,133,16,4,2,5,0,0,0,0,,135,4,,"12 Feb 2026, 12:00:10","12 Feb 2026, 13:30:17",,Food was delicious,Lines were neat and organized,We had 5 failed taps same as yesterday some parents didn't top up on time,We had 133 successful taps an increase from 132 turn out was good,@Mary kimani SC kiawairia comprehensive school
,PCEA Matuguta Secondary School,2026-02-12,White Rice and Western Ndengu,130,118,118,0,0,2,2,0,0,3.6,4.2,,125,00,,"12 Feb 2026, 13:30:33","12 Feb 2026, 13:45:41",,Food was hot and delicious,Queues were orderly and well managed,Failed taps today reduced from 05 to 02,"Successful taps today reduced from 130 to 118,most of the kids didn't show up for meals",@Njeri -Matuguta secondary school
,Ndireti Secondary School,2026-02-12,Rice and western,40,40,40,0,0,2,0,0,0,0,0,,12,0,,"12 Feb 2026, 12:30:26","12 Feb 2026, 13:00:33",,The food was delicious,The line was manageable,The number of failed taps decreased with a difference of One this is because the failed tap was topped up,The number of successful taps remained constant at 40,@Tracy Tapper Ndireti secondary school
,Mitahato Primary School,2026-02-12,White rice and Western,240,226,200,26,0,2,11,0,2,14,4,,230,0,,"12 Feb 2026, 12:20:12","12 Feb 2026, 13:25:19",,Food was delicious,Queue was transitioning from class to class,Failed taps increased from 6 to 11 because more parents forgot to top up on time,Successful taps decreased from 232 to 226 this number affected by failed taps,@SC George-Mitahato Comprehensive
,Komothai Primary School,2026-02-12,Rice and western,190,190,175,15,0,2,5,0,2,5,0,,175,0,,"12 Feb 2026, 12:30:27","12 Feb 2026, 13:30:31",,Food was tantalizing,Kids were organized and punctual,"Failed taps decreased from 9 to 5, some parents remembered to top up","Actual meals increased from 184 to 190, absent kids reported back",@SC Komothai Comprehensive
,Githima Primary,2026-02-12,White rice and western,265,261,235,26,0,2,4,0,0,1,1,,265,4,,"12 Feb 2026, 12:30:51","12 Feb 2026, 13:30:55",,The meal was hot and delicious,With the help of the deputy headteacher queue management was smooth and orderly,We had 4 failed taps which is a decrease from yesterday's 8 failed taps. Most of the parents topped up on time.,We had 261 actual meals served which is a decrease from yesterday's 263 actual meals served.Some kids were absent today.,@Brenda kamawe Githima primary and junior secondary school
,Nyaga Secondary School,2026-02-12,Rice and western,400,406,406,0,0,3,20,1,9,0,0,,350,0,60,"12 Feb 2026, 12:40:45","12 Feb 2026, 13:20:56",,Food was hot and delicious,I managed the line,"Had a decrease from 31 to 20,,11 students recharged their accounts","Had an increase from 395 to today's 406,, 11 more student's accounts had funds and turned up for lunch",@Hellen Tapper P.C.E.A Nyaga Senior School
,Ihiga Primary,2026-02-12,White Rice and Western,160,158,145,13,0,2,0,0,0,0,0,,160,0,,"12 Feb 2026, 12:40:41","12 Feb 2026, 13:20:56",,Food was Enough,Queues were manageable,Failed taps were 0  a decrease from yesterday's 3.Parents top up their accounts on time.,Successful taps were 158 a decrease of 4 from yesterday's 162.,@Naomi SC-Ihiga Comprehensive
,Gitiha Secondary School,2026-02-12,White rice and western stew,155,153,153,0,0,2,2,1,0,0,0,,155,0,,"12 Feb 2026, 12:46:44","12 Feb 2026, 13:20:53",,Food was tasty,Queue was smooth and fast,Decreased number of failed taps compared to the previous day from 5 to 2,Constant number of successful taps,@Jecinta muthoni Gitonga
,Ikinu Primary,2026-02-12,Rice and western,900,903,807,96,0,5,34,0,4,0,0,,880,0,,"12 Feb 2026, 12:20:31","12 Feb 2026, 13:50:41",,The food was delicious,Queue management waa smooth.,Failed taps have slightly increased from 31 to 39. Some parents didn't top up. I called to remind them  but only a few topped up.,Actual meals have increased from 895 to 903. Turn up was high and I called some parents to top up most of them credited the accounts which boosted our numbers,@SL Janet-Ikinu primary School
,Gathiruini Primary School,2026-02-12,Rice and western,245,246,219,27,0,2,2,0,1,0,0,,230,0,,"12 Feb 2026, 12:30:54","12 Feb 2026, 13:30:01",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 2 a decrease from 6 this is because parents topped up their accounts on time,Actual meals served today were 246 an increase from 245 this is because parents topped up their accounts on time,@Catherine Wanjiru
,Miiri Primary,2026-02-12,White Rice and Western,440,437,388,49,0,3,32,1,8,0,2,,440,0,,"12 Feb 2026, 12:30:44","12 Feb 2026, 13:30:40",,The food was hot and delicious.,The queue was well organized and managed by the prefects and me.,"Failed taps dropped to 32 from 32 ,as parents hadn't topped up on time.",Actual meals served dropped to 437 from 441 as parents had topped up on time and a decrease in student turnout today.,@SC Daniel Ng'ang'a - Miiri Primary School
,Ngewa Primary School,2026-02-12,Rice and western,325,300,264,36,0,2,15,1,2,7,8,,310,0,,"12 Feb 2026, 12:00:48","12 Feb 2026, 13:30:49",,The food was delicious,Queue was transitioning well from class to class,We had 15 failed taps served today which is an increase from 13 yesterday,We had 300 actual meals served today which is a decrease from 318 yesterday,@Ngewa primary school.
,Gathugu Secondary School,2026-02-12,Rice and western,295,286,286,0,0,3,8,0,2,12,3,,280,00,,"12 Feb 2026, 12:40:39","12 Feb 2026, 13:10:43",,Food was hot and delicious,Queue management was good,Number increase to 8,Number of successful taps were 286,@Tapper Gathugu secondary school
,Kagema Secondary School,2026-02-12,Rice and Western,230,228,228,0,0,2,12,1,2,6,2,,210,0,,"12 Feb 2026, 13:00:40","12 Feb 2026, 13:20:49",,Food was delicious,Queue was manageable,Fail tap was an increase of 12 while yesterday was 10,Successful tap was a decrease of 228 while yesterday was 229,@Tapper Kagema secondary
,Njunu Primary School,2026-02-12,Rice and western,265,269,241,28,0,2,1,0,3,0,0,,270,0,,"12 Feb 2026, 12:40:06","12 Feb 2026, 13:15:12",,Food was delicious,Line was well maintained,We had only 1 failed tap,We had an increase with 2,@Sc Elizabeth -Njunu primary school
,Githiga Primary,2026-02-12,"White rice ,Western  and  bananas",430,440,401,39,0,3,29,0,2,00,0,,440,0,,"12 Feb 2026, 12:30:14","12 Feb 2026, 13:43:18",,Food was sweet and delicious,Line Management was smooth,Failed  taps  increased  from 29 from 24.parents did not top up.,Actual meals increased from  431 to 440 .. turn out increased.,@SC - Githiga Comprehensive
,Catholic Archdiocese Of Nairobi Gataka Primary & Junior Secondary,2026-02-12,Rice and Western,295,298,275,23,0,2,8,0,0,0,0,,270,0,30,"12 Feb 2026, 12:28:31","12 Feb 2026, 13:50:39",,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 5 to 8, some accounts had insufficient balances","The number of actual meals rose from 289 to 298, parents made timely payments for their kids",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
,Kagema Primary School,2026-02-12,Rice and Western,710,705,705,0,0,3,21,8,1,11,2,,680,0,,"12 Feb 2026, 13:00:23","12 Feb 2026, 14:00:30",,Lunch was good and delicious,Queue management was smooth transitioning well from class to class.,Failed taps increased from 18 to 21 as more kids had insufficient accounts,Successful taps reduced from 706 to 705 as more kids had insufficient accounts,@SL PCEA Kagema Comprehensive school
,Ting'ang'a Secondary School,2026-02-12,White rice and western,120,119,113,6,0,4,10,0,0,0,0,0,120,0,4,"12 Feb 2026, 13:30:37","12 Feb 2026, 13:47:02",Hopping for a better turn out tomorrow,The food was hot and delicious,Queue was neat and manageable,Today's failed taps were 10 which was an increase from yesterdays failed taps due to insufficient fund,The successful taps were 113 which was a decrease from yesterday's taps this due to lower turn out,@Brenda Kamau Tapper Ting'ang'a Secondary school
,ACK Riabai Primary School,2026-02-12,White Rice and western,380,362,318,44,0,3,19,1,0,8,9,0,350,0,3,"12 Feb 2026, 12:20:07","12 Feb 2026, 13:50:11",Being a Friday the turn out is usually low and failed taps high. Also most kids in the lower classes always go home early without tapping.,The food was delicious,Kids know how to queue on their own,Failed taps today is 19 an increase from yesterday's 7.parents didn't top up their kids account,Successful taps today is 318 a decrease from yesterday's 337. Kids turn out was low because most don't like western and we also had high failed taps.,@Camilla (SC) ACK RIABAI PRIMARY
,Mungai Chengecha Primary School,2026-02-12,Rice and western,580,608,536,72,0,3,28,0,0,0,0,0,600,0,3,"12 Feb 2026, 12:45:02","12 Feb 2026, 13:55:07",Expecting a higher turn up tomorrow,Food was delicious,Queue was managed by the teacher on duty,"Increase in failed taps from 23 to 28 , there was an increase in failed taps some parents didn't top up their accounts","Decrease in successful taps from 620 to 608 ,there was an increase in failed taps",@sc mungai c pry
,Kiairia Secondary School,2026-02-12,Rice and western,50,51,51,0,0,2,1,0,0,0,0,3,55,0,2,"12 Feb 2026, 13:13:59","12 Feb 2026, 13:35:10",I expect a big turn up tomorrow,The food was very sweet,Line management was neat,Failed tap today is the same as yesterday 1 perent didn't top up the account,Successful taps increased from 50 to 51,@Janet tapper kiairia secondary
,Kiababu Primary School,2026-02-12,Rice and western,265,268,240,28,0,2,8,0,3,0,0,0,270,0,2,"12 Feb 2026, 12:40:47","12 Feb 2026, 13:30:54",Expecting More kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 9 to 8 as some parents managed to pay on Time,Successful taps increased from 263 to 268 as some parents managed to pay on Time,@kiaibabu primary school
,St. Peters Ndumberi Secondary School,2026-02-12,Rice to western,510,496,484,12,0,4,16,1,2,1,1,0,510,0,4,"12 Feb 2026, 13:00:21","12 Feb 2026, 13:40:28",Expecting the above projection,The food was very delicious,There was an easy queue management,Today's failed taps were 16 compared to yesterdays which was 15.This is because a parent didn't top up.,Today's successful taps were 484  compared to yesterdays which was 499.This is because there was a decrease in the turn out.,@St Peters Ndumberi secondary
,Ting'ang'a Model  School,2026-02-12,White rice and Western,390,401,348,53,0,3,16,0,3,0,0,0,380,0,3,"12 Feb 2026, 12:40:10","12 Feb 2026, 13:40:13",ECDE kids go home early on Fridays and most don't tap.,Food was delicious,We had neat queues,Our failed taps remained at 16 most parents didn't top up on time.,"Our successful taps decreased from 363 to 348,, although projection was surpassed,,kids generally don't like western",@Faith Mueni (SC) Ting'ang'a model.
,P.C.E.A Karia Secondary School,2026-02-12,White rice and western,25,29,29,0,4,2,0,1,0,00,0,0,35,5,2,"12 Feb 2026, 13:15:29","12 Feb 2026, 13:30:40",We expect a higher turnout tomorrow,Food was delicious,Line was well managed,The number of failed taps remained the same 00,The number of successful taps has increased from 19 to 29,@Simon Tapper Karia secondary
,Ndumberi Primary,2026-02-12,Rice and western,815,821,765,56,0,3,51,3,1,0,0,0,815,0,3,"12 Feb 2026, 12:09:45","12 Feb 2026, 13:55:51",Expecting similar turn out as today.,Food was delicious,Easy queue management,Today's failed taps were 51 compared to yesterday   28 some parents dint top up today,Today's successful taps were 765 compared to yesterday 759 there was an increase in turn out today.,@Ndumberi primary school
,Riara Primary School,2026-02-12,Rice and Western,210,197,183,14,0,2,14,0,3,0,0,0,200,0,2,"12 Feb 2026, 12:20:20","12 Feb 2026, 13:30:25",We expect a good turn out,Food was well cooked,Easy queue management,Failed taps have reduced from 15 to 14 some parents have not been topping up,Successful taps have increased from 180 to 183 turn out increased,@Jeniffer -(SC) Riara primary school
,PCEA Githunguri Comprehensive School,2026-02-12,White rice and western,465,473,433,40,0,3,19,0,5,0,0,0,460,0,3,"12 Feb 2026, 12:40:57","12 Feb 2026, 13:25:03",We expect an increase in tomorrow's turn up,Food was good,Line was managed with the help of TOD,"Failed taps were 19 constant as of yesterdays,,,respective parents didn't manage to top up on time",Successful taps were 433 an increase from yesterday's 425 due to a higher turn up,@SC- Githunguri Comprehensive
,Kahunira Secondary School,2026-02-12,White rice and western,160,168,168,0,0,3,5,0,0,0,0,0,160,0,3,"12 Feb 2026, 13:00:30","12 Feb 2026, 13:30:37",Expecting students who had failed taps to top up their accounts,Food was  hot and delicious,Line was well managed by TOD,"Failed taps increased from 4 to 5, parents didn't top up on time","Meals served today decreased from 176 to 168, parents didn't top up their accounts",@Tapper kahunira secondary
,Benson Njau Primary School,2026-02-12,Rice and Western,430,422,378,44,0,3,20,0,3,2,2,0,450,0,3,"12 Feb 2026, 12:15:32","12 Feb 2026, 13:58:38",Anticipating a better turn out due to kids stew preference.,The food was well-prepared.,The ques were neat and manageable.,Failed taps slightly decreased from 24 to 20 thanks to timely top-ups by parents.,Successful taps decreased from 404 to 378 due to kids stew preference.,@Serah (SC) Benson Njau Primary
,Gathanji Secondary School,2026-02-12,"White rice, western and bananas",65,59,59,0,0,2,1,0,0,1.8,2.1,0,48,0,2,"12 Feb 2026, 13:25:10","12 Feb 2026, 13:30:26",13 students  who feed with  us will be out for games tomorrow.,Food was sweet and delicious.,The queue was well managed by the teacher on duty.,There was decrease in the number of failed taps from 2 to 1 since parents  toped up their accounts.,"There was a decrease in the number of successful taps from 64 yesterday to 59 today, due to low turnout.",@Purity _ tapper Gathanji sec.
,Riara Secondary School,2026-02-12,White Rice & Western & Bananas,105,104,104,0,0,2,7,0,2,0,0,0,110,0,2,"12 Feb 2026, 13:05:00","12 Feb 2026, 13:50:00",We expect a good turnout tomorrow,"Food was delicious, students enjoyed the meal",Easy queue management,Successful taps increased to 104 from yesterdays 102,Failed taps decreased to 7 from yesterdays 8,@Tapper Riara Sec
,Kiambaa Comprehensive School,2026-02-12,White rice and western,230,217,202,15,0,3,22,1,1,0,0,0,230,0,3,"12 Feb 2026, 12:45:59","12 Feb 2026, 13:44:07",Expecting ahigher projection as parents continue to pay,Food was hot and delicious,Queue was well managed by the teacher on duty,Failed taps increased from 18 to 22 due to delay in payments,Successful taps increased from. 210 to 217 due to early top up,@Tabitha wairimu
,Lioki Comprehensive School,2026-02-12,white rice and Western,155,155,134,21,0,2,6,0,0,00,0,0,155,0,2,"12 Feb 2026, 13:00:47","12 Feb 2026, 14:00:52",we expect an improvement on the turn out,food was delicious,queue was well organized,failed taps remained 6 as parents did not recharge their accounts,successful taps reduced by 2 as the parents forgot to top up their accounts,@SC Phoebe - Lioki Primary school
