Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,GATHAITHI PRIMARY,2026-03-05,Rice and Western,495,484,427,57,0,3,14,0,2,2.75,3.3,,470,00,3,"5 Mar 2026, 12:40:59","5 Mar 2026, 13:45:04",,Food was great,Queue management was successful,Failed taps increased from 12 to 14. Parents failed to top up accounts on time,Successful taps reduced from 489 to 484. Some kids missed school today,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,Githioro Primary School,2026-03-05,Rice and Western,345,348,308,39,0,2,8,0,1,0,0,,150,0,2,"5 Mar 2026, 12:49:48","5 Mar 2026, 13:40:58",,The food was appetising,Line management was organised assisted by tod,"Failed taps increased from yesterday’s 5 to 8 today, parent's forgot to top up their accounts on time.","Successful taps increased from yesterday’s 343 to 348 today, kids turned up well today.",@SC - Githioro Comprehensive School
,Giathieko Primary School,2026-03-05,White Rice and Western,200,200,181,19,0,2,4,0,0,0,0,,200,0,2,"5 Mar 2026, 13:00:22","5 Mar 2026, 13:25:27",,Food was okey,Line transitioned well from class to class.,From 2 failed tap to 4 failed taps today as a result of parents not topping up accounts on time.,"From 198 to 200 successful taps , am increase of 2 as a result of students increment in lunch attendance.","@SC, Giathieko Comprehensive -Rose"
,PCEA Matuguta Secondary School,2026-03-05,White rice and Western Ndengu,120,112,112,0,0,2,5,0,2,2.4,2.8,,115,00,2,"5 Mar 2026, 13:10:34","5 Mar 2026, 13:25:43",,Food was hot and delicious,Queues were orderly and well managed by me,Failed taps today increased from 03 yesterday to 05 today most of the parents didn't top up on time,Successful taps today reduced from 117 yesterday to 112 today due to failed taps increasing,@Njeri -Matuguta secondary school
,Miguta Secondary School,2026-03-05,White rice and western,40,41,41,0,0,2,0,0,0,0,0,,40,0,2,"5 Mar 2026, 13:10:56","5 Mar 2026, 13:40:06",,The food was delicious,The queue well managed,There were no failed taps... parents topped up their accounts on time,"There were 41 successful taps, increased with 7 ... parents topped up their accounts on time and there were no failed taps.","@Alex,Tapper Miguta Secondary"
,Miguta Primary School,2026-03-05,Rice and Western,250,253,232,21,0,2,7,0,2,0,0,,250,0,2,"5 Mar 2026, 12:50:10","5 Mar 2026, 13:40:16",,The food was very delicious,The queue was manageable,"There were 7 failed taps, an increase of 2 from the previous tapping. Parents did not top up on time","There were 232 successful taps, an increase of 3 from the previous tapping. More kids showed up for tapping.",@SC Pauline - Miguta Primary School
,Kiambururu Secondary School,2026-03-05,White Rice with Western,195,214,214,0,0,2,1,0,1,0,0,,215,0,2,"5 Mar 2026, 13:20:04","5 Mar 2026, 13:40:24",,The meal was delicious,Line management was smooth,"Failed taps today was 1 compared to previous which was 4,most of the parents remembered to top up on time.","Successful taps today increase to 214 compared to previous which was 187, more students came for lunch and are back to school.",@Salome-kiambururu secondary school
,Gathaithi Secondary School,2026-03-05,Rice and western,100,102,102,0,0,2,8,0,0,0,0,,105,0,2,"5 Mar 2026, 13:12:57","5 Mar 2026, 13:42:05",,Food was delicious,Queuing was fairly good,We had 8 failed taps a rise from yesterday's 7 failed taps due to failure of topping up by parent,We had 102 successful taps a rise from yesterday's 90 as students attendance in school is going up,@Joseph mburu nga'ang'a
,Ndireti Secondary School,2026-03-05,Rice and Western,40,41,41,0,0,0,1,2,2,0,0,,40,0,2,"5 Mar 2026, 12:30:11","5 Mar 2026, 12:50:15",,The food was delicious,The line was manageable,The number of failed taps remained constant at 1,The number of successful taps increased with a difference of 2 this is because the turnout was good,@Tracy Tapper Ndireti secondary school
,Gitiha Secondary School,2026-03-05,White rice and western stew,150,151,151,0,0,2,0,0,0,0,0,,150,0,2,"5 Mar 2026, 12:40:20","5 Mar 2026, 13:22:27",,Food was delicious and tasty,Queue was smooth and manageable by help of teacher on duty,No failed taps compared to the previous day which was 1,Increased number of successful taps compared to the previous day which was 150 to 151,@Jecinta muthoni Gitonga
