Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Ting'ang'a Secondary School,2026-02-09,Rice and beans,120,115,109,6,0,4,9,0,0,0,0,0,120,0,4,"9 Feb 2026, 13:25:02","9 Feb 2026, 13:50:10",Hopping for a better turn out,The food was hot and delicious,Queue was neat and manageable,Today failed taps were 9 which increased from Fridays taps due to insufficient funds,Today's Successful taps were 109 which was a decrease from Fridays successful taps due to lower turn outs,@Brenda Kamau Tapper Ting'ang'a Secondary school
,ACK Riabai Primary School,2026-02-09,White Rice and Beans,330,351,307,44,0,3,12,6,1,0,0,0,350,0,3,"9 Feb 2026, 12:20:15","9 Feb 2026, 13:40:20",Expecting the turn out to be good and failed taps topped up.,The food was delicious,Kids know how to queue on their own,Failed taps today is 12 compared to Friday's 16. At least 4 parents topped up their kids account.,Successful taps today is 307 compared to Friday's 309. Though the turn out was good and projection met.,@Camilla (SC) ACK RIABAI PRIMARY
,Riara Primary School,2026-02-09,Rice and Beans,200,191,176,15,0,2,15,3,2,0,1,0,200,0,2,"9 Feb 2026, 13:20:18","9 Feb 2026, 13:30:15",We expect a good turn out,Food was delicious and well cooked,Easy queue management,Failed taps have remained 15 failed taps as Friday's,Successful taps have increased from 170 to 176 turn out increased,@Jeniffer -(SC) Riara primary school
,Kamondo Primary and Junior School,2026-02-09,White rice and Beans,350,339,303,36,0,3,9,0,1,00,10,0,345,0,3,"9 Feb 2026, 12:40:31","9 Feb 2026, 13:30:37","We expect those failed taps to be topped up by tomorrow, since we reminded them to ask their parents for top up",The food was tasty,The line was well managed,09 failed taps a rise from 06 as more parents had not topped up kids account,303 Successful taps a decrease from 318 as turn up was low,@SCwangengi -Kamondo primary school
,AK Magugu Comprehensive School,2026-02-09,White rice and beans,400,392,351,41,0,3,8,0,1,0,0,0,400,0,3,"9 Feb 2026, 12:30:00","9 Feb 2026, 13:25:07",We expect the same turnout tomorrow,The food was delicious,The queue was orderly,The number of failed taps reduced from 9 to 8. Respective accounts had not been topped up,The number of successful taps increased from 346 to 351. More accounts had had sufficient balances,@SC Margaret Maigua - Ak magugu comprehensive
,Gathanji Secondary School,2026-02-09,Tumeric rice and beans,62,62,62,0,0,2,2,0,1,00,0,0,64,0,2,"9 Feb 2026, 12:35:02","9 Feb 2026, 12:45:32",We expect a higher turnout tomorrow.,Food was sweet and delicious.,The queue was well managed by the teacher on duty.,There was an increase in the number of failed taps from 0 to 2 since parents did not top up their accounts.,There was an increase in the number of successful taps from 59 to 62 since parents toped up their accounts.,@Purity _ tapper Gathanji sec.
,Ciiko Primary,2026-02-09,Rice and Beans,960,975,902,73,0,5,15,0,4,0,2,0,985,0,5,"9 Feb 2026, 12:30:26","9 Feb 2026, 13:30:34",We expected more turn out and failed taps to reduce thus projecting 10 more students than today,Food was hot and delicious,Queue was managed by the teacher on duty.,failed taps increased from 8 to 15,Successful taps increased from 869 to 902.,@Ciiko Comprehensive school -SL- Samy Migwi
,Riara Secondary School,2026-02-09,TUMERIC RICE & BEANS,110,100,100,0,1,2,3,1,2,1,1,0,110,0,2,"9 Feb 2026, 13:05:00","9 Feb 2026, 14:00:00",We expect a good turnout,Food was delicious,Easy queue management,Successful taps decreased to 100 from fridays 103,Failed taps decreased to 3 from fridays 5,@Tapper Riara Sec
,St. Peters Ndumberi Secondary School,2026-02-09,Rice to beans,505,461,447,13,0,4,15,1,3,1,1,0,500,0,4,"9 Feb 2026, 13:00:59","9 Feb 2026, 13:45:09",Expecting the above projection.,The food was very delicious,There was an easy queue management,Today's failed taps were 15 compared to Fridays which was 20.This is because some parents topped up.,Today's successful taps were 447 compared to Fridays which was 472.This is because there was a decrease in the turn out.,@St Peters Ndumberi secondary
,Benson Njau Primary School,2026-02-09,Rice and Beans,415,428,383,45,0,3,17,1,2,0,0,0,410,0,3,"9 Feb 2026, 12:20:56","9 Feb 2026, 13:45:01",Anticipating a lower turn out due to kids stew preference.,The food was well-prepared.,The ques were neat and manageable.,Failed taps decreased from 21 to 17 due to timely top-ups by parents.,Successful taps increased from 363 to 383 due to an improvement in today's turn out.,@Serah (SC) Benson Njau Primary
,Ngemwa Primary and Junior School,2026-02-09,TUMERIC RICE AND BEANS,215,214,190,24,0,2,9,0,2,0,0,0,215,0,2,"9 Feb 2026, 12:30:27","9 Feb 2026, 13:30:33",We expect failed taps to be topped up.,Food was delicious,Line management was successful,"Failed taps increased from 7 to 9. Being on a monday,most parents forgot to top up.",Meals served increased from 210 to 214. More kids availed themselves for the meals.,@SC Lucy - Ngemwa primary
,Ting'ang'a Model  School,2026-02-09,Tumeric Rice and Beans,390,392,336,56,0,3,20,1,6,0,0,0,380,0,3,"9 Feb 2026, 12:40:38","9 Feb 2026, 13:40:41",Ecde kids will be attending music festivals hence the projection.,Food was delicious,We had neat queues,"Our failed taps remained at 20,,most parents didn't top up on time.","Our successful taps increased from 325 to 336,,kids turned up for the meal in numbers as they like beans.",@Faith Mueni (SC) Ting'ang'a model.
,Mukua Secondary School,2026-02-09,T.rice and beans,80,80,79,1,0,2,6,0,1,0,0,9,90,0,2,"9 Feb 2026, 13:17:04","9 Feb 2026, 14:09:24",Expecting high turn up since students with failed taps will top up,Food was good,TOD managed the queue,Failed taps increased from 1 to 6.most parents didn't top up on time,Successful taps remained at 80.most students tapped,@Mukua secondary
,Lioki Comprehensive School,2026-02-09,white rice and beans,155,104,94,10,0,2,2,0,2,13,14,0,130,0,2,"9 Feb 2026, 13:00:04","9 Feb 2026, 14:00:11",we expect kids to return,food was hot and delicious,queue management was well done,failed taps decreased by 4 as parents remembered to top up their accounts,successful taps decreased by 48 as the kids were sent home abruptly,@SC Phoebe - Lioki Primary school
,Mungai Chengecha Primary School,2026-02-09,Rice and beans,580,582,511,71,0,3,29,0,1,0,0,0,560,30,3,"9 Feb 2026, 12:45:42","9 Feb 2026, 13:40:48",16 kids from ECDE class will be going for games,Food was delicious,Queue was managed by the teacher on duty,Increase in failed taps from 26 to 30  being Monday most parents forget topping up their accounts,"Decrease in successful taps from 520 to 511 ,we had an increase in failed taps",@sc mungai c pry
