Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Kiambururu Comprehensive School,2026-01-21,White Rice and Western,280,277,247,30,0,3,4,1,2,0,0,,280,0,,"21 Jan 2026, 12:40:14","21 Jan 2026, 13:40:20",,The food was delicious,Line management was smooth and fast,Failed taps decreased from 7 to 4.Most parents had topped up on time,Actual meals served decreased from 279 to 277.The was a slight decrease of 2,@Kiambururu Comprehensive School
,Kiawairia Secondary School,2026-01-21,White rice and western,55,54,54,0,0,2,0,0,0,3,0,,60,0,,"21 Jan 2026, 13:25:45","21 Jan 2026, 13:40:04",,Food was appetizing and yummy,Line management was transitioning good assisted by TOD,Number of failed taps remained 0 the same as of yesterday,Actual meals increased from 52 to 54 students reported fully today,@Patrick Kariuki Kiawaria secondary school Tapper
,Kiawairia Primary,2026-01-21,Rice and western ndengu,140,136,121,15,2,2,4,1,2,1,1,,135,2,,"21 Jan 2026, 12:00:57","21 Jan 2026, 13:30:02",,Food was hot and delicious,Lines were neat and ordely,We had 4 failed taps a increase from 1 some parents didn't top up on time,We had 121 successful taps a decrease from 123 insufficient balances were high,@Mary kimani SC kiawairia comprehensive school
,Gatitu Primary,2026-01-21,RICE AND WESTERN.,385,390,351,39,1,3,9,0,2,00,0,,390,1,,"21 Jan 2026, 12:15:58","21 Jan 2026, 13:35:08",,"Students enjoyed the food,it tasted really great !..",Lines transitioned smoothly and in order from grade to grade,Failed taps decreased by 1 from 10 to 9 due to parents not depositing funds on time.,An increase from 384 to 390.. student turn up was good .,@Wambui ikonya -sc- Gatitu comprehensive
,Kiambururu Secondary School,2026-01-21,Rice with Western,205,198,198,0,0,3,0,1,1,0,0,,205,0,,"21 Jan 2026, 01:20:05","21 Jan 2026, 13:40:15",,The food was delicious,Line management was smooth with the help of TOD,Today I didn't have any failed taps while previous was 4.all parents topped up.,"Successful taps was 198 compared to previous which was 200,a slightly decrease from yesterday,some students did not come for lunch.",@Salome-kiambururu secondary school
,Mathanja Priamry School,2026-01-21,rice and western,205,204,183,21,0,2,2,0,0,0,0,,205,0,,"21 Jan 2026, 12:15:08","21 Jan 2026, 13:30:16",,food was delicious,I managed the queue without any assistance,today we had 2 failed taps a decrease compared to yesterday 6. some parents remembered to top-up their accounts.,today we had 204 actual meals served an increase compared to yesterday 199. some parents topped up their accounts.,@mathanja primary school
,Gitombo Primary School,2026-01-21,White rice and Western,175,179,165,14,0,2,1,0,0,0,0,,180,0,,"21 Jan 2026, 12:40:41","21 Jan 2026, 13:20:47",,Food was delicious learners enjoyed .,Queue was manageable by the help of teacher on duty.,Today failed taps was 1 a decrease of 1 from 2 yesterday parent did top up on time.,Actual meals served today was 179 an increase of  7 from 172 yesterday learners show up well today.,@Veronica Mwaura -S/C- Gitombo primary
,Mukuyu Secondary School,2026-01-21,Rice and western,240,241,241,0,0,3,3,1,0,0,0,,25,0,,"21 Jan 2026, 12:40:54","21 Jan 2026, 13:40:03",,Food was hot and delicious,Queue was well managed,Mukuyu secondary school failed taps decreases from 4 to 3 parents are  topping up well,Mukuyu secondary school successful taps increases from 226 to 241 students are reporting back to school,@Mukuyu Secondary School
,Gathangari Primary School,2026-01-21,Rice and western,420,410,379,31,0,3,4,0,3,13,4,,420,00,,"21 Jan 2026, 12:30:53","21 Jan 2026, 13:30:13",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 10 to 4.Most parentstoptime while.some parents forgot to top up on time and have urged kids to remind them,Successful taps reduced from 420 to 410.Parents forgot to top up on time  while some kids were absent,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Githiga Primary,2026-01-21,White rice and Western,415,427,386,41,0,3,24,2,0,00,0,,430,09,,"21 Jan 2026, 12:31:32","21 Jan 2026, 13:30:43",,Was was sweet and delicious,Line Management was smooth.,Failed taps  decreased from 28  to 24.some parents  topped up.,Actual meals increased  from 409 to 427.Turout increased.,@Nicholas-SC - Githiga Comprehensive
,Gitiha Secondary School,2026-01-21,White rice and western stew,140,144,144,0,0,2,3,1,2,0,0,,140,0,,"21 Jan 2026, 12:40:17","21 Jan 2026, 13:02:29",,Food was delicious,The queue was smooth and managable,The number of failed tap was low,Successful taps had increased,@Kang'ethe Dennis
,Kanyore Primary School,2026-01-21,RICE & WESTERN,650,637,594,43,5,3,21,1,6,10,12,,640,6,,"21 Jan 2026, 12:30:32","21 Jan 2026, 13:35:38",,Food was delicious,Line management was organized,Number of failed taps increased from 6 to 21. This was because some parents didn't top up.Reminded the kids to remind their parents to top up.,Number of successful taps decreased from 656 to 637 as failed taps increased due to insufficient balances.,"@Haron Muiruri,SL Kanyore Primary"
,Kindiga Primary & Junior Secondary School,2026-01-21,White Rice and western,190,191,174,17,0,0,4,1,1,00,0,,195,00,,"21 Jan 2026, 12:40:50","21 Jan 2026, 13:30:58",,The food was Hot and Tasty.,Queues were orderly with the help of TOD.,"Failed taps increased to 4 from yesterday's 3,parents did not top up accounts.","Successful taps decreased to 191 from yesterday's 194,this was resulted by the increase of the failed taps.",@James Mbugua SC Kindiga Primary
,Catholic Archdiocese Of Nairobi Gataka Primary & Junior Secondary,2026-01-21,Rice and Western,300,300,276,24,0,2,7,2,2,0,0,,305,0,,"21 Jan 2026, 12:37:19","21 Jan 2026, 13:40:27",,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps dropped from 10 to 7, we reminded kids to request their parents to top up","The number of actual meals rose from 299 to 300, parents made timely payments for their kids",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
,Githima Primary,2026-01-21,White rice and western,275,277,251,26,4,2,0,1,1,0,0,,280,4,,"21 Jan 2026, 12:25:25","21 Jan 2026, 13:20:32",,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 0 failed taps which is the same as yesterday's 0 failed taps.Accounts were topped up on time.,We had 277 actual meals served which is an increase from yesterday's 271 actual meals served.The turn out was high today and accounts were topped up on time.,@Brenda kamawe Githima primary and junior secondary school
,Ciiko Primary,2026-01-21,Rice and greengrams,990,994,919,75,0,5,6,3,6,273,327,0,990,0,5,"21 Jan 2026, 12:30:09","21 Jan 2026, 13:26:17",We expect the  same turnout as today. So projecting the same number of meals as today.,Food was hot and delicious,The queue was managed by the teacher on duty,Fail taps slightly increase from 4 to 6.,Successful taps decreased from 927 to 919.,@Ciiko Comprehensive school -SL- Samy Migwi
,Kahunira Secondary School,2026-01-21,White rice and Green Gram,125,128,128,0,0,3,3,5,1,0,0,0,140,0,0,"21 Jan 2026, 13:00:55","21 Jan 2026, 13:20:15","Expecting students to resume back to school,who were sent home for school fee",Food was delicious,Line was well managed by TOD,"Failed taps decreased from 4 to 3, parents topped up their accounts","Meals served today increased from 116 to 128, parents topped up their accounts",@Tapper kahunira secondary
,Kahunira Comprehensive School,2026-01-21,White Rice & Green Grams,750,730,668,62,0,4,21,0,1,5,5,0,740,0,4,"21 Jan 2026, 12:40:42","21 Jan 2026, 13:35:48",Normal school program,Food was delicious,Queue management was well executed by teacher on duty,"Failed taps increased from 17 to 21, respective parents didn't top up.","Actual meals served today decreased from 753 to 730,some students didn't turn up for tapping.",@Mwangi Mary Kahunira Comprehensive
,Githunguri Technical & Secondary School,2026-01-21,Rice and Green grams,215,215,215,0,0,2,9,1,6,0,0,0,230,0,2,"21 Jan 2026, 13:25:27","21 Jan 2026, 14:00:34",We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 9 which is a increase compared from 8 to 9 parents didn't top up,Actual meal served today was 215 which is an increase compared from 204 to 215 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
,Kiababu Primary School,2026-01-21,Rice and green grams,260,263,237,25,0,2,9,0,2,0,0,0,270,0,2,"21 Jan 2026, 12:40:09","21 Jan 2026, 13:30:15",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 8 to 9 as some parents did not manage to pay on Time,Successful taps increased from 254 to 263 as more students reported today,@kiaibabu primary school
