Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Ting'ang'a Secondary School,2026-02-06,White rice and beans,120,121,114,7,0,4,12,0,0,0,0,0,120,0,4,"6 Feb 2026, 13:30:49","6 Feb 2026, 14:00:59",Hopping for better turn out,The food was hot and delicious,Queue was neat and manageable,Today's failed taps were 12 which increased from yesterdays taps due to insufficient funds,Today's Successful taps were 114 which was a decrease from yesterday's taps which was 119 reason been lower turn outs,@Brenda Kamau Tapper Ting'ang'a Secondary school
,Njenga Karume Comprehensive School,,,210,200,191,,0,3,16,0,5,0,0,,210,0,3,"6 Feb 2026, 12:40:03","6 Feb 2026, 13:20:07",Expecting a better number on monday,No kids came back for second serving,Queue was well managed by techer on duty,Successful taps decreased from 19 to 16,Successful taps decreased from 197 to 191 because if low turnout,@Eliud Nderu Sc Njenga karume comprehensive
,Maciri Primary School,2026-02-06,Rice and Beans,400,393,355,38,0,3,19,1,0,0,0,0,400,0,3,"6 Feb 2026, 12:15:08","6 Feb 2026, 14:05:10",We expect a higher turn out than todays',Food was delicious: the kids enjoyed,Queues were manageable,Failed taps increased to 19:accounts had insufficient funds,Successful taps decreased to 355:high number of failed taps,@Claudiah(SC)Maciri Comprehensive
,Kiairia Secondary School,2026-02-06,Rice and Beans,50,49,49,0,0,2,0,0,0,0,0,0,55,0,2,"6 Feb 2026, 13:13:39","6 Feb 2026, 13:30:33",I expect a higher turn up on Monday,The food was very sweet,Students arranged themselves,No failed tap today,Successful taps increased from 48 to 49,@Janet tapper kiairia secondary
,Riara Secondary School,2026-02-06,White rice & beans,110,103,103,0,0,2,5,0,0,0,0,0,110,0,2,"6 Feb 2026, 12:45:00","6 Feb 2026, 13:30:00",We expect a good turnout next week,Food was delicious,Easy queue management,Successful taps decreased to 103 from yesterdays 104,Failed taps decreased to 5 from yesterdays 8,@Tapper Riara Sec
,P.C.E.A Karia Secondary School,2026-02-06,White rice and beans,50,48,48,0,2,3,1,0,0,00,0,0,50,5,2,"6 Feb 2026, 13:15:57","6 Feb 2026, 13:35:02",We expect a higher turnout tomorrow,food was delicious and enough,Line was well managed,The number of failed taps has decreased from 02 to 01,The number of successful taps has increased from 44 to 48,@Simon Tapper Karia secondary
,St. Joseph Riabai Secondary School,2026-02-06,Rice and beans,135,101,101,0,0,3,16,0,1,5,4.5,0,135,0,3,"6 Feb 2026, 13:40:59","6 Feb 2026, 14:30:10",We expect more students,The food was delicious,The line was well managed,Failed taps decreased from 20 to 16 some students had insufficient funds,Successful taps decreased from 119 to 101 some students had insufficient funds,@Kwamboka (T) St.?joseph riabai secondary
,Kawaida Secondary School,2026-02-06,Rice and beans,100,80,80,0,5,3,7,0,0,0.6,0.6,0,100,5,3,"6 Feb 2026, 13:20:53","6 Feb 2026, 13:40:03",We expect a higher turneout,Food was delicious and tasty,Queue was well managed by the teacher on duty,Failed taps increased from 5 to 7 parents topped up on time,Successful taps decreased from 83 to 80 parents topped up late,@Njeri kawaida secondary school
,Ciiko Primary,2026-02-06,White rice and beans,975,941,869,72,0,5,8,0,0,8,12,0,960,0,5,"6 Feb 2026, 12:30:33","6 Feb 2026, 13:30:41",We expected the better turnout,The was enough  hot and delicious of,The queue was well managed,Failed taps decreased from 14 to 8,The successful taps decreased from 884 to 869,@Ciiko comprehensive-Tapper-Teresia Gitau (edited)
,Cianda Secondary School,2026-02-06,White rice and beans,145,143,142,1,0,3,7,0,1,0,0,0,145,0,3,"6 Feb 2026, 13:20:33","6 Feb 2026, 13:45:49",Expecting a higher turn out on Monday,Food was hot and delicious,Queue well managed,Failed taps decreased from 11 to 7,Successful taps increased from 136 to 142,@Valentine -Tapper Cianda Secondary
,Kibathi Comprehensive School,2026-02-06,White rice and beans,250,234,223,11,0,3,27,1,0,0,0,0,280,0,3,"6 Feb 2026, 12:35:11","6 Feb 2026, 13:24:16",Expecting ahigher projection as parents continue to pay,Food was hot and delicious,Queue was well managed by the teacher on duty,Failed taps decreased from 29 to 27 due to delay in payments,Successful taps decreased from255 to 234 due to absenteeism without notice pp2 pupils were not in school today,@Tabitha wairimu
,Githunguri Technical & Secondary School,2026-02-06,Rice and beans,232,220,220,0,0,2,5,0,0,4,4,0,230,0,2,"6 Feb 2026, 13:35:39","6 Feb 2026, 14:20:47",We expect a rise of successful taps,Food was delicious and warm,The queue was well manageable,Failed taps today was 5 which is a decrease compared from 9 to 5 parents top up,The actual meal served today was 220 which is a decrease compared from 227 to 220 parents didn't top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
,Gicoco Primary School,2026-02-06,Rice and beans,370,374,327,47,0,3,20,1,0,0,0,0,360,0,3,"6 Feb 2026, 12:20:54","6 Feb 2026, 13:50:24",Kids might be sent home for fees,Food was delicious,Queue was manageable,Failed taps reduced from 23 to 20 some parents remembered to top up on time,Successful taps reduced from 334 to 327 turn up was lower being a Friday as some kids skipped lunch,@Anne (SC) Gicoco comprehensive
,Riara Primary School,2026-02-06,Rice and Beans,200,187,170,17,0,2,15,0,2,1,2,0,200,0,2,"6 Feb 2026, 12:20:02","6 Feb 2026, 13:30:10",We expect a good turn out,Food was delicious and well cooked,Easy queue management,Failed taps have remained 15 as yesterday's some parents are failing to top up,Successful taps have reduced from 182  to 170 turn out was low,@Jeniffer -(SC) Riara primary school
,Mungai Chengecha Primary School,2026-02-06,Rice and beans,580,585,513,72,0,3,23,1,4,0,0,0,590,0,3,"6 Feb 2026, 12:45:18","6 Feb 2026, 13:55:23",Expecting a higher turn up on Monday,Food was delicious,Queue was managed by the teacher on duty,Decrease in failed taps from 26 to 23 some of the parents who had insufficient balances topped up,"Decrease in successful taps from 524 to 513 , being Friday numbers of absenteeism increases,",@sc mungai c pry
,ACK Riabai Primary School,2026-02-06,White Rice and Beans,350,353,309,44,0,3,16,0,0,0,0,0,330,0,3,"6 Feb 2026, 12:15:18","6 Feb 2026, 13:40:22",Expecting the failed taps topped up. And also on Monday the turn out is usually low.,The food was delicious,Kids know how to queue on their own,Failed taps today is 16 an increase from yesterday's 13. Parents didn't top up their kids account,Successful taps today is 309 a decrease from yesterday's 326. Though projection was met and turn out was good.,@Camilla (SC) ACK RIABAI PRIMARY
,Mukua Secondary School,2026-02-06,White rice and beans,80,80,79,1,0,2,1,1,0,0,0,0,90,0,2,"6 Feb 2026, 13:15:50","6 Feb 2026, 13:30:57",Expecting high turn up on monday,Food was good,I managed the queue,Failed taps decreased from 7 to 1.most parents topped their accounts on time,Successful taps increased from 75 to 80.most students tapped successfully,@Mukua secondary
,Ndumberi Primary,2026-02-06,Rice and beans,810,814,758,56,0,3,52,5,4,0,0,0,810,0,3,"6 Feb 2026, 12:10:57","6 Feb 2026, 13:58:07",Expecting at least the same projection as today as it will be on a Monday,Food was delicious,Easy queue management,Today's failed taps increases from 34 to 52 some parents dint top up plus I was experiencing connection tone out with some cards,Today's successful taps were 752 a decrease from yesterday 772 high failed taps,@Ndumberi primary school
,Kamondo Primary and Junior School,2026-02-06,White rice and Beans,340,356,318,38,0,3,6,0,0,00,0,0,355,0,3,"6 Feb 2026, 12:40:42","6 Feb 2026, 13:30:51",We expect slightly the same turn up as today's,The food was well cooked,Queue was well managed by the TOD,06 failed taps a decrease  from 11 as more parents had topped  up kids account on time,318 Successful taps a rise from 306 as turn up was high,@SCwangengi -Kamondo primary school
,Ting'ang'a Model  School,2026-02-06,White rice and Beans,360,366,325,41,0,3,20,2,4,0,0,0,390,0,3,"6 Feb 2026, 12:40:14","6 Feb 2026, 13:40:21",We expect good turn out on Monday.,Food was delicious,We had neat Queues,"Our failed taps increased from 16 to 20,,,most parents didn't top up on time.","Our successful taps decreased from 329 to 325,,,we had more failed taps today.",@Faith Mueni (SC) Ting'ang'a model.
,St. Joseph Gathanga Secondary School,,,55,52,52,,0,3,1,0,0,0,0,,60,0,3,"6 Feb 2026, 13:15:48","6 Feb 2026, 13:20:54",We expect a high turnout tomorrow,Food was hot and delicious,The Queue was well managed by the TOD,The number remained the same 1 like yesterday because the student didn't pay,The number increased by 2 because of sufficient funds.,@Oness Tapper St. Joseph high-school Gathanga
,AK Magugu Comprehensive School,2026-02-06,White rice and beans,400,385,346,39,0,3,9,0,2,3,4.5,0,400,0,3,"6 Feb 2026, 12:25:21","6 Feb 2026, 13:25:36",We expect a higher turnout on Monday,The food was delicious,The queue was orderly,The number of failed taps reduced from 12 to 9. Respective accounts had not been topped up,The number of successful taps reduced from 371 to 346. Some students were absent,@SC Margaret Maigua - Ak magugu comprehensive
,St. Vincent Lioki Secondary School,2026-02-06,White rice and beans,180,166,166,0,0,3,14,0,0,4,5,0,180,0,3,"6 Feb 2026, 13:40:34","6 Feb 2026, 14:14:53",We expect a better turn out on Monday,Food was hot and delicious,The Queue was well managed by the teacher on duty,Failed taps increased by 7 as the parents failed to top up their accounts,Successful taps decreased by 6 as the kids failed to avail themselves due to the ongoing games,@Ann Tapper St. Vincent secondary
,PCEA Githunguri Comprehensive School,2026-02-06,White rice and beans,350,369,348,21,0,3,10,0,1,0,0,0,370,0,3,"6 Feb 2026, 12:40:23","6 Feb 2026, 13:25:17",We expect an increase on Monday's turn up,Food was good,Line was managed with the help of prefect on duty,"Failed taps were 10 an increase from yesterday's 7,,,respective parents didn't manage to top up on time","Successful taps were 348 an increase from yesterday's 274,,,turn up increased",@SC- Githunguri Comprehensive
,Benson Njau Primary School,2026-02-06,Rice and Beans,410,414,363,51,25,3,21,1,5,0,0,0,420,0,3,"6 Feb 2026, 12:30:25","6 Feb 2026, 13:50:29",Anticipating a better turn up and hoping parents will top up on time.,The food was well-prepared.,The queues were neat and manageable.,Failed taps increased from 14 to 21 due to delayed or forgotten top-ups by parents.,Successful taps decreased from 374 to 363 due to high number of insufficient accounts.,@Serah (SC) Benson Njau Primary
,Kiababu Primary School,2026-02-06,Rice and beans,270,262,235,27,0,2,6,0,0,2,2,0,265,0,2,"6 Feb 2026, 12:40:26","6 Feb 2026, 13:30:53",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 2 to 6 as some parents did not manage to pay on Time,Successful taps decreased from 266 to 262 as some parents did not manage to pay on Time,@kiaibabu primary school
,P.C.E.A Ngemwa Secondary School,2026-02-06,White rice and Beans,205,198,197,1,0,3,9,0,2,0,0,0,200,0,3,"6 Feb 2026, 12:40:06","6 Feb 2026, 13:20:10",Students with insufficient balances will top up their accounts on time,food was hot and delicious,Teacher on duty helped with line management,"Number of failed taps increased from 8 to 9, students with insufficient balances reminded to top up their accounts","number of successful taps decreased from 205 to 197, students with insufficient balances reminded to top up their accounts",@Nicholas Tapper PCEA Ngemwa Secondary
