Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,P.C.E.A Karia Secondary School,2026-01-15,White rice and green grams,60,51,51,0,5,2,2,0,0,00,0,0,60,5,2,"15 Jan 2026, 11:15:09","15 Jan 2026, 11:35:14",We expect a rise in successful taps tomorrow,Food was delicious and enough,Line was well done,The number of failed taps has decreased from 03 to 02,The number of successful taps has remained the same 51,@Simon Tapper Karia secondary
,Kibathi Comprehensive School,,,735,700,636,,0,5,43,4,15,0,0,,730,0,5,"15 Jan 2026, 12:10:46","15 Jan 2026, 13:35:09",Students are topping up in time,Food was hot and delicious,Queue Was well managed by the help of tapper,Failed taps increased from 24 to 43,Successful taps reduced from 664 to 636,@Jackline Otieno
,Riara Primary School,2026-01-15,Rice and green grams,180,171,164,7,0,2,16,2,4,12,0,0,180,0,2,"15 Jan 2026, 12:20:18","15 Jan 2026, 13:25:26",We expect a good turn out,Food was delicious and well cooked,Easy queue management,Failed taps have increased from 11 to 16 some parents are still not topping up,Successful taps have reduced from 176 to 171 this is because of increase of failed taps,@Jeniffer -(SC) Riara primary school
,Cianda Secondary School,2026-01-15,White rice and GG,90,89,89,0,0,3,5,2,2,0,0,0,110,0,3,"15 Jan 2026, 13:25:08","15 Jan 2026, 13:40:19",Expecting a higher turn out tomorrow.,Food was hot and delicious,Que managed,Failed taps decreased  from 6 to 5,Successful taps increased from 67 to 89,@Valentine -Tapper Cianda Secondary
,Gatatha Comprehensive School,2026-01-15,White rice and GG,150,142,119,23,0,2,15,0,0,2,2.4,0,150,0,2,"15 Jan 2026, 12:45:46","15 Jan 2026, 13:22:50",We expect higher turn out and additional payment,*food was hot and delicious,Queue was well managed by the help of the teacher,Failed taps have increased from 5 to 15 due to late payments,Successful taps have decreased from 146 to 142 due to parents not topping up,@Mourine mwangi-SC Gatatha primary
,Karuri Comprehensive School,2026-01-15,"Rice and Greengrams, Banana",680,710,611,99,0,4,30,3,13,0,0,0,700,0,4,"15 Jan 2026, 12:20:42","15 Jan 2026, 13:40:48",Expecting more kids to turn up as they replace their tags,Food was hot and delicious,Queue was well managed,Failed taps decreased from 33 to 30 due to insufficient balance,Successful taps increased from 590 to 611 because most of the kids turned up for tapping today,@Francis
,Kibubuti Primary School,2026-01-15,Rice &GG,500,507,458,49,0,3,13,1,6,0,0,0,500,0,3,"15 Jan 2026, 12:26:01","15 Jan 2026, 14:00:08",We expect numbers to increase,Food was delicious,Line management was good,Failed taps increased from 9 to 13 some parents failed to pay on time,We had 458 successful taps today reduced from 460 we had a low turnout,@Maureen mwaura SC kibubuti pry
,Waguthu Comprehensive School,2026-01-15,White Rice & Gg,570,551,496,55,0,3,8,1,0,0,0,0,600,0,600,"15 Jan 2026, 12:40:17","15 Jan 2026, 13:40:20",We anticipate that the numbers will go higher.,Tapping went on smoothly,Queues were well managed by T.O.D,Failed taps decreased from 17 to 8 as parents continue making payments,"Successful taps increased from 488 to 496,due to continued payment.",@KELVIN GATIBA SL WAGUTHU COMPREHENSIVE
,Kiambaa Comprehensive School,2026-01-15,White rice and Gg,243,220,206,14,0,3,20,0,0,,0,0,240,0,3,"15 Jan 2026, 12:45:14","15 Jan 2026, 13:50:21",Expecting a higher turnout as parents continue to pay,Food was hot and delicious,Queue was well managed by the teacher on duty,Failed taps decreased from 15to 20 due to insufficient balance,Successful taps decreased from 231 to 220 due to delay in payment,@Tabitha wairimu
,Raini Comprehensive School,2026-01-15,"White Rice ,GG and Bananas",323,322,289,33,0,3,12,0,2,0,0,0,330,0,3,"15 Jan 2026, 12:46:17","15 Jan 2026, 13:30:35",Expecting a higher turn out tomorrow.,Food was delicious and enough,Queue was well managed by the teacher on duty,Failed taps have increased  from 11 to 12 because parents didn't topped up,Successful taps have increased from 317 to 322 because  students turned out well,@Ann
