Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,St. Vincent Lioki Secondary School,2026-01-09,Rice ana Green Grams,150,132,132,0,0,3,8,0,0,5.4,6.3,0,150,0,3,"9 Jan 2026, 13:20:32","9 Jan 2026, 13:50:37",We envision a higher number on Monday,Food was hot delicious,Queue was managed,Failed taps decreased from 08 to 13 because parents topped up their account,Successful taps increase from 132 to 131 Parents topped up their account,@Ann Tapper St. Vincent secondary
,Mayuyu Comprehensive School,2026-01-09,Rice and GG,340,344,328,18,0,3,9,5,4,0,0,0,360,0,3,"9 Jan 2026, 12:40:50","9 Jan 2026, 13:30:01",Expecting a higher turnout as more students,Meal was hot and delicious,The queue was managed smoothly by the help of the teacher on duty,Failed taps increased from 8 to 9 cause some parents didn't pay for the meal,Successful taps increased from 328 to 344 cause more students reported to school,@Maggie Gitau - SC Mayuyu comprehensive
,Kahunira Secondary School,2026-01-09,White rice & green grams,140,125,125,0,0,3,7,0,0,0,0,0,160,0,3,"9 Jan 2026, 12:55:41","9 Jan 2026, 13:30:55","Expecting high number of students,who will be",Food was delicious,Queue was well managed by TOD,"Failed taps increased from 1 to 7, parents didn't top up their accounts","Meals served today decreased from 126 to125, some parents didn't top up",@Tapper kahunira secondary
,Karuri Comprehensive School,2026-01-09,Rice and Greengrams,550,601,507,94,0,4,26,2,18,0,0,0,550,0,4,"9 Jan 2026, 12:20:47","9 Jan 2026, 14:00:51",On Monday we will not be doing manual deduction hence the projection,Food was hot and delicious,Queue was well managed,Failed taps maintained at 26 due to insufficient balance,Successful taps increased from 487 to 507 because most of the kids turned up for tapping today,@Francis
,Ciiko Primary,2026-01-09,Rice and Greengrams,825,852,803,49,0,5,20,18,27,0,0,0,890,0,5,"9 Jan 2026, 12:00:46","9 Jan 2026, 14:00:54",We expected more kids to,The food was hot and delicious,The  queue was managed by the teacher on duty,Failed taps increased from 17 to 20.,Successful taps increased from 798 to 852.,@Ciiko Comprehensive school -SL- Samy Migwi
,Raini Comprehensive School,2026-01-09,White Rice and GG,308,292,256,36,0,3,13,0,10,4.8,5.6,0,300,0,3,"9 Jan 2026, 12:43:41","9 Jan 2026, 13:45:51",Expecting a higher turn out on Monday,Food was delicious and enough,Queue was well managed by the teachers on duty,Failed taps  have increased  from 9 to 13 because  parents didn't topped up,Successful taps have decreased  From  301 to 292 because  students didn't turned out well .,@Ann
,Gathanji Comprehensive School,2026-01-09,Rice and GG,265,279,261,18,0,3,13,12,6,00,0,0,330,0,3,"9 Jan 2026, 12:30:48","9 Jan 2026, 13:30:11",We have projected 330 because grade 7 students are expected to,The food was delicious and nutritious,Queue was well managed,Failed taps were 13 an increase from 12 . Parents didn't top up on time,Successful taps were 261 an increase from 244.Students did report to school today,@SC Kepha Wangengi_Gathanji Comprehensive school
,Mungai Chengecha Primary School,2026-01-09,Rice an greengrams,490,465,400,65,0,3,26,3,2,4,4,0,500,0,3,"9 Jan 2026, 12:45:48","9 Jan 2026, 13:55:54",Grade 7 will be,Food was delicious,Queue was managed by the teacher on duty,"Decrease in failed taps from 30 to 26 , some of the kids who had insufficient balances yesterday topped up","Decrease in successful taps from 416 to 400 , today alot of the kids missed school affecting the turn up",@sc mungai c pry
,Kiairia Comprehensive School,2026-01-09,White Rice and Green Grams,180,175,160,15,3,2,0,0,0,0,0,0,200,3,2,"9 Jan 2026, 12:55:35","9 Jan 2026, 13:20:00",We expect a higher turnout since grade 7 are,The food was delicious,Queue was well organized.,Failed taps decreased from 2 to 0. All accounts were updated.,Actual meals decreased from 181 to 175.some kids were absent being a Friday.,@SC Lilian - Kiairia comprehensive
,Loreto Primary School,2026-01-09,Rice and green grams,340,349,311,38,0,3,25,7,7,0,0,0,390,0,3,"9 Jan 2026, 12:40:01","9 Jan 2026, 13:45:05",High number of kids will be coming to school.,Food was delicious,Queue was well managed,Increase in failed taps from 21 to 25 some parents didn't top up early,Increase in actual taps from 340 to 349 most parents topped up plus new registrations were tapped,@SC Loreto primary
,Kahunira Comprehensive School,2026-01-09,White Rice & Green Grams,685,659,601,58,0,4,24,1,12,5,5,0,680,0,4,"9 Jan 2026, 12:40:32","9 Jan 2026, 13:35:14",Normal school program,Food was hot and delicious.,Queue management was well executed by teacher on duty.,Failed taps remained constant (24),"Actual meals served today decreased from 666 to 659,some students didn't turn up for tapping.",@Mwangi Mary Kahunira Comprehensive
,Gathanji Secondary School,2026-01-09,Rice  and  gg,40,36,34,0,0,2,0,0,0,1.2,1.4,0,50,0,2,"9 Jan 2026, 13:15:25","9 Jan 2026, 13:20:52",Am expecting  numbers  to increase  since senior high school will come on Monday.,Food was delicious,Line was well managed  by teacher on duty,There  was no failed taps,There  was a decrease  from 37 to 36 since parents  didn't  top up on time,@Purity _ tapper Gathanji sec.
,Kibathi Comprehensive School,,,655,682,616,,0,5,40,6,4,0,0,,700,0,5,"9 Jan 2026, 12:12:02","9 Jan 2026, 13:30:12",we registered new students thus we expect more students.,Food was hot and delicious.,Queue was well managed by the help of the teacher on duty.,Failed taps reduced from 47 to 40,successful taps reduced from 616 to 615,@Jackline Otieno
,Kamondo Primary and Junior School,2026-01-09,White rice and Greengrams,290,275,246,29,0,3,11,1,9,00,0,0,300,0,3,"9 Jan 2026, 12:45:07","9 Jan 2026, 13:35:26",We expect  a high turn up since kids in grade 4 and grade 7 are yet to fully,The food was tasty,The queue  was well managed by the school coordinator,11 failed taps a rise from 1 more parents  failed to top up kids account on time,275 actual taps a rise from 265 previous day as some grade 7 students reported to school today expecting  more to report on monday,@SCwangengi -Kamondo primary school
,Kibubuti Primary School,2026-01-09,Rice & GG,465,466,417,49,0,3,6,0,3,0,0,0,480,0,3,"9 Jan 2026, 12:30:45","9 Jan 2026, 14:02:48",We expect a better turnout on Monday,Food was delicious,Line management was okay,Failed taps reduce from 8 to 6 parents topped up on time,We had 417 successful taps,@Maureen mwaura SC kibubuti pry
,Karuri Secondary School,2026-01-09,GG and white rice,600,520,520,0,0,6,29,0,0,25,25,0,750,50,6,"9 Jan 2026, 13:10:14","9 Jan 2026, 14:00:21","I'm expecting numbers to increase,since senior high will be admitted from Monday.",Food was hot and delicious,Teacher helped with the queue,Today increased compared to yesterday,Successful taps today increased compared to yesterday,@grace tapper karuri secondary
,Waguthu Comprehensive School,2026-01-09,White Rice & Gg,550,518,463,55,0,3,13,2,9,0,0,0,600,0,3,"9 Jan 2026, 12:40:54","9 Jan 2026, 13:40:05",We anticipate that the numbers will go higher,Tapping went on smoothly,Queues we're well managed by T.O.D,Failed taps decreased from 16 to 13 due to continued payment.,"Successful taps increased from 437 to 463,due to continued turnout as students continue resuming.",@KELVIN GATIBA SL WAGUTHU COMPREHENSIVE
,Riara Secondary School,2026-01-09,RICE & GG,72,52,52,0,0,2,2,0,0,1,2,0,65,0,2,"9 Jan 2026, 12:45:00","9 Jan 2026, 13:30:00",We expect a good turnout,Food was delicious,Easy queue management,Successful taps decreased to 52 from yesterdays 58,Failed taps deccraesed to 2 from yesterdays 7,@Tapper Riara Sec
,PCEA Githunguri Comprehensive School,2026-01-09,Rice and Green grams,420,420,393,27,0,3,12,4,4,0,0,0,400,0,3,"9 Jan 2026, 12:40:39","9 Jan 2026, 13:30:44",We expect an increase on Mondays turn up,Food was good,Line was well managed with the help of prefect on duty,"Failed taps were 12 a decrease from yesterday's 17,,some parents did top up on time","Successful taps were 420 an increase from yesterday's 412,,an increase in today's turn up",@SC- Githunguri Comprehensive
,Kawaida Secondary School,2026-01-09,White rice and gg,100,64,64,0,8,3,3,0,5,1,1,0,100,8,3,"9 Jan 2026, 13:15:41","9 Jan 2026, 13:30:04",We expected a higher turneout and also we are admitting new grade 10 students from Monday,Food was delicious and tasty,Queue was well managed by the teacher on duty,Failed taps decreased from 4 to 3  parents topped up on time,Successful taps decreased from 66 to 64 some students had not topped up on time,@Njeri kawaida secondary school
,PCEA Karia Comprehensive School,2026-01-09,White rice and Greengram,465,455,412,43,0,3,10,0,4,2,3,0,470,0,3,"9 Jan 2026, 12:30:27","9 Jan 2026, 13:25:37",We expect a higher turn on Monday,Food was delicious,Queue was well managed by the teacher on duty,Failed taps increased from 9 to 10 due to late payments,Actual meals decreased from 464 to 455 due to low turn out today,@Mary SC PCEA Karia comprehensive
,AK Magugu Comprehensive School,2026-01-09,White rice and Green grams,365,338,305,33,0,3,15,0,2,6.8,8.1,0,420,0,3,"9 Jan 2026, 12:25:37","9 Jan 2026, 13:20:42",Grade 7 students will,The food was delicious,The queue was orderly and well managed with the help of the teacher on duty,The number of failed taps increased from 11 to 15. Respective accounts had not been topped up,The number of actual meals served today reduced from 356 to 338. Some students were absent,@SC Margaret Maigua - Ak magugu comprehensive
,St. Augustine Gatono Primary,2026-01-09,Rice and Green Grams,150,141,128,13,2,3,6,1,1,0,0,0,150,3,3,"9 Jan 2026, 12:30:53","9 Jan 2026, 13:30:00",Expecting higher turn out next day,Food was delicious,Queue was managed,Failed taps increased from 2 to 6 as some parents didn't top up,Successful taps increased from 124 to 128 as some parents topped up on time,@Anne Njoroge -SC St.?Augustine
,Muongoiya Comprehensive School,2026-01-09,White Rice and GG,380,370,310,60,3,3,14,1,8,0,0,0,380,3,3,"9 Jan 2026, 12:40:42","9 Jan 2026, 13:40:50",Expecting high turnout on Monday,Food was delicious,Queue was well managed by me,Failed taps reduced by 4 due to some parents topping up,Successful taps was 370 due to high turnout,@Lucy Faith SC Muongoiya Comprehensive
,Cianda Secondary School,2026-01-09,White rice and GG,110,104,103,1,0,3,4,0,2,0,0,0,160,0,3,"9 Jan 2026, 13:20:36","9 Jan 2026, 13:35:02",A higher turn out is expected as form one students are scheduled to,Food was hot and delicious,Que well managed,Failed taps decreased from 6 to 4,Successful taps today are the same as yesterday's,@Valentine -Tapper Cianda Secondary
,Muongoiya Secondary School,,,235,195,195,,0,5,12,0,0,7.5,9,,215,0,5,"9 Jan 2026, 13:15:38","9 Jan 2026, 13:40:44",Projecting this number because manual deductions will not be done.,Rice was hot and Green grams were delicious,Queue was well managed by Tapper,Number of failed taps has increased from 4 to 12 because parents hadn't topped up their accounts,Number of successful taps has decreased from 203 to 195,@Oliver Nancy-Tapper Muongoiya secondary school
,Muchatha Comprehensive School,2026-01-09,White rice and GG,700,725,663,62,0,6,36,5,20,0,0,0,700,0,6,"9 Jan 2026, 12:30:58","9 Jan 2026, 13:50:03",We expect parents to top up their accounts and kids to resume back to school,Food was hot and delicious,Queue was well managed by the teacher on duty,Failed taps decreased from 40 to 36 since some parents didn't top up on time,Successful taps decreased from 728 to 725 since some kids account didn't have money,@muongoiya comprehensive
,Kamondo Secondary School,2026-01-09,White rice and green grams,110,19,19,0,0,2,2,0,0,20,20,0,90,0,2,"9 Jan 2026, 13:30:27","9 Jan 2026, 13:40:34",Expecting  students sent away because  of school fees to resume back...also grade 10 students will be,Food  was excess since some students were sent away home for school  fees,Queue management was well managed,Equal no in fail taps as some accounts are still not yet topped up,Decrease from 107 to 19 since students were sent home for tuition  fees,"@Esther, Tapper kamondo secondary school"
,Githunguri Technical & Secondary School,2026-01-09,Rice&GG,130,111,111,0,0,2,8,0,0,6,7,0,190,0,2,"9 Jan 2026, 13:30:50","9 Jan 2026, 13:50:13",We will be registering new students Grade 10,The meals were good the students really enjoyed,Queue was manageable,Students had not communicated to the parents of topping up the account leading to an increase from the previous day,Yesterday taps were 108 today they were 111 an increase of 3 so parents had topped up their accounts,@Mercy Njeri Nyambura
,Lioki Comprehensive School,2026-01-09,White rice and Green grams,120,120,110,10,0,2,4,1,3,00,0,0,125,0,2,"9 Jan 2026, 13:00:36","9 Jan 2026, 13:40:51",We expect a better turn out tomorrow,Food was delicious,The queue was well done with the help of the teacher on duty,We had 4 failed taps a decrease from the previous 6 failed taps as 2 of the parents I called recharged their accounts,We had 110 successful taps an increase from the previous 106 as parents remembered to recharge their accounts,@SC Phoebe - Lioki Primary school
,Kawaida Comprehensive School,2026-01-09,White Rice and GG,995,1013,972,41,0,6,31,7,20,0,0,0,1000,0,6,"9 Jan 2026, 12:30:52","9 Jan 2026, 13:35:33",Expecting higher turnout since kids are still,Food was Hot and delicious,Well managed by the help of teachers on duty,Failed taps increased from 28 to 31 due to late payment,Successful taps increased from 961 to 972 due to higher turnout,@JULIA-SL KAWAIDA COMPREHENSIVE
,Chief Wandie Primary School,2026-01-09,Rice and Greengrams,280,273,246,27,0,1,18,0,2,1,1,0,300,0,1,"9 Jan 2026, 12:40:00","9 Jan 2026, 13:50:00",Projecting 300 hoping kids with insufficient balances will have their accounts topped up and kids who have not yet,Food was hot and delicious,Line management was excellent,17 failed taps compared to yesterday’s 10 due to insufficient balances,275 actual meals served compared yesterday’s 275 slight decrease due to increased failed taps,@Washeke-SC-Chief Wandie Pri
,St. Joseph Gathanga Secondary School,2026-01-09,Rice and GG,45,41,41,0,0,3,3,0,0,0,0,0,50,0,3,"9 Jan 2026, 13:15:11","9 Jan 2026, 13:20:17",We expect a high turnout tomorrow,Food was hot and delicious.,The Queue was well managed by the TOD,The number reduced from 4 to 3 because the students paid.,The increased to 41 because of sufficient funds.,@Oness Tapper St. Joseph high-school Gathanga
,Ngemwa Primary and Junior School,2026-01-09,WHITE RICE AND GREEN GRAMS,195,190,172,18,0,2,2,0,0,0,0,0,200,0,2,"9 Jan 2026, 12:35:07","9 Jan 2026, 13:15:12",We expect that grade 7 will fully resume on Monday.,Food was delicious,Line management was successful,Failed taps decreased from 7 to 2. Parents are toping up well.,Meals served increased from 183 to 190. More Kids reported back today.,@SC Lucy - Ngemwa primary
,Muchatha Secondary School,2026-01-09,White Rice and Green grams,110,68,68,0,0,3,5,0,1,0,0,0,150,0,3,"9 Jan 2026, 13:10:45","9 Jan 2026, 13:40:51",Expecting a higher turnout as also new students are joining,Food was hot and delicious,Queue was well managed by the teacher on duty,The failed taps increased from 4 to 5,Successful taps increased from 62 to 68 as parents are topping up,@Edna-tapper Muchatha Secondary
,P.C.E.A Karia Secondary School,2026-01-09,White Rice and green grams,55,46,46,0,5,2,1,0,0,00,0,0,55,5,2,"9 Jan 2026, 11:15:55","9 Jan 2026, 11:35:03",We expect a rise in successful taps on Monday,Food was delicious and enough,Queue was well managed,The number of failed taps has decreased from 06 to 01,The number of successful taps has increased from 41 to 46,@Simon Tapper Karia secondary
,Kiairia Secondary School,2026-01-09,White rice and Green Grams,58,53,53,0,0,2,1,0,4,0,0,0,53,0,2,"9 Jan 2026, 13:13:32","9 Jan 2026, 13:30:51",I expect a higher number on Monday and grade 10 they will start,Food was delicious,Line management was neat helped by the TOD,today failed taps decreased from 4 to 1 parents topped their accounts on time,Successful taps increased from 52 to 53 students there are still reporting,@Janet tapper kiairia secondary
,Njenga Karume Comprehensive School,2026-01-09,White rice and green grams,190,181,172,9,0,3,11,2,8,0,0,0,170,0,3,"9 Jan 2026, 12:40:37","9 Jan 2026, 13:29:41",Requesting a lower number as from Monday we are combating manual deductions.,No kids came back for second serving,Queue was well managed by teacher on duty and I,Failed taps decreased from 12 to 11,Successful taps increased from 176 to 172   as some parents dint top up,@Eliud Nderu Sc Njenga karume comprehensive
,Riara Primary School,2026-01-09,Rice and Green Grams,170,163,154,9,0,2,9,0,0,0,1,0,170,0,2,"9 Jan 2026, 12:40:05","9 Jan 2026, 13:20:14",We expect a good turn out on Monday,Food was delicious and well cooked,Easy queue management,Failed taps were 9 as yesterday's,Successful taps have reduced from 169 to 163 turn out reduced,@Jeniffer -(SC) Riara primary school
,Kiababu Primary School,2026-01-09,Rice and green grams,250,260,225,25,0,2,2,2,0,0,0,0,260,0,2,"9 Jan 2026, 12:40:04","9 Jan 2026, 13:20:11",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 9 to 2 as most parents managed to pay on Time,Successful taps increased from 248 to 260 as most parents managed to pay on Time,@kiaibabu primary school
,Gatatha Comprehensive School,2026-01-09,White rice and GG,150,122,104,18,0,2,10,0,0,7,8.4,0,150,0,2,"9 Jan 2026, 12:45:17","9 Jan 2026, 13:22:26",We might have kids,Food was hot and delicious,Queue was well managed by the help of the teacher,Failed taps have increased from 7 to 10  due to parents not topping up,Successful taps have decreased from 126 to 122 due to low turn out and late payments,@Mourine mwangi-SC Gatatha primary
,P.C.E.A Ngemwa Secondary School,2026-01-09,White Rice and Green Grams,150,142,140,2,0,3,6,0,5,0,0,0,150,0,3,"9 Jan 2026, 12:40:52","9 Jan 2026, 13:20:55",Students are topping up their accounts on time.,Food was hot and delicious,Teacher on duty helped with line Management,"Number of actual meals decreased from 143 to 142, students with insufficient balances reminded to top up their accounts","Number of Failed taps increased from 3 to 6, students with insufficient balances reminded to top up their accounts.",@Nicholas Tapper PCEA Ngemwa Secondary
,Gatitu Primary,2026-01-09,RICE AND GREEN GRAMS.,325,338,311,27,0,0,7,1,5,00,0,,360,1,,"9 Jan 2026, 12:10:22","9 Jan 2026, 13:35:30",,Food was delicious and enough for all.,ToD helped with line management where students queued from class to class.,Failed taps reduced by 1 from yesterday's 8 taps to today's 7 taps...,An increase in successful taps from 299 to 311 resulted by parents making timely payments and students availing for tapping.,@Wambui ikonya SC Gatitu comprehensive
,Kiawaiguru Primary School,2026-01-09,White rice and Greengrams,190,203,184,19,3,2,0,0,2,0,0,,200,3,,"9 Jan 2026, 12:30:00","9 Jan 2026, 13:15:00",,Lunch was delicious.,Line was oderly.,Failed taps decreased from yesterday’s 4 to today 0.I reminded most parents to top up during break.,Actual meals served increased from yesterday’s 187 to today 203.Most pupils reported to school.,@ANN SC KIAWAIGURU PRIMARY SCHOOL
,Kiawairia Secondary School,2026-01-09,White rice and green grams,25,20,20,0,0,2,0,0,0,2,2,,30,0,,"9 Jan 2026, 13:25:36","9 Jan 2026, 13:36:46",,Food was appetizing and yummy,Line management was transitioning good,Number of failed taps decreased from 1 to 0 parents topped up on time,Number of actual meals increased from 18 to 20 students are continuing to report back slowly,@Patrick Kariuki Kiawairia secondary school Tapper
,Ihiga Primary,2026-01-09,Rice and Green Grams,150,155,141,14,0,2,1,0,1,0,0,,160,0,,"9 Jan 2026, 12:40:55","9 Jan 2026, 13:10:03",,Food was Enough,Queues were manageable,Failed taps was 1 a decrease from yesterday's which was 2.Unassigned tag was tapped by mistake leading to failed tap.,Successful taps were 155 an increase from yesterday's which was 152.Today's turn up was higher than yesterday.,@Naomi SC-Ihiga Comprehensive
,Gathangari Primary School,2026-01-09,Rice and gg,370,356,331,25,0,3,12,6,1,14,5,,400,00,,"9 Jan 2026, 12:20:40","9 Jan 2026, 14:20:48",,Food was delicious,The queue was smoothly managed by the teacher,Failed taps increased from 7 to 12.Parents did not top up on time have urged kids to remind their parents.,Successful taps decreased 368 to 356.Parents did not top up on time.Some kids were not in school,@Pauline Gatimu
