Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
reports | Feb 4th | View message,AK Magugu Comprehensive School,2/4/2026,White rice and western,430,415,375,40,0,3,11,0,2,3.7,4.5,0,415,0,3,"4 Feb 2026, 12:25:50","4 Feb 2026, 13:25:55",Normal school day,The food was delicious,The queue was orderly,The number of failed taps reduced from 16 to 11. Respective accounts had not been topped up,The number of successful taps reduced from 406 to 375. There wasÂ  low turnout today,@SC Margaret Maigua - Ak magugu comprehensive
,Kamondo Secondary School,2/4/2026,White rice and western,135,123,123,0,0,2,4,0,1,0,0,0,135,0,2,"4 Feb 2026, 13:30:52","4 Feb 2026, 14:00:57",Expecting high turn up also the insufficient accounts to be toppedÂ  up,Food was well cooked,Queue management was well managed with the help of TOD,Decrease from 6 to 4 as accounts were recharged,Slight decrease from 124 to 123 as some accountsÂ  are still not topped up,"@Esther, Tapper kamondo secondary school"
,Kamondo Primary and Junior School,2/4/2026,White rice western and Mangoes,350,364,327,37,0,3,13,0,1,0,0,0,350,0,3,"4 Feb 2026, 12:40:33","4 Feb 2026, 13:30:44",We expect turn up to decrease slightly,The food was well cooked and kids enjoyed the mangoes,The queue was well managed by the ToD,13 Failed taps a rise from 07 as respective parents had not topped up kids account on time,327 Successful Taps a rise from 307 as turn up was high due to presence of mangoes in the menu,@SCwangengi -Kamondo primary school
,P.C.E.A Karia Secondary School,2/4/2026,White rice and western,50,48,48,0,4,2,2,0,1,0,0,0,50,5,2,"4 Feb 2026, 13:15:19","4 Feb 2026, 13:35:26",Qe expect a higher turnout tomorrow,Food was delicious and enough,Line was well managed,The number of failed taps has remained the same 02,The number of successful taps has increased from 40 to 48,@Simon Tapper Karia secondary
,Lioki Comprehensive School,2/4/2026,white rice and Western,155,156,137,19,0,2,3,0,0,0,0,0,157,0,2,"4 Feb 2026, 13:00:12","4 Feb 2026, 13:50:19",we expect a better turn out tomorrow,food was hot and delicious,queue management was well done by the School Coordinator,failed taps decreased from 8 to 3 as parents remembered to top up their kids accounts,successful taps increased from 133 to 137 as 4 of the parents remembered to top up their kids accounts,@SC Phoebe - Lioki Primary school
,Ngemwa Primary and Junior School,2/4/2026,WHITE RICE AND WESTERN,220,232,208,24,0,2,12,0,5,0,0,0,220,0,2,"4 Feb 2026, 12:30:53","4 Feb 2026, 13:30:59",We expect a lower turnup as there will be no mangoes.,Food was delicious. Kids loved the mangoes and requested that they be provided again.,Line was well managed by the school coordinator.,Failed taps increased from 5 to 12. Parents did not top up their accounts.,Meals served increased from 216 to 232. Most kids availed themselves for the mangoes.,@SC Lucy - Ngemwa primary
,Kiairia Secondary School,2/4/2026,Rice and western,50,41,41,0,0,2,0,0,0,0,0,0,50,0,2,"4 Feb 2026, 13:13:43","4 Feb 2026, 13:30:54",I expect a higher number tomorrow,The food was very sweet,Line management was neat,Today there is no failed tap,Successful taps decreased from 43 to 41 some students were absent others they didn't show up time of tapping,@Janet tapper kiairia secondary
,P.C.E.A Ngemwa Secondary School,2/4/2026,White rice and Western,200,203,202,1,0,3,8,0,3,0,0,0,200,0,3,"4 Feb 2026, 12:40:52","4 Feb 2026, 13:10:56",Students with insufficient balances will top up their accounts on time,Food was hot and delicious,Teacher on duty helped with line management,"number of failed taps decreased from 11 to 8, students with insufficient balances topped up their accounts on time","Number of successful taps increased from 192 to 202, students with insufficient balances topped up their accounts on time",@Nicholas Tapper PCEA Ngemwa Secondary
,Kiairia Comprehensive School,2/4/2026,White Rice and Western,220,218,200,18,3,2,4,1,3,0,0,22,220,3,2,"4 Feb 2026, 12:55:21","4 Feb 2026, 13:30:42",We expect all kids to be present and all accounts to be updated.,The food was delicious. The 22 kids who missed food were provided with supplementary meals.,Queue was orderly.,Failed taps increased from zero to 4. Respective parents didn't update their accounts.,Successful taps decreased from 202 to 200. Some accounts were not updated.,@SC Lilian - Kiairia comprehensive
,PCEA Githunguri Comprehensive School,2/4/2026,White rice and western,470,482,445,37,0,3,15,0,1,0,0,0,400,0,3,"4 Feb 2026, 12:40:47","4 Feb 2026, 13:30:51",Lowering our projection as the students will be sent home tomorrow to clear their school fees balances,Food was good,Line was managed with the help of prefect on duty,"Failed taps were 15 constant as of yesterdays,,,some parents didn't manage to top up on time","Successful taps were 445 a decrease from yesterday's 456,,,turn up was low",@SC- Githunguri Comprehensive
,PCEA Karia Comprehensive School,2/4/2026,White rice and western,495,484,430,54,6,3,18,0,5,2,3,0,490,6,3,"4 Feb 2026, 12:19:45","4 Feb 2026, 13:25:01",We expect a higher turn out tomorrow,Food was delicious,Queue was well managed by the teacher on duty,Failed taps increased from 13 to 18 due to late payments,Successful taps decreased from 460 to 430 due to a lower number of kids who show up for tapping,@Mary SC PCEA Karia comprehensive
,St. Vincent Lioki Secondary School,2/4/2026,Rice and western,180,161,161,0,0,3,8,0,0,5.7,6.65,0,180,0,3,"4 Feb 2026, 13:20:32","4 Feb 2026, 13:51:37",We envision a higher number,The food was delicious,Line was well managed,The failed taps decreased 8 to 7 parents topped up their account,Successful taps decreasedÂ  by 10Â  Parents had not topped up their account,@Ann Tapper St. Vincent secondary
,Gathanji Secondary School,2/4/2026,White rice and western,75,63,63,0,0,2,1,0,0,3.6,4.2,0,64,0,2,"4 Feb 2026, 13:20:26","4 Feb 2026, 13:25:42",We expect a higher turnout tomorrow.,Food was sweet and delicious.,The queueÂ  was well managed by the teacher on duty.,There was a decreaseÂ  in the number of failed taps from 4 to 1 since most parentsÂ  toped up their accounts.,ThereÂ  was an increase in the number of successful taps from 60 to 63 since parentsÂ  topedÂ  up their accounts.,@Purity _ tapper Gathanji sec.
,Gathanji Comprehensive School,2/4/2026,Rice and Western,360,361,336,25,0,3,10,0,0,0,0,0,350,0,3,"4 Feb 2026, 12:41:49","4 Feb 2026, 13:30:59",We have projected 350 expecting parents to make payments on time.,The food was delicious and nutritious,The queue was well managed,Failed taps were 10 a decrease from 11 parents did top up on time,Successful taps were 336 an increase from 321 the turn out was high today due to presence of Mangoes,@SC Kepha Wangengi_Gathanji Comprehensive school
,Kahunira Secondary School,2/4/2026,White Rice & western,160,165,165,0,0,3,13,0,0,0,0,0,160,0,3,"4 Feb 2026, 13:00:13","4 Feb 2026, 13:30:20",Expecting students who had failed taps to top up their account,Food was delicious,Line was well managed by TOD,"Failed taps increased from 5 to 13, parents didn't top up on time","Meal served today increased from 151 to 165 , parents top up on time",@Tapper kahunira secondary
,Ciiko Primary,2/4/2026,Rice and western,980,1041,963,78,0,5,10,0,9,0,0,0,980,0,5,"4 Feb 2026, 12:40:42","4 Feb 2026, 14:20:38",We expect the number to lower thus we project 980,The weren't enough but delicious. Turnout was high,The queue were well managed by the teacher on duty,The failed taps decreased from 11 to 10,The successful taps increased from 967 to 1041,@Ciiko Comprehensive school -SL- Samy Migwi
,Kahunira Comprehensive School,2/4/2026,"White Rice, Western Ndengu &Mangoes",740,746,681,65,0,4,19,0,1,0,0,0,740,0,4,"4 Feb 2026, 12:40:07","4 Feb 2026, 13:35:14",We are expecting the same turn out tomorrow.,"Food was well prepared,hot, delicious & kids really enjoyed mangoes.",Queue management was well conducted by teacher on duty.,Failed taps remained constant like yesterday (19) respective parents didn't top up.,"746 actual meals served today,an increase from 722 served yesterday,this has been contributed by distribution of mangoes today.",@Mwangi Mary Kahunira Comprehensive
,Kiababu Primary School,2/4/2026,Rice and western,270,272,247,25,0,2,8,0,0,0,0,0,270,0,2,"4 Feb 2026, 12:30:26","4 Feb 2026, 13:25:32",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 3 to 8 as some parents did not manage to pay on Time,Successful taps increased from 266 to 272 as some parents managed to pay on Time,@kiaibabu primary school
,Githunguri Technical & Secondary School,2/4/2026,Rice and western,232,231,231,0,0,2,11,1,0,0,0,0,230,0,2,"4 Feb 2026, 13:25:14","4 Feb 2026, 14:00:22",We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 11 which an increase compared from 9 to 11 parents didn't top up,The actual meal served today was 231 which is an increase compared from 223 to 231 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
,Gatitu Primary,2/4/2026,"WHITE RICE AND WESTERN, $ MANGOES.",375,373,335,38,0,3,11,0,3,0,0,,375,1,,"4 Feb 2026, 12:15:14","4 Feb 2026, 13:45:26",,Food was well cooked..kids enjoyed Mangoes.,Lines were uniform...Transitioning was recommendable.,Failed taps increased from 9 to 11 because of accounts that had low to noÂ  funds at all.,Successful taps increased by 2 from 333 to 335 resulted by timely payments.,@Wambui ikonya SC Gatitu comprehensive
,Gathugu Primary School,2/4/2026,Rice and Western,270,273,248,25,0,2,4,0,2,0,0,,270,0,,"4 Feb 2026, 12:45:51","4 Feb 2026, 13:50:55",,"Food was delicious, kids loved mangoes",Queue was orderly,"Actual meals severed today were 273 compared 264 of the previous tapping, more pupils showed up for meals","We had 4 failed taps, few parents forgot to top up the accounts on time",@SC Gathugu Comprehensive School
,PCEA Kagema Comprehensive school,2/4/2026,Rice & Western,550,533,533,0,0,3,30,29,0,0,0,,620,0,,"4 Feb 2026, 13:10:51","4 Feb 2026, 14:00:00",, projecting 650 as I expect registering more kids tomorrow. I also expect kids with insufficient accounts to top up by tomorrow.,,,, @George
,Gathangari Primary School,2/4/2026,"White rice , western and mangoes",420,432,395,37,0,3,9,0,1,7,0,,400,0,,"4 Feb 2026, 12:50:29","4 Feb 2026, 13:50:43",,Food was hot and delicious . Mangoes were sweet and enough,The queue was smoothly managed by the T.O.D,Failed taps retained as 9.Parents did not top up on time,Successful taps increased from 424 to 432.Most parents topped up their accounts on time .And kids turned up well,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,William Ng'iru Secondary School,2/4/2026,White rice and western,560,585,585,0,0,4,10,0,7,0,0,,580,0,,"4 Feb 2026, 12:40:54","4 Feb 2026, 13:30:08",,Lunch was delicious,Queue management was good with help of teacher on duty,Failed taps today were 10 an increase of 1 because parents didn't top up their accounts,Today's successful taps increased to 26 because parents topped up the accounts on time,@Tapper Dennis -william Ng'iru Secondary
,Githiga Primary,2/4/2026,"White rice , WesternÂ  and mangoes",390,370,344,26,0,3,22,0,2,4,5,,400,0,,"4 Feb 2026, 12:30:15","4 Feb 2026, 13:37:20",,Food was served and delicious.. studentsÂ  also enjoyedÂ  mangoes ..,Line Management was smooth and managable.Students queued from lower classes to upper classes with assistance from teacher on duty.,FailedÂ  taps remained constant at 22.,ActualÂ  mealsÂ  decreasedÂ Â  423 to 370. StudentsÂ  were sent home for school henceÂ  affecting low turn out.,@Nicholas-SC - Githiga Comprehensive
,Catholic Archdiocese Of Nairobi Gataka Primary & Junior Secondary,2/4/2026,Rice and Western,290,308,281,27,0,2,5,0,0,0,0,,300,0,,"4 Feb 2026, 12:43:53","4 Feb 2026, 13:52:05",,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps dropped from 14 to 5, we reminded kids to request their parents to top up","The number of actual meals rose from 292 to 308, parents made timely payments for their kids",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
,Gikang'a Kageche Secondary School,2/4/2026,Rice and Western,310,282,282,0,0,3,6,1,2,10,10,,300,0,,"4 Feb 2026, 13:10:45","4 Feb 2026, 13:45:58",,Food was deliciousÂ  and students enjoyed the mangoes,Queue was well managed,Today's failed taps decreased from 6 to 4.parent topped up on time,Today's successful taps increased from yesterday which was 258 to 282.Students reported back to y,@Pauline Gatimu
,Kiambururu Secondary School,2/4/2026,White Rice with Western,185,187,184,0,0,3,3,0,0,0,0,,195,0,,"4 Feb 2026, 13:15:36","4 Feb 2026, 13:50:40",,"The meal was delicious, students enjoyed the mangoes.",Line management was smooth,Failed taps today was 3 a decrease from previous which was 5,"Successful taps was 187 compared to previous which was 181, students are resuming to school.",@Salome-kiambururu secondary school
,Kanyore Primary School,2/4/2026,RICE & WESTERN,650,686,640,46,4,3,10,0,4,0,0,,670,5,,"4 Feb 2026, 12:40:25","4 Feb 2026, 13:50:31",,Food was delicious.Kids enjoyed the mangoes.,line management was organized,Number of failed taps decreased from 12 to 10Â  as most accounts were topped up.,Number of successful taps increased from 664 to 686.This can be attributed to many students being present and presence of mangoes in the menu attracted many students to feed .,"@Haron Muiruri,SL Kanyore Primary"
,PCEA Matuguta Secondary School,2/4/2026,White Rice and Western Ndengu,125,133,133,0,0,2,4,0,1,0,0,,130,0,,"4 Feb 2026, 13:30:58","4 Feb 2026, 14:20:08",,Food was hot and delicious,Queues were orderly and well managed by me,Failed taps today reduced from 07 to 04 most parents paid on time,Actual meals today were higher than the projected meals that were 125 and also higher than yesterday's 121,@Njeri -Matuguta secondary school
,Ikinu Primary,2/4/2026,Rice and western,900,943,851,92,0,5,25,0,11,0,0,,850,0,,"4 Feb 2026, 12:25:43","4 Feb 2026, 13:50:06",,The food was tasty learners enjoyed mangoes,Queue management was smooth,Failed taps were 25 same aa yesterday.Â  Parents did not top up,Actual meals served increased from 863 to 943. Turn up was high as there were mangoes.,@SL Janet-Ikinu primary School
,Gitombo Primary School,2/4/2026,White rice and Western,180,177,163,14,0,2,0,0,0,1,1,,180,0,,"4 Feb 2026, 12:40:32","4 Feb 2026, 13:40:41",,Food was delicious learners enjoyed eating the mangoes,Queue was well manageable by the help of teacher on duty.,Today failed taps was 0 just like yesterday the number maintained.,Today actual meal served today was 177 a decrease of 2 from 179 yesterday's due to absenteeism.,@Veronica Mwaura -S/C- Gitombo primary
,Mathanja Priamry School,2/4/2026,rice and western,205,212,189,23,0,2,2,0,1,0,0,,210,0,,"4 Feb 2026, 13:30:48","4 Feb 2026, 14:10:58",,food was delicious,I managed the queue without any assistance,today we had 2 failed taps a decrease compared to yesterday 6. parents topped up their accounts.,today we had 212 actual meals served an increase compared to yesterday 206. turnout was high due to mangoes.,@mathanja primary school
