Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,PCEA Matuguta Primary & Junior Secondary School,2026-01-07,Rice and western,440,428,398,30,2,3,13,5,7,3,4,,440,2,,"7 Jan 2026, 12:40:06","7 Jan 2026, 13:40:12",,Food was delicious,Queue was well managed,Failed taps were 13 an increase of 4 taps from yesterday's 9 taps. Respective parents had not topped up,Actual meals were 428  an increase of 21 taps from yesterday's 407 actual meals . Some of the absent students reported and also there were new registrations .,@Matuguta primary
,Gitombo Primary School,2026-01-07,White rice and Western,180,168,156,12,0,2,5,1,0,3,4,,170,0,,"7 Jan 2026, 12:30:02","7 Jan 2026, 13:30:16",,Food was delicious students enjoyed,Queue was manageable,Today failed tap was 5 an increase of 3 from 2 yesterday parents didn't top up account on time.,Actual meals served today was 168 an increase of 1 from 167 yesterday students show up well today.,@Veronica Mwaura -S/C- Gitombo primary
,Githima Primary,2026-01-07,white rice and western,210,196,172,24,0,2,6,1,5,4,4,,200,4,,"7 Jan 2026, 12:40:17","7 Jan 2026, 13:40:24",,The food was delicious,I managed the queue and the kids were disciplined today.,We had 6 failed taps which is an increase from yesterday's 4 failed taps.Some accounts were not topped up on time.,We had 196 actual meals served which is an increase from yesterday's 177 actual meals served.The turn out was higher today.,@Brenda kamawe Githima primary and junior secondary school
,Gathangari Primary School,2026-01-07,Rice and western,380,306,271,25,0,3,55,5,9,10,10,,360,0,,"7 Jan 2026, 12:50:23","7 Jan 2026, 14:00:36",,Food was delicious,Queue was smoothly managed by the teacher,Failed taps increased from 19to 55.Parents did not top up on time while Grade 9 tags stating the kid has graduated,I successful taps decreased from 331 to 306.some parents did not top up on time.,@Pauline Gatimu
,Kiawairia Primary,2026-01-07,Rice and western,130,125,110,15,2,2,4,2,2,1,2,,130,2,,"7 Jan 2026, 12:00:53","7 Jan 2026, 13:30:21",,Food was delicious,Lines were neat  and ordely,We had 4 failed taps same as yesterday some parents didn't top up on time,We had 110  successful taps an increase from yesterday 102 students have reported fully,@Mary kimani SC kiawairia comprehensive school
,Kiawairia Secondary School,2026-01-07,White rice and western,50,41,41,0,0,2,2,0,0,3,3,,25,0,,"7 Jan 2026, 12:05:44","7 Jan 2026, 12:20:51",,Food was delicious and appetizing,Line management was transitioning good assisted by TOD,failed taps were  2 being on an opening day,Actual meals were 41 bring on an opening day,@Patrick Kariuki Kiawaria secondary school Tapper
,Gathiruini Primary School,2026-01-07,Rice and western,240,199,179,20,0,2,25,1,4,10,12,,230,0,,"7 Jan 2026, 12:30:55","7 Jan 2026, 13:30:07",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 25 an increase 7 this is because parents didn't top up their accounts on time,Actual meal today were 199 a decrease from 225 this is because parents didn't top up their accounts on time,@Catherine Wanjiru
,Kahunira Secondary School,2026-01-07,Pilau rice & western ndengu,150,98,98,0,0,3,15,0,0,7,5,0,120,0,3,"7 Jan 2026, 13:10:44","7 Jan 2026, 13:50:35",Expecting students will continue,Food was tasty,Queue was well managed by TOD,"Failed taps increased from 3 to 19, respective parents didn't top up","Actual meals served today decreased from 103 to 98,some students didn't turn up for tapping.",@ANTHONY
,Kahunira Comprehensive School,2026-01-07,Pilau Rice & Western Ndengu,600,611,558,53,0,4,31,18,20,,0,0,660,0,4,"7 Jan 2026, 12:40:48","7 Jan 2026, 13:45:57",We are expecting a slight increase tomorrow as students continue,Food was delicious and at good temperatures.,Queue management was well executed by TOD,"Failed taps increased from 19 to 31, respective parents didn't top up.","Actual meals served today increased from513 to 611,as students continue reopening and registration of new students.",@Mwangi Mary Kahunira Comprehensive
,Githunguri Technical & Secondary School,2026-01-07,Rice& western stew,140,109,109,0,0,2,3,0,3,9.3,10.8,0,140,0,2,"7 Jan 2026, 13:30:59","7 Jan 2026, 13:58:22",More students expected as most will have,Meals were hot and delicious,Queue was manageable and fast moving,More students compared to yesterday,Students who hadn't paid for their meals had done so on time,@Mercy Njeri Nyambura
,Kiababu Primary School,2026-01-07,Masala rice and western,250,250,224,26,0,2,9,4,4,0,0,0,260,0,2,"7 Jan 2026, 12:40:47","7 Jan 2026, 13:20:53",Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 13 to 9 as most parents managed to pay on Time,Successful taps increased from 230 to 250 as most parents managed to pay on Time,@kiaibabu primary school
,Ciiko Primary,2026-01-07,Masala rice and western,700,646,608,38,0,5,17,58,32,10,15,0,740,0,5,"7 Jan 2026, 13:00:04","7 Jan 2026, 14:00:57",Tomorrow we expected about 100 news comer will be admitted to school tomorrow also we expected the turnout To increase,The food was hot and delicious,The queue was managed by teacher on duty,Failed taps  increased from 8 to 17,Increased from 433 to 646,@Ciiko Comprehensive school -SL- Samy Migwi
,Kiawaiguru Primary School,2026-01-07,Rice and Western,210,186,169,17,2,2,6,4,4,6,7,,200,2,,"7 Jan 2026, 12:30:00","7 Jan 2026, 13:30:00",,Lunch was delicious.,Line was oderly.,Failed taps decreased from yesterday’s 7 to today 6.A parent topped up.,Actual meals served increased from yesterday’s 180 to today 186.More pupils reported to school today.,@KIAWAIGURU PRIMARY SCHOOL
,Gathaithi Secondary School,2026-01-07,Rice and western,90,90,90,0,0,2,11,0,5,,0,,95,0,,"7 Jan 2026, 13:20:47","7 Jan 2026, 14:14:12",,Food was delicious,The queue was managed,Failed taps increased as many parents didn't top-up early,Successful taps were more than yesterday,@Joseph mburu nga'ang'a
,Gikang'a Kageche Secondary School,2026-01-07,White Rice and Western,180,77,77,0,0,6,4,0,0,30,29,,120,0,,"7 Jan 2026, 13:15:29","7 Jan 2026, 13:35:40",,Food was delicious,Queue was well managed by the TOD,Today's failed taps decreased from 7 to 4.,Today's successful taps decreased from 147 to 77.stident were sent back home for school fees,@Pauline Gatimu
,Mukuyu Secondary School,2026-01-07,Rice and western,200,187,187,0,0,0,5,0,2,14,5,,200,0,,"7 Jan 2026, 12:40:18","7 Jan 2026, 13:22:29",,Food was delicious,Queue managed was good,Today failed taps were five because some parents failed to top up their account,Today's actual tap was 187 and it was opening day,@Kanyore Comprehensive School
,Kanyore Primary School,2026-01-07,Rice and Western,530,505,473,32,0,3,48,5,7,16,8,,550,0,,"7 Jan 2026, 12:40:00","7 Jan 2026, 13:53:00",,Food was delicious,Queue was well managed,Today’s failed taps were 48 which is more than yesterday’s 35,The number of actual taps were 505 which is more than yesterday’s 462 because the turn up was higher.,@Kanyore Comprehensive School
