Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Kiawairia Secondary School,2026-01-28,Tumeric rice and beans,55,51,51,0,0,2,4,0,3,4,1,,55,0,,"28 Jan 2026, 13:30:59","28 Jan 2026, 13:42:05",,Food was appetizing and yummy,Line management was transitioning good assisted by TOD,"Number of failed taps increased from 0 to 4 ,four parents didn't top up their accounts on time","Number of actual meals decreased from 56 to 51 ,,four students had insufficient accounts and 4 students were absent today",@Patrick Kariuki Kiawaria secondary school Tapper
,PCEA Matuguta Secondary School,2026-01-28,White Rice and Beans,130,126,126,0,0,2,7,0,2,00,0,,130,00,,"28 Jan 2026, 13:30:31","28 Jan 2026, 13:45:44",,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by the help of the tod,Failed taps today were many from 06 yesterday to 07 today tried reaching the parents but they didn't pick calls,Successful taps today were 126 higher than yesterday's 124,@Njeri -Matuguta secondary school
,Gathaithi Secondary School,2026-01-28,Rice and beans,110,112,112,0,0,2,4,0,2,0,0,,115,0,,"28 Jan 2026, 13:21:31","28 Jan 2026, 13:50:41",,Food was delicious,Queuing was good,We had 4 failed taps a drop from yesterday's 5 due to early topping up by parents,"We had 112 successful taps a rise from yesterday's 108 due to  excellent students attendance we had 4 failed taps a drop from yesterday's, 5 due to early topping up of meals cards",@Joseph mburu nga'ang'a
,Gitombo Primary School,2026-01-28,Tumeric rice and beans,180,174,163,11,0,2,2,0,0,2,2,,175,0,,"28 Jan 2026, 12:40:19","28 Jan 2026, 13:30:31",,Food was delicious learners enjoyed the meal.,Queue was manageable by the help of teacher on duty.,Today failed taps was 2 an increase of 1 from 1 yesterday  parents didn't top up accounts on time.,Actual meals served today was 174 a decrease of 2 from 176 this is due to absenteeism.,@Veronica Mwaura -S/C- Gitombo primary
,Gatina Primary School,2026-01-28,Turmeric rice and Beans,470,461,396,65,0,3,10,0,2,3,4,,465,0,,"28 Jan 2026, 12:36:33","28 Jan 2026, 13:40:45",,Kids have enjoyed the meal.,Line was smooth and orderly.,"Failed taps were  10 a decrease compared to yesterday's number of 13, more parent managed to credit accounts on time.","Actual meal served were 461 a decrease compared to yesterday's number of 474, the number decreased due to some kids had carried food from home, others were absent and failed taps.",@Kang'ethe Dennis
,Kiambururu Comprehensive School,2026-01-28,Turmeric Rice and Beans,280,278,249,29,0,3,8,0,3,0,0,,280,0,,"28 Jan 2026, 12:20:06","28 Jan 2026, 13:40:17",,The food was delicious,Line management was smooth and fast,Failed taps increased from 5 to 8.Parents failed to top up on time,Actual meals served increased from 277 to 278.Student turnout was high due to the ongoing exams,@Kiambururu Comprehensive School
,Githima Primary,2026-01-28,Turmeric rice and beans,275,272,246,26,5,2,2,0,0,1,1,,275,5,,"28 Jan 2026, 12:35:18","28 Jan 2026, 13:35:25",,The food was delicious,The kids were super disciplined today and the deputy headteacher helped me to bring them to the queue.,We had 2 failed taps which is an increase from yesterday's 1 failed tap.Two parents failed to top up on time,We had 272 actual meals served which is an increase from yesterday's 270 actual meals served.The turn up was higher today.,@Brenda kamawe Githima primary and junior secondary school
,Gathangari Primary School,2026-01-28,Turmeric rice and beans,415,413,379,34,0,3,13,0,0,00,0,,420,00,,"28 Jan 2026, 12:20:32","28 Jan 2026, 13:40:48",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps increased from 8 to 13.Parents forgot to top up their accounts but have urged kids to remind them,Successful taps reduced from 416 to 413.Some parents did not top up on time and kids turned up was not so good,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Kiambururu Secondary School,2026-01-28,Rice and beans,210,187,187,0,0,2,3,0,0,0,0,,210,0,,"28 Jan 2026, 13:10:32","28 Jan 2026, 13:50:38",,The food was enough and delicious,Line was well managed by the tr on duty,Today I had 3 failed taps,Successful taps were 287 today,@Salome-kiambururu secondary school
,Kahunira Comprehensive School,2026-01-28,Tumeric Rice & Beans,750,751,681,70,0,4,28,0,4,00,0,0,750,0,4,"28 Jan 2026, 12:40:42","28 Jan 2026, 13:35:51",We are expecting the same turn out as today.,"Food was well prepared,hot, delicious and arrived on time.",Queue management was well executed by teacher on duty to eliminate long wait time.,"Failed taps increased by 8, yesterday we had 20 failed taps while today we had 28,this means that some parents didn't top up their accounts.","751 actual meals served today,an increase from 740 served yesterday, majority of students turn out for tapping.",@Mwangi Mary Kahunira Comprehensive
,Ciiko Primary,2026-01-28,Tumeric rice and Beans,990,976,905,71,0,5,12,1,7,5,10,0,975,0,5,"28 Jan 2026, 12:30:55","28 Jan 2026, 13:30:02",We expect the turn out to be as today.,Food was hot and delicious.,Queue was managed by the teacher on duty.,Failed taps decreased from 16 to 12.,Successful taps decreased from 985 to 976,@Ciiko Comprehensive school -SL- Samy Migwi
,Githunguri Technical & Secondary School,2026-01-28,Tumeric rice and beans,232,219,219,0,0,2,5,0,6,3,5,0,225,0,2,"28 Jan 2026, 13:25:18","28 Jan 2026, 14:00:32",We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable by teacher on duty,Failed taps today was 5 which is a constant compared to yesterday 5 parents topped up,The actual meal served today was 219 which is a decrease compared from 227 to 219 parents didn't top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper"
,Kahunira Secondary School,2026-01-28,Tumeric rice & beans,160,161,161,0,0,3,3,0,4,0,0,0,160,0,3,"28 Jan 2026, 13:00:56","28 Jan 2026, 13:30:05",Expecting students who have failed taps to top on time,Food was delicious,Line was well managed by TOD,"Failed taps decreased from 7 to 3, some parents top up their account","Meal served today increased from 148 to161, parents top up on time",@Tapper kahunira secondary
,Kiababu Primary School,2026-01-28,Turmeric rice and beans,265,264,240,24,0,2,12,0,3,0,0,0,265,0,2,"28 Jan 2026, 12:40:23","28 Jan 2026, 13:30:28",Expecting similar turnout,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 9 to 12 some parents did not manage to pay on Time,Successful taps increased from 261 to 264 as most students reported today,@kiaibabu primary school
,Kiawairia Primary,2026-01-28,Tumeric Rice and beans,145,143,127,16,2,2,4,0,0,1,1,,145,2,,"28 Jan 2026, 12:00:54","28 Jan 2026, 13:15:57",,Food was hot and delicious,Lines were neat and organized,We had 4 failed taps an increase some parents didn't top up on time,We had 127 successful taps a decrease from 131 die to insufficient balances,@Mary kimani SC kiawairia comprehensive school | Screenshot_20260128-131740.png
