Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Gitombo Primary School,2026-01-20,White rice and beans,175,172,160,12,0,2,2,1,0,0,0,,175,0,,"20 Jan 2026, 12:40:24","20 Jan 2026, 13:20:30",,Food was delicious.,Queue was manageable  by the help of teacher.,Today failed tap was 2 just like yesterday the number maintained.,Actual meals served today was 172 a decrease of 1 from 173 yesterday parent didn't top up  account on time.,@Veronica Mwaura -S/C- Gitombo primary
,Mathanja Priamry School,2026-01-20,rice and beans,210,199,182,17,0,2,6,0,1,3,3,,205,0,,"20 Jan 2026, 13:00:38","20 Jan 2026, 13:45:45",,food was delicious,I managed the queue without any assistance,today we had 6 failed taps an increase compared to yesterday 3. some parents didn't top-up their accounts,today we had 199 actual meals served a decrease compared to yesterday 200. some parents didn't top up their accounts.,@mathanja primary school
,Gitiha Secondary School,2026-01-20,White rice and beans stew,140,140,153,0,0,2,0,0,5,0,0,,140,0,,"20 Jan 2026, 12:45:32","20 Jan 2026, 13:30:37",,Food was enough,Queue was managable,No failed tap,Successful tap had increased from the previous day,@Kang'ethe Dennis
,Githiga Primary,2026-01-20,Whiterice and beans,415,409,372,37,0,3,28,2,2,1,0,,415,09,,"20 Jan 2026, 12:54:20","20 Jan 2026, 13:54:33",,Food was sweet and delicious,Lines Management was smooth,Failed taps reduced by 10 from  38.parents topped up.,Actual  meals increased  from 400 to 409...turn out increased.,@Nicholas-SC - Githiga Comprehensive
,GATHAITHI PRIMARY,2026-01-20,Rice and Beans,465,468,423,45,3,3,11,0,2,00,0,,470,3,,"20 Jan 2026, 12:35:51","20 Jan 2026, 13:30:57",,Food was delicious,Queue was well managed by School coordinator,The number of failed taps increased from 8 to 11. Some parents failed to top up.,The number of actual meals served increased from 452 to 468,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru
,Ihiga Primary,2026-01-20,Rice and Beans,160,166,155,11,0,2,0,1,1,0,0,,165,0,,"20 Jan 2026, 12:40:22","20 Jan 2026, 01:15:28",,Food was Enough,Queues were well manageable.,Failed taps was 0 same as yesterday's which was 0.Parents are topping up on time.,"Successful taps was 166 an increase from yesterday's which was 160, today's turn up was high.",@Naomi SC-Ihiga Comprehensive
,Githioro Primary School,2026-01-20,White Rice and Beans,329,330,306,23,0,2,5,1,1,6,0,,335,0,,"20 Jan 2026, 12:38:28","20 Jan 2026, 13:35:35",,Food was delicious,Line management was organised assisted by tod,"Failed taps increased by 1 from 4 to 5, parents forgot to top up their accounts on time","Successful taps increased by 1, from 328 to 329. Numbers are still rising.",@GITHIORO COMPREHENSIVE
,Gathiruini Primary School,2026-01-20,Rice and Beans,240,235,210,25,0,2,4,0,1,1,2,,240,0,,"20 Jan 2026, 12:30:46","20 Jan 2026, 13:30:51",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 4 a  decrease 6 this is because parents topped up their accounts on time,Actual meal served today were 235 an increase from 231 this is because parents topped up their accounts on time,@Catherine Wanjiru
,Kiawaiguru Primary School,2026-01-20,Rice and Beans,215,225,206,19,2,2,3,0,1,0,0,,225,2,,"20 Jan 2026, 12:30:00","20 Jan 2026, 13:25:00",,Lunch was delicious.,Queue was well coordinated.,Failed taps increased from yesterday’s 1 to today 3.Parents forgot to top up despite reminding them.,Actual meals served increased from yesterday’s 202 to today 225.Most pupils reported to school.,@KIAWAIGURU PRIMARY SCHOOL
,Kanyore Primary School,2026-01-20,RICE & BEANS,630,656,615,41,4,3,6,1,8,0,0,,650,6,,"20 Jan 2026, 12:30:10","20 Jan 2026, 13:35:16",,Food was hot and delicious.Kids enjoyed the bananas.,Line management was organized,Number of failed taps decreased from 10 to 6 as more parents had topped up their accounts.,Number of successful taps increased from 630 to 656 as more parents had topped up.Also many students fed because of bananas.,"@Haron Muiruri,SL Kanyore Primary"
,Gatina Primary School,2026-01-20,White rice and beans,445,460,396,64,0,3,8,1,0,0,0,,460,0,,"20 Jan 2026, 12:34:59","20 Jan 2026, 13:35:15",,Food was hot and yummy.,Line was smooth and orderly.,Failed taps were 8 a decrease compared to yestersday's number of 12. more accounts had sufficient fund.,"Actual meal served were 460 an increase compared to yesterday's number of 442, the number increased sue to high turn up and more accounts had sufficient fund.",@Kang'ethe Dennis
,PCEA Matuguta Secondary School,2026-01-20,White Rice and Beans,120,117,117,0,0,2,4,1,1,00,0,,120,00,,"20 Jan 2026, 13:30:00","20 Jan 2026, 13:45:10",,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by me,The number of failed taps today were 04 higher than yesterday's which were none,Successful taps today were 117 lower than the projected meals but also higher than yesterday's 110,@Njeri -Matuguta secondary school
,Gathangari Primary School,2026-01-20,White rice and beans,420,420,388,32,0,3,10,1,3,10,0,,430,00,,"20 Jan 2026, 12:30:45","20 Jan 2026, 13:40:55",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps increased from 5 to 10.Some parents forgot to top up on time but have urged kids to remind them.,Successful taps increased from 410 to 420.Most parents topped up on time and kids turned up well in school,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Gathaithi Secondary School,2026-01-20,Rice and beans,100,102,102,0,0,2,6,1,1,0,0,,105,0,,"20 Jan 2026, 13:22:56","20 Jan 2026, 13:50:12",,Food was delicious,Queuing was good,We had 6 failed taps a drop from yesterday's 7 due early topping up by parents,We had 102 successful taps a rise from yesterday's 86 due excellent students attendance,@Joseph mburu nga'ang'a
,Kiambururu Secondary School,2026-01-20,Rice with Beans,205,200,200,0,0,3,4,0,1,0,0,,205,0,,"20 Jan 2026, 13:20:19","20 Jan 2026, 13:40:27",,The food was delicious,Line management was smooth,Failed taps was 4 compared from previous which was 2 some parents forgot to top up.,"Successful taps was 200 compared from previous which was 198,a slightly increase more students came for lunch.",@Salome-kiambururu secondary school
,Kindiga Primary & Junior Secondary School,2026-01-20,Rice and Beans,190,194,175,19,0,2,3,0,0,00,0,,190,00,,"20 Jan 2026, 12:40:58","20 Jan 2026, 13:30:04",,"The food was delicious, kids enjoyed the Bananas.",Queues were well managed with the help of TOD.,"Failed taps decreased to 3 from yesterday's 4,some parents still did not top up accounts.","Successful taps increased to 194 from yesterday's 184,many students were present today.",@James Mbugua SC Kindiga Primary
,Mukuyu Secondary School,2026-01-20,Rice & Beans,240,226,226,0,0,3,4,3,5,13,4,,240,0,,"20 Jan 2026, 12:40:06","20 Jan 2026, 13:15:22",,Food was delicious,Queue was well managed,Mukuyu secondary school failed taps decreases from 7 to 4  parents topped up on time,Mukuyu secondary school we had 226 successful taps which increases from 219 some students have not reported back,@Mukuyu Secondary School
