Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Gathiruini Primary School,2026-01-27,Rice and western,240,246,220,26,0,2,5,0,0,0,0,,250,0,,"27 Jan 2026, 12:30:50","27 Jan 2026, 13:30:05",,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 a decrease from 5 this is because parents topped up their accounts on time,Actual meals served were 246 an increase from 236 this because most students were present,@Catherine Wanjiru
,Kiawaiguru Primary School,2026-01-27,Rice and western,225,227,209,18,2,2,3,1,0,0,0,,230,2,,"27 Jan 2026, 12:30:00","27 Jan 2026, 13:20:00",,Lunch was delicious.,Line was in orderly way.,Failed taps increased from yesterdayâ€™s 2 to today 3.Some parents didnâ€™t top up despite reminding them.,Actual meals served increased from yesterdayâ€™s 221 to today 227.Most pupils reported to school today.,@KIAWAIGURU PRIMARY SCHOOL
,PCEA Matuguta Primary & Junior Secondary School,2026-01-27,Rice and western,450,469,424,45,2,3,22,1,2,0,0,,470,3,,"27 Jan 2026, 12:35:54","27 Jan 2026, 13:40:06",,Food was delicious,Queue was well managed,Failed taps were 22 an increase of 1 tap from yesterday's 21 failed taps . Respective parents had not topped up.,Actual meals were 469 an increase of 28 taps from yesterday's 441 actual meals. Absent students reported to school today and more parents topped up,@Matuguta primary
,Kiambururu Secondary School,2026-01-27,Rice with Western,205,210,210,0,0,3,3,0,0,0,0,,210,0,,"27 Jan 2026, 13:15:46","27 Jan 2026, 13:40:58",,The food was delicious,Line management was smooth,Failed taps today was 3 compared to previous which was 4,Successful taps was 210 compared to previous which was 198 an increase from previous yesterday,@Salome-kiambururu secondary school
,Gitiha Secondary School,2026-01-27,White rice and western stew,145,148,148,0,0,2,6,0,1,0,0,,145,0,,"27 Jan 2026, 12:43:34","27 Jan 2026, 13:10:44",,Food was delicious,Queue was managable,Constant number of failed taps,Successful taps had increassed,@Kang'ethe Dennis
,Gathaithi Secondary School,2026-01-27,Rice and western,100,108,108,0,0,2,5,0,2,0,0,,110,0,,"27 Jan 2026, 13:20:18","27 Jan 2026, 13:45:31",,Food was delicious,Queuing was good,We had 5 failed taps a rise from yesterday's 4 due to failure of topping up by parents,We had 108 successful taps a rise from yesterday's 92 due to excellent students attendance in school,@Joseph mburu nga'ang'a
,Gitombo Primary School,2026-01-27,White rice and Western,180,176,163,13,0,2,1,0,0,1,1,,175,0,,"27 Jan 2026, 12:40:53","27 Jan 2026, 13:20:00",,Food was delicious.,Queue was manageable by the help of teacher on duty.,Today failed taps was 1an increase of 1 from 0 yesterday parent didn't top up account on time.,Actual meals served today was 176 a decrease of 4 from 180 yesterday due to absenteeism.,@Veronica Mwaura -S/C- Gitombo primary
,Kindiga Primary & Junior Secondary School,2026-01-27,White Rice and western,195,194,175,19,0,2,5,0,0,1.5,2,,195,00,,"27 Jan 2026, 12:40:42","27 Jan 2026, 13:30:50",,The food was Hot and delicious.,Queues were orderly,"Failed taps increased to 5 from yesterday's 4,respective parents did not top up accounts.","Successful taps increased to 194 from 193,most kids were present today.",@James Mbugua SC Kindiga Primary
,Githiga Primary,2026-01-27,Whiterice and Western,405,407,370,37,0,3,25,1,3,00,0,,410,0,,"27 Jan 2026, 12:42:03","27 Jan 2026, 13:42:07",,Food was sweet and delicious,Line Management was smooth,Failed taps decreased by 1 from 26.,Actual meals increased from 391 to 407.turn out increased,@Nicholas-SC - Githiga Comprehensive
,Kiawairia Primary,2026-01-27,Rice and western ndengu,140,146,131,15,3,2,7,0,0,0,0,,140,3,,"27 Jan 2026, 12:00:01","27 Jan 2026, 13:30:09",,Food was delicious and hot,Lines were neat and organized,We had 7 failed taps an increase from 2 some parents didn't top up on time,We hadÂ  131 successful taps an increase from 126 turn out was good,@Mary kimani SC kiawairia comprehensive school
,Githima Primary,2026-01-27,White rice and western,270,270,244,26,4,2,1,0,4,0,0,,275,5,,"27 Jan 2026, 12:30:58","27 Jan 2026, 13:30:03",,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 1 failed tap which is a decrease from yesterday's 4 failed taps.Most parents topped up on time,We had 270 actual meals served which is an increase from yesterday's 263 actual meals.The turn up was high and parents topped up on time today.,@Brenda kamawe Githima primary and junior secondary school
,Gatitu Primary,2026-01-27,"RICE AND WESTERN, &  BANANAS",380,371,332,39,0,3,13,0,3,1,1,,380,1,,"27 Jan 2026, 12:15:04","27 Jan 2026, 13:40:12",,Students enjoyed bananas..food also tasted really great!!,"In presence of ToD, students made neat queues which transitioned from class to class.",An increase from 5 to 13 ..some parents were unreachable upon placing calls.,A difference of 2 being a decrease from 373 to 371 resulted by accounts having low funds.,@Wambui ikonya -sc- Gatitu comprehensive
,Gathangari Primary School,2026-01-27,White rice and western,415,416,383,33,0,3,8,0,0,10,0,,415,0,,"27 Jan 2026, 12:20:28","27 Jan 2026, 13:30:36",,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 11 to 8.some parents forgot to top up on time and have urged kids to remind them to top up,Successful taps increased fromÂ  408 to 416.Most parents topped up their accounts on time.,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,Kanyore Primary School,2026-01-27,RICE & WESTERN,620,465,447,18,4,3,12,1,0,35,45,,530,5,,"27 Jan 2026, 12:30:44","27 Jan 2026, 13:30:48",,Food was delicious,Line management was organized,Number of failed taps decreased from 22 to 12 as many accounts were topped up.,Number of successful taps decreased from 632 to 465. This can be attributed to decreased number of students in school as many were absent since they were sent home for fees yesterday.Some reported back but were sent home again for fees.,"@Haron Muiruri,SL Kanyore Primary"
,Kiambururu Comprehensive School,2026-01-27,White Rice and Western,275,277,249,28,0,3,5,0,0,0,0,,280,0,,"27 Jan 2026, 12:40:47","27 Jan 2026, 13:40:52",,The food was delicious,Line management was smooth and fast,Failed taps decreased from 9 to 5.We still had parents who failed to top up on time,Actual meals served increased from 267 to 277.There was high student turnout due to the ongoing exams.,@Kiambururu Comprehensive School
